Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
1,7:05,2,3,DET 32,13,0,D'Andre Swift left tackle for 14 yards (tackle by Antoine Winfield),1.010,1.990
1,6:29,1,10,DET 46,13,0,D'Andre Swift left end for 4 yards (tackle by Jamel Dean),1.990,1.990
1,5:51,2,6,DET 50,13,0,Chase Daniel pass incomplete short right intended for Quintez Cephus (defended by William Gholston),1.990,1.290
1,5:47,3,6,DET 50,13,0,Chase Daniel sacked by Jeremiah Ledbetter for -11 yards,1.290,-0.780
1,5:03,4,17,DET 39,13,0,"Jack Fox punts 51 yards, returned by Kenjon Barner for 6 yards (tackle by Miles Killebrew)",-0.780,0.140
1,4:48,1,10,TAM 16,13,0,Tom Brady pass complete short right to Leonard Fournette for 7 yards (tackle by Amani Oruwariye and Will Harris),-0.140,0.420
1,4:18,2,3,TAM 23,13,0,Leonard Fournette left end for 4 yards (tackle by Kevin Strong),0.420,0.740
1,3:35,1,10,TAM 27,13,0,Tom Brady pass complete short left to Mike Evans for 16 yards (tackle by Tracy Walker),0.740,1.800
1,3:00,1,10,TAM 43,13,0,Leonard Fournette left end for 2 yards (tackle by John Penisini),1.800,1.520
1,2:20,2,8,TAM 45,13,0,Tom Brady pass complete short middle to Chris Godwin for 10 yards (tackle by Jarrad Davis and Reggie Ragland),1.520,2.590
1,1:44,1,10,DET 45,13,0,Tom Brady sacked by Everson Griffen for -7 yards,2.590,1.100
1,0:58,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
1,0:58,2,17,TAM 48,13,0,Leonard Fournette left tackle for 3 yards (tackle by Romeo Okwara),1.100,0.830
1,0:20,3,14,DET 49,13,0,Tom Brady pass incomplete short middle,0.830,0.000
1,0:16,4,14,DET 49,13,0,Bradley Pinion punts 39 yards downed by Ryan Smith,0.000,0.380
1,0:06,1,10,DET 10,13,0,Chase Daniel pass complete short right to Mohamed Sanu for 2 yards (tackle by Devin White),-0.380,-0.630
Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,DET 12,13,0,Chase Daniel pass complete short right to Marvin Jones for 2 yards (tackle by Sean Murphy-Bunting),-0.630,-0.950
2,14:29,3,6,DET 14,13,0,Chase Daniel pass incomplete short right intended for Mohamed Sanu,-0.950,-2.470
2,14:25,4,6,DET 14,13,0,"Jack Fox punts 42 yards, returned by Kenjon Barner for 5 yards (tackle by Jamal Agnew)",-2.470,-2.190
2,14:15,1,10,TAM 49,13,0,Leonard Fournette left end for 4 yards (tackle by Darryl Roberts and Jarrad Davis),2.190,2.190
2,13:48,2,6,DET 47,13,0,Tom Brady pass complete short middle to Chris Godwin for 12 yards (tackle by Jarrad Davis),2.190,3.250
2,13:24,1,10,DET 35,13,0,Tom Brady pass complete short left to Leonard Fournette for 12 yards (tackle by Jarrad Davis and Tracy Walker),3.250,4.040
2,12:56,1,10,DET 23,13,0,Leonard Fournette left tackle for 6 yards (tackle by Tracy Walker),4.040,4.380
2,12:27,2,4,DET 17,13,0,Tom Brady pass complete short middle to Leonard Fournette for 13 yards (tackle by Austin Bryant),4.380,6.280
2,11:55,1,4,DET 4,19,0,"Leonard Fournette up the middle for 4 yards, touchdown",6.280,7.000
2,11:51,,,DET 15,20,0,Ryan Succop kicks extra point good,0.000,0.000
2,11:51,,,TAM 35,20,0,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,11:51,1,10,DET 25,20,0,Adrian Peterson left tackle for 9 yards (tackle by Jordan Whitehead),0.610,1.280
2,11:18,2,1,DET 34,20,0,Adrian Peterson up the middle for 4 yards (tackle by Antoine Winfield),1.280,1.470
2,10:43,1,10,DET 38,20,0,Adrian Peterson right tackle for -4 yards (tackle by Shaquil Barrett),1.470,0.380
2,9:58,2,14,DET 34,20,0,D'Andre Swift up the middle for 3 yards (tackle by Shaquil Barrett and Anthony Nelson),0.380,0.100
2,9:21,3,11,DET 37,20,0,Chase Daniel pass incomplete short right,0.100,-0.910
2,9:14,4,11,DET 37,20,0,"Jack Fox punts 52 yards, returned by Kenjon Barner for -2 yards (tackle by Jamal Agnew)",-0.910,0.380
2,9:02,1,10,TAM 9,20,0,Tom Brady pass complete short left to Mike Evans for 7 yards (tackle by Tramaine Brock),-0.380,-0.160
2,8:24,2,3,TAM 16,20,0,Tom Brady pass complete deep middle to Tanner Hudson for 20 yards (tackle by Duron Harmon),-0.160,1.330
2,7:44,1,10,TAM 36,20,0,Tom Brady pass complete deep left to Mike Evans for 22 yards (tackle by Tramaine Brock),1.330,2.790
2,7:05,1,10,DET 42,20,0,Ke'Shawn Vaughn left tackle for 14 yards (tackle by Duron Harmon),2.790,3.710
2,6:26,1,10,DET 28,20,0,Ke'Shawn Vaughn up the middle for 12 yards (tackle by Tracy Walker and Jarrad Davis),3.710,4.510
2,5:40,1,10,DET 16,20,0,Ke'Shawn Vaughn up the middle for 9 yards (tackle by Duron Harmon),4.510,5.540
2,4:58,2,1,DET 7,26,0,"Tom Brady pass complete short left to Chris Godwin for 7 yards, touchdown",5.540,7.000
2,4:52,,,DET 15,27,0,Ryan Succop kicks extra point good,0.000,0.000
2,4:52,,,TAM 35,27,0,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,4:52,1,10,DET 25,27,0,D'Andre Swift left end for 3 yards (tackle by William Gholston and Lavonte David),0.610,0.470
2,4:17,2,7,DET 28,27,0,D'Andre Swift up the middle for no gain (tackle by Shaquil Barrett and Ndamukong Suh),0.470,-0.230
2,3:34,3,7,DET 28,27,0,Chase Daniel pass incomplete short right intended for Danny Amendola (defended by Jason Pierre-Paul),-0.230,-1.500
2,3:29,4,7,DET 28,27,0,"Jack Fox punts 46 yards, returned by Kenjon Barner for 8 yards (tackle by Jason Cabinda)",-1.500,-1.200
2,3:20,1,10,TAM 34,27,0,Tom Brady pass incomplete deep left intended for Mike Evans,1.200,0.660
2,3:13,2,10,TAM 34,27,0,Tom Brady pass complete short right to Ke'Shawn Vaughn for 7 yards (tackle by Tracy Walker),0.660,0.890
2,2:38,3,3,TAM 41,27,0,Tom Brady pass complete short middle to Mike Evans for 15 yards (tackle by Tramaine Brock),0.890,2.650
2,2:01,1,10,DET 44,27,0,"Tom Brady pass incomplete short right intended for Chris Godwin (defended by Tracy Walker). Penalty on Antonio Brown: Illegal Shift, 5 yards (no play)",2.650,2.320
2,1:56,1,15,DET 49,27,0,Tom Brady pass incomplete deep middle intended for Chris Godwin,2.320,1.440
2,1:50,2,15,DET 49,27,0,Tom Brady pass complete short left to Cameron Brate for 11 yards (tackle by Tramaine Brock),1.440,2.210
2,1:45,3,4,DET 38,27,0,Tom Brady pass incomplete short right intended for Antonio Brown,2.210,0.720
2,1:42,4,4,DET 38,27,0,Tom Brady pass complete short right to Antonio Brown for 15 yards. Penalty on Amani Oruwariye: Defensive Holding (Declined),0.720,4.040
2,1:34,1,10,DET 23,27,0,"Tom Brady pass complete deep right to Chris Godwin for 23 yards. Penalty on Donovan Smith: Ineligible Downfield Pass, 5 yards (no play)",4.040,3.710
2,1:28,1,15,DET 28,27,0,Tom Brady pass complete short middle to Cameron Brate for 16 yards (tackle by Tracy Walker),3.710,4.780
2,1:20,,,,,,Timeout #1 by Detroit Lions,,
2,1:20,1,10,DET 12,33,0,"Tom Brady pass complete short middle to Antonio Brown for 12 yards, touchdown",4.780,7.000
2,1:14,,,DET 15,34,0,Ryan Succop kicks extra point good,0.000,0.000
2,1:14,,,TAM 35,34,0,"Bradley Pinion kicks off 72 yards, returned by Jamal Agnew for 27 yards (tackle by Andrew Adams)",0.000,0.280
2,1:07,1,10,DET 20,34,0,Chase Daniel pass complete short right to T.J. Hockenson for 7 yards (tackle by Sean Murphy-Bunting),0.280,0.680
2,0:47,2,3,DET 27,34,0,Chase Daniel pass complete short middle to T.J. Hockenson for 4 yards (tackle by Devin White),0.680,1.000
2,0:41,,,,,,Timeout #2 by Detroit Lions,,
2,0:41,1,10,DET 31,34,0,Chase Daniel sacked by Devin White for -11 yards,1.000,-1.030
2,0:32,,,,,,Timeout #3 by Detroit Lions,,
2,0:32,2,21,DET 20,34,0,Chase Daniel pass complete short right to Danny Amendola for 19 yards (tackle by Devin White),-1.030,0.830
2,0:15,3,2,DET 39,34,0,Chase Daniel pass complete short right to Marvin Jones for 11 yards (tackle by Jordan Whitehead),0.830,2.260
Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,34,0,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DET 25,34,0,"D'Andre Swift right tackle for no gain (tackle by Lavonte David and Ndamukong Suh). D'Andre Swift fumbles (forced by Lavonte David), recovered by Jordan Whitehead at DET-25",0.610,-3.910
3,14:55,1,10,DET 25,40,0,"Blaine Gabbert pass complete deep middle to Rob Gronkowski for 25 yards, touchdown",3.910,7.000
3,14:50,,,DET 15,40,0,Ryan Succop kicks extra point no good wide right,0.000,-1.000
3,14:50,,,TAM 35,40,0,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,14:50,1,10,DET 25,40,0,Chase Daniel pass complete short left to D'Andre Swift for 2 yards (tackle by Lavonte David),0.610,0.330
3,14:19,2,8,DET 27,40,0,Chase Daniel pass complete short right to Danny Amendola for -2 yards (tackle by Devin White),0.330,-0.620
3,13:34,3,10,DET 25,40,0,"Chase Daniel pass complete short left to Quintez Cephus for 8 yards (tackle by Sean Murphy-Bunting). Penalty on Jamel Dean: Defensive Holding, 5 yards (no play)",-0.620,0.940
3,13:11,1,10,DET 30,40,0,Adrian Peterson up the middle for 1 yard (tackle by Devin White),0.940,0.530
3,12:31,2,9,DET 31,40,0,Chase Daniel pass complete short left to Marvin Jones for 6 yards (tackle by Devin White),0.530,0.630
3,11:51,3,3,DET 37,40,0,Chase Daniel sacked by William Gholston for -7 yards,0.630,-1.370
3,11:15,4,10,DET 30,40,0,Jack Fox punts 52 yards downed by Christian Jones,-1.370,-0.040
3,11:01,1,10,TAM 18,40,0,Blaine Gabbert pass complete short left to Mike Evans for 5 yards (tackle by Jarrad Davis and Darryl Roberts),0.040,0.280
3,10:20,2,5,TAM 23,40,0,Ke'Shawn Vaughn right tackle for 2 yards (tackle by Kevin Strong),0.280,-0.270
3,9:42,,,,,,Timeout #1 by Detroit Lions,,
3,9:42,3,3,TAM 25,40,0,Blaine Gabbert pass incomplete short left intended for Mike Evans,-0.270,-1.700
3,9:38,4,3,TAM 25,40,6,"Bradley Pinion punts 49 yards, returned by Jamal Agnew for 74 yards, touchdown. Penalty on Mike Ford: Taunting, 15 yards",-1.700,-7.000
3,9:20,,,TAM 15,40,7,Matt Prater kicks extra point good,0.000,0.000
3,9:20,,,DET 20,40,7,"Jack Fox kicks off 73 yards, returned by Kenjon Barner for 30 yards (tackle by Christian Jones)",0.000,1.400
3,9:14,1,10,TAM 37,40,7,"Ke'Shawn Vaughn left end for 5 yards (tackle by Jahlani Tavai). Penalty on Donovan Smith: Offensive Holding, 10 yards (no play)",1.400,0.740
3,8:43,1,20,TAM 27,40,7,Blaine Gabbert pass incomplete short left intended for Chris Godwin (defended by Darryl Roberts),0.740,-0.490
3,8:38,2,20,TAM 27,40,7,Blaine Gabbert up the middle for 16 yards (tackle by Duron Harmon),-0.490,0.960
3,7:52,3,4,TAM 43,40,7,Blaine Gabbert pass complete short left to Tyler Johnson for 35 yards (tackle by Tracy Walker),0.960,4.110
3,7:12,1,10,DET 22,46,7,"Blaine Gabbert pass complete deep left to Mike Evans for 22 yards, touchdown",4.110,7.000
3,7:07,,,DET 15,47,7,Ryan Succop kicks extra point good,0.000,0.000
3,7:07,,,TAM 35,47,7,"Bradley Pinion kicks off 70 yards, returned by Jamal Agnew for 19 yards (tackle by Ryan Smith). Penalty on Hunter Bryant: Illegal Block Above the Waist, 7 yards",0.000,-0.380
3,7:01,1,10,DET 7,47,7,D'Andre Swift right tackle for no gain (tackle by Jason Pierre-Paul and Steve McLendon),-0.380,-0.780
3,6:24,2,10,DET 7,47,7,Chase Daniel pass complete short middle to D'Andre Swift for 15 yards (tackle by Devin White),-0.780,0.410
3,5:51,1,10,DET 22,47,7,D'Andre Swift up the middle for 11 yards (tackle by Antoine Winfield),0.410,1.140
3,5:28,1,10,DET 33,47,7,"Penalty on Taylor Decker: False Start, 5 yards (no play)",1.140,0.810
3,5:17,1,15,DET 28,47,7,Chase Daniel pass incomplete short right intended for Mohamed Sanu,0.810,-0.080
3,5:13,2,15,DET 28,47,7,Chase Daniel pass complete short left to Danny Amendola for 3 yards (tackle by Jamel Dean),-0.080,-0.360
3,4:37,3,12,DET 31,47,7,Chase Daniel pass complete short middle to Kerryon Johnson for 10 yards (tackle by Devin White),-0.360,-0.650
3,3:58,4,2,DET 41,47,7,Jack Fox punts 51 yards downed by Justin Coleman,-0.650,0.380
3,3:47,1,10,TAM 8,47,7,Ke'Shawn Vaughn right tackle for 5 yards (tackle by Amani Oruwariye and Austin Bryant),-0.380,-0.410
3,3:03,2,5,TAM 13,47,7,Blaine Gabbert pass complete deep right to Mike Evans for 30 yards (tackle by Amani Oruwariye),-0.410,1.800
3,2:25,1,10,TAM 43,47,7,Ke'Shawn Vaughn up the middle for 3 yards (tackle by Jahlani Tavai),1.800,1.660
3,1:42,2,7,TAM 46,47,7,Blaine Gabbert pass incomplete short left intended for Scott Miller,1.660,0.960
3,1:39,3,7,TAM 46,47,7,"Blaine Gabbert pass incomplete deep right intended for Mike Evans. Penalty on Duron Harmon: Roughing the Passer, 15 yards (no play)",0.960,2.980
3,1:33,1,10,DET 39,47,7,Ke'Shawn Vaughn right tackle for 1 yard (tackle by Nick Williams),2.980,2.580
3,0:53,2,9,DET 38,47,7,Blaine Gabbert pass incomplete short left intended for Ke'Shawn Vaughn,2.580,1.880
3,0:49,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
3,0:49,3,9,DET 38,47,7,Blaine Gabbert pass complete short left to Scott Miller for 7 yards (tackle by Tramaine Brock),1.880,1.400
3,0:06,4,2,DET 31,47,7,"Penalty on LeSean McCoy: False Start, 5 yards (no play)",1.400,0.880
Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,7,DET 36,47,7,Blaine Gabbert pass incomplete short right intended for Chris Godwin,0.880,-1.330
4,14:57,1,10,DET 36,47,7,David Blough pass complete short right to D'Andre Swift for 6 yards (tackle by Herb Miller),1.330,1.600
4,14:26,2,4,DET 42,47,7,"David Blough pass incomplete short right intended for Marvin Jones. Penalty on Rakeem Nunez-Roches: Defensive Offside, 5 yards (no play)",1.600,2.060
4,14:22,1,10,DET 47,47,7,"David Blough pass complete short right to T.J. Hockenson for 5 yards (tackle by Herb Miller). Penalty on Devin White: Roughing the Passer, 15 yards",2.060,3.380
4,14:03,1,10,TAM 33,47,7,D'Andre Swift up the middle for 3 yards (tackle by Herb Miller),3.380,3.240
4,13:29,2,7,TAM 30,47,7,David Blough pass incomplete deep middle intended for Danny Amendola,3.240,2.540
4,13:23,3,7,TAM 30,47,7,David Blough sacked by Anthony Nelson for -10 yards,2.540,0.590
4,12:39,4,17,TAM 40,47,7,"Jack Fox punts 32 yards, returned by Kenjon Barner for 3 yards (tackle by Christian Jones)",0.590,0.370
4,12:30,1,10,TAM 11,47,7,Ke'Shawn Vaughn right tackle for 9 yards (tackle by John Penisini),-0.370,0.360
4,11:48,2,1,TAM 20,47,7,Ke'Shawn Vaughn up the middle for 1 yard (tackle by Jahlani Tavai),0.360,0.340
4,11:08,1,10,TAM 21,47,7,Ke'Shawn Vaughn up the middle for 2 yards (tackle by Austin Bryant),0.340,0.070
4,10:25,2,8,TAM 23,47,7,"Penalty on Austin Bryant: Neutral Zone Infraction, 5 yards (no play)",0.070,0.750
4,10:09,2,3,TAM 28,47,7,Blaine Gabbert pass incomplete short right intended for Antonio Brown,0.750,0.040
4,10:05,3,3,TAM 28,47,7,"Blaine Gabbert sacked by Austin Bryant for no gain. Penalty on Austin Bryant: Defensive Offside, 5 yards (no play)",0.040,1.140
4,10:02,1,10,TAM 33,47,7,"Blaine Gabbert pass incomplete deep left intended for Mike Evans. Penalty on Tramaine Brock: Defensive Pass Interference, 35 yards (no play)",1.140,3.450
4,9:56,1,10,DET 32,47,7,Blaine Gabbert pass complete short left to Mike Evans for 4 yards (tackle by Jalen Reeves-Maybin and Christian Jones),3.450,3.440
4,9:17,2,6,DET 28,47,7,Ke'Shawn Vaughn right end for -1 yards (tackle by Julian Okwara),3.440,2.610
4,8:32,3,7,DET 29,47,7,Blaine Gabbert pass complete short left to LeSean McCoy for 5 yards (tackle by Christian Jones and Jahlani Tavai),2.610,1.990
4,7:44,4,2,DET 24,47,7,Ryan Succop 42 yard field goal no good,1.990,-1.070
4,7:40,1,10,DET 32,47,7,David Blough pass complete deep middle to Mohamed Sanu for 20 yards (tackle by Jordan Whitehead),1.070,2.390
4,7:16,1,10,TAM 48,47,7,"Penalty on Taylor Decker: False Start, 5 yards (no play)",2.390,2.060
4,7:14,1,15,DET 47,47,7,David Blough pass complete short middle to D'Andre Swift for 2 yards (tackle by Lavonte David),2.060,1.440
4,6:49,2,13,DET 49,47,7,David Blough right end for 18 yards (tackle by Devin White),1.440,3.380
4,6:21,1,10,TAM 33,47,7,"David Blough pass complete short right to D'Andre Swift for 7 yards (tackle by Herb Miller). Penalty on Jonah Jackson: Illegal Blindside Block, 15 yards (no play)",3.380,2.390
4,5:57,1,25,TAM 48,47,7,David Blough pass complete short middle to Quintez Cephus for 9 yards (tackle by Ross Cockrell),2.390,2.030
4,5:29,2,16,TAM 39,47,7,David Blough pass incomplete short middle intended for D'Andre Swift (defended by Jason Pierre-Paul),2.030,1.350
4,5:25,3,16,TAM 39,47,7,David Blough pass complete short left to Kerryon Johnson for 7 yards (tackle by Kevin Minter),1.350,1.240
4,4:49,4,9,TAM 32,47,7,David Blough pass incomplete short left intended for T.J. Hockenson (defended by Jordan Whitehead),1.240,-1.070
4,4:40,1,10,TAM 32,47,7,Ke'Shawn Vaughn up the middle for 1 yard (tackle by John Penisini),1.070,0.660
4,4:01,2,9,TAM 33,47,7,Ke'Shawn Vaughn up the middle for 4 yards (tackle by Julian Okwara and Reggie Ragland),0.660,0.500
4,3:15,3,5,TAM 37,47,7,"Blaine Gabbert sacked by Romeo Okwara for -7 yards. Blaine Gabbert fumbles (forced by Romeo Okwara), recovered by Blaine Gabbert at TB-30",0.500,-1.370
4,2:29,4,12,TAM 30,47,7,"Bradley Pinion punts 44 yards, returned by Jamal Agnew for 4 yards (tackle by Herb Miller)",-1.370,-0.940
4,2:19,1,10,DET 30,47,7,"David Blough pass deep right intended for Jesse James is intercepted by Herb Miller at DET-47 and returned for 2 yards. Penalty on William Gholston: Unnecessary Roughness, 15 yards",0.940,-1.600
4,2:08,1,10,TAM 40,47,7,Ke'Shawn Vaughn right end for 4 yards (tackle by Jalen Reeves-Maybin),1.600,1.590
4,2:00,2,6,TAM 44,47,7,Ke'Shawn Vaughn left end for -4 yards (tackle by Tracy Walker),1.590,0.370
4,1:14,3,10,TAM 40,47,7,Blaine Gabbert pass complete short right to Antonio Brown for 10 yards (tackle by Christian Jones and C.J. Moore),0.370,2.260
4,0:34,1,10,TAM 50,47,7,Blaine Gabbert kneels for -1 yards,2.260,1.580
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
