Quarter,Time,Down,ToGo,Location,CIN,OAK,Detail,EPB,EPA
2,2:21,2,10,OAK 25,17,0,Matt McGloin sacked by Carlos Dunlap for -6 yards,0.060,-1.510
2,2:00,3,16,OAK 19,17,0,Latavius Murray middle for 12 yards (tackle by Chris Carter),-1.510,-1.310
2,1:15,4,4,OAK 31,17,0,"Marquette King punts 48 yards, returned by Adam Jones for 18 yards (tackle by Jon Condo)",-1.310,-1.530
2,1:03,1,10,CIN 39,17,0,Andy Dalton pass complete short middle to Tyler Eifert for 18 yards (tackle by Larry Asante),1.530,2.720
2,0:38,1,10,OAK 43,17,0,Giovani Bernard middle for 13 yards (tackle by Larry Asante),2.720,2.720
2,0:29,1,10,OAK 43,17,0,Timeout #3 by Cincinnati Bengals,2.720,3.580
2,0:29,1,10,OAK 30,17,0,Andy Dalton pass complete short left to Giovani Bernard for 14 yards,3.580,4.510
2,0:23,1,10,OAK 16,17,0,Andy Dalton pass complete short right to Giovani Bernard for 3 yards (tackle by Charles Woodson),4.510,4.390
2,0:18,2,7,OAK 13,17,0,Andy Dalton pass incomplete short left intended for Marvin Jones (defended by T.J. Carrie),4.390,3.540
2,0:12,3,7,OAK 13,23,0,"Andy Dalton pass complete short middle to Tyler Eifert for 13 yards, touchdown",3.540,7.000
2,0:12,,,OAK 13,24,0,Mike Nugent kicks extra point good,0.000,0.000
2,0:12,,,CIN 35,24,0,"Mike Nugent kicks off 40 yards, returned by Lee Smith for 8 yards (tackle by Cedric Peerman)",0.000,-1.140
2,0:04,1,10,OAK 33,24,0,Latavius Murray middle for 8 yards (tackle by A.J. Hawk and Rey Maualuga),1.140,1.670
Quarter,Time,Down,ToGo,Location,CIN,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,24,0,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,CIN 20,24,0,Jeremy Hill left tackle for 1 yard (tackle by Khalil Mack),0.280,-0.130
3,14:24,2,9,CIN 21,24,0,Andy Dalton pass complete short left to Marvin Jones for 7 yards (tackle by Aldon Smith),-0.130,-0.130
3,13:41,2,9,CIN 21,24,0,Timeout #1 by Cincinnati Bengals,-0.130,0.100
3,13:41,3,2,CIN 28,24,0,Jeremy Hill left guard for -1 yards (tackle by Larry Asante),0.100,-1.570
3,13:18,4,3,CIN 27,24,0,Kevin Huber punts 39 yards,-1.570,-1.200
3,13:07,1,10,OAK 34,24,0,Matt McGloin pass complete short middle to Seth Roberts for 7 yards (tackle by Rey Maualuga),1.200,1.600
3,12:35,2,3,OAK 41,24,0,Matt McGloin pass complete short left to Amari Cooper for 5 yards (tackle by Adam Jones),1.600,1.990
3,12:14,1,10,OAK 46,24,0,Matt McGloin pass incomplete short right intended for Michael Crabtree,1.990,1.450
3,12:09,2,10,OAK 46,24,0,Matt McGloin pass incomplete deep left intended for Mychal Rivera is intercepted by Reggie Nelson at CIN-24,1.450,-0.540
3,12:03,1,10,CIN 24,24,0,Andy Dalton pass complete short right to A.J. Green for 18 yards (tackle by Larry Asante),0.540,1.730
3,11:30,1,10,CIN 42,24,0,Jeremy Hill middle for no gain (tackle by Malcolm Smith),1.730,1.190
3,10:57,2,10,CIN 42,24,0,"Andy Dalton pass incomplete deep left intended for A.J. Green. Penalty on Russell Bodine: Offensive Holding, 10 yards (no play)",1.190,-0.160
3,10:50,2,20,CIN 32,24,0,Andy Dalton pass incomplete short right intended for Tyler Eifert (defended by Justin Tuck),-0.160,-0.820
3,10:46,3,20,CIN 32,24,0,Andy Dalton pass complete short right to Giovani Bernard for -5 yards (tackle by Justin Tuck and Khalil Mack),-0.820,-1.570
3,10:06,4,25,CIN 27,24,0,"Kevin Huber punts 49 yards, returned by T.J. Carrie for 5 yards (tackle by Darqueze Dennard)",-1.570,-0.870
3,9:56,1,10,OAK 29,24,0,Matt McGloin pass complete short left to Marcel Reece for 6 yards (tackle by Adam Jones),0.870,1.140
3,9:21,2,4,OAK 35,24,0,Latavius Murray middle for 2 yards (tackle by Geno Atkins),1.140,0.700
3,8:42,3,2,OAK 37,24,0,Matt McGloin pass complete short right to Seth Roberts for no gain,0.700,-0.910
3,7:58,4,2,OAK 37,24,0,"Marquette King punts 48 yards, fair catch by Brandon Tate",-0.910,0.220
3,7:50,1,10,CIN 15,24,0,"Andy Dalton pass complete short right to A.J. Green for 8 yards (tackle by D.J. Hayden). Penalty on D.J. Hayden: Defensive Holding, 5 yards (no play)",-0.220,0.280
3,7:36,1,10,CIN 20,24,0,Jeremy Hill left guard for 4 yards (tackle by Justin Tuck),0.280,0.270
3,6:59,2,6,CIN 24,24,0,Andy Dalton pass complete short right to A.J. Green for 8 yards (tackle by D.J. Hayden and Charles Woodson),0.270,1.070
3,6:23,1,10,CIN 32,24,0,Andy Dalton pass incomplete deep right intended for A.J. Green,1.070,0.530
3,6:17,2,10,CIN 32,24,0,Jeremy Hill right guard for 7 yards (tackle by Larry Asante),0.530,0.760
3,5:34,3,3,CIN 39,24,0,Andy Dalton pass complete deep right to Rex Burkhead for 24 yards (tackle by T.J. Carrie),0.760,3.120
3,4:55,1,10,OAK 37,24,0,Giovani Bernard left guard for 28 yards (tackle by Charles Woodson),3.120,5.140
3,4:26,1,9,OAK 9,24,0,Giovani Bernard middle for 1 yard (tackle by Dan Williams),5.140,4.570
3,3:45,2,8,OAK 8,30,0,"Andy Dalton pass complete short left to Tyler Eifert for 8 yards, touchdown",4.570,7.000
3,3:45,,,OAK 8,30,0,"Mike Nugent kicks extra point no good, blocked by Justin Tuck",0.000,-1.000
3,3:45,,,CIN 35,30,0,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
3,3:42,1,10,OAK 20,30,0,Matt McGloin pass complete short middle to Jamize Olawale for 11 yards (tackle by Rey Maualuga and A.J. Hawk),0.280,1.000
3,3:03,1,10,OAK 31,30,0,"Matt McGloin sacked by Geno Atkins for -13 yards. Matt McGloin fumbles (forced by Geno Atkins), recovered by Michael Johnson at OAK-17 (tackle by Donald Penn)",1.000,-4.440
3,2:50,1,10,OAK 17,30,0,Jeremy Hill left tackle for 2 yards (tackle by T.J. Carrie),4.440,4.150
3,2:18,2,8,OAK 15,30,0,Jeremy Hill left tackle for -2 yards (tackle by Justin Tuck),4.150,4.150
3,1:35,2,8,OAK 15,30,0,Timeout #2 by Cincinnati Bengals,4.150,3.070
3,1:35,3,10,OAK 17,30,0,Andy Dalton pass incomplete deep left intended for Ryan Hewitt,3.070,2.310
3,1:30,4,10,OAK 17,33,0,Mike Nugent 35 yard field goal good,2.310,3.000
3,1:30,,,CIN 35,33,0,"Mike Nugent kicks off 65 yards, returned by Taiwan Jones for 28 yards (tackle by Chris Carter)",0.000,-0.810
3,1:20,1,10,OAK 28,33,0,Taiwan Jones right guard for 4 yards (tackle by Chris Carter),0.810,0.800
3,0:47,2,6,OAK 32,33,0,Matt McGloin pass complete short middle to Michael Crabtree for 8 yards (tackle by Emmanuel Lamur and Leon Hall),0.800,1.600
3,0:24,1,10,OAK 40,33,0,Matt McGloin pass complete short middle to Michael Crabtree for 11 yards (tackle by Vincent Rey),1.600,2.320
Quarter,Time,Down,ToGo,Location,CIN,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 49,33,0,Matt McGloin pass complete short left to Clive Walford for 1 yard (tackle by Vincent Rey),2.320,1.920
4,14:35,2,9,CIN 48,33,0,Matt McGloin pass incomplete short right intended for Amari Cooper,1.920,1.220
4,14:33,3,9,CIN 48,33,0,Matt McGloin pass incomplete deep middle intended for Seth Roberts,1.220,0.070
4,14:28,4,9,CIN 48,33,0,"Marquette King punts 48 yards, touchback",0.070,-0.280
4,14:22,1,10,CIN 20,33,0,Jeremy Hill right tackle for 2 yards (tackle by Dan Williams),0.280,0.280
4,13:36,1,10,CIN 20,33,0,Timeout #3 by Cincinnati Bengals,0.280,0.000
4,13:36,2,8,CIN 22,33,0,Andy Dalton pass incomplete short middle intended for Tyler Eifert (defended by Dan Williams),0.000,-0.690
4,13:32,3,8,CIN 22,33,0,Andy Dalton pass complete short right to Giovani Bernard for 7 yards (tackle by T.J. Carrie and Ray-Ray Armstrong),-0.690,-1.440
4,12:47,4,1,CIN 29,33,0,"Kevin Huber punts 41 yards, returned by T.J. Carrie for 11 yards (tackle by Emmanuel Lamur)",-1.440,-1.660
4,12:36,1,10,OAK 41,33,0,Matt McGloin pass complete short left to Seth Roberts for 5 yards (tackle by Darqueze Dennard),1.660,1.800
4,12:17,2,5,OAK 46,33,0,Matt McGloin pass complete short middle to Latavius Murray for 4 yards (tackle by Vincent Rey),1.800,1.620
4,11:56,3,1,,33,0,Matt McGloin pass incomplete short left intended for Seth Roberts (defended by Darqueze Dennard),1.620,-0.060
4,11:54,4,1,,33,0,Matt McGloin pass complete short right to Michael Crabtree for 4 yards (tackle by Shawn Williams),-0.060,2.520
4,11:29,1,10,CIN 46,33,0,Matt McGloin pass complete short middle to Latavius Murray for 5 yards (tackle by Emmanuel Lamur),2.520,2.650
4,10:50,2,5,CIN 41,33,0,Matt McGloin pass complete short right to Amari Cooper for -2 yards (tackle by Leon Hall),2.650,1.680
4,10:12,3,7,CIN 43,33,0,Matt McGloin pass complete short left to Mychal Rivera for 4 yards (tackle by Vincent Rey),1.680,0.660
4,9:32,4,3,CIN 39,33,0,Matt McGloin pass complete short middle to Amari Cooper for 14 yards (tackle by Darqueze Dennard),0.660,3.910
4,8:51,1,10,CIN 25,33,0,Matt McGloin pass complete short middle to Latavius Murray for 6 yards (tackle by Paul Dawson and Vincent Rey),3.910,4.200
4,8:26,2,4,CIN 19,33,0,Matt McGloin pass complete short right to Rod Streater for 8 yards (tackle by Dre Kirkpatrick),4.200,4.840
4,8:00,1,10,CIN 11,33,6,"Matt McGloin pass complete short middle to Marcel Reece for 11 yards, touchdown",4.840,7.000
4,8:00,,,CIN 11,33,7,Sebastian Janikowski kicks extra point good,0.000,0.000
4,8:00,,,OAK 35,33,7,"Sebastian Janikowski kicks off 62 yards, returned by Brandon Tate for 6 yards (tackle by Andre Holmes)",0.000,0.380
4,7:53,1,10,CIN 9,33,7,Jeremy Hill left tackle for 7 yards (tackle by Dan Williams),-0.380,-0.160
4,7:12,2,3,CIN 16,33,7,Jeremy Hill right tackle for 2 yards (tackle by Ray-Ray Armstrong),-0.160,-0.370
4,6:34,3,1,CIN 18,33,7,Andy Dalton right guard for no gain,-0.370,-2.240
4,5:37,4,1,CIN 18,33,7,"Penalty on Kevin Huber: Delay of Game, 5 yards (no play)",-2.240,-2.490
4,5:29,4,6,CIN 13,33,7,"Kevin Huber punts 53 yards, returned by T.J. Carrie for 11 yards (tackle by Cedric Peerman)",-2.490,-1.930
4,5:17,1,10,OAK 45,33,7,"Penalty on CIN: Defensive 12 On-field, 5 yards (no play)",1.930,2.660
4,5:17,1,5,,33,7,Matt McGloin pass complete short middle to Jamize Olawale for 4 yards (tackle by Rey Maualuga and Vincent Rey),2.660,2.600
4,4:39,2,1,CIN 46,33,7,Jamize Olawale left end for 6 yards (tackle by Darqueze Dennard),2.600,2.920
4,3:58,1,10,CIN 40,33,7,Matt McGloin pass complete short left to Michael Crabtree for 4 yards (tackle by Adam Jones),2.920,2.910
4,3:30,2,6,CIN 36,33,7,Matt McGloin pass incomplete short middle intended for Clive Walford,2.910,2.210
4,3:27,3,6,CIN 36,33,7,Matt McGloin pass complete short right to Taiwan Jones for 13 yards (tackle by Shawn Williams),2.210,4.040
4,2:53,1,10,CIN 23,33,7,Matt McGloin pass complete short middle to Jamize Olawale for 4 yards (tackle by Rey Maualuga),4.040,4.050
4,2:24,2,6,CIN 19,33,7,"Matt McGloin pass incomplete deep right intended for Michael Crabtree. Penalty on Dre Kirkpatrick: Taunting, 10 yards",4.050,5.140
4,2:19,1,9,CIN 9,33,13,"Matt McGloin pass complete short right to Marcel Reece for 9 yards, touchdown",5.140,7.000
4,2:19,1,,CIN 9,33,13,"Two Point Attempt: Matt McGloin pass incomplete intended for Rod Streater, conversion fails",5.140,-1.000
4,2:19,,,OAK 35,33,13,"Sebastian Janikowski kicks off 55 yards, returned by Brandon Tate for 8 yards (tackle by Neiron Ball)",0.000,-0.040
4,2:09,1,10,CIN 18,33,13,Giovani Bernard left tackle for 6 yards (tackle by Malcolm Smith),0.040,0.410
4,2:00,2,4,CIN 24,33,13,Giovani Bernard left guard for 6 yards (tackle by Charles Woodson),0.410,0.940
4,1:16,1,10,CIN 30,33,13,Giovani Bernard right tackle for 3 yards (tackle by Ray-Ray Armstrong),0.940,0.940
4,1:04,1,10,CIN 30,33,13,Timeout #1 by Oakland Raiders,0.940,0.800
4,1:04,2,7,CIN 33,33,13,Andy Dalton kneels for -1 yards,0.800,-0.030
4,0:34,3,8,CIN 32,33,13,Andy Dalton kneels for -1 yards,-0.030,-1.310
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
