#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:33,NYG 45,3,0:58,3,Punt
2,1,8:36,NYG 37,2,0:42,16,Interception
3,1,6:25,NYG 7,5,2:33,7,Punt
4,2,0:08,NYG 26,3,2:02,-19,Punt
5,2,11:02,NYG 20,8,2:40,71,Field Goal
6,2,5:16,NYG 11,3,1:16,9,Interception
7,2,4:00,NYG 20,6,2:55,7,Punt
8,2,0:04,,0,0:04,0,End of Half
9,3,15:00,NYG 17,3,2:19,5,Punt
10,3,7:35,NYG 20,1,0:13,0,Interception
11,3,6:40,NYG 30,3,1:22,7,Punt
12,3,1:51,NYG 20,2,0:49,80,Touchdown
13,4,13:31,NYG 26,4,1:13,9,Downs
14,4,9:34,NYG 20,10,4:15,60,Downs
15,4,3:36,NYG 23,6,1:42,77,Touchdown
