Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
1,4:32,3,5,NYG 25,0,0,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",-0.300,-0.960
1,4:32,3,10,NYG 20,0,0,Eli Manning sacked by Danielle Hunter for -6 yards,-0.960,-2.470
1,4:01,4,16,NYG 14,0,0,"Brad Wing punts 40 yards, fair catch by Marcus Sherels",-2.470,-1.990
1,3:52,1,10,MIN 46,0,0,Adrian Peterson left end for 5 yards (tackle by Robert Ayers),1.990,2.130
1,3:18,2,5,NYG 49,0,0,Teddy Bridgewater pass complete deep right to Jarius Wright for 18 yards (tackle by Prince Amukamara),2.130,3.510
1,2:47,1,10,NYG 31,0,0,Adrian Peterson left end for 7 yards (tackle by Dominique Rodgers-Cromartie),3.510,3.910
1,2:10,2,3,NYG 24,0,0,Adrian Peterson middle for 5 yards (tackle by Kerry Wynn and Jonathan Casillas),3.910,4.310
1,1:26,1,10,NYG 19,0,0,Teddy Bridgewater pass complete short right to Stefon Diggs for 3 yards (tackle by Prince Amukamara),4.310,4.180
1,0:56,2,7,NYG 16,0,0,Adrian Peterson left guard for 2 yards (tackle by Jay Bromley),4.180,3.760
1,0:17,3,5,NYG 14,0,0,Teddy Bridgewater pass incomplete short left intended for Mike Wallace (defended by Trevin Wade),3.760,2.560
1,0:12,4,5,NYG 14,0,3,Blair Walsh 32 yard field goal good,2.560,3.000
1,0:12,,,MIN 35,0,3,"Blair Walsh kicks off 57 yards, returned by Shane Vereen for 18 yards (tackle by Danielle Hunter)",0.000,-0.670
Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYG 26,0,3,Eli Manning sacked by Brian Robison for -6 yards,0.670,-0.680
2,14:27,2,16,NYG 20,0,3,Andre Williams middle for no gain (tackle by Harrison Smith),-0.680,-1.350
2,13:54,3,16,NYG 20,0,3,"Eli Manning for no gain. Eli Manning fumbles, recovered by Eli Manning at NYG-7",-1.350,-2.490
2,13:17,4,29,NYG 7,0,3,Brad Wing punts 37 yards,-2.490,-2.650
2,13:06,1,10,NYG 44,0,3,Adrian Peterson right guard for 2 yards (tackle by Craig Dahl and Jasper Brinkley),2.650,2.380
2,12:31,2,8,NYG 42,0,3,Teddy Bridgewater pass incomplete deep left intended for Kyle Rudolph,2.380,1.690
2,12:23,3,8,NYG 42,0,3,Teddy Bridgewater pass complete short left to Jarius Wright for 18 yards (tackle by Craig Dahl),1.690,3.970
2,11:42,1,10,NYG 24,0,3,"Jerick McKinnon right end for 24 yards. Penalty on Matt Kalil: False Start, 5 yards (no play)",3.970,3.640
2,11:40,1,15,NYG 29,0,3,Adrian Peterson for 1 yard (tackle by Trevin Wade),3.640,2.890
2,11:08,2,14,NYG 28,0,9,"Teddy Bridgewater pass complete deep right to Kyle Rudolph for 28 yards, touchdown",2.890,7.000
2,11:08,,,NYG 28,0,10,Blair Walsh kicks extra point good,0.000,0.000
2,11:08,,,MIN 35,0,10,"Blair Walsh kicks off 65 yards, returned by Shane Vereen for 20 yards (tackle by Robert Blanton)",0.000,-0.280
2,10:55,1,10,NYG 20,0,10,Eli Manning pass complete short right to Rueben Randle for 8 yards (tackle by Terence Newman),0.280,0.810
2,10:37,2,2,NYG 28,0,10,Rashad Jennings left tackle for 3 yards (tackle by Linval Joseph),0.810,1.000
2,9:54,1,10,NYG 31,0,10,"Eli Manning pass incomplete short right intended for Dwayne Harris. Penalty on Captain Munnerlyn: Defensive Holding, 5 yards (no play)",1.000,1.330
2,9:48,1,10,NYG 36,0,10,Rashad Jennings middle for 1 yard (tackle by Harrison Smith),1.330,0.930
2,9:21,2,9,NYG 37,0,10,Eli Manning pass complete short right to Rashad Jennings for 50 yards (tackle by Xavier Rhodes),0.930,4.710
2,8:45,1,10,MIN 13,0,10,Eli Manning pass incomplete short right intended for Rueben Randle (defended by Terence Newman),4.710,4.050
2,8:39,2,10,MIN 13,0,10,Eli Manning pass incomplete short right intended for Shane Vereen,4.050,3.120
2,8:35,3,10,MIN 13,0,10,Eli Manning pass complete short left to Hakeem Nicks for 4 yards (tackle by Captain Munnerlyn),3.120,2.850
2,8:27,4,6,MIN 9,3,10,Josh Brown 27 yard field goal good,2.850,3.000
2,8:27,,,NYG 35,3,10,"Josh Brown kicks off 38 yards, returned by Danielle Hunter for 10 yards (tackle by Tramain Jacobs)",0.000,-1.400
2,8:19,1,10,MIN 37,3,10,Teddy Bridgewater pass complete short right to Mike Wallace for 3 yards (tackle by Prince Amukamara),1.400,1.260
2,7:58,2,7,MIN 40,3,10,Teddy Bridgewater pass complete short left to Mike Wallace for 8 yards (tackle by Dominique Rodgers-Cromartie),1.260,2.130
2,7:21,1,10,MIN 48,3,10,Adrian Peterson right guard for 3 yards (tackle by Jonathan Casillas and Mark Herzlich),2.130,1.990
2,6:38,2,7,NYG 49,3,10,"Adrian Peterson left end for 3 yards (tackle by Cullen Jenkins). Penalty on Robert Ayers: Defensive Offside, 5 yards (no play)",1.990,2.660
2,6:17,2,2,NYG 44,3,10,Adrian Peterson right tackle for -1 yards (tackle by Mark Herzlich),2.660,1.820
2,5:34,3,3,NYG 45,3,10,Teddy Bridgewater pass incomplete short right intended for Matt Asiata,1.820,0.270
2,5:28,4,3,NYG 45,3,10,Jeff Locke punts 34 yards,0.270,0.370
2,5:16,1,10,NYG 11,3,10,Rashad Jennings left tackle for 9 yards (tackle by Andrew Sendejo),-0.370,0.360
2,4:51,2,1,NYG 20,3,10,Rashad Jennings right guard for no gain (tackle by Captain Munnerlyn),0.360,-0.370
2,4:10,3,1,NYG 20,3,16,"Eli Manning pass incomplete short right intended for Rueben Randle is intercepted by Harrison Smith at NYG-35 and returned for 35 yards, touchdown",-0.370,-7.000
2,4:00,,,NYG 20,3,16,Blair Walsh kicks extra point no good,0.000,-1.000
2,4:00,,,MIN 35,3,16,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
2,4:00,1,10,NYG 20,3,16,Andre Williams left guard for 3 yards (tackle by Eric Kendricks and Tom Johnson),0.280,0.140
2,3:17,2,7,NYG 23,3,16,Andre Williams right tackle for 2 yards (tackle by Eric Kendricks and Everson Griffen),0.140,-0.300
2,2:35,3,5,NYG 25,3,16,Eli Manning pass complete short right to Myles White for 9 yards (tackle by Terence Newman),-0.300,1.200
2,2:00,1,10,NYG 34,3,16,"Eli Manning pass complete short left to Shane Vereen for 3 yards (tackle by Captain Munnerlyn). Penalty on Marshall Newhouse: False Start, 5 yards (no play)",1.200,0.870
2,2:00,1,15,NYG 29,3,16,Eli Manning pass incomplete short left intended for Rueben Randle,0.870,-0.020
2,1:56,2,15,NYG 29,3,16,Eli Manning pass complete short middle to Will Tye for 6 yards (tackle by Eric Kendricks and Harrison Smith),-0.020,0.100
2,1:20,3,9,NYG 35,3,16,Eli Manning sacked by Tom Johnson for -8 yards. Penalty on Ereck Flowers: Unnecessary Roughness (Declined),0.100,-1.570
2,1:14,4,17,NYG 27,3,16,"Danny Aiken for -13 yards. Danny Aiken fumbles, recovered by Brad Wing at NYG-14",-1.570,-1.800
2,1:05,1,10,MIN 43,3,16,Teddy Bridgewater pass incomplete short middle intended for Jerick McKinnon (defended by Jason Pierre-Paul),1.800,1.250
2,0:59,2,10,MIN 43,3,16,Teddy Bridgewater pass complete short left to Jerick McKinnon for 7 yards (tackle by Jasper Brinkley),1.250,1.250
2,0:52,2,10,MIN 43,3,16,Timeout #1 by Minnesota Vikings,1.250,1.490
2,0:52,3,3,,3,16,Teddy Bridgewater pass complete deep right to Jarius Wright for 21 yards (tackle by Brandon Meriweather),1.490,1.490
2,0:45,3,3,,3,16,Timeout #2 by Minnesota Vikings,1.490,3.640
2,0:45,1,10,NYG 29,3,16,Teddy Bridgewater sacked by Robert Ayers for -8 yards,3.640,2.020
2,0:20,2,18,NYG 37,3,16,Teddy Bridgewater pass incomplete short left intended for Mike Wallace,2.020,1.360
2,0:16,3,18,NYG 37,3,16,Matt Asiata middle for 3 yards (tackle by Robert Ayers),1.360,1.360
2,0:09,3,18,NYG 37,3,16,Timeout #3 by Minnesota Vikings,1.360,1.060
2,0:09,4,15,NYG 34,3,19,Blair Walsh 52 yard field goal good,1.060,3.000
2,0:09,,,MIN 35,3,19,"Blair Walsh kicks off 58 yards, returned by Shane Vereen for 20 yards (tackle by Robert Blanton)",0.000,1.270
Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,3,19,"Blair Walsh kicks off 67 yards, returned by Shane Vereen for 19 yards (tackle by Matt Asiata)",0.000,0.060
3,14:55,1,10,NYG 17,3,19,"Rashad Jennings left end for 2 yards (tackle by Eric Kendricks). Penalty on Ereck Flowers: Offensive Holding, 8 yards (no play)",-0.060,-0.680
3,14:40,1,18,NYG 9,3,19,Rashad Jennings middle for 6 yards (tackle by Captain Munnerlyn and Eric Kendricks),-0.680,-0.850
3,14:10,2,12,NYG 15,3,19,Rashad Jennings right end for -2 yards (tackle by Terence Newman),-0.850,-1.860
3,13:33,3,14,NYG 13,3,19,Eli Manning pass complete short right to Shane Vereen for 9 yards (tackle by Danielle Hunter),-1.860,-1.900
3,12:53,4,5,NYG 22,3,19,"Brad Wing punts 41 yards, returned by Marcus Sherels for 1 yard (tackle by Jonathan Casillas)",-1.900,-1.470
3,12:41,1,10,MIN 38,3,19,Adrian Peterson right end for 5 yards (tackle by Jasper Brinkley),1.470,1.600
3,12:27,2,5,MIN 43,3,19,Adrian Peterson middle for 2 yards (tackle by Jonathan Casillas),1.600,1.160
3,11:40,3,3,MIN 45,3,19,Teddy Bridgewater pass complete short right to Kyle Rudolph for 25 yards (tackle by Landon Collins),1.160,3.580
3,10:55,1,10,NYG 30,3,19,Adrian Peterson middle for 4 yards (tackle by Kerry Wynn and Jay Bromley),3.580,3.570
3,10:18,2,6,NYG 26,3,19,Teddy Bridgewater pass complete short left to Adrian Peterson for 15 yards (tackle by J.T. Thomas),3.570,4.840
3,9:34,1,10,NYG 11,3,19,Adrian Peterson middle for 5 yards (tackle by J.T. Thomas and Jonathan Casillas),4.840,5.080
3,8:59,2,5,NYG 6,3,19,Teddy Bridgewater sacked by Jonathan Casillas for -1 yards,5.080,3.980
3,8:22,3,6,NYG 7,3,19,Teddy Bridgewater left end for 3 yards (tackle by George Selvie),3.980,3.030
3,7:37,4,3,NYG 4,3,22,Blair Walsh 22 yard field goal good,3.030,3.000
3,7:37,,,MIN 35,3,22,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
3,7:35,1,10,NYG 20,3,22,Eli Manning pass incomplete deep left intended for Ben Edwards is intercepted by Captain Munnerlyn at NYG-36 and returned for 32 yards,0.280,-6.280
3,7:22,1,4,NYG 4,3,22,Adrian Peterson right tackle for 2 yards (tackle by Prince Amukamara),6.280,5.720
3,6:44,2,2,NYG 2,3,28,"Adrian Peterson left guard for 2 yards, touchdown",5.720,7.000
3,6:44,,,NYG 2,3,29,Blair Walsh kicks extra point good,0.000,0.000
3,6:44,,,MIN 35,3,29,"Blair Walsh kicks off 58 yards, returned by Shane Vereen for 23 yards (tackle by Jason Trusnik)",0.000,-0.940
3,6:33,1,10,NYG 30,3,29,Rashad Jennings middle for 3 yards (tackle by Everson Griffen),0.940,0.800
3,6:03,2,7,NYG 33,3,29,Eli Manning pass complete short left to Matt LaCosse for 4 yards (tackle by Anthony Barr),0.800,0.630
3,5:31,3,3,NYG 37,3,29,Eli Manning pass incomplete short middle intended for Shane Vereen (defended by Anthony Barr). Penalty on Justin Pugh: Illegal Use of Hands (Declined),0.630,-0.910
3,5:25,4,3,NYG 37,3,29,"Brad Wing punts 45 yards, fair catch by Marcus Sherels",-0.910,-0.040
3,5:18,1,10,MIN 18,3,29,Adrian Peterson middle for 2 yards (tackle by Landon Collins),0.040,-0.130
3,4:39,2,8,MIN 20,3,29,Adrian Peterson right guard for 39 yards (tackle by Landon Collins),-0.130,2.850
3,4:03,1,10,NYG 41,3,29,Adrian Peterson right end for 7 yards (tackle by Jasper Brinkley),2.850,3.250
3,3:17,2,3,NYG 34,3,29,Adrian Peterson left tackle for -2 yards (tackle by Jonathan Casillas),3.250,2.280
3,2:33,3,5,NYG 36,3,29,Teddy Bridgewater pass complete short left to Jerick McKinnon for 1 yard (tackle by Robert Ayers),2.280,0.980
3,1:55,4,4,NYG 35,3,32,Blair Walsh 53 yard field goal good,0.980,3.000
3,1:55,,,MIN 35,3,32,"Blair Walsh kicks off 66 yards, returned by Shane Vereen for 21 yards (tackle by Trae Waynes)",0.000,-0.280
3,1:44,1,10,NYG 20,3,32,Eli Manning pass complete short left to Will Tye for 8 yards (tackle by Andrew Sendejo),0.280,0.810
3,1:15,2,2,NYG 28,9,32,"Eli Manning pass complete deep right to Rueben Randle for 72 yards, touchdown",0.810,7.000
3,1:15,,,MIN 28,10,32,Josh Brown kicks extra point good,0.000,0.000
3,1:15,,,NYG 35,10,32,"Josh Brown kicks onside 10 yards, recovered by Robert Blanton and returned for 27 yards",0.000,-4.370
3,0:58,1,10,NYG 18,10,32,Jerick McKinnon right end for 2 yards (tackle by Jasper Brinkley),4.370,4.090
3,0:14,2,8,NYG 16,10,32,Teddy Bridgewater pass incomplete short right intended for Rhett Ellison,4.090,3.300
3,0:08,3,8,NYG 16,10,32,Teddy Bridgewater right end for 9 yards (tackle by Landon Collins),3.300,5.600
Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,7,NYG 7,10,32,Jerick McKinnon left end for -4 yards (tackle by Landon Collins),5.600,4.020
4,14:23,2,11,NYG 11,10,32,Jerick McKinnon middle for 4 yards (tackle by Jay Bromley and Landon Collins),4.020,3.810
4,13:38,3,7,NYG 7,10,38,"Jerick McKinnon right end for 7 yards, touchdown",3.810,7.000
4,13:38,,,NYG 7,10,39,Blair Walsh kicks extra point good,0.000,0.000
4,13:38,,,MIN 35,10,39,"Blair Walsh kicks off 60 yards, returned by Shane Vereen for 21 yards (tackle by Jason Trusnik)",0.000,-0.670
4,13:23,1,10,NYG 26,10,39,Shane Vereen left guard for 3 yards (tackle by Tom Johnson),0.670,0.540
4,13:01,2,7,NYG 29,10,39,Eli Manning pass incomplete short left intended for Shane Vereen,0.540,-0.160
4,12:58,3,7,NYG 29,10,39,Eli Manning pass complete short left to Dwayne Harris for 6 yards (tackle by Chad Greenway and Xavier Rhodes),-0.160,-1.040
4,12:23,4,1,NYG 35,10,39,Eli Manning pass incomplete short right intended for Myles White,-1.040,-3.250
4,12:18,1,10,NYG 35,10,39,"Matt Asiata left tackle for 2 yards (tackle by George Selvie and Jasper Brinkley). Penalty on J.T. Thomas: Disqualification, 15 yards",3.250,4.370
4,11:54,1,10,NYG 18,10,39,Matt Asiata right end for -1 yards (tackle by Prince Amukamara),4.370,4.370
4,11:07,1,10,NYG 18,10,39,Timeout #1 by Minnesota Vikings,4.370,3.670
4,11:07,2,11,NYG 19,10,39,Matt Asiata right guard for 7 yards (tackle by Jonathan Casillas and Brandon Meriweather),3.670,4.030
4,10:22,3,4,NYG 12,10,39,Matt Asiata right tackle for 3 yards (tackle by Jason Pierre-Paul),4.030,2.980
4,9:37,4,1,NYG 9,10,42,Blair Walsh 27 yard field goal good,2.980,3.000
4,9:37,,,MIN 35,10,42,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
4,9:34,1,10,NYG 20,10,42,Eli Manning pass complete short left to Rashad Jennings for 12 yards (tackle by Chad Greenway and Anthony Harris),0.280,1.070
4,9:06,1,10,NYG 32,10,42,Rashad Jennings middle for 3 yards (tackle by Tom Johnson and Chad Greenway),1.070,0.930
4,8:40,2,7,NYG 35,10,42,Eli Manning pass complete short middle to Matt LaCosse for 8 yards (tackle by Eric Kendricks),0.930,1.800
4,8:17,1,10,NYG 43,10,42,Eli Manning pass complete short left to Will Tye for 14 yards (tackle by Chad Greenway),1.800,2.720
4,7:49,1,10,MIN 43,10,42,"Eli Manning pass complete short left to Rashad Jennings for 7 yards (tackle by Chad Greenway). Penalty on Will Tye: Illegal Shift, 5 yards (no play)",2.720,2.390
4,7:30,1,15,MIN 48,10,42,Eli Manning pass complete short left to Shane Vereen for 12 yards (tackle by Chad Greenway),2.390,3.120
4,7:03,2,3,MIN 36,10,42,Eli Manning pass complete short left to Jerome Cunningham for 12 yards (tackle by Chad Greenway),3.120,3.970
4,6:37,1,10,MIN 24,10,42,Eli Manning sacked by Tom Johnson for -10 yards,3.970,2.080
4,6:07,2,20,MIN 34,10,42,Eli Manning pass incomplete short middle intended for Rashad Jennings,2.080,1.420
4,6:00,3,20,MIN 34,10,42,Rashad Jennings left guard for 14 yards (tackle by Anthony Harris),1.420,2.150
4,5:23,4,6,MIN 20,10,42,Eli Manning pass incomplete short left intended for Will Tye,2.150,-0.280
4,5:19,1,10,MIN 20,10,42,Jerick McKinnon middle for 8 yards (tackle by Landon Collins),0.280,0.810
4,4:33,2,2,MIN 28,10,42,Jerick McKinnon middle for 4 yards (tackle by Jasper Brinkley),0.810,1.070
4,3:48,1,10,MIN 32,10,48,"Jerick McKinnon middle for 68 yards, touchdown",1.070,7.000
4,3:48,,,NYG 32,10,49,Blair Walsh kicks extra point good,0.000,0.000
4,3:48,,,MIN 35,10,49,"Blair Walsh kicks off 62 yards, returned by Ben Edwards for 20 yards (tackle by MyCole Pruitt)",0.000,-0.480
4,3:30,1,10,NYG 23,10,49,Orleans Darkwa right guard for 9 yards (tackle by Chad Greenway),0.480,1.150
4,3:09,2,1,NYG 32,10,49,Ryan Nassib pass complete short right to Jerome Cunningham for 9 yards (tackle by Trae Waynes and Edmond Robinson),1.150,1.660
4,2:47,1,10,NYG 41,10,49,Ryan Nassib pass complete short middle to Orleans Darkwa for 15 yards (tackle by Marcus Sherels and Edmond Robinson),1.660,2.650
4,2:25,1,10,MIN 44,10,49,Ryan Nassib pass complete short right to Ben Edwards for 9 yards (tackle by Edmond Robinson),2.650,3.330
4,2:18,2,1,MIN 35,10,49,Ryan Nassib pass complete short middle to Matt LaCosse for 10 yards (tackle by Edmond Robinson and Chad Greenway),3.330,3.910
4,2:00,1,10,MIN 25,16,49,"Ryan Nassib pass complete deep middle to Myles White for 25 yards, touchdown",3.910,7.000
4,2:00,,,MIN 25,17,49,Josh Brown kicks extra point good,0.000,0.000
4,2:00,,,NYG 35,17,49,"Josh Brown kicks onside 12 yards, recovered by Zach Line",0.000,-2.460
4,1:53,1,10,NYG 47,17,49,Shaun Hill kneels for -1 yards,2.460,1.780
4,1:13,2,11,NYG 48,17,49,Shaun Hill kneels for -1 yards,1.780,0.960
4,0:38,3,12,NYG 49,17,49,Shaun Hill kneels for -2 yards,0.960,-0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
