Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Najee Harris,PIT,14,71,0,3,19,1.4,52,3.7,4,3.5
Jaylen Warren,PIT,8,29,0,2,15,1.9,14,1.8,1,8.0
Kenny Pickett,PIT,2,9,0,2,5,2.5,4,2.0,0,
Calvin Austin,PIT,1,5,0,0,5,5.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Dameon Pierce,HOU,24,81,0,4,33,1.4,48,2.0,3,8.0
Devin Singletary,HOU,7,25,0,1,7,1.0,18,2.6,1,7.0
C.J. Stroud,HOU,4,16,0,3,11,2.8,5,1.3,1,4.0
Tank Dell,HOU,2,13,0,0,12,6.0,1,0.5,0,
Mike Boone,HOU,1,4,0,1,2,2.0,2,2.0,0,
