Quarter,Time,Down,ToGo,Location,PIT,HOU,Detail,EPB,EPA
1,9:26,2,10,PIT 10,0,0,"C.J. Stroud pass incomplete short left intended for Brevin Jordan. Penalty on Minkah Fitzpatrick: Defensive Pass Interference, 8 yards (accepted) (no play)",4.190,6.740
1,9:20,1,2,PIT 2,0,0,Dameon Pierce right guard for no gain (tackle by Elandon Roberts and Montravius Adams),6.740,5.720
1,8:58,2,2,PIT 2,0,6,"C.J. Stroud pass complete short middle to Nico Collins for 2 yards, touchdown",5.720,7.000
1,8:55,,,PIT 15,0,7,Ka'imi Fairbairn kicks extra point good,0.000,0.000
1,8:55,,,HOU 35,0,7,"Ka'imi Fairbairn kicks off 67 yards, returned by Desmond King for 21 yards (tackle by Neville Hewitt)",0.000,0.150
1,8:50,1,10,PIT 19,0,7,Najee Harris left guard for 3 yards (tackle by Christian Harris and Jonathan Greenard),0.150,0.070
1,8:19,2,7,PIT 22,0,7,Kenny Pickett pass incomplete short right intended for Pat Freiermuth,0.070,-0.680
1,8:16,3,7,PIT 22,0,7,Kenny Pickett scrambles left end for 8 yards (tackle by Will Anderson and Jimmie Ward),-0.680,0.940
1,7:32,1,10,PIT 30,0,7,Najee Harris left tackle for 4 yards (tackle by Steven Nelson),0.940,0.930
1,6:59,2,6,PIT 34,0,7,Calvin Austin left end for 5 yards (tackle by Steven Nelson and Christian Harris),0.930,0.890
1,6:23,3,1,PIT 39,0,7,Kenny Pickett up the middle for 1 yard (tackle by Jerry Hughes),0.890,1.600
1,5:43,1,10,PIT 40,0,7,Kenny Pickett sacked by Jerry Hughes for -8 yards,1.600,-0.030
1,5:01,2,18,PIT 32,0,7,"Kenny Pickett pass deep middle intended for Calvin Austin is intercepted by Steven Nelson at HOU-22 and returned for 33 yards (tackle by Allen Robinson). Penalty on Chukwuma Okorafor: Offensive Holding, 10 yards (declined) . Penalty on George Pickens: Unsportsmanlike Conduct / Offense, 15 yards (offset) . Penalty on Cory Littleton: Unsportsmanlike Conduct / Defense, 15 yards (offset)",-0.030,-2.590
1,4:46,1,10,PIT 45,0,7,Dameon Pierce left end for 8 yards (tackle by Cole Holcomb),2.590,3.120
1,4:18,2,2,PIT 37,0,7,Dameon Pierce right guard for 3 yards (tackle by Kwon Alexander and Cole Holcomb),3.120,3.310
1,3:42,1,10,PIT 34,0,7,C.J. Stroud pass incomplete deep left,3.310,2.770
1,3:34,2,10,PIT 34,0,7,Tank Dell left end for 7 yards (tackle by Levi Wallace),2.770,3.010
1,2:57,3,3,PIT 27,0,7,C.J. Stroud pass complete short right to Robert Woods for 5 yards (tackle by Patrick Peterson),3.010,4.110
1,2:17,1,10,PIT 22,0,7,C.J. Stroud pass incomplete short middle intended for Tank Dell (defended by Levi Wallace),4.110,3.560
1,2:10,2,10,PIT 22,0,7,Dameon Pierce up the middle for 4 yards (tackle by Minkah Fitzpatrick and Alex Highsmith),3.560,3.400
1,1:29,3,6,PIT 18,0,7,C.J. Stroud pass incomplete deep left intended for Robert Woods,3.400,2.270
1,1:23,4,6,PIT 18,0,10,Ka'imi Fairbairn 36 yard field goal good,2.270,3.000
1,1:20,,,HOU 35,0,10,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
1,1:20,1,10,PIT 25,0,10,"Kenny Pickett pass complete short right to George Pickens for 3 yards. George Pickens fumbles, ball out of bounds at PIT-28 (forced by Jimmie Ward). George Pickens fumbles out of bounds",0.610,0.470
1,0:52,2,7,PIT 28,0,10,Najee Harris right tackle for -3 yards (tackle by Henry To'oTo'o),0.470,-0.620
1,0:14,3,10,PIT 25,0,10,Kenny Pickett pass complete short right to Jaylen Warren for 2 yards (tackle by Sheldon Rankins and Henry To'oTo'o),-0.620,-1.570
Quarter,Time,Down,ToGo,Location,PIT,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,8,PIT 27,0,10,"Brad Wing punts 41 yards, recovered by Tank Dell at HOU-32 (tackle by Nick Herbig)",-1.570,-1.070
2,14:52,1,10,HOU 32,0,10,Dameon Pierce up the middle for 3 yards (tackle by Elandon Roberts and Keeanu Benton),1.070,0.930
2,14:11,2,7,HOU 35,0,10,C.J. Stroud pass complete deep middle to Dalton Schultz for 29 yards (tackle by Minkah Fitzpatrick and Elandon Roberts),0.930,3.180
2,13:41,1,10,PIT 36,0,10,Dameon Pierce right guard for 12 yards (tackle by Patrick Peterson),3.180,3.970
2,13:05,1,10,PIT 24,0,10,Dameon Pierce up the middle for 4 yards (tackle by Keeanu Benton),3.970,3.970
2,12:23,2,6,PIT 20,0,10,C.J. Stroud pass incomplete deep right intended for John Metchie,3.970,3.270
2,12:17,3,6,PIT 20,0,10,C.J. Stroud pass incomplete short left intended for Robert Woods,3.270,2.150
2,12:13,4,6,PIT 20,0,13,Ka'imi Fairbairn 38 yard field goal good,2.150,3.000
2,12:09,,,HOU 35,0,13,"Ka'imi Fairbairn kicks off 65 yards, returned by Desmond King for 21 yards (tackle by Christian Harris)",0.000,0.340
2,12:05,1,10,PIT 21,0,13,Kenny Pickett pass complete short middle to Pat Freiermuth for -6 yards (tackle by Dylan Horton),0.340,-1.140
2,11:25,2,16,PIT 15,0,13,Kenny Pickett pass complete short right to Allen Robinson for 8 yards,-1.140,-0.630
2,10:51,3,8,PIT 23,0,13,Kenny Pickett pass incomplete short middle intended for George Pickens (defended by Shaquill Griffin),-0.630,-1.830
2,10:45,4,8,PIT 23,0,13,Brad Wing punts 44 yards out of bounds,-1.830,-1.140
2,10:37,1,10,HOU 33,0,13,C.J. Stroud pass complete short left to Nico Collins for 19 yards (tackle by Damontae Kazee),1.140,2.390
2,9:57,1,10,PIT 48,0,13,C.J. Stroud pass complete short left to Devin Singletary for 11 yards (tackle by Montravius Adams and Kwon Alexander),2.390,3.120
2,9:18,1,10,PIT 37,0,13,Devin Singletary left tackle for 2 yards (tackle by Isaiahh Loudermilk),3.120,2.840
2,8:42,2,8,PIT 35,0,13,C.J. Stroud pass complete short right to Dalton Schultz for 7 yards (tackle by Chandon Sullivan and Minkah Fitzpatrick),2.840,3.070
2,7:56,3,1,PIT 28,0,13,C.J. Stroud up the middle for no gain (tackle by Elandon Roberts),3.070,1.720
2,7:09,,,,,,Timeout #2 by Houston Texans,,
2,7:09,4,1,PIT 28,0,13,C.J. Stroud pass incomplete short left intended for Andrew Beck,1.720,-0.810
2,7:05,1,10,PIT 28,0,13,Najee Harris left guard for 4 yards (tackle by Jonathan Greenard),0.810,0.800
2,6:44,2,6,PIT 32,0,13,Najee Harris up the middle for 8 yards (tackle by Kurt Hinish),0.800,1.600
2,6:04,1,10,PIT 40,0,13,Kenny Pickett pass incomplete short right,1.600,1.050
2,5:57,2,10,PIT 40,0,13,Kenny Pickett pass complete short right to Jaylen Warren for 2 yards (tackle by Christian Harris and Maliek Collins),1.050,0.630
2,5:13,3,8,PIT 42,0,13,Kenny Pickett pass complete short right to Jaylen Warren for 7 yards (tackle by Sheldon Rankins),0.630,-0.130
2,4:34,4,1,PIT 49,0,13,"Brad Wing punts 51 yards, touchback.",-0.130,-0.280
2,4:26,1,10,HOU 20,0,13,"Penalty on Brevin Jordan: False Start, 5 yards (accepted) (no play)",0.280,-0.310
2,4:26,1,15,HOU 15,0,13,Dameon Pierce up the middle for 3 yards (tackle by Keeanu Benton and Alex Highsmith),-0.310,-0.630
2,4:07,2,12,HOU 18,0,13,C.J. Stroud pass complete short middle to John Metchie for 22 yards (tackle by Cole Holcomb),-0.630,1.600
2,3:26,1,10,HOU 40,0,13,Dameon Pierce up the middle for no gain (tackle by Keanu Neal and Elandon Roberts),1.600,1.050
2,2:49,2,10,HOU 40,0,13,Dameon Pierce up the middle for 5 yards (tackle by Patrick Peterson),1.050,1.030
2,2:10,3,5,HOU 45,0,13,C.J. Stroud pass incomplete short right intended for Nico Collins,1.030,-0.390
2,2:06,4,5,HOU 45,0,13,"Ty Zentner punts 42 yards, returned by Calvin Austin for 2 yards (tackle by Xavier Hutchinson)",-0.390,0.220
2,1:57,1,10,PIT 15,0,13,Kenny Pickett pass complete short right to George Pickens for 5 yards (tackle by Shaquill Griffin),-0.220,0.080
2,1:38,2,5,PIT 20,0,13,Kenny Pickett pass incomplete short left intended for Calvin Austin,0.080,-0.760
2,1:33,3,5,PIT 20,0,13,"Kenny Pickett pass incomplete deep right intended for George Pickens. Penalty on Shaquill Griffin: Defensive Pass Interference, 15 yards (accepted) (no play)",-0.760,1.270
2,1:28,1,10,PIT 35,0,13,Kenny Pickett pass complete short right to Jaylen Warren for 5 yards (tackle by Christian Harris),1.270,1.400
2,1:24,2,5,PIT 40,0,13,Kenny Pickett sacked by Jonathan Greenard for -4 yards,1.400,0.170
2,1:19,,,,,,Timeout #1 by Pittsburgh Steelers,,
2,1:19,3,9,PIT 36,0,13,"Kenny Pickett pass incomplete short right intended for Connor Heyward. Penalty on Maliek Collins: Defensive Offside, 5 yards (accepted) (no play)",0.170,0.830
2,1:15,3,4,PIT 41,0,13,"Kenny Pickett pass complete short right to George Pickens for no gain. Penalty on Pat Freiermuth: Offensive Pass Interference, 10 yards (accepted) (no play)",0.830,-0.490
2,1:06,3,14,PIT 31,0,13,Kenny Pickett pass complete short left to Pat Freiermuth for 9 yards (tackle by Christian Harris and Henry To'oTo'o),-0.490,-0.720
2,0:53,,,,,,Timeout #3 by Houston Texans,,
2,0:53,4,5,PIT 40,0,13,"Brad Wing punts 52 yards, returned by Tank Dell for 14 yards (tackle by Miles Killebrew)",-0.720,-0.410
2,0:41,1,10,HOU 22,0,13,C.J. Stroud pass complete short right to Nico Collins for 42 yards (tackle by Damontae Kazee),0.410,3.180
2,0:22,1,10,PIT 36,0,13,C.J. Stroud spiked the ball,3.180,2.640
2,0:21,2,10,PIT 36,0,13,C.J. Stroud pass complete short left to Nico Collins for 15 yards (tackle by Minkah Fitzpatrick),2.640,4.170
2,0:04,1,10,PIT 21,0,13,C.J. Stroud spiked the ball,4.170,3.630
2,0:04,2,10,PIT 21,0,16,Ka'imi Fairbairn 39 yard field goal good,3.630,3.000
Quarter,Time,Down,ToGo,Location,PIT,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,0,16,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PIT 25,0,16,Najee Harris up the middle for 15 yards (tackle by Jimmie Ward),0.610,1.600
3,14:24,1,10,PIT 40,0,16,Najee Harris up the middle for 4 yards (tackle by Sheldon Rankins and Christian Harris),1.600,1.590
3,13:59,2,6,PIT 44,0,16,Najee Harris left guard for -1 yards (tackle by Jonathan Greenard and Sheldon Rankins),1.590,0.760
3,13:19,3,7,PIT 43,0,16,Kenny Pickett pass complete short right to Calvin Austin for 12 yards,0.760,2.590
3,12:47,1,10,HOU 45,0,16,Kenny Pickett pass complete short left to Calvin Austin for 4 yards (tackle by Blake Cashman and Steven Nelson),2.590,2.580
3,12:11,2,6,HOU 41,0,16,Jaylen Warren left tackle for 18 yards (tackle by Jalen Pitre),2.580,4.040
3,11:33,1,10,HOU 23,0,16,Najee Harris up the middle for 4 yards (tackle by Khalil Davis and Christian Harris),4.040,4.050
3,10:55,2,6,HOU 19,0,16,Najee Harris left guard for 4 yards (tackle by Jimmie Ward),4.050,4.050
3,10:15,3,2,HOU 15,0,16,Jaylen Warren up the middle for -2 yards (tackle by Grayland Arnold and Will Anderson),4.050,2.390
3,9:35,4,4,HOU 17,3,16,Chris Boswell 35 yard field goal good,2.390,3.000
3,9:31,,,PIT 35,3,16,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,9:31,1,10,HOU 25,3,16,Dameon Pierce up the middle for 4 yards (tackle by DeMarvin Leal),0.610,0.600
3,8:58,2,6,HOU 29,3,16,C.J. Stroud pass incomplete short right intended for Nico Collins (defended by Patrick Peterson),0.600,-0.100
3,8:49,3,6,HOU 29,3,16,"C.J. Stroud pass incomplete short right. Penalty on C.J. Stroud: Intentional Grounding, 14 yards (accepted)",-0.100,-2.440
3,8:49,4,20,HOU 15,3,16,"Ty Zentner punts 38 yards, returned by Calvin Austin for 7 yards (tackle by Neville Hewitt)",-2.440,-2.520
3,8:40,1,10,HOU 46,3,16,Kenny Pickett pass complete short left to Pat Freiermuth for 4 yards (tackle by Henry To'oTo'o),2.520,2.520
3,7:57,2,6,HOU 42,3,16,Najee Harris left guard for 2 yards (tackle by Henry To'oTo'o and Dylan Horton),2.520,2.080
3,7:17,3,4,HOU 40,3,16,Kenny Pickett pass complete short left to Najee Harris for 32 yards (tackle by Christian Harris),2.080,5.370
3,6:41,1,8,HOU 8,3,16,Kenny Pickett pass incomplete short middle intended for George Pickens (defended by Henry To'oTo'o),5.370,4.570
3,6:37,2,8,HOU 8,3,16,Najee Harris right guard for 3 yards (tackle by Henry To'oTo'o and Grayland Arnold),4.570,4.260
3,5:54,3,5,HOU 5,3,16,Kenny Pickett pass incomplete short left intended for Allen Robinson,4.260,3.010
3,5:50,4,5,HOU 5,6,16,Chris Boswell 23 yard field goal good,3.010,3.000
3,5:47,,,PIT 35,6,16,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,5:47,1,10,HOU 25,6,16,C.J. Stroud pass complete short right to Tank Dell for 16 yards (tackle by Minkah Fitzpatrick and Patrick Peterson),0.610,1.660
3,5:26,1,10,HOU 41,6,16,Dameon Pierce left guard for 1 yard (tackle by Larry Ogunjobi and Kwon Alexander),1.660,1.260
3,4:57,2,9,HOU 42,6,16,C.J. Stroud pass incomplete short middle intended for Dameon Pierce,1.260,0.560
3,4:54,3,9,HOU 42,6,16,C.J. Stroud pass incomplete short left intended for Robert Woods,0.560,-0.590
3,4:50,4,9,HOU 42,6,16,Ty Zentner punts 34 yards out of bounds,-0.590,-0.540
3,4:43,1,10,PIT 24,6,16,Najee Harris up the middle for 23 yards (tackle by Grayland Arnold),0.540,2.060
3,4:04,1,10,PIT 47,6,16,Najee Harris left guard for 1 yard (tackle by Kurt Hinish and Christian Harris),2.060,1.650
3,3:26,2,9,PIT 48,6,16,Kenny Pickett pass complete short left to Darnell Washington for 10 yards (tackle by Christian Harris),1.650,2.790
3,2:45,1,10,HOU 42,6,16,"Jaylen Warren left guard for -8 yards. Jaylen Warren fumbles (forced by Jalen Pitre), recovered by Kenny Pickett at 50",2.790,1.160
3,2:06,2,18,HOU 50,6,16,Kenny Pickett pass incomplete deep right intended for Najee Harris,1.160,0.500
3,1:58,3,18,HOU 50,6,16,Kenny Pickett pass complete short left to George Pickens for 17 yards (tackle by Steven Nelson and Eric Murray),0.500,1.210
3,1:16,,,,,,Timeout #1 by Pittsburgh Steelers,,
3,1:16,4,1,HOU 33,6,16,Kenny Pickett sacked by Jonathan Greenard for -9 yards,1.210,-1.730
3,1:10,1,10,HOU 42,6,16,"Dameon Pierce left end for 3 yards (tackle by Minkah Fitzpatrick). Penalty on Kendrick Green: Offensive Holding, 10 yards (accepted)",1.730,1.270
3,0:55,1,17,HOU 35,6,16,Dameon Pierce left guard for 6 yards (tackle by Elandon Roberts and Cole Holcomb),1.270,1.050
3,0:14,2,11,HOU 41,6,16,C.J. Stroud pass complete deep right to Nico Collins for 24 yards (tackle by Levi Wallace),1.050,3.250
Quarter,Time,Down,ToGo,Location,PIT,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 35,6,16,Dameon Pierce up the middle for 4 yards (tackle by Montravius Adams and Alex Highsmith),3.250,3.240
4,14:25,2,6,PIT 31,6,16,Dameon Pierce up the middle for -5 yards (tackle by Elandon Roberts and Montravius Adams),3.240,1.880
4,13:41,3,11,PIT 36,6,16,C.J. Stroud pass complete short left to Nico Collins for 14 yards (tackle by Levi Wallace),1.880,4.110
4,13:00,1,10,PIT 22,6,16,Devin Singletary left tackle for 6 yards (tackle by Larry Ogunjobi),4.110,4.460
4,12:18,2,4,PIT 16,6,16,Devin Singletary left guard for 9 yards (tackle by Minkah Fitzpatrick),4.460,5.600
4,11:36,1,7,PIT 7,6,16,Devin Singletary left tackle for 1 yard (tackle by Larry Ogunjobi and T.J. Watt),5.600,4.950
4,10:54,2,6,PIT 6,6,22,"Devin Singletary pass complete short right to Dalton Schultz for 6 yards, touchdown",4.950,7.000
4,10:50,,,PIT 15,6,23,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,10:50,,,HOU 35,6,23,"Ka'imi Fairbairn kicks off 64 yards, returned by Desmond King for 27 yards (tackle by Neville Hewitt and Brevin Jordan)",0.000,0.810
4,10:44,1,10,PIT 28,6,23,Mitchell Trubisky pass complete short right to Calvin Austin for 8 yards,0.810,1.340
4,10:21,2,2,PIT 36,6,23,Mitchell Trubisky pass incomplete deep right intended for George Pickens (defended by Shaquill Griffin),1.340,0.630
4,10:15,3,2,PIT 36,6,23,Mitchell Trubisky pass incomplete short right intended for George Pickens (defended by Shaquill Griffin),0.630,-0.980
4,10:10,4,2,PIT 36,6,23,"Brad Wing punts 50 yards, fair catch by Robert Woods at HOU-14",-0.980,0.280
4,10:03,1,10,HOU 14,6,23,Dameon Pierce right end for 1 yard (tackle by Elandon Roberts and Patrick Peterson),-0.280,-0.640
4,9:26,2,9,HOU 15,6,23,Dameon Pierce right tackle for 10 yards (tackle by Cole Holcomb),-0.640,0.610
4,8:47,1,10,HOU 25,6,23,"Penalty on Geron Christian: False Start, 5 yards (accepted) (no play)",0.610,0.280
4,8:47,1,15,HOU 20,6,23,Dameon Pierce left tackle for 1 yard (tackle by Keanu Neal and Cole Holcomb),0.280,-0.480
4,8:04,2,14,HOU 21,6,23,C.J. Stroud pass complete short left to Robert Woods for 13 yards (tackle by Levi Wallace),-0.480,0.560
4,7:24,3,1,HOU 34,6,23,C.J. Stroud left guard for 1 yard (tackle by Elandon Roberts),0.560,1.270
4,6:43,1,10,HOU 35,6,23,Devin Singletary left tackle for 8 yards (tackle by Keanu Neal),1.270,1.800
4,6:00,2,2,HOU 43,6,23,Devin Singletary left tackle for -2 yards (tackle by Kwon Alexander),1.800,0.830
4,5:18,3,4,HOU 41,6,23,"Mike Boone left guard for 4 yards. Mike Boone fumbles (forced by Keeanu Benton), recovered by Nico Collins at HOU-45",0.830,1.930
4,4:35,1,10,HOU 45,6,23,Dameon Pierce right end for -5 yards (tackle by Keanu Neal),1.930,0.710
4,3:51,2,15,HOU 40,6,23,C.J. Stroud pass complete short right to Robert Woods for 8 yards,0.710,1.090
4,3:46,3,7,HOU 48,6,29,"C.J. Stroud pass complete deep right to Nico Collins for 52 yards, touchdown",1.090,7.000
4,3:39,,,PIT 15,6,30,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,3:39,,,HOU 35,6,30,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,3:29,1,10,PIT 25,6,30,"Jaylen Warren for no gain. Jaylen Warren fumbles (forced by Christian Harris), recovered by Will Anderson at PIT-28, touchdown Replay Assistant challenged the fumble ruling, and the original play was overturned. Jaylen Warren right guard for 5 yards (tackle by Christian Harris)",0.610,0.740
4,3:23,2,5,PIT 30,6,30,Jaylen Warren left guard for 4 yards (tackle by Henry To'oTo'o),0.740,0.560
4,2:47,3,1,PIT 34,6,30,Jaylen Warren right guard for 6 yards (tackle by Jerry Hughes and Christian Harris),0.560,1.600
4,2:08,1,10,PIT 40,6,30,Mitchell Trubisky pass complete short middle to Jaylen Warren for 4 yards (tackle by Grayland Arnold),1.600,1.590
4,2:00,2,6,PIT 44,6,30,Jaylen Warren up the middle for 2 yards (tackle by Grayland Arnold and Khalil Davis),1.590,1.160
4,1:22,3,4,PIT 46,6,30,Mitchell Trubisky pass complete short left to Jaylen Warren for 6 yards (tackle by Grayland Arnold),1.160,2.390
4,0:43,1,10,HOU 48,6,30,Jaylen Warren up the middle for 4 yards (tackle by Blake Cashman),2.390,2.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
