Quarter,Time,Tm,Detail,NOR,ATL
1.0,9:50,Saints,Wil Lutz 34 yard field goal,3,0
,5:33,Falcons,Matt Bryant 28 yard field goal,3,3
2.0,4:29,Falcons,Devonta Freeman 1 yard rush (Matt Bryant kick),3,10
,1:53,Saints,Tommylee Lewis 26 yard pass from Drew Brees (Wil Lutz kick),10,10
3.0,13:10,Saints,Michael Thomas 1 yard pass from Drew Brees (Wil Lutz kick),17,10
4.0,9:55,Falcons,Mohamed Sanu 8 yard pass from Matt Ryan (Matt Bryant kick),17,17
,3:49,Falcons,Matt Bryant 52 yard field goal,17,20
