Quarter,Time,Down,ToGo,Location,CHI,NYG,Detail,EPB,EPA
2,13:08,2,8,NYG 42,0,14,Kurt Warner pass incomplete intended for Jamaar Taylor (defended by R.W. McQuarters),1.320,0.630
2,12:54,3,8,NYG 42,0,14,"Penalty on Chris Snee: False Start, 5 yards (no play)",0.630,-0.030
2,12:54,3,13,NYG 37,0,14,Kurt Warner sacked by Alex Brown for -5 yards. Penalty on Luke Petitgout: Illegal Formation (Declined),-0.030,-1.240
2,12:48,4,18,NYG 32,0,14,"Jeff Feagles punts 26 yards, out of bounds. Penalty on Shurron Pierson: Running Into the Kicker, 5 yards (no play)",-1.240,-0.910
2,12:41,4,13,NYG 37,0,14,"Jeff Feagles punts 25 yards, out of bounds",-0.910,-1.470
2,12:33,1,10,CHI 38,0,14,Anthony Thomas left tackle for 4 yards (tackle by Nick Greisen),1.470,1.460
2,11:59,2,6,CHI 42,0,14,Anthony Thomas left tackle for 1 yard (tackle by Carlos Emmons and Michael Strahan),1.460,0.890
2,11:19,3,5,CHI 43,0,14,"Penalty on Qasim Mitchell: False Start, 5 yards (no play)",0.890,0.230
2,11:02,3,10,CHI 38,0,14,Craig Krenzel pass incomplete intended for Bobby Wade (defended by Will Allen),0.230,-0.850
2,10:54,4,10,CHI 38,0,14,"Brad Maynard punts 30 yards. Penalty on Alfonso Marshall: Unnecessary Roughness (Offsetting), Penalty on Frank Walker: Taunting (Offsetting)",-0.850,-1.070
2,10:45,1,10,NYG 32,0,14,Kurt Warner pass complete to Tiki Barber for 9 yards (tackle by Michael Green),1.070,1.740
2,10:09,2,1,NYG 41,0,14,Tiki Barber middle for no gain (tackle by Ian Scott),1.740,1.030
2,9:34,3,1,NYG 41,0,14,Tiki Barber right guard for -1 yards (tackle by Brian Urlacher and Hunter Hillenmeyer),1.030,-0.720
2,8:57,4,2,NYG 40,0,14,Jeff Feagles punts 37 yards,-0.720,-0.480
2,8:46,1,10,CHI 23,0,14,Anthony Thomas left end for 2 yards (tackle by Nick Greisen and Carlos Emmons),0.480,0.200
2,8:10,2,8,CHI 25,0,14,Craig Krenzel pass incomplete intended for David Terrell,0.200,-0.490
2,8:00,3,8,CHI 25,0,14,Craig Krenzel pass incomplete intended for Bernard Berrian (defended by Nick Greisen),-0.490,-1.700
2,7:54,4,8,CHI 25,0,14,"Brad Maynard punts 49 yards, returned by Mark Jones for 3 yards (tackle by Todd McMillon)",-1.700,-0.870
2,7:44,1,10,NYG 29,0,14,Kurt Warner right end for 3 yards (tackle by Adewale Ogunleye),0.870,0.730
2,7:17,2,7,NYG 32,0,14,"Mike Cloud middle for -1 yards (tackle by Lance Briggs). Penalty on Ike Hilliard: Illegal Crackback, 16 yards (no play)",0.730,-1.580
2,6:49,2,23,NYG 16,0,14,Kurt Warner pass incomplete intended for Ike Hilliard (defended by Alex Brown),-1.580,-2.510
2,6:44,3,23,NYG 16,0,14,Mike Cloud left tackle for 4 yards (tackle by Brian Urlacher and Alex Brown),-2.510,-2.030
2,6:15,4,19,NYG 20,0,14,"Jeff Feagles punts 41 yards, returned by R.W. McQuarters for 8 yards (tackle by Mike Cloud)",-2.030,-2.060
2,6:02,1,10,CHI 47,0,14,"Penalty on Olin Kreutz: False Start, 5 yards (no play)",2.060,1.730
2,6:02,1,15,CHI 42,0,14,"Penalty on Ruben Brown: False Start, 5 yards (no play)",1.730,1.400
2,6:02,1,15,CHI 42,,,Timeout #1 by Chicago Bears,1.730,1.400
2,6:02,1,20,CHI 37,0,14,Craig Krenzel pass complete to David Terrell for 28 yards (tackle by Gibril Wilson),1.400,3.250
2,5:27,1,10,NYG 35,6,14,"Craig Krenzel pass complete to Bernard Berrian for 35 yards, touchdown",3.250,7.000
2,5:27,,,NYG 35,7,14,Paul Edinger kicks extra point good,0.000,0.000
2,5:27,,,CHI 30,7,14,"Paul Edinger kicks off 69 yards, returned by Willie Ponder for 24 yards (tackle by John Gilmore)",0.000,0.610
2,5:06,1,10,NYG 25,7,14,Tiki Barber left end for -3 yards (tackle by Alex Brown),0.610,-0.340
2,4:32,2,13,NYG 22,7,14,Kurt Warner sacked by Alex Brown for -3 yards,-0.340,-1.510
2,3:58,3,16,NYG 19,7,14,"Kurt Warner pass complete to Ike Hilliard for 10 yards (tackle by Michael Green). Ike Hilliard fumbles (forced by Michael Green), recovered by Michael Green at NYG-29 (tackle by Jason Whittle)",-1.510,-3.640
,,,,,,,"NYG challenged the ruling, and the play was upheld.",,
2,3:36,1,10,NYG 29,7,14,"Craig Krenzel middle for 12 yards (tackle by Gibril Wilson). Penalty on Gibril Wilson: Unnecessary Roughness, 9 yards",3.640,5.370
2,3:05,1,8,NYG 8,7,14,"Craig Krenzel sacked by Norman Hand for -2 yards. Penalty on Kevin Lewis: Illegal Contact, 4 yards (no play)",5.370,6.280
2,2:41,1,4,NYG 4,13,14,"Anthony Thomas left end for 4 yards, touchdown",6.280,7.000
2,2:41,,,NYG 4,14,14,Paul Edinger kicks extra point good,0.000,0.000
2,2:41,,,CHI 30,14,14,"Paul Edinger kicks off 64 yards, returned by Willie Ponder for 22 yards (tackle by Hunter Hillenmeyer)",0.000,0.810
2,2:29,1,10,NYG 28,14,14,"Kurt Warner pass incomplete intended for Amani Toomer is intercepted by Nathan Vasher at 50 and returned for 41 yards. Penalty on Tiki Barber: Low Block, 5 yards",0.810,-6.280
2,2:17,1,4,NYG 4,14,14,Craig Krenzel sacked by Fred Robbins for -4 yards,6.280,4.570
2,2:00,2,8,NYG 8,14,14,Anthony Thomas right end for 4 yards (tackle by Fred Robbins and Michael Strahan),4.570,4.490
2,1:20,3,4,NYG 4,14,14,Craig Krenzel pass incomplete intended for Justin Gage,4.490,3.030
2,1:14,4,4,NYG 4,17,14,Paul Edinger 22 yard field goal good,3.030,3.000
2,1:14,,,CHI 30,17,14,"Paul Edinger kicks off 68 yards, returned by Willie Ponder for 86 yards (tackle by Todd McMillon). Penalty on Kevin Lewis: Offensive Holding, 10 yards",0.000,0.940
2,1:09,1,10,NYG 30,17,14,Kurt Warner pass incomplete intended for Jeremy Shockey is intercepted by Jerry Azumah at NYG-46 and returned for 5 yards,0.940,-2.850
2,0:46,1,10,NYG 41,17,14,Anthony Thomas middle for 6 yards (tackle by Gibril Wilson),2.850,3.120
2,0:27,2,4,NYG 35,17,14,Craig Krenzel pass complete to Bobby Wade for 33 yards (tackle by Brent Alexander and Nick Greisen),3.120,6.740
2,0:17,2,4,NYG 35,,,Timeout #2 by Chicago Bears,3.120,6.740
2,0:17,1,2,NYG 2,17,14,Anthony Thomas left tackle for -1 yards (tackle by Gibril Wilson),6.740,5.530
2,0:12,1,2,NYG 2,,,Timeout #3 by Chicago Bears,6.740,5.530
2,0:12,2,3,NYG 3,17,14,Craig Krenzel pass incomplete intended for Dustin Lyman,5.530,4.720
2,0:07,3,3,NYG 3,17,14,Craig Krenzel pass incomplete intended for Justin Gage,4.720,3.040
2,0:04,4,3,NYG 3,20,14,Paul Edinger 21 yard field goal good,3.040,3.000
Quarter,Time,Down,ToGo,Location,CHI,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,20,14,"Paul Edinger kicks off 66 yards, returned by Willie Ponder for 38 yards (tackle by Adrian Peterson)",0.000,1.730
3,14:50,1,10,NYG 42,20,14,Tiki Barber right end for no gain (tackle by Brian Urlacher and Tommie Harris),1.730,1.190
3,14:22,2,10,NYG 42,20,14,Kurt Warner pass complete to Ike Hilliard for 9 yards (tackle by R.W. McQuarters),1.190,1.690
3,13:50,3,1,CHI 49,20,14,Tiki Barber right tackle for no gain (tackle by Lance Briggs),1.690,0.000
3,13:08,4,1,CHI 49,20,14,"Jeff Feagles punts 26 yards, out of bounds",0.000,-0.480
3,12:58,1,10,CHI 23,20,14,Anthony Thomas left guard for 6 yards (tackle by Carlos Emmons and Nick Greisen),0.480,0.740
3,12:22,2,4,CHI 29,20,14,Anthony Thomas middle for 3 yards (tackle by Kevin Lewis),0.740,0.430
3,11:37,3,1,CHI 32,20,14,Anthony Thomas right tackle for 2 yards (tackle by Will Allen),0.430,1.200
3,10:56,1,10,CHI 34,20,14,Craig Krenzel pass incomplete intended for Bobby Wade (defended by Will Allen),1.200,0.660
3,10:44,2,10,CHI 34,20,14,"Craig Krenzel for no gain. Craig Krenzel fumbles, recovered by Nick Greisen at CHI-18 (tackle by Olin Kreutz)",0.660,-4.370
,,,,,,,"CHI challenged the ruling, and the play was upheld.",,
3,10:34,1,10,CHI 18,20,14,"Kurt Warner pass complete to Ike Hilliard for -2 yards (tackle by Michael Green). Ike Hilliard fumbles (forced by Michael Green), recovered by Wayne Lucier at CHI-20",4.370,3.560
3,9:54,2,12,CHI 20,20,14,"Kurt Warner sacked by Alex Brown for -5 yards. Kurt Warner fumbles (forced by Alex Brown), recovered by Ian Scott at CHI-24 and returned for 9 yards (tackle by Jason Whittle)",3.560,-1.140
3,9:43,1,10,CHI 33,20,14,Anthony Thomas right end for 5 yards (tackle by Kevin Lewis and Brent Alexander),1.140,1.270
3,9:09,2,5,CHI 38,20,14,Anthony Thomas right guard for 2 yards (tackle by Kevin Lewis),1.270,0.830
3,8:26,3,3,CHI 40,20,14,Craig Krenzel pass incomplete intended for Bobby Wade (defended by Osi Umenyiora),0.830,-0.720
3,8:17,4,3,CHI 40,20,14,"Brad Maynard punts 49 yards, fair catch by Mark Jones",-0.720,0.370
3,8:09,1,10,NYG 11,20,14,Tiki Barber left guard for 7 yards (tackle by Todd Johnson and Lance Briggs),-0.370,0.000
3,7:36,2,3,NYG 18,20,14,"Penalty on Wayne Lucier: False Start, 5 yards (no play)",0.000,-0.630
3,7:26,2,8,NYG 13,20,14,Tiki Barber right end for 7 yards (tackle by Lance Briggs),-0.630,-0.370
3,6:43,3,1,NYG 20,20,14,Kurt Warner pass incomplete intended for Jim Finn (defended by Adewale Ogunleye),-0.370,-2.030
3,6:33,4,1,NYG 20,20,14,"Jeff Feagles punts 49 yards, returned by R.W. McQuarters for 30 yards (tackle by Marcellus Rivers). Penalty on Marcellus Rivers: Face Mask (15 Yards), 15 yards",-2.030,-3.970
3,6:18,1,10,NYG 24,20,14,"Craig Krenzel pass complete to Anthony Thomas for 21 yards (tackle by Gibril Wilson and Kevin Lewis). Penalty on Desmond Clark: Illegal Formation, 5 yards (no play)",3.970,3.640
3,5:52,1,15,NYG 29,20,14,Anthony Thomas right guard for -1 yards (tackle by Fred Robbins),3.640,2.620
3,5:15,2,16,NYG 30,20,14,Craig Krenzel sacked by Osi Umenyiora for -9 yards,2.620,0.760
3,4:42,2,16,NYG 30,,,Timeout #2 by Chicago Bears,2.620,0.760
3,4:42,3,25,NYG 39,20,14,Craig Krenzel pass incomplete intended for Desmond Clark,0.760,0.660
3,4:38,4,25,NYG 39,20,14,"Brad Maynard punts 38 yards, out of bounds",0.660,0.380
3,4:27,1,10,NYG 1,20,14,Tiki Barber left guard for 21 yards (tackle by Todd Johnson and Michael Green),-0.380,0.410
3,3:53,1,10,NYG 22,20,14,"Kurt Warner pass complete to Tiki Barber for 4 yards (tackle by Michael Green and Ian Scott). Penalty on Jeremy Shockey: Offensive Holding, 10 yards",0.410,-0.240
3,3:25,1,16,NYG 16,20,14,Mike Cloud left end for -1 yards (tackle by Brian Urlacher),-0.240,-1.210
3,2:46,2,17,NYG 15,20,14,Kurt Warner pass complete to Tiki Barber for 28 yards (tackle by Todd Johnson),-1.210,1.800
3,2:17,1,10,NYG 43,20,14,Kurt Warner sacked by Tommie Harris for -4 yards,1.800,0.710
3,1:41,2,14,NYG 39,20,14,Mike Cloud right guard for 13 yards (tackle by Todd Johnson),0.710,1.750
3,0:52,2,14,NYG 39,,,Timeout #1 by New York Giants,0.710,1.750
3,0:52,3,1,CHI 48,20,14,Kurt Warner pass incomplete intended for Jeremy Shockey,1.750,0.070
3,0:46,4,1,CHI 48,20,14,Tiki Barber middle for no gain (tackle by Michael Haynes and Tommie Harris),0.070,-2.130
3,0:30,1,10,CHI 48,20,14,Anthony Thomas right tackle for 4 yards (tackle by Osi Umenyiora),2.130,2.120
Quarter,Time,Down,ToGo,Location,CHI,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,NYG 48,20,14,Anthony Thomas right guard for 2 yards (tackle by Lance Legree and William Joseph),2.120,1.680
4,14:25,3,4,NYG 46,20,14,Craig Krenzel right end for 1 yard (tackle by Frank Walker),1.680,0.270
4,13:59,4,3,NYG 45,20,14,"Brad Maynard punts 29 yards, fair catch by Mark Jones. Penalty on Mark Jones: Invalid Fair Catch Signal, 5 yards",0.270,0.370
4,13:46,1,10,NYG 11,20,14,Tiki Barber right guard for 5 yards (tackle by Alfonso Boone and Alex Brown),-0.370,-0.300
4,13:17,2,5,NYG 16,20,14,Kurt Warner pass complete to Jeremy Shockey for 16 yards (tackle by Todd Johnson and R.W. McQuarters),-0.300,1.070
4,12:37,1,10,NYG 32,20,14,Tiki Barber left tackle for no gain (tackle by Ian Scott and Brian Urlacher),1.070,0.530
4,12:06,2,10,NYG 32,20,14,Kurt Warner pass incomplete intended for Tiki Barber,0.530,-0.160
4,11:52,3,10,NYG 32,20,14,Kurt Warner pass incomplete intended for Amani Toomer,-0.160,-1.240
4,11:47,4,10,NYG 32,20,14,"Jeff Feagles punts 49 yards, returned by R.W. McQuarters for 5 yards (tackle by Marcellus Rivers)",-1.240,-0.540
4,11:35,1,10,CHI 24,20,14,Anthony Thomas right tackle for 5 yards (tackle by Carlos Emmons and Lance Legree),0.540,0.670
4,10:51,2,5,CHI 29,20,14,Anthony Thomas left end for 2 yards (tackle by Gibril Wilson and Kevin Lewis),0.670,0.230
4,10:12,3,3,CHI 31,20,14,Craig Krenzel pass complete to David Terrell for 9 yards (tackle by Will Allen),0.230,1.600
4,9:34,1,10,CHI 40,20,14,Craig Krenzel pass complete to David Terrell for 20 yards (tackle by Brent Alexander),1.600,2.920
4,8:43,1,10,NYG 40,20,14,Anthony Thomas right end for -1 yards (tackle by Carlos Emmons and Nick Greisen),2.920,2.240
4,7:56,2,11,NYG 41,26,14,"Anthony Thomas left end for 41 yards, touchdown",2.240,7.000
4,7:56,2,,NYG 41,28,14,"Two Point Attempt: Craig Krenzel right end, conversion succeeds",1.000,1.000
4,7:56,,,CHI 30,28,14,"Paul Edinger kicks off 67 yards, returned by Willie Ponder for 33 yards (tackle by Alfonso Marshall)",0.000,1.330
4,7:36,1,10,NYG 36,28,14,"Kurt Warner pass incomplete intended for Ike Hilliard. Penalty on Adewale Ogunleye: Roughing the Passer, 15 yards (no play)",1.330,2.320
4,7:31,1,10,CHI 49,28,14,Tiki Barber right guard for 6 yards (tackle by Todd Johnson and Michael Green),2.320,2.590
4,7:09,2,4,CHI 43,28,14,Kurt Warner pass complete to Amani Toomer for 13 yards (tackle by Nathan Vasher),2.590,3.580
4,6:51,1,10,CHI 30,28,14,Kurt Warner pass complete to Tiki Barber for 18 yards (tackle by Ian Scott),3.580,4.780
4,6:21,1,10,CHI 12,28,14,Kurt Warner pass complete to Jeremy Shockey for 7 yards (tackle by Brian Urlacher),4.780,5.410
4,6:04,2,3,CHI 5,28,14,Kurt Warner pass incomplete,5.410,4.610
4,5:56,3,3,CHI 5,28,14,Kurt Warner pass incomplete intended for Ike Hilliard,4.610,3.020
4,5:51,4,3,CHI 5,28,14,"Kurt Warner pass incomplete intended for Jeremy Shockey. Penalty on Michael Haynes: Roughing the Passer, 3 yards (no play)",3.020,6.740
4,5:47,1,2,CHI 2,28,14,"Penalty on David Diehl: False Start, 5 yards (no play)",6.740,5.600
4,5:47,1,7,CHI 7,28,14,Kurt Warner pass complete to Ike Hilliard for 2 yards (tackle by Todd Johnson),5.600,5.150
4,5:21,2,5,CHI 5,28,14,"Penalty on Chris Snee: False Start, 5 yards (no play)",5.150,4.190
4,5:00,2,10,CHI 10,28,14,Tiki Barber middle for -4 yards (tackle by Cameron Worrell),4.190,3.000
4,4:45,2,10,CHI 10,,,Timeout #2 by New York Giants,4.190,3.000
4,4:45,3,14,CHI 14,28,14,Kurt Warner pass complete to Ike Hilliard for 9 yards (tackle by Ian Scott and Jerry Azumah),3.000,3.010
4,4:10,4,5,CHI 5,28,14,Kurt Warner pass incomplete intended for Amani Toomer (defended by Nathan Vasher),3.010,0.380
4,4:05,1,10,CHI 5,28,14,Anthony Thomas right end for 1 yard (tackle by Nick Greisen and Fred Robbins),-0.380,-0.710
4,3:24,2,9,CHI 6,28,14,Anthony Thomas left guard for 3 yards (tackle by Lance Legree and Kevin Lewis),-0.710,-0.950
4,3:17,2,9,CHI 6,,,Timeout #3 by New York Giants,-0.710,-0.950
4,3:17,3,6,CHI 9,28,14,Anthony Thomas middle for no gain (tackle by Carlos Emmons and Nick Greisen),-0.950,-2.490
4,3:17,4,6,CHI 9,28,14,"Brad Maynard punts 31 yards, returned by Mark Jones for 29 yards (tackle by John Gilmore)",-2.490,-4.840
4,2:23,1,10,CHI 11,28,14,Kurt Warner pass incomplete intended for Jamaar Taylor,4.840,4.140
4,2:16,2,10,CHI 11,28,14,Kurt Warner pass complete to Ike Hilliard for 10 yards (tackle by R.W. McQuarters and Jerry Azumah),4.140,6.970
4,2:00,1,1,CHI 1,28,20,"Kurt Warner pass complete to Jeremy Shockey for 1 yard, touchdown",6.970,7.000
4,2:00,,,CHI 1,28,21,Steve Christie kicks extra point good,0.000,0.000
4,2:00,,,NYG 30,28,21,"Steve Christie kicks onside 10 yards, recovered by Jack Brewer (onside kick successful)",0.000,1.600
4,1:54,1,10,NYG 40,28,21,Kurt Warner pass incomplete intended for Jeremy Shockey (defended by Lance Briggs),1.600,1.050
4,1:49,2,10,NYG 40,28,21,Kurt Warner sacked by Adewale Ogunleye for -4 yards. Penalty on David Diehl: Offensive Holding (Declined),1.050,-0.160
4,1:42,3,14,NYG 36,28,21,Kurt Warner sacked by Alex Brown for -6 yards,-0.160,-1.370
4,1:16,4,20,NYG 30,28,21,Kurt Warner pass incomplete intended for Jeremy Shockey (defended by Nathan Vasher),-1.370,-3.580
4,1:00,1,10,NYG 30,28,21,Craig Krenzel kneels for -1 yards,3.580,2.900
4,0:28,2,11,NYG 31,28,21,Craig Krenzel kneels for -1 yards,2.900,2.080
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
