Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA
1,2:05,1,10,MIA 39,7,0,Mark Walton up the middle for 3 yards (tackle by Brandon Copeland),1.530,1.390
1,1:31,2,7,MIA 42,7,0,Ryan Fitzpatrick pass complete short right to Preston Williams for 17 yards (tackle by Nate Hairston),1.390,2.850
1,1:03,1,10,NYJ 41,7,0,Ryan Fitzpatrick pass complete short right to Mike Gesicki for 3 yards (tackle by Nate Hairston),2.850,2.710
1,0:23,2,7,NYJ 38,7,0,Ryan Fitzpatrick pass complete deep left to Preston Williams for 26 yards (tackle by Darryl Roberts),2.710,4.780
Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYJ 12,7,0,Ryan Fitzpatrick pass incomplete short left intended for Kalen Ballage (defended by Folorunso Fatukasi),4.780,4.100
2,14:57,2,10,NYJ 12,7,0,Ryan Fitzpatrick pass incomplete short left intended for Mark Walton (defended by Tarell Basham),4.100,3.120
2,14:52,3,10,NYJ 12,7,6,"Ryan Fitzpatrick pass complete short middle to Preston Williams for 12 yards, touchdown",3.120,7.000
2,14:48,,,NYJ 15,7,7,Jason Sanders kicks extra point good,0.000,0.000
2,14:48,,,MIA 35,7,7,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,14:48,1,10,NYJ 25,7,7,"Penalty on Chuma Edoga: False Start, 5 yards (no play)",0.610,0.280
2,14:48,1,15,NYJ 20,7,7,Bilal Powell left guard for 6 yards (tackle by Raekwon McMillan and John Jenkins),0.280,0.200
2,14:10,2,9,NYJ 26,7,7,Sam Darnold pass complete deep right to Robby Anderson for 22 yards,0.200,2.130
2,13:42,1,10,NYJ 48,7,7,Sam Darnold pass complete short middle to Jamison Crowder for -3 yards (tackle by Charles Harris),2.130,1.180
2,13:06,2,13,NYJ 45,7,7,"Sam Darnold pass complete short left to Jamison Crowder for 5 yards (tackle by Jomal Wiltz). Penalty on Robby Anderson: Offensive Pass Interference, 10 yards (no play)",1.180,-0.170
2,12:45,2,23,NYJ 35,7,7,"Sam Darnold right end for 1 yard Sam Darnold pass complete short right to Robby Anderson for 16 yards (tackle by Ryan Lewis). Penalty on Sam Darnold: Illegal Forward Pass, 5 yards",-0.170,-1.350
2,12:23,,,,,,Timeout #1 by Miami Dolphins,,
2,12:23,3,27,NYJ 31,7,7,Bilal Powell right guard for 10 yards (tackle by Jerome Baker),-1.350,-0.650
2,11:38,4,17,NYJ 41,7,7,Lac Edwards punts 43 yards out of bounds,-0.650,0.140
2,11:30,1,10,MIA 16,7,7,"Kalen Ballage right guard for 1 yard (tackle by Brandon Copeland). Penalty on Chris Reed: Offensive Holding, 8 yards. Penalty on Chris Reed: Illegal Formation, 8 yards (no play)",-0.140,-0.680
2,11:04,1,18,MIA 8,7,7,Ryan Fitzpatrick pass incomplete short left intended for DeVante Parker (defended by Tarell Basham),-0.680,-1.360
2,10:59,2,18,MIA 8,7,7,Ryan Fitzpatrick pass complete short middle to Mike Gesicki for 17 yards (tackle by Brandon Copeland),-1.360,-0.200
2,10:17,3,1,MIA 25,7,7,Ryan Fitzpatrick pass complete short middle to Allen Hurns for 8 yards (tackle by Marcus Maye),-0.200,1.140
2,9:38,1,10,MIA 33,7,7,Ryan Fitzpatrick pass incomplete short middle intended for Allen Hurns,1.140,0.590
2,9:34,2,10,MIA 33,7,7,Mark Walton right guard for 9 yards (tackle by Brian Poole),0.590,1.090
2,9:10,3,1,MIA 42,7,7,Mark Walton right tackle for 1 yard (tackle by Kyle Phillips),1.090,1.800
2,8:36,1,10,MIA 43,7,7,Mark Walton up the middle for 2 yards (tackle by Folorunso Fatukasi),1.800,1.520
2,7:58,2,8,MIA 45,7,7,Ryan Fitzpatrick pass incomplete short right intended for DeVante Parker,1.520,0.830
2,7:53,3,8,MIA 45,7,7,Ryan Fitzpatrick pass complete short right to Mike Gesicki for 12 yards (tackle by Brandon Copeland),0.830,2.720
2,7:24,1,10,NYJ 43,7,7,"Ryan Fitzpatrick right end for 6 yards (tackle by Kyle Phillips). Penalty on Kyle Phillips: Unnecessary Roughness, 15 yards",2.720,4.110
2,6:57,1,10,NYJ 22,7,7,Ryan Fitzpatrick pass complete short middle to Mark Walton for 5 yards (tackle by Kyle Phillips and James Burgess),4.110,4.290
2,6:19,2,5,NYJ 17,7,13,"Ryan Fitzpatrick pass complete deep right to DeVante Parker for 17 yards, touchdown",4.290,7.000
2,6:14,,,NYJ 15,7,14,Jason Sanders kicks extra point good,0.000,0.000
2,6:14,,,MIA 35,7,14,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,6:14,1,10,NYJ 25,7,14,Le'Veon Bell right guard for 5 yards (tackle by Christian Wilkins and Raekwon McMillan),0.610,0.740
2,5:40,2,5,NYJ 30,7,14,"Sam Darnold pass complete short left to Vyncint Smith for 17 yards (tackle by Raekwon McMillan and Davon Godchaux). Penalty on Chuma Edoga: Illegal Use of Hands, 10 yards (no play)",0.740,-0.610
2,5:28,2,15,NYJ 20,7,14,Sam Darnold pass complete short left to Jamison Crowder for 5 yards (tackle by Chris Lammons),-0.610,-0.620
2,4:52,3,10,NYJ 25,7,14,Sam Darnold pass incomplete deep right intended for Robby Anderson,-0.620,-1.700
2,4:46,4,10,NYJ 25,7,14,"Lac Edwards punts 40 yards, returned by Preston Williams for 9 yards (tackle by Daniel Brown)",-1.700,-1.860
2,4:37,1,10,MIA 44,7,14,Ryan Fitzpatrick pass incomplete deep right intended for Jakeem Grant,1.860,1.320
2,4:29,2,10,MIA 44,7,14,Ryan Fitzpatrick pass complete short middle to Allen Hurns for 8 yards (tackle by Brian Poole),1.320,1.690
2,3:49,3,2,NYJ 48,7,14,Ryan Fitzpatrick pass complete deep right to Mike Gesicki for 34 yards (tackle by James Burgess),1.690,4.650
2,3:09,1,10,NYJ 14,7,14,Kalen Ballage right tackle for 3 yards (tackle by Jamal Adams),4.650,4.520
2,2:30,2,7,NYJ 11,7,14,Kalen Ballage right guard for 8 yards (tackle by Marcus Maye),4.520,6.510
2,2:00,1,3,NYJ 3,7,14,Kalen Ballage right tackle for -2 yards (tackle by Steve McLendon),6.510,5.150
2,1:54,,,,,,Timeout #3 by New York Jets,,
2,1:54,2,5,NYJ 5,7,20,"Ryan Fitzpatrick pass complete short left to Preston Williams for 5 yards, touchdown",5.150,7.000
2,1:51,,,NYJ 15,7,21,Jason Sanders kicks extra point good,0.000,0.000
2,1:51,,,MIA 35,7,21,"Jason Sanders kicks off 61 yards, returned by Vyncint Smith for 78 yards (tackle by Steven Parker)",0.000,4.370
2,1:35,1,10,MIA 18,7,21,Le'Veon Bell right guard for 3 yards (tackle by Raekwon McMillan),4.370,4.250
2,1:30,,,,,,Timeout #2 by Miami Dolphins,,
2,1:30,2,7,MIA 15,7,21,Sam Darnold pass complete short right to Jamison Crowder for 11 yards (tackle by Chris Lammons and Jomal Wiltz),4.250,6.280
2,0:57,1,4,MIA 4,7,21,"Penalty on MIA: Defensive Too Many Men on Field, 2 yards (no play)",6.280,6.740
2,0:57,1,2,MIA 2,7,21,Sam Darnold pass incomplete short left intended for Ryan Griffin,6.740,5.720
2,0:54,2,2,MIA 2,7,21,Sam Darnold pass short left intended for Jamison Crowder is intercepted by Jomal Wiltz at MIA-1 and returned for no gain,5.720,0.380
2,0:48,1,10,MIA 1,9,21,"Ryan Fitzpatrick up the middle for -1 yards (tackle by James Burgess), safety.",-0.380,-2.000
2,0:47,,,MIA 20,9,21,"Matt Haack kicks off 55 yards, returned by Braxton Berrios for 25 yards (tackle by Jomal Wiltz)",0.000,2.260
2,0:41,1,10,NYJ 50,9,21,Sam Darnold pass complete short left to Le'Veon Bell for 6 yards (tackle by Jomal Wiltz),2.260,2.520
2,0:21,2,4,MIA 44,9,21,Sam Darnold pass complete short middle to Ryan Griffin for 10 yards (tackle by Jerome Baker),2.520,3.310
2,0:07,1,10,MIA 34,9,21,Sam Darnold spiked the ball,3.310,2.770
2,0:06,2,10,MIA 34,12,21,Sam Ficken 52 yard field goal good,2.770,3.000
2,0:02,,,NYJ 35,12,21,"Sam Ficken kicks off 56 yards, returned by Jakeem Grant for 7 yards (tackle by Matthias Farley)",0.000,1.270
Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,12,21,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIA 25,12,21,Mark Walton left guard for no gain (tackle by James Burgess),0.610,0.060
3,14:23,2,10,MIA 25,12,21,Ryan Fitzpatrick pass complete short right to Mike Gesicki for 16 yards (tackle by James Burgess and Marcus Maye),0.060,1.660
3,13:53,1,10,MIA 41,12,21,Mark Walton up the middle for 14 yards (tackle by Nate Hairston),1.660,2.590
3,13:18,1,10,NYJ 45,12,21,"Ryan Fitzpatrick pass incomplete short right intended for Preston Williams. Penalty on Darryl Roberts: Illegal Use of Hands, 5 yards (no play)",2.590,2.920
3,13:13,1,10,NYJ 40,12,21,Ryan Fitzpatrick pass complete short middle to DeVante Parker for 14 yards (tackle by Nate Hairston),2.920,3.840
3,12:44,1,10,NYJ 26,12,21,Ryan Fitzpatrick pass incomplete short left intended for Preston Williams (defended by Darryl Roberts),3.840,3.300
3,12:39,2,10,NYJ 26,12,21,Ryan Fitzpatrick pass incomplete deep left intended for Preston Williams,3.300,2.610
3,12:33,3,10,NYJ 26,12,21,Ryan Fitzpatrick sacked by Jordan Jenkins for -5 yards,2.610,1.320
3,11:48,4,15,NYJ 31,12,21,Jason Sanders 49 yard field goal no good,1.320,-1.530
3,11:42,1,10,NYJ 39,12,21,Sam Darnold pass complete short right to Le'Veon Bell for 12 yards (tackle by Ryan Lewis),1.530,2.320
3,11:04,1,10,MIA 49,12,21,Sam Darnold pass complete short right to Robby Anderson for 11 yards (tackle by Ryan Lewis),2.320,3.050
3,10:21,1,10,MIA 38,12,21,Sam Darnold pass complete short left to Le'Veon Bell for 4 yards (tackle by Nik Needham),3.050,3.050
3,9:41,2,6,MIA 34,12,21,Le'Veon Bell left guard for 2 yards (tackle by Vince Biegel and Jerome Baker),3.050,2.610
3,9:07,3,4,MIA 32,12,21,Le'Veon Bell right guard for 4 yards (tackle by Davon Godchaux and Samuel Eguavoen),2.610,3.710
3,8:31,1,10,MIA 28,12,21,Le'Veon Bell right tackle for 2 yards (tackle by Christian Wilkins and Raekwon McMillan),3.710,3.440
3,7:57,2,8,MIA 26,12,21,Sam Darnold pass complete short right to Demaryius Thomas for 4 yards (tackle by Nik Needham),3.440,3.270
3,7:29,3,4,MIA 22,12,21,Le'Veon Bell left guard for no gain (tackle by Trent Harris),3.270,2.070
3,6:52,4,4,MIA 22,15,21,Sam Ficken 40 yard field goal good,2.070,3.000
3,6:46,,,NYJ 35,15,21,"Sam Ficken kicks off 63 yards, returned by Jakeem Grant for 22 yards (tackle by Sam Ficken)",0.000,0.540
3,6:40,1,10,MIA 24,15,21,Ryan Fitzpatrick pass complete deep left to Jakeem Grant for 18 yards (tackle by Darryl Roberts),0.540,1.730
3,6:02,1,10,MIA 42,15,21,Mark Walton left guard for -2 yards (tackle by Quinnen Williams and Brian Poole),1.730,0.920
3,5:23,2,12,MIA 40,15,21,Ryan Fitzpatrick pass complete short left to Albert Wilson for 3 yards (tackle by Jamal Adams),0.920,0.630
3,4:41,3,9,MIA 43,15,21,Ryan Fitzpatrick pass complete short right to Mike Gesicki for 13 yards (tackle by Marcus Maye),0.630,2.650
3,4:08,1,10,NYJ 44,15,21,Ryan Fitzpatrick pass complete short right to Preston Williams for 12 yards (tackle by Nate Hairston),2.650,3.450
3,3:24,1,10,NYJ 32,15,21,Ryan Fitzpatrick pass incomplete deep left intended for Albert Wilson,3.450,2.900
3,3:19,2,10,NYJ 32,15,21,Mark Walton left tackle for no gain (tackle by Tarell Basham and Brandon Copeland),2.900,2.210
3,2:38,3,10,NYJ 32,15,21,"Ryan Fitzpatrick pass incomplete deep left intended for Preston Williams (defended by Darryl Roberts). Penalty on Darryl Roberts: Defensive Pass Interference, 25 yards (no play)",2.210,5.600
3,2:32,1,7,NYJ 7,15,21,Ryan Fitzpatrick up the middle for 4 yards (tackle by Henry Anderson),5.600,5.530
3,1:49,2,3,NYJ 3,15,21,Ryan Fitzpatrick pass incomplete short left intended for Preston Williams (defended by Darryl Roberts),5.530,4.720
3,1:45,,,,,,Timeout #1 by Miami Dolphins,,
3,1:45,3,3,NYJ 3,15,21,Mark Walton up the middle for -5 yards (tackle by Henry Anderson),4.720,2.950
3,1:05,4,8,NYJ 8,15,24,Jason Sanders 26 yard field goal good,2.950,3.000
3,1:00,,,MIA 35,15,24,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,1:00,1,10,NYJ 25,15,24,Sam Darnold pass incomplete short middle intended for Le'Veon Bell,0.610,0.060
3,0:52,2,10,NYJ 25,15,24,Le'Veon Bell left guard for 6 yards (tackle by Charles Harris and Davon Godchaux),0.060,0.170
3,0:21,3,4,NYJ 31,15,24,Sam Darnold pass incomplete deep middle intended for Robby Anderson. Penalty on Brian Winters: Offensive Holding (Declined),0.170,-1.310
3,0:16,4,4,NYJ 31,15,24,"Lac Edwards punts 45 yards downed by Arthur Maulet. Penalty on Arthur Maulet: Kick Catch Interference, 15 yards",-1.310,-1.530
3,0:04,1,10,MIA 39,15,24,Ryan Fitzpatrick pass complete short left to Jakeem Grant for 8 yards (tackle by Steve McLendon and Nathan Shepherd),1.530,2.070
Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,MIA 47,15,24,Ryan Fitzpatrick pass complete short right to Jakeem Grant for 7 yards (tackle by Brian Poole),2.070,2.520
4,14:31,1,10,NYJ 46,15,24,Kalen Ballage right guard for 2 yards (tackle by Henry Anderson),2.520,2.250
4,13:52,2,8,NYJ 44,15,24,"Ryan Fitzpatrick pass complete short left to DeVante Parker for 28 yards (tackle by Brian Poole and Marcus Maye). Penalty on DeVante Parker: Offensive Pass Interference, 10 yards (no play)",2.250,0.900
4,13:36,2,18,MIA 46,15,24,"Ryan Fitzpatrick left end for 1 yard (tackle by Nathan Shepherd). Penalty on J'Marcus Webb: Offensive Holding, 11 yards (no play)",0.900,-0.590
4,13:13,2,29,MIA 35,15,24,Ryan Fitzpatrick pass complete short left to Mark Walton for 4 yards (tackle by Arthur Maulet),-0.590,-0.690
4,12:33,3,25,MIA 39,15,24,Kalen Ballage up the middle for 4 yards (tackle by Quinnen Williams),-0.690,-0.520
4,11:49,4,21,MIA 43,15,24,"Matt Haack punts 42 yards, fair catch by Braxton Berrios at NYJ-15",-0.520,0.220
4,11:42,1,10,NYJ 15,15,24,Le'Veon Bell right guard for -5 yards (tackle by Christian Wilkins),-0.220,-1.150
4,11:01,2,15,NYJ 10,15,24,Sam Darnold sacked by Nik Needham for -7 yards,-1.150,-2.820
4,10:18,3,22,NYJ 3,15,24,Le'Veon Bell up the middle for 14 yards (tackle by Jerome Baker),-2.820,-2.320
4,9:35,4,8,NYJ 17,15,24,"Lac Edwards punts 48 yards, returned by Preston Williams for 10 yards (tackle by Brandon Copeland)",-2.320,-1.930
4,9:24,1,10,MIA 45,15,24,Mark Walton right guard for 3 yards (tackle by Brandon Copeland),1.930,1.790
4,8:48,2,7,MIA 48,15,24,Ryan Fitzpatrick pass complete short middle to DeVante Parker for 11 yards (tackle by Nate Hairston),1.790,2.850
4,8:04,1,10,NYJ 41,15,24,Mark Walton up the middle for -1 yards (tackle by Brandon Copeland),2.850,2.170
4,7:21,2,11,NYJ 42,15,24,Ryan Fitzpatrick pass complete short left to Mark Walton for 3 yards (tackle by Marcus Maye and James Burgess),2.170,1.880
4,6:46,3,8,NYJ 39,15,24,Ryan Fitzpatrick pass incomplete short left intended for Jakeem Grant,1.880,0.660
4,6:42,4,8,NYJ 39,15,24,Matt Haack punts 32 yards downed by Chris Lammons,0.660,0.380
4,6:33,1,10,NYJ 7,15,26,Jonotthan Harrison fumbles out of bounds,-0.380,-2.000
4,6:29,,,NYJ 20,15,26,"Lac Edwards kicks off 46 yards, returned by Durham Smythe for 14 yards (tackle by Frankie Luvu)",0.000,2.130
4,6:23,1,10,MIA 48,15,26,Ryan Fitzpatrick sacked by Jamal Adams for -5 yards,2.130,0.910
4,5:40,2,15,MIA 43,15,26,Ryan Fitzpatrick pass complete short left to DeVante Parker for 15 yards (tackle by Darryl Roberts),0.910,2.790
4,5:09,1,10,NYJ 42,15,26,Kalen Ballage right end for 7 yards (tackle by Brian Poole),2.790,3.190
4,4:25,2,3,NYJ 35,15,26,Kalen Ballage right tackle for -3 yards (tackle by Jamal Adams),3.190,2.080
4,3:41,3,6,NYJ 38,15,26,Ryan Fitzpatrick sacked by Brandon Copeland for -5 yards,2.080,0.400
4,2:55,4,11,NYJ 43,15,26,"Matt Haack punts 35 yards, fair catch by Braxton Berrios at NYJ-8",0.400,0.380
4,2:50,1,10,NYJ 8,15,26,Sam Darnold sacked by Davon Godchaux for -6 yards,-0.380,-1.220
4,2:18,2,16,NYJ 2,15,26,Sam Darnold pass complete short middle to Ryan Griffin for 11 yards (tackle by Jerome Baker),-1.220,-0.840
4,2:00,3,5,NYJ 13,15,26,Sam Darnold pass complete short right to Le'Veon Bell for 4 yards (tackle by Eric Rowe),-0.840,-2.320
4,1:55,4,1,NYJ 17,15,26,Le'Veon Bell right guard for 8 yards (tackle by Nik Needham and Jomal Wiltz),-2.320,0.610
4,1:27,1,10,NYJ 25,15,26,Sam Darnold pass complete short right to Le'Veon Bell for 7 yards (tackle by Jomal Wiltz),0.610,1.010
4,1:20,2,3,NYJ 32,15,26,Sam Darnold pass complete short middle to Ryan Griffin for 9 yards (tackle by Jomal Wiltz),1.010,1.660
4,1:03,1,10,NYJ 41,15,26,Sam Darnold pass incomplete deep left intended for Vyncint Smith,1.660,1.120
4,0:59,2,10,NYJ 41,15,26,Sam Darnold pass complete short right to Ryan Griffin for 14 yards (tackle by Eric Rowe),1.120,2.590
4,0:51,1,10,MIA 45,15,26,Sam Darnold pass complete short right to Le'Veon Bell for 9 yards (tackle by Jomal Wiltz),2.590,3.260
4,0:45,2,1,MIA 36,15,26,Sam Darnold pass complete deep right to Vyncint Smith for 20 yards,3.260,4.510
4,0:40,,,,,,Timeout #3 by Miami Dolphins,,
4,0:40,1,10,MIA 16,15,26,"Sam Darnold pass complete short right to Jamison Crowder for 3 yards (tackle by Bobby McCain). Penalty on Nik Needham: Defensive Holding, 5 yards (no play)",4.510,4.840
4,0:35,1,10,MIA 11,15,26,Sam Darnold pass incomplete short left,4.840,4.140
4,0:30,2,10,MIA 11,15,26,Sam Darnold pass incomplete short middle intended for Vyncint Smith,4.140,3.130
4,0:26,3,10,MIA 11,15,26,Sam Darnold pass incomplete short right,3.130,2.700
4,0:19,4,10,MIA 11,18,26,Sam Ficken 29 yard field goal good,2.700,3.000
4,0:15,,,NYJ 35,18,26,"Sam Ficken kicks onside 11 yards, returned by DeVante Parker for no gain",0.000,2.520
4,0:14,1,10,NYJ 46,18,26,Ryan Fitzpatrick kneels for -3 yards,2.520,1.570
4,0:07,,,,,,Timeout #1 by New York Jets,,
4,0:06,2,13,NYJ 49,18,26,Ryan Fitzpatrick kneels for -4 yards,1.570,0.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
