Quarter,Time,Down,ToGo,Location,MIN,NYG,Detail,EPB,EPA
1,4:23,1,10,NYG 44,0,0,Eli Manning pass incomplete intended for Visanthe Shiancoe (defended by Sam Cowart),1.860,1.320
1,4:13,2,10,NYG 44,0,0,Tiki Barber left end for -1 yards (tackle by Sam Cowart and Pat Williams),1.320,0.500
1,3:38,3,11,NYG 43,0,0,Eli Manning for 14 yards (tackle by Brian Williams),0.500,2.720
1,3:01,1,10,MIN 43,0,0,Tiki Barber left guard for 1 yard (tackle by Pat Williams and Erasmus James),2.720,2.310
1,2:21,2,9,MIN 42,0,0,Eli Manning up the middle for 10 yards (tackle by Keith Newman),2.310,3.450
1,1:39,1,10,MIN 32,0,0,Tiki Barber up the middle for 5 yards (tackle by Darren Sharper),3.450,3.580
1,0:58,2,5,MIN 27,0,0,Eli Manning pass complete to Jeremy Shockey for 12 yards (tackle by Napoleon Harris),3.580,4.580
1,0:17,1,10,MIN 15,0,0,Tiki Barber right end for 4 yards (tackle by Sam Cowart),4.580,4.640
Quarter,Time,Down,ToGo,Location,MIN,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,MIN 11,6,0,"Eli Manning pass incomplete intended for Plaxico Burress is intercepted by Darren Sharper at MIN-8 and returned for 92 yards, touchdown",4.640,-7.000
2,,,,NYG 2,7,0,Paul Edinger kicks extra point good,0.000,0.000
2,,,,MIN 30,7,0,"Paul Edinger kicks off 70 yards, returned by Willie Ponder for 25 yards (tackle by Raonall Smith)",0.000,0.610
2,14:37,1,10,NYG 25,7,0,Tiki Barber right guard for 2 yards (tackle by Sam Cowart),0.610,0.330
2,14:05,2,8,NYG 27,7,0,Eli Manning pass complete to Tiki Barber for 48 yards (tackle by Corey Chavous),0.330,3.910
2,13:30,1,10,MIN 25,7,0,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",3.910,3.580
2,13:14,1,15,MIN 30,7,0,Derrick Ward right tackle for 1 yard (tackle by Kevin Williams and E.J. Henderson),3.580,2.820
2,12:35,2,14,MIN 29,7,0,Eli Manning pass complete to Jim Finn for 12 yards (tackle by Brian Williams),2.820,3.850
2,12:06,3,2,MIN 17,7,0,Eli Manning pass incomplete intended for Visanthe Shiancoe (defended by Erasmus James),3.850,2.440
2,11:54,4,2,MIN 17,7,3,Jay Feely 35 yard field goal good,2.440,3.000
2,,,,NYG 30,7,3,"Jay Feely kicks off 69 yards, returned by Koren Robinson for 24 yards (tackle by Brandon Jacobs)",0.000,0.610
2,11:41,1,10,MIN 25,7,3,Brad Johnson pass complete to Jermaine Wiggins for 9 yards (tackle by Gibril Wilson),0.610,1.280
2,11:01,2,1,MIN 34,7,3,Michael Bennett up the middle for 1 yard (tackle by Michael Strahan and Osi Umenyiora),1.280,1.270
2,10:26,1,10,MIN 35,7,3,"Penalty on Osi Umenyiora: Defensive Offside, 5 yards (no play)",1.270,2.000
2,10:11,1,5,MIN 40,7,3,Michael Bennett right tackle for 2 yards (tackle by Nick Greisen and Antonio Pierce),2.000,1.670
2,9:38,2,3,MIN 42,7,3,Michael Bennett right guard for 2 yards (tackle by Antonio Pierce and Michael Strahan),1.670,1.220
2,8:58,3,1,MIN 44,7,3,Ciatrick Fason up the middle for no gain (tackle by Reggie Torbor and William Joseph),1.220,-0.460
2,8:23,4,1,MIN 44,7,3,"Chris Kluwe punts 35 yards, fair catch by Chad Morton",-0.460,-0.340
2,8:10,1,10,NYG 21,7,3,Eli Manning pass incomplete intended for Plaxico Burress,0.340,-0.200
2,8:04,2,10,NYG 21,7,3,Tiki Barber right guard for 2 yards (tackle by Keith Newman),-0.200,-0.630
2,7:28,3,8,NYG 23,7,3,Eli Manning pass complete to Plaxico Burress for 15 yards (tackle by Ralph Brown),-0.630,1.470
2,6:46,1,10,NYG 38,7,3,Eli Manning pass complete to Tiki Barber for 9 yards (tackle by Antoine Winfield),1.470,2.140
2,6:17,2,1,NYG 47,7,3,Tiki Barber left end for 13 yards (tackle by Will Hunter),2.140,2.920
2,5:33,1,10,MIN 40,7,3,"Eli Manning pass complete to Jim Finn for 3 yards (tackle by E.J. Henderson). Penalty on Sam Cowart: Defensive Holding, 5 yards (no play)",2.920,3.250
2,5:08,1,10,MIN 35,7,3,Eli Manning pass complete to Amani Toomer for 8 yards (tackle by Antoine Winfield),3.250,3.780
2,4:29,2,2,MIN 27,7,3,Derrick Ward right tackle for -3 yards (tackle by Pat Williams and Keith Newman),3.780,2.680
2,3:55,3,5,MIN 30,7,3,Eli Manning pass incomplete intended for Plaxico Burress,2.680,1.450
2,3:44,4,5,MIN 30,7,6,Jay Feely 48 yard field goal good,1.450,3.000
2,,,,NYG 30,7,6,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
2,3:39,1,10,MIN 20,7,6,Brad Johnson pass incomplete intended for Nate Burleson (defended by Curtis DeLoatch),0.280,-0.270
2,3:32,2,10,MIN 20,7,6,Brad Johnson pass complete to Michael Bennett for -5 yards (tackle by Kendrick Clancy and Reggie Torbor),-0.270,-1.860
2,3:23,,,,7,6,Timeout #1 by New York Giants,0.000,-1.860
2,3:23,3,15,MIN 15,7,6,Brad Johnson pass complete to Jermaine Wiggins for 6 yards (tackle by Gibril Wilson and Osi Umenyiora),-1.860,-1.960
2,3:12,,,,7,6,Timeout #2 by New York Giants,0.000,-1.960
2,3:12,4,9,MIN 21,7,6,"Chris Kluwe punts 61 yards, returned by Chad Morton for 55 yards (tackle by Dontarrious Thomas)",-1.960,-3.780
2,2:52,1,10,MIN 27,7,6,Tiki Barber up the middle for 10 yards (tackle by E.J. Henderson and Corey Chavous),3.780,4.440
2,2:21,1,10,MIN 17,7,6,Tiki Barber left end for 2 yards (tackle by Corey Chavous),4.440,4.150
2,2:00,2,8,MIN 15,7,6,Eli Manning pass complete to Amani Toomer for 5 yards (tackle by Keith Newman),4.150,4.340
2,1:31,3,3,MIN 10,7,6,Eli Manning sacked by Keith Newman and Pat Williams for 0 yards. Penalty on David Diehl: Offensive Holding (Declined),4.340,2.860
2,1:17,4,3,MIN 10,7,6,Jay Feely 28 yard field goal no good,2.860,-0.280
2,1:13,1,10,MIN 20,7,6,Brad Johnson pass incomplete intended for Travis Taylor,0.280,-0.270
2,1:08,2,10,MIN 20,7,6,Brad Johnson pass incomplete intended for Nate Burleson (defended by Curtis DeLoatch),-0.270,-0.960
2,1:01,3,10,MIN 20,7,6,"Brad Johnson pass complete to Jermaine Wiggins for no gain. Penalty on Osi Umenyiora: Roughing the Passer, 15 yards",-0.960,1.270
2,0:56,1,10,MIN 35,7,6,Brad Johnson pass complete to Michael Bennett for -1 yards (tackle by Will Allen),1.270,0.590
2,0:49,2,11,MIN 34,7,6,Brad Johnson sacked by Gibril Wilson for -9 yards,0.590,-1.290
2,0:43,,,,7,6,Timeout #3 by New York Giants,0.000,-1.290
2,0:43,3,20,MIN 25,7,6,Michael Bennett right end for -5 yards (tackle by William Joseph),-1.290,-2.030
Quarter,Time,Down,ToGo,Location,MIN,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,13,6,"Jay Feely kicks off 56 yards, returned by Koren Robinson for 86 yards, touchdown",0.000,7.000
3,,,,NYG 2,14,6,Paul Edinger kicks extra point good,0.000,0.000
3,,,,MIN 30,14,6,"Paul Edinger kicks off 69 yards, returned by Willie Ponder for 14 yards (tackle by Laroni Gallishaw)",0.000,-0.220
3,14:43,1,10,NYG 15,14,6,"Eli Manning pass incomplete intended for Amani Toomer (defended by Antoine Winfield). Penalty on Antoine Winfield: Defensive Pass Interfere, 40 yards (no play)",-0.220,2.590
3,14:35,1,10,MIN 45,14,6,Tiki Barber left guard for 6 yards (tackle by Pat Williams),2.590,2.850
3,14:02,2,4,MIN 39,14,6,Eli Manning pass incomplete intended for Jeremy Shockey (defended by Keith Newman),2.850,2.150
3,13:53,3,4,MIN 39,14,6,Eli Manning pass complete to Amani Toomer for 11 yards (tackle by Dovonte Edwards),2.150,3.710
3,13:22,1,10,MIN 28,14,6,Tiki Barber left guard for 8 yards (tackle by Darren Sharper),3.710,4.250
3,12:39,2,2,MIN 20,14,6,Tiki Barber left tackle for -3 yards (tackle by Sam Cowart),4.250,3.140
3,11:59,3,5,MIN 23,14,12,"Eli Manning pass complete to Amani Toomer for 23 yards, touchdown",3.140,7.000
3,,,,MIN 2,14,13,Jay Feely kicks extra point good,0.000,0.000
3,,,,NYG 30,14,13,"Jay Feely kicks off 70 yards, returned by Koren Robinson for 30 yards (tackle by Derrick Ward). Penalty on Heath Farwell: Offensive Holding, 10 yards",0.000,-0.350
3,11:39,1,10,MIN 12,14,13,Brad Johnson pass incomplete intended for Travis Taylor,-0.350,-0.780
3,11:33,2,10,MIN 12,14,13,Michael Bennett right guard for 3 yards (tackle by Gibril Wilson and Reggie Torbor),-0.780,-1.070
3,10:55,3,7,MIN 15,14,13,Brad Johnson pass complete to Michael Bennett for 11 yards (tackle by Will Allen),-1.070,0.670
3,10:20,1,10,MIN 26,14,13,"Brad Johnson pass incomplete intended for Nate Burleson. Penalty on Curtis DeLoatch: Defensive Holding, 5 yards (no play)",0.670,1.000
3,10:13,1,10,MIN 31,14,13,Brad Johnson pass incomplete intended for Nate Burleson,1.000,0.460
3,10:07,2,10,MIN 31,14,13,Michael Bennett up the middle for -2 yards (tackle by Michael Strahan),0.460,-0.490
3,9:30,3,12,MIN 29,14,13,Brad Johnson pass complete to Koren Robinson for 44 yards (tackle by Curtis DeLoatch),-0.490,3.780
3,8:39,1,10,NYG 27,14,13,"Brad Johnson pass complete to Travis Taylor for 27 yards. Penalty on Travis Taylor: Offensive Pass Interfere, 10 yards, Penalty on MIN: Unsportsmanlike Conduct, 15 yards (no play)",3.780,2.130
3,8:28,1,35,MIN 48,14,13,Brad Johnson pass complete to Michael Bennett for -1 yards (tackle by Antonio Pierce and Osi Umenyiora),2.130,-0.280
3,7:52,2,36,MIN 47,14,13,Brad Johnson pass incomplete intended for Marcus Robinson,-0.280,-0.890
3,7:41,3,36,MIN 47,14,13,"Penalty on Adam Goldberg: False Start, 5 yards (no play)",-0.890,-1.550
3,7:28,3,41,MIN 42,14,13,Brad Johnson pass complete to Michael Bennett for 2 yards (tackle by Will Allen),-1.550,-0.460
3,6:53,4,39,MIN 44,14,13,"Chris Kluwe punts 44 yards, returned by Chad Morton for 11 yards (tackle by Heath Farwell)",-0.460,-0.480
3,6:37,1,10,NYG 23,14,13,Tiki Barber right tackle for no gain (tackle by E.J. Henderson),0.480,-0.070
3,6:02,2,10,NYG 23,14,13,Eli Manning pass incomplete intended for Jeremy Shockey (defended by Kevin Williams),-0.070,-0.760
3,5:52,3,10,NYG 23,14,13,Eli Manning pass incomplete intended for Amani Toomer. Penalty on NYG: Illegal Formation (Declined),-0.760,-1.830
3,5:47,4,10,NYG 23,20,13,"Jeff Feagles punts 48 yards, returned by Mewelde Moore for 71 yards, touchdown",-1.830,-7.000
3,,,,NYG 2,21,13,Paul Edinger kicks extra point good,0.000,0.000
3,,,,MIN 30,21,13,"Paul Edinger kicks off 62 yards, returned by Willie Ponder for 24 yards (tackle by Rod Davis)",0.000,1.070
3,5:21,1,10,NYG 32,21,13,Eli Manning pass complete to Amani Toomer for 8 yards (tackle by Dontarrious Thomas),1.070,1.610
3,4:51,2,2,NYG 40,21,13,"Tiki Barber right guard for 7 yards (tackle by Darrion Scott). Penalty on Kareem McKenzie: Offensive Holding, 10 yards (no play)",1.610,0.260
3,4:25,2,12,NYG 30,21,13,Eli Manning pass incomplete intended for Plaxico Burress,0.260,-0.430
3,4:14,3,12,NYG 30,21,13,Eli Manning pass incomplete intended for Plaxico Burress,-0.430,-1.370
3,4:06,4,12,NYG 30,21,13,Jeff Feagles punts 46 yards,-1.370,-0.540
3,3:57,1,10,MIN 24,21,13,Brad Johnson pass complete to Troy Williamson for 11 yards (tackle by Curtis DeLoatch),0.540,1.270
3,3:22,1,10,MIN 35,21,13,"Michael Bennett up the middle for 1 yard (tackle by Kendrick Clancy). Michael Bennett fumbles (forced by Kendrick Clancy), recovered by Antonio Pierce at MIN-40 (tackle by Nate Burleson)",1.270,-2.920
3,3:11,1,10,MIN 40,21,13,Eli Manning pass incomplete,2.920,2.370
,,,,,,,"NYG challenged the ruling, and the original play was overturned.",,
3,3:06,2,10,MIN 40,21,13,"Tiki Barber left end for 7 yards (tackle by Sam Cowart). Penalty on Luke Petitgout: Offensive Holding, 10 yards (no play)",2.370,1.020
3,2:50,2,20,NYG 50,21,13,Eli Manning pass incomplete intended for Amani Toomer is intercepted by Brian Williams at MIN-19 and returned for 26 yards,1.020,-1.930
3,2:33,1,10,MIN 45,21,13,Michael Bennett left guard for -1 yards (tackle by Kendrick Clancy),1.930,1.250
3,1:59,2,11,MIN 44,21,13,Brad Johnson pass complete to Nate Burleson for 12 yards (tackle by Curtis DeLoatch),1.250,2.650
3,1:13,,,,21,13,Timeout #1 by Minnesota Vikings,0.000,2.650
3,1:13,1,10,NYG 44,21,13,Brad Johnson pass incomplete intended for Troy Williamson,2.650,2.110
3,1:05,2,10,NYG 44,21,13,Michael Bennett right end for no gain (tackle by William Joseph and Antonio Pierce),2.110,1.420
3,0:31,3,10,NYG 44,21,13,Brad Johnson pass complete to Jermaine Wiggins for 3 yards (tackle by Antonio Pierce),1.420,0.530
Quarter,Time,Down,ToGo,Location,MIN,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,7,NYG 41,21,13,"Chris Kluwe punts 24 yards, fair catch by Chad Morton",0.530,0.060
4,14:54,1,10,NYG 17,21,13,Eli Manning pass complete to Tiki Barber for 6 yards (tackle by Napoleon Harris and Erasmus James),-0.060,0.350
4,14:25,2,4,NYG 23,21,13,Tiki Barber right tackle for 3 yards (tackle by Darrion Scott and E.J. Henderson),0.350,-0.120
4,13:38,3,1,NYG 26,21,13,Brandon Jacobs right tackle for 2 yards (tackle by Erasmus James and Brian Williams),-0.120,0.810
4,12:56,1,10,NYG 28,21,13,Eli Manning pass incomplete intended for Amani Toomer (defended by Kevin Williams),0.810,0.260
4,12:48,2,10,NYG 28,21,13,Eli Manning pass complete to Plaxico Burress for 21 yards (tackle by Darren Sharper),0.260,2.190
4,12:21,1,10,NYG 49,21,13,Eli Manning pass complete to Tiki Barber for 6 yards (tackle by Sam Cowart and Keith Newman),2.190,2.460
4,11:32,2,4,MIN 45,21,13,Eli Manning pass complete to Jeremy Shockey for 5 yards (tackle by Sam Cowart). Penalty on Sam Cowart: Illegal Contact (Declined),2.460,2.920
4,11:09,1,10,MIN 40,21,13,Eli Manning pass incomplete intended for Plaxico Burress (defended by Darren Sharper),2.920,2.370
4,10:56,2,10,MIN 40,21,13,Eli Manning sacked by Darrion Scott for -10 yards,2.370,0.370
4,10:29,3,20,NYG 50,21,13,Eli Manning pass incomplete intended for Plaxico Burress (defended by Darren Sharper),0.370,-0.060
4,10:12,4,20,NYG 50,21,13,"Jeff Feagles punts 47 yards, returned by Mewelde Moore for 7 yards (tackle by James Butler)",-0.060,0.380
4,10:00,1,10,MIN 10,21,13,Michael Bennett left guard for 4 yards (tackle by Michael Strahan),-0.380,-0.460
4,9:20,2,6,MIN 14,21,13,Michael Bennett right tackle for no gain (tackle by Antonio Pierce),-0.460,-0.950
4,8:42,3,6,MIN 14,21,13,Brad Johnson pass complete to Michael Bennett for 5 yards (tackle by Antonio Pierce),-0.950,-2.140
4,8:16,4,1,MIN 19,21,13,"Chris Kluwe punts 49 yards, returned by Chad Morton for 12 yards (tackle by Rod Davis)",-2.140,-1.860
4,7:53,1,10,NYG 44,21,13,Tiki Barber right end for 5 yards (tackle by Antoine Winfield),1.860,1.990
4,7:21,2,5,NYG 49,21,13,Eli Manning pass complete to Amani Toomer for 6 yards (tackle by Keith Newman),1.990,2.590
4,6:41,1,10,MIN 45,21,13,Tiki Barber right tackle for 1 yard (tackle by Keith Newman and Darrion Scott),2.590,2.180
4,5:59,2,9,MIN 44,21,13,Eli Manning pass complete to Plaxico Burress for 14 yards,2.180,3.580
4,5:35,1,10,MIN 30,21,13,Tiki Barber left end for no gain (tackle by Antoine Winfield and Lance Johnstone),3.580,3.030
4,5:01,2,10,MIN 30,21,13,Eli Manning pass incomplete intended for Plaxico Burress,3.030,2.340
4,4:52,3,10,MIN 30,21,13,Eli Manning pass complete to Jeremy Shockey for 19 yards (tackle by Keith Newman). Penalty on Keith Newman: Defensive Pass Interfere (Declined),2.340,4.840
4,4:46,1,10,MIN 11,21,13,Tiki Barber left guard for 6 yards (tackle by Erasmus James),4.840,5.280
4,4:14,2,4,MIN 5,21,13,"Eli Manning pass complete to Tiki Barber for 5 yards. Penalty on Chris Snee: Ineligible Downfield Pas, 5 yards (no play)",5.280,4.320
4,4:02,2,9,MIN 10,21,13,Eli Manning pass incomplete intended for Amani Toomer is intercepted by Darren Sharper and returned for 31 yards,4.320,-0.870
4,3:48,1,10,MIN 29,21,13,Nate Burleson left end for -4 yards (tackle by Osi Umenyiora and Gibril Wilson),0.870,-0.210
4,3:41,,,,21,13,Timeout #1 by New York Giants,0.000,-0.210
4,3:41,2,14,MIN 25,21,13,Michael Bennett left tackle for 3 yards (tackle by Brent Alexander and Antonio Pierce),-0.210,-0.490
4,3:36,,,,21,13,Timeout #2 by New York Giants,0.000,-0.490
4,3:36,3,11,MIN 28,21,13,Brad Johnson sacked by Michael Strahan for -2 yards,-0.490,-1.630
4,3:29,,,,21,13,Timeout #3 by New York Giants,0.000,-1.630
4,3:29,4,13,MIN 26,21,13,"Chris Kluwe punts 44 yards, returned by Chad Morton for 3 yards (tackle by Dontarrious Thomas)",-1.630,-1.140
4,3:17,1,10,NYG 33,21,13,Eli Manning pass complete to Tiki Barber for 11 yards (tackle by Darrion Scott),1.140,1.860
4,2:59,1,10,NYG 44,21,13,Eli Manning pass complete to Jeremy Shockey for 11 yards (tackle by Dontarrious Thomas and Antoine Winfield),1.860,2.590
4,2:39,1,10,MIN 45,21,13,Eli Manning pass complete to Jeremy Shockey for 8 yards (tackle by Antoine Winfield and Dontarrious Thomas),2.590,3.120
4,2:19,2,2,MIN 37,21,13,Tiki Barber up the middle for 11 yards (tackle by Ralph Brown and Dontarrious Thomas),3.120,3.840
4,2:00,1,10,MIN 26,21,13,"Eli Manning pass complete to Tiki Barber for 5 yards (tackle by Ralph Brown and Dontarrious Thomas). Penalty on Ralph Brown: Defensive Holding, 5 yards (no play)",3.840,4.170
4,1:53,1,10,MIN 21,21,13,Eli Manning pass incomplete intended for Jeremy Shockey,4.170,3.630
4,1:48,2,10,MIN 21,21,13,Eli Manning pass complete to Tiki Barber for 18 yards (tackle by Dontarrious Thomas and Brian Williams),3.630,6.510
4,1:27,1,3,MIN 3,21,13,Eli Manning pass incomplete,6.510,5.530
4,1:25,2,3,MIN 3,21,19,"Tiki Barber left guard for 3 yards, touchdown",5.530,7.000
4,1:21,,,,21,19,Timeout #2 by Minnesota Vikings,0.000,0.000
4,,,,,21,21,Two Point Attempt: conversion succeeds,1.000,1.000
4,,,,NYG 30,21,21,"Jay Feely kicks off 68 yards, returned by Koren Robinson for 26 yards (tackle by Chase Blackburn)",0.000,0.810
4,1:15,1,10,MIN 28,21,21,Brad Johnson sacked by Osi Umenyiora for -4 yards,0.810,-0.280
4,1:01,,,,21,21,Timeout #4 by New York Giants,0.000,-0.280
4,0:59,2,14,MIN 24,21,21,Brad Johnson pass complete to Jermaine Wiggins for 21 yards (tackle by Brent Alexander),-0.280,1.930
4,0:46,,,,21,21,Timeout #3 by Minnesota Vikings,0.000,1.930
4,0:46,1,10,MIN 45,21,21,Brad Johnson pass complete to Marcus Robinson for 11 yards (tackle by James Butler),1.930,2.650
4,0:39,1,10,NYG 44,21,21,Brad Johnson pass complete to Travis Taylor for 11 yards (tackle by Osi Umenyiora),2.650,3.380
4,0:34,1,10,NYG 33,21,21,Brad Johnson pass complete to Jermaine Wiggins for 3 yards (tackle by Curtis DeLoatch),3.380,3.240
4,0:34,2,7,NYG 30,21,21,Brad Johnson pass incomplete,3.240,2.540
4,0:19,3,7,NYG 30,21,21,Brad Johnson pass incomplete intended for Travis Taylor,2.540,1.410
4,0:15,4,7,NYG 30,24,21,Paul Edinger 48 yard field goal good,1.410,3.000
4,,,,MIN 30,24,21,Paul Edinger kicks off 60 yards,0.000,1.600
4,0:10,1,10,NYG 40,24,21,"Eli Manning pass complete to Tiki Barber for 8 yards, lateral to Tim Carter for 2 yards (tackle by Keith Newman)",1.600,2.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
