Quarter,Time,Down,ToGo,Location,IND,BUF,Detail,EPB,EPA
2,13:20,4,9,BUF 16,0,0,"Brian Moorman punts 53 yards, returned by Terrence Wilkins for -1 yards (tackle by Terrence McGee). Penalty on Dominique Stevenson: Unnecessary Roughness, 15 yards",-2.390,-1.930
2,13:08,1,10,IND 45,0,0,Edgerrin James up the middle for 2 yards (tackle by Sam Adams and Aaron Schobel),1.930,1.650
2,12:33,2,8,IND 47,0,0,Peyton Manning pass complete to Edgerrin James for 4 yards (tackle by Antoine Winfield),1.650,1.490
2,11:50,3,4,BUF 49,0,0,Peyton Manning pass complete to Marvin Harrison for 13 yards (tackle by Terrence McGee). Penalty on Aaron Schobel: Defensive Offside (Declined),1.490,3.180
2,11:26,1,10,BUF 36,0,0,"Edgerrin James right tackle for 4 yards (tackle by Lawyer Milloy). Penalty on Pat Williams: Face Mask (5 Yards), 5 yards",3.180,3.850
2,11:06,2,1,BUF 27,0,0,Edgerrin James up the middle for 3 yards (tackle by Chris Kelsay and Lawyer Milloy),3.850,3.970
2,10:52,1,10,BUF 24,0,0,Peyton Manning pass incomplete intended for Joe D. Davenport,3.970,3.430
2,10:49,2,10,BUF 24,0,0,Edgerrin James up the middle for 1 yard (tackle by Takeo Spikes and Aaron Schobel),3.430,2.870
2,10:16,3,9,BUF 23,0,0,Peyton Manning pass complete to Ricky Williams for 12 yards (tackle by Terrence McGee),2.870,4.840
2,9:37,1,10,BUF 11,0,0,Edgerrin James left guard for 5 yards (tackle by Pat Williams),4.840,5.080
2,8:56,2,5,BUF 6,0,0,Peyton Manning pass incomplete intended for Aaron Moorehead,5.080,4.210
2,8:51,3,5,BUF 6,0,0,Peyton Manning pass incomplete intended for Dallas Clark (defended by London Fletcher),4.210,2.990
2,8:45,4,5,BUF 6,3,0,Mike Vanderjagt 24 yard field goal good,2.990,3.000
2,,,,IND 30,3,0,"Mike Vanderjagt kicks off 62 yards, returned by Terrence McGee for 26 yards (tackle by Gary Brackett)",0.000,1.200
2,8:34,1,10,BUF 34,3,0,Drew Bledsoe pass complete to Eric Moulds for 4 yards (tackle by Rob Morris),1.200,1.200
2,7:59,2,6,BUF 38,3,0,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Nick Harper),1.200,0.500
2,7:54,3,6,BUF 38,3,0,Drew Bledsoe sacked by Gary Brackett for -9 yards,0.500,-1.440
2,7:31,4,15,BUF 29,3,0,"Brian Moorman for no gain. Brian Moorman fumbles, recovered by Brian Moorman at BUF-13. Penalty on Nick Harper: Unnecessary Roughness, 15 yards",-1.440,3.250
2,7:07,1,10,IND 35,3,0,Travis Henry up the middle for no gain (tackle by Dwight Freeney),3.250,2.700
2,6:28,2,10,IND 35,3,0,Drew Bledsoe pass complete to Travis Henry for 11 yards (tackle by Marcus Washington),2.700,3.970
2,5:52,1,10,IND 24,3,0,Drew Bledsoe pass incomplete intended for Dave Moore,3.970,3.430
2,5:46,2,10,IND 24,3,0,Travis Henry left guard for 12 yards (tackle by Mike Doss),3.430,4.780
2,5:07,1,10,IND 12,3,0,Travis Henry left guard for -4 yards (tackle by Mike Doss),4.780,3.530
2,4:20,,,,3,0,Timeout #1 by Buffalo Bills,0.000,3.530
2,4:20,2,14,IND 16,3,0,Travis Henry right guard for 1 yard (tackle by Marcus Washington and Chad Bratzke),3.530,3.000
2,3:38,3,13,IND 15,3,0,Drew Bledsoe pass complete to Bobby Shaw for 14 yards (tackle by David Thornton),3.000,6.970
2,2:53,1,1,IND 1,3,0,Travis Henry right guard for no gain (tackle by Marcus Washington),6.970,5.910
2,2:10,2,1,IND 1,3,6,"Drew Bledsoe up the middle for 1 yard, touchdown",5.910,7.000
2,,,,IND 2,3,7,Rian Lindell kicks extra point good,0.000,0.000
2,,,,BUF 30,3,7,"Rian Lindell kicks off 67 yards, returned by Terrence Wilkins for 26 yards (tackle by Joe Burns)",0.000,0.870
2,2:00,1,10,IND 29,3,7,Peyton Manning pass complete to Dallas Clark for 9 yards (tackle by London Fletcher),0.870,1.540
2,1:42,2,1,IND 38,3,7,Peyton Manning pass complete to Aaron Moorehead for 35 yards (tackle by Nate Clements),1.540,3.780
2,1:17,1,10,BUF 27,3,7,Peyton Manning pass complete to Marvin Harrison for 7 yards (tackle by London Fletcher),3.780,4.180
2,1:00,2,3,BUF 20,3,7,Peyton Manning pass incomplete intended for Marvin Harrison,4.180,3.470
2,0:55,3,3,BUF 20,3,7,Peyton Manning pass complete to Marvin Harrison for 5 yards (tackle by Takeo Spikes),3.470,4.580
2,0:50,,,,3,7,Timeout #1 by Indianapolis Colts,0.000,4.580
2,0:50,1,10,BUF 15,3,7,Edgerrin James up the middle for 5 yards (tackle by London Fletcher),4.580,4.840
2,0:32,2,5,BUF 10,3,7,"Edgerrin James right guard for 3 yards (tackle by Terrence McGee). Edgerrin James fumbles (forced by Terrence McGee), recovered by London Fletcher at BUF-13 and returned for 3 yards (tackle by Marvin Harrison)",4.840,0.140
2,0:24,1,10,BUF 16,3,7,Drew Bledsoe kneels for -1 yards,-0.140,-0.780
Quarter,Time,Down,ToGo,Location,IND,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,3,7,"Mike Vanderjagt kicks off 63 yards, returned by Antonio Brown for 22 yards (tackle by Cato June)",0.000,0.870
3,14:52,1,10,BUF 29,3,7,Travis Henry right tackle for 3 yards (tackle by Larry Tripplett and Nick Harper),0.870,0.730
3,14:15,2,7,BUF 32,3,7,Drew Bledsoe pass complete to Travis Henry for 3 yards (tackle by Marcus Washington),0.730,0.430
3,13:34,3,4,BUF 35,3,7,Drew Bledsoe pass incomplete intended for Eric Moulds,0.430,-1.040
3,13:29,4,4,BUF 35,3,7,Brian Moorman punts 64 yards,-1.040,0.380
3,13:20,1,10,IND 1,3,7,Edgerrin James up the middle for 4 yards (tackle by Pat Williams and Ryan Denney). Penalty on Aaron Moorehead: Illegal Crackback (no play),-0.380,-0.380
3,12:50,1,10,IND 1,3,7,Edgerrin James left guard for 4 yards (tackle by London Fletcher and Nate Clements),-0.380,-0.490
3,12:08,2,6,IND 5,3,7,Peyton Manning pass incomplete intended for Marvin Harrison,-0.490,-0.950
3,12:00,3,6,IND 5,3,7,Peyton Manning pass incomplete intended for Dallas Clark (defended by Pierson Prioleau),-0.950,-2.490
3,11:56,4,6,IND 5,3,7,"Hunter Smith punts 48 yards, returned by Nate Clements for 7 yards (tackle by Robert Mathis)",-2.490,-2.520
3,11:43,1,10,IND 46,3,7,Travis Henry right tackle for 1 yard (tackle by Rob Morris),2.520,2.110
3,11:05,2,9,IND 45,3,7,Drew Bledsoe pass complete to Josh Reed for 8 yards (tackle by Nick Harper),2.110,2.480
3,10:26,3,1,IND 37,3,7,Travis Henry right guard for no gain (tackle by David Thornton and Brad Scioli),2.480,0.790
3,9:52,4,1,IND 37,3,7,Travis Henry up the middle for 2 yards (tackle by Rob Morris),0.790,3.250
3,9:20,1,10,IND 35,3,7,Drew Bledsoe for 5 yards (tackle by Dwight Freeney),3.250,3.380
3,8:41,2,5,IND 30,3,7,Drew Bledsoe pass incomplete intended for Josh Reed,3.380,2.680
3,8:36,3,5,IND 30,3,7,Drew Bledsoe pass incomplete intended for Eric Moulds,2.680,1.450
3,8:32,4,5,IND 30,3,7,Rian Lindell 48 yard field goal no good,1.450,-1.470
3,8:22,1,10,IND 38,3,7,Peyton Manning pass complete to Aaron Moorehead for 8 yards (tackle by Nate Clements),1.470,2.000
3,7:45,2,2,IND 46,3,7,Peyton Manning for -4 yards (tackle by Aaron Schobel),2.000,0.760
3,7:18,3,6,IND 42,3,7,Peyton Manning pass incomplete intended for Reggie Wayne,0.760,-0.590
3,7:13,4,6,IND 42,3,7,Hunter Smith punts 25 yards,-0.590,-1.140
3,7:02,1,10,BUF 33,3,7,Travis Henry right tackle for 1 yard (tackle by Larry Tripplett),1.140,0.730
3,6:27,2,9,BUF 34,3,7,Drew Bledsoe sacked by Dwight Freeney for -8 yards,0.730,-1.020
3,6:00,3,17,BUF 26,3,7,Drew Bledsoe pass complete to Bobby Shaw for 13 yards (tackle by David Macklin),-1.020,-0.780
3,5:26,4,4,BUF 39,3,7,Brian Moorman punts 52 yards,-0.780,0.380
3,5:17,1,10,IND 9,3,7,Peyton Manning pass incomplete intended for Joe D. Davenport,-0.380,-0.780
3,5:12,2,10,IND 9,3,7,Edgerrin James left guard for 13 yards (tackle by Ryan Denney),-0.780,0.410
3,4:37,1,10,IND 22,3,7,Peyton Manning pass complete to Edgerrin James for 2 yards (tackle by Takeo Spikes),0.410,0.140
3,3:53,2,8,IND 24,3,7,Peyton Manning pass incomplete intended for Reggie Wayne,0.140,-0.560
3,3:46,3,8,IND 24,3,7,Peyton Manning pass incomplete intended for Reggie Wayne (defended by Terrence McGee),-0.560,-1.770
3,3:38,4,8,IND 24,3,7,"Hunter Smith punts 46 yards, returned by Nate Clements for 10 yards (tackle by Justin Snow)",-1.770,-1.600
3,3:26,1,10,BUF 40,3,7,Drew Bledsoe pass complete to Eric Moulds for 19 yards (tackle by Dwight Freeney),1.600,2.850
3,3:03,1,10,IND 41,3,7,Travis Henry up the middle for -1 yards (tackle by David Thornton),2.850,2.170
3,2:21,2,11,IND 42,3,7,"Travis Henry right guard for 17 yards (tackle by David Thornton). Penalty on Mike Pucillo: Offensive Holding, 10 yards (no play)",2.170,0.820
3,1:54,2,21,BUF 48,3,7,Drew Bledsoe pass complete to Travis Henry for 5 yards (tackle by Mike Doss),0.820,0.830
3,1:09,3,16,IND 47,3,7,Drew Bledsoe pass complete to Sammy Morris for 14 yards (tackle by Donald Strickland). Penalty on Josh Williams: Defensive Offside (Declined),0.830,1.200
3,0:42,4,2,IND 33,3,7,"Travis Henry for 13 yards. Penalty on Mike Doss: Unnecessary Roughness, 10 yards",1.200,4.910
3,0:20,1,10,IND 10,3,7,Travis Henry left guard for 3 yards (tackle by Josh Williams and Larry Tripplett),4.910,4.760
Quarter,Time,Down,ToGo,Location,IND,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,IND 7,3,7,Drew Bledsoe pass incomplete intended for Eric Moulds,4.760,3.810
4,14:57,3,7,IND 7,3,13,"Sammy Morris up the middle for 7 yards, touchdown",3.810,7.000
4,,,,IND 2,3,14,Rian Lindell kicks extra point good,0.000,0.000
4,,,,BUF 30,3,14,"Rian Lindell kicks off 65 yards, returned by Terrence Wilkins for 34 yards (tackle by Pierson Prioleau)",0.000,1.530
4,14:41,1,10,IND 39,3,14,Peyton Manning pass complete to Marvin Harrison for 4 yards (tackle by Takeo Spikes),1.530,1.530
4,14:18,2,6,IND 43,3,14,Edgerrin James up the middle for 6 yards (tackle by Lawyer Milloy),1.530,2.190
4,13:44,1,10,IND 49,3,14,Peyton Manning pass complete to Edgerrin James for 5 yards (tackle by Antoine Winfield),2.190,2.320
4,13:01,2,5,BUF 46,3,14,Peyton Manning pass incomplete,2.320,1.620
4,12:55,3,5,BUF 46,3,14,"Peyton Manning pass complete to Aaron Moorehead for 6 yards (tackle by Lawyer Milloy). Aaron Moorehead fumbles (forced by Lawyer Milloy), recovered by Rick DeMulling at BUF-40 and returned for 16 yards",1.620,3.970
,,,,,,,"BUF challenged the ruling, and the play was upheld.",,
4,12:37,1,10,BUF 24,3,14,Edgerrin James left guard for 6 yards (tackle by London Fletcher and Nate Clements),3.970,4.290
4,12:09,2,4,BUF 18,3,14,Edgerrin James left tackle for 2 yards (tackle by Sam Adams and Aaron Schobel),4.290,3.950
4,11:24,3,2,BUF 16,3,14,Edgerrin James up the middle for 2 yards (tackle by Lawyer Milloy),3.950,4.650
4,10:48,1,10,BUF 14,9,14,"Edgerrin James left guard for 14 yards, touchdown",4.650,7.000
4,,,,,9,14,Two Point Attempt: conversion fails,1.000,-1.000
4,,,,IND 30,9,14,"Mike Vanderjagt kicks off 64 yards, returned by Sammy Morris for 20 yards (tackle by Gary Brackett)",0.000,0.670
4,10:32,1,10,BUF 26,9,14,"Travis Henry up the middle for 8 yards (tackle by Josh Williams). Penalty on Raheem Brock: Defensive Offside, 5 yards (no play)",0.670,1.400
4,10:10,1,5,BUF 31,9,14,Travis Henry up the middle for 14 yards (tackle by Donald Strickland),1.400,1.930
4,9:25,1,10,BUF 45,9,14,Travis Henry right tackle for 1 yard (tackle by Marcus Washington),1.930,1.520
4,8:42,2,9,BUF 46,9,14,Travis Henry right guard for -2 yards (tackle by Chad Bratzke),1.520,0.560
4,7:56,3,11,BUF 44,9,14,Drew Bledsoe pass incomplete intended for Eric Moulds,0.560,-0.460
4,7:50,4,11,BUF 44,9,14,Brian Moorman punts 39 yards,-0.460,0.060
4,7:38,1,10,IND 17,9,14,Peyton Manning pass complete to Edgerrin James for 12 yards (tackle by Antoine Winfield),-0.060,0.870
4,7:10,1,10,IND 29,9,14,Peyton Manning pass complete to Dallas Clark for 13 yards (tackle by London Fletcher),0.870,1.730
4,6:36,1,10,IND 42,9,14,Edgerrin James right guard for 3 yards (tackle by Chris Kelsay),1.730,1.590
4,6:09,2,7,IND 45,9,14,Peyton Manning pass complete to Aaron Moorehead for 18 yards (tackle by Pierson Prioleau),1.590,3.120
4,5:39,1,10,BUF 37,9,14,Edgerrin James left guard for 5 yards (tackle by Keith McKenzie),3.120,3.250
4,5:08,2,5,BUF 32,9,14,Peyton Manning pass incomplete intended for Reggie Wayne,3.250,2.540
4,5:00,3,5,BUF 32,9,14,Edgerrin James right tackle for 5 yards (tackle by London Fletcher). Penalty on BUF: Defensive 12 On-field (Declined),2.540,3.780
4,4:53,1,10,BUF 27,9,14,Peyton Manning pass complete to Aaron Moorehead for 4 yards (tackle by Nate Clements),3.780,3.770
4,4:21,2,6,BUF 23,9,14,Peyton Manning pass incomplete intended for Marvin Harrison,3.770,3.070
4,4:14,3,6,BUF 23,9,14,Peyton Manning pass complete to Marvin Harrison for 8 yards (tackle by Terrence McGee),3.070,4.580
4,3:41,1,10,BUF 15,9,14,Edgerrin James right guard for 5 yards (tackle by Takeo Spikes),4.580,4.840
4,3:10,2,5,BUF 10,9,14,Edgerrin James left guard for 4 yards (tackle by Antoine Winfield),4.840,4.900
4,2:37,3,1,BUF 6,9,14,"Peyton Manning sacked by Sam Adams for -7 yards. Penalty on Sam Adams: Defensive Offside, 3 yards (no play)",4.900,6.510
4,2:33,1,3,BUF 3,9,14,Edgerrin James up the middle for 2 yards (tackle by London Fletcher and Lawyer Milloy),6.510,5.910
4,2:08,2,1,BUF 1,9,14,Edgerrin James right guard for no gain (tackle by Takeo Spikes),5.910,5.170
4,2:00,3,1,BUF 1,9,14,Edgerrin James up the middle for no gain (tackle by Pat Williams),5.170,3.550
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,1:42,,,,9,14,Timeout #2 by Buffalo Bills,0.000,3.550
4,1:42,4,1,BUF 1,15,14,"Edgerrin James up the middle for 1 yard, touchdown",3.550,7.000
4,,,,,17,14,"Two Point Attempt: Peyton Manning pass complete to James Mungro, conversion succeeds",1.000,1.000
4,,,,IND 30,17,14,"Mike Vanderjagt kicks off 69 yards, returned by Antonio Brown for 23 yards (tackle by Jason Doering)",0.000,0.540
4,1:32,1,10,BUF 24,17,14,Drew Bledsoe pass complete to Sammy Morris for 3 yards (tackle by Nick Harper),0.540,0.400
4,1:11,2,7,BUF 27,17,14,"Penalty on Jonas Jennings: False Start, 4 yards (no play)",0.400,-0.140
4,1:11,2,11,BUF 23,17,14,Drew Bledsoe pass complete to Eric Moulds for 15 yards (tackle by Nick Harper),-0.140,1.470
4,1:02,1,10,BUF 38,17,14,Drew Bledsoe pass complete to Josh Reed for 8 yards (tackle by Nick Harper),1.470,2.000
4,0:42,2,2,BUF 46,17,14,Drew Bledsoe pass incomplete intended for Josh Reed is intercepted by David Thornton at IND-47 and returned for 1 yard (tackle by Josh Reed),2.000,-2.130
4,0:34,1,10,IND 48,17,14,Peyton Manning kneels for -1 yards,2.130,1.450
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
