Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss, Eagles to receive the opening kickoff.",,
1,15:00,,,NYG 30,0,0,"Lawrence Tynes kicks off 65 yards, returned by Ellis Hobbs for 35 yards (tackle by Kevin Dockery)",0.000,1.600
1,14:53,1,10,PHI 40,0,0,Donovan McNabb pass complete short right to LeSean McCoy for 16 yards (tackle by Michael Johnson and Terrell Thomas),1.600,2.650
1,14:15,1,10,NYG 44,0,0,LeSean McCoy right end for 3 yards (tackle by Justin Tuck),2.650,2.520
1,13:35,2,7,NYG 41,0,6,"Leonard Weaver middle for 41 yards, touchdown",2.520,7.000
1,,,,NYG 2,0,7,David Akers kicks extra point good,0.000,0.000
1,,,,PHI 30,0,7,"David Akers kicks off 66 yards, returned by Domenik Hixon for 26 yards (tackle by Chris Gocong)",0.000,0.940
1,13:20,1,10,NYG 30,0,7,Brandon Jacobs right end for 13 yards (tackle by Sean Jones and Quintin Mikell),0.940,1.800
1,12:59,1,10,NYG 43,0,7,Brandon Jacobs right end for no gain (tackle by Mike Patterson),1.800,1.250
1,12:18,2,10,NYG 43,0,7,Eli Manning pass incomplete short right intended for Travis Beckum is intercepted by Asante Samuel at NYG-47 and returned for 37 yards,1.250,-4.910
1,12:07,1,10,NYG 10,0,7,LeSean McCoy right tackle for 3 yards (tackle by C.C. Brown),4.910,4.760
1,11:30,2,7,NYG 7,0,7,"Donovan McNabb pass complete short middle to Brent Celek for 7 yards. Penalty on Jason Peters: Offensive Holding, 10 yards (no play)",4.760,3.240
1,11:24,2,17,NYG 17,0,7,Donovan McNabb pass incomplete deep left intended for DeSean Jackson (defended by Corey Webster),3.240,2.740
1,11:20,3,17,NYG 17,0,13,"Donovan McNabb pass complete deep middle to Brent Celek for 17 yards, touchdown",2.740,7.000
1,,,,NYG 2,0,13,David Akers kicks extra point no good,0.000,-1.000
1,,,,PHI 30,0,13,"David Akers kicks off 67 yards, returned by Domenik Hixon for 21 yards (tackle by Akeem Jordan)",0.000,0.540
1,11:10,1,10,NYG 24,0,13,Eli Manning pass incomplete deep right intended for Hakeem Nicks (defended by Quintin Mikell),0.540,0.000
1,11:04,2,10,NYG 24,0,13,Brandon Jacobs right end for 6 yards (tackle by Sean Jones),0.000,0.100
1,10:21,3,4,NYG 30,0,13,Eli Manning pass complete short middle to Steve Smith for 16 yards (tackle by Sean Jones),0.100,1.990
1,9:40,1,10,NYG 46,0,13,Eli Manning pass incomplete deep left intended for Steve Smith,1.990,1.450
1,9:33,2,10,NYG 46,0,13,Brandon Jacobs right end for no gain (tackle by Trent Cole),1.450,0.760
1,8:53,3,10,NYG 46,0,13,Eli Manning right tackle for 12 yards (tackle by Quintin Demps),0.760,2.790
1,8:14,1,10,PHI 42,0,13,Brandon Jacobs left end for 2 yards (tackle by Jason Babin),2.790,2.510
1,7:33,2,8,PHI 40,0,13,Eli Manning pass incomplete short right intended for Kevin Boss,2.510,1.820
1,7:29,3,8,PHI 40,0,13,Eli Manning sacked by Jason Babin and Chris Clemons for -6 yards,1.820,0.200
1,6:51,4,14,PHI 46,0,13,Jeff Feagles punts 30 yards,0.200,0.140
1,6:47,1,10,PHI 16,0,13,Donovan McNabb pass complete short right to Donovan McNabb for 1 yard,-0.140,-0.510
1,6:17,2,9,PHI 17,0,13,Leonard Weaver left tackle for 3 yards (tackle by Rocky Bernard),-0.510,-0.820
1,5:34,3,6,PHI 20,0,13,Donovan McNabb pass complete short right to Jason Avant for 28 yards (tackle by Aaron Rouse),-0.820,2.130
1,4:47,1,10,PHI 48,0,13,Leonard Weaver left tackle for 4 yards (tackle by Antonio Pierce),2.130,2.120
1,4:11,2,6,NYG 48,0,13,Donovan McNabb pass complete short right to Alex Smith for 11 yards (tackle by Corey Webster),2.120,3.120
1,3:33,1,10,NYG 37,0,13,LeSean McCoy left end for 3 yards (tackle by Barry Cofield),3.120,2.980
1,2:54,2,7,NYG 34,0,13,LeSean McCoy middle for -4 yards (tackle by Osi Umenyiora),2.980,1.750
1,2:12,3,11,NYG 38,0,13,Donovan McNabb middle for 14 yards (tackle by Corey Webster),1.750,3.970
1,1:39,1,10,NYG 24,0,13,Donovan McNabb pass incomplete short left intended for Leonard Weaver,3.970,3.430
1,1:34,2,10,NYG 24,0,13,Donovan McNabb pass complete short middle to DeSean Jackson for 9 yards (tackle by Corey Webster),3.430,4.170
1,0:56,,,,0,13,Timeout #1 by Philadelphia Eagles,0.000,4.170
1,0:56,3,1,NYG 15,0,13,Michael Vick for 4 yards,4.170,4.840
1,0:31,1,10,NYG 11,0,13,LeSean McCoy left tackle for -1 yards (tackle by Michael Johnson),4.840,3.980
Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,NYG 12,0,13,Donovan McNabb pass incomplete short middle intended for Brent Celek (defended by Justin Tuck),3.980,3.110
2,14:57,3,11,NYG 12,0,13,Donovan McNabb pass incomplete (defended by Fred Robbins),3.110,2.630
2,14:54,4,11,NYG 12,0,16,David Akers 30 yard field goal good,2.630,3.000
2,,,,PHI 30,0,16,"David Akers kicks off 73 yards, returned by Domenik Hixon for 25 yards (tackle by Tracy White)",0.000,0.410
2,14:46,1,10,NYG 22,0,16,Ahmad Bradshaw right end for 4 yards (tackle by Darren Howard),0.410,0.410
2,14:00,2,6,NYG 26,0,16,Eli Manning pass incomplete deep left intended for Kevin Boss,0.410,-0.290
2,13:54,3,6,NYG 26,0,16,Eli Manning pass complete short left to Steve Smith for 8 yards (tackle by Ellis Hobbs),-0.290,1.200
