Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Christian McCaffrey,SFO,19,121,1,6,78,4.1,43,2.3,0,
Jordan Mason,SFO,2,13,1,1,7,3.5,6,3.0,0,
Brock Purdy,SFO,2,-3,0,0,-3,-1.5,0,0.0,0,
Brandon Aiyuk,SFO,1,16,0,1,11,11.0,5,5.0,0,
Tyrion Davis-Price,SFO,1,5,0,1,2,2.0,3,3.0,0,
Danny Gray,SFO,1,9,0,,2,2.0,7,7.0,0,
Kyle Juszczyk,SFO,1,9,0,1,1,1.0,8,8.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,LVR,17,69,1,4,32,1.9,37,2.2,0,
Brandon Bolden,LVR,8,32,0,2,20,2.5,12,1.5,0,
Jarrett Stidham,LVR,7,34,0,4,30,4.3,4,0.6,0,
