Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alex Collins,BAL,11,42,0,1,28,2.5,14,1.3,0,
Javorius Allen,BAL,10,30,0,3,10,1.0,20,2.0,0,
Lamar Jackson,BAL,4,17,0,1,11,2.8,6,1.5,0,
Joe Flacco,BAL,2,-3,0,0,-3,-1.5,0,0.0,0,
John Brown,BAL,1,3,0,0,3,3.0,0,0.0,0,
Chris Moore,BAL,1,3,0,1,1,1.0,2,2.0,0,
De'Lance Turner,BAL,1,4,0,,1,1.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Conner,PIT,9,19,0,1,7,0.8,12,1.3,0,
Ben Roethlisberger,PIT,1,-1,0,0,-1,-1.0,0,0.0,0,
Ryan Switzer,PIT,1,1,0,0,0,0.0,1,1.0,0,
