Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
1,,,,TEN 2,7,7,Matt Stover kicks extra point good,0.000,0.000
1,,,,BAL 30,7,7,"Steven Hauschka kicks off 63 yards, returned by Chris Carr for 20 yards (tackle by Haruki Nakamura)",0.000,0.740
1,1:14,1,10,TEN 27,7,7,Chris Johnson right tackle for 9 yards (tackle by Bart Scott and Fabian Washington),0.740,1.410
1,0:39,2,1,TEN 36,7,7,Chris Johnson up the middle for 32 yards (tackle by Ed Reed),1.410,3.450
Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BAL 32,7,7,Kerry Collins pass complete short right to Justin McCareins for 7 yards (tackle by Fabian Washington),3.450,3.850
2,14:27,2,3,BAL 25,7,7,Kerry Collins pass incomplete short left intended for LenDale White,3.850,3.140
2,14:24,3,3,BAL 25,7,7,Kerry Collins pass complete short right to Bo Scaife for -5 yards (tackle by Jim Leonhard),3.140,1.410
2,13:39,4,8,BAL 30,7,7,"Kerry Collins for no gain. Kerry Collins fumbles, recovered by Kerry Collins at BAL-38",1.410,-1.470
2,13:31,1,10,BAL 38,7,7,"Penalty on Jacob Ford: Defensive Offside, 5 yards (no play)",1.470,2.200
2,13:31,1,5,BAL 43,7,7,Joe Flacco pass complete short right to Derrick Mason for 12 yards (tackle by Michael Griffin),2.200,2.590
2,13:04,1,10,TEN 45,7,7,Le'Ron McClain right tackle for 3 yards (tackle by Tony Brown and Keith Bulluck),2.590,2.450
2,12:33,2,7,TEN 42,7,7,Joe Flacco pass incomplete short left intended for Mark Clayton,2.450,1.750
2,12:20,3,7,TEN 42,7,7,Joe Flacco pass incomplete short right intended for Yamon Figurs,1.750,0.460
2,12:15,4,7,TEN 42,7,7,Sam Koch punts 41 yards,0.460,0.380
2,12:05,1,10,TEN 1,7,7,Penalty on Jake Scott: False Start (no play),-0.380,-0.380
2,12:04,1,10,TEN 1,7,7,Chris Johnson right tackle for 1 yard (tackle by Ray Lewis),-0.380,-0.710
2,11:30,2,9,TEN 2,7,7,Chris Johnson up the middle for -1 yards (tackle by Bart Scott and Terrell Suggs),-0.710,-1.420
2,10:49,3,10,TEN 1,7,7,"Kerry Collins pass complete short left to Ahmard Hall for 11 yards (tackle by Ray Lewis). Ahmard Hall fumbles (forced by Ray Lewis), ball out of bounds at TEN-12",-1.420,-0.350
2,9:58,1,10,TEN 12,7,7,"Chris Johnson up the middle for 7 yards (tackle by Terrell Suggs and Ray Lewis). Penalty on David Stewart: Unnecessary Roughness, 9 yards",-0.350,-0.460
2,9:52,1,12,TEN 10,7,7,Chris Johnson right end for 10 yards (tackle by Bart Scott),-0.460,0.290
2,9:25,2,2,TEN 20,7,7,LenDale White left guard for no gain (tackle by Ray Lewis and Bart Scott),0.290,-0.480
2,8:41,3,2,TEN 20,7,7,Kerry Collins pass complete short middle to Justin Gage for 10 yards (tackle by Fabian Washington),-0.480,0.940
2,7:59,1,10,TEN 30,7,7,Kerry Collins pass complete deep middle to Justin Gage for 24 yards (tackle by Ed Reed),0.940,2.520
2,7:15,1,10,BAL 46,7,7,Chris Johnson left end for 4 yards (tackle by Brandon McKinney),2.520,2.520
2,6:28,2,6,BAL 42,7,7,Kerry Collins pass complete short middle to Bo Scaife for 8 yards (tackle by Terrell Suggs),2.520,3.310
2,5:47,1,10,BAL 34,7,7,Kerry Collins sacked by Terrell Suggs for -6 yards,3.310,1.960
2,5:23,2,16,BAL 40,7,7,Kerry Collins pass complete short middle to Justin Gage for 13 yards (tackle by Fabian Washington),1.960,3.010
2,4:42,3,3,BAL 27,7,7,"Penalty on Justin McCareins: Illegal Shift, 5 yards (no play)",3.010,2.350
2,4:17,3,8,BAL 32,7,7,Kerry Collins pass incomplete deep middle intended for Justin McCareins is intercepted by Samari Rolle at BAL-9 and returned for 3 yards (tackle by Justin McCareins),2.350,0.350
2,4:07,1,10,BAL 12,7,7,Le'Ron McClain up the middle for 2 yards (tackle by Keith Bulluck and Chris Hope),-0.350,-0.610
2,3:23,2,8,BAL 14,7,7,Le'Ron McClain up the middle for -2 yards (tackle by Jevon Kearse),-0.610,-1.420
2,2:42,3,10,BAL 12,7,7,Joe Flacco pass incomplete deep right intended for Derrick Mason,-1.420,-2.490
2,2:35,4,10,BAL 12,7,7,"Sam Koch punts 50 yards, returned by Chris Carr for 13 yards (tackle by Brendon Ayanbadejo). Penalty on Cortland Finnegan: Offensive Holding, 10 yards",-2.490,-0.810
2,2:24,1,10,TEN 28,7,7,LenDale White right guard for 2 yards (tackle by Bart Scott),0.810,0.530
2,2:00,2,8,TEN 30,7,7,Kerry Collins pass complete short left to Justin Gage for 17 yards (tackle by Ray Lewis),0.530,2.060
2,1:29,1,10,TEN 47,7,7,Kerry Collins pass incomplete short right intended for Justin McCareins,2.060,1.520
2,1:24,2,10,TEN 47,7,7,Kerry Collins pass complete short middle to Bo Scaife for 14 yards (tackle by Jameel McClain),1.520,2.980
2,0:57,1,10,BAL 39,7,7,Kerry Collins pass complete short left to Justin Gage for 11 yards (tackle by Samari Rolle). Penalty on Samari Rolle: Illegal Contact (Declined),2.980,3.710
2,0:51,1,10,BAL 28,7,7,Kerry Collins pass incomplete deep left intended for Justin Gage,3.710,3.170
2,0:45,,,,7,7,Timeout #2 by Baltimore Ravens,0.000,3.170
2,0:45,2,10,BAL 28,7,7,Kerry Collins pass complete short left to Bo Scaife for 6 yards (tackle by Bart Scott),3.170,3.270
2,0:36,,,,7,7,Timeout #1 by Tennessee Titans,0.000,3.270
2,0:36,3,4,BAL 22,7,7,"LenDale White left guard for 5 yards (tackle by Jarret Johnson). LenDale White fumbles (forced by Jarret Johnson), recovered by Jim Leonhard at BAL-15 (tackle by Jake Scott)",3.270,0.140
2,0:25,1,10,BAL 16,7,7,Joe Flacco kneels for -1 yards,-0.140,-0.780
Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,7,7,"Steven Hauschka kicks off 55 yards, returned by Chris Carr for 26 yards (tackle by Brendon Ayanbadejo)",0.000,1.660
3,14:51,1,10,TEN 41,7,7,LenDale White left guard for 1 yard (tackle by Bart Scott),1.660,1.260
3,14:22,2,9,TEN 42,7,7,Kerry Collins pass incomplete short right intended for Justin McCareins,1.260,0.560
3,14:15,3,9,TEN 42,7,7,Kerry Collins pass incomplete short right intended for Justin Gage (defended by Fabian Washington),0.560,-0.590
3,14:11,4,9,TEN 42,7,7,"Craig Hentrich punts 58 yards, touchback. Penalty on Frank Walker: Offensive Holding, 10 yards",-0.590,0.380
3,14:00,1,10,BAL 10,7,7,Willis McGahee up the middle for 1 yard (tackle by Chris Hope),-0.380,-0.710
3,13:28,2,9,BAL 11,7,7,Joe Flacco pass complete short right to Derrick Mason for 10 yards (tackle by Nick Harper),-0.710,0.340
3,13:01,1,10,BAL 21,7,7,Willis McGahee right tackle for -1 yards (tackle by Albert Haynesworth),0.340,-0.340
3,12:29,2,11,BAL 20,7,7,Joe Flacco pass complete short left to Derrick Mason for no gain,-0.340,-1.020
3,12:02,3,11,BAL 20,7,7,Joe Flacco pass incomplete short middle intended for Todd Heap (defended by David Thornton),-1.020,-2.030
3,11:51,4,11,BAL 20,7,7,"Sam Koch punts 35 yards, fair catch by Chris Carr",-2.030,-1.930
3,11:44,1,10,TEN 45,7,7,Kerry Collins pass complete short middle to LenDale White for 19 yards (tackle by Ed Reed). Penalty on Bart Scott: Illegal Contact (Declined),1.930,3.180
3,11:24,1,10,BAL 36,7,7,LenDale White right guard for 1 yard (tackle by Justin Bannan and Ray Lewis),3.180,2.770
3,10:49,2,9,BAL 35,7,7,LenDale White left guard for 2 yards (tackle by Haloti Ngata),2.770,2.350
3,10:09,3,7,BAL 33,7,7,Kerry Collins pass incomplete short right intended for Bo Scaife,2.350,1.150
,,,,,,,"BAL challenged the pass completion ruling, and the original play was overturned.",,
3,10:05,4,7,BAL 33,7,7,Rob Bironas 51 yard field goal no good,1.150,-1.660
3,10:01,1,10,BAL 41,7,7,Le'Ron McClain right guard for -1 yards (tackle by Jacob Ford),1.660,0.990
3,9:25,2,11,BAL 40,7,7,Joe Flacco pass incomplete deep middle intended for Mark Clayton (defended by Cortland Finnegan),0.990,0.300
3,9:17,,,,7,7,Timeout #1 by Baltimore Ravens,0.000,0.300
3,9:17,3,11,BAL 40,7,7,Joe Flacco pass complete short left to Daniel Wilcox for 4 yards (tackle by Cortland Finnegan),0.300,-0.460
3,8:33,4,7,BAL 44,7,7,"Penalty on Michael Griffin: Defensive Offside, 5 yards (no play)",-0.460,-0.130
3,8:25,4,2,BAL 49,7,7,"Sam Koch punts 51 yards, touchback",-0.130,-0.280
3,8:16,1,10,TEN 20,7,7,Kerry Collins pass incomplete deep right intended for Justin Gage,0.280,-0.270
3,8:10,2,10,TEN 20,7,7,LenDale White right guard for no gain (tackle by Marques Douglas),-0.270,-0.960
3,7:33,3,10,TEN 20,7,7,Kerry Collins pass incomplete short middle intended for Justin Gage (defended by Samari Rolle),-0.960,-2.030
3,7:29,4,10,TEN 20,7,7,"Craig Hentrich punts 41 yards, fair catch by Jim Leonhard",-2.030,-1.530
3,7:20,1,10,BAL 39,7,7,Joe Flacco pass complete short left to Lorenzo Neal for 7 yards (tackle by David Thornton),1.530,1.930
3,6:28,,,,7,7,Timeout #2 by Baltimore Ravens,0.000,1.930
3,6:28,2,3,BAL 46,7,7,Willis McGahee up the middle for 4 yards (tackle by Keith Bulluck),1.930,2.260
3,5:53,1,10,,7,7,Willis McGahee up the middle for 6 yards (tackle by Kevin Vickerson),2.260,2.520
3,5:19,2,4,TEN 44,7,7,Willis McGahee up the middle for -1 yards (tackle by Kevin Vickerson),2.520,1.690
3,4:44,3,5,TEN 45,7,7,Joe Flacco pass incomplete short right intended for Derrick Mason (defended by Nick Harper),1.690,0.270
3,4:40,4,5,TEN 45,7,7,"Sam Koch punts 30 yards, fair catch by Chris Carr",0.270,0.220
3,4:33,1,10,TEN 15,7,7,Kerry Collins pass complete short middle to LenDale White for 5 yards (tackle by Jarret Johnson),-0.220,0.080
3,4:02,2,5,TEN 20,7,7,Kerry Collins pass complete short right to Justin Gage for 6 yards,0.080,0.670
3,3:36,1,10,TEN 26,7,7,LenDale White right tackle for 1 yard (tackle by Justin Bannan),0.670,0.270
3,3:00,2,9,TEN 27,7,7,"Kerry Collins pass incomplete deep right intended for Justin Gage. Penalty on David Stewart: Offensive Holding, 10 yards (no play)",0.270,-1.220
3,2:54,2,19,TEN 17,7,7,LenDale White up the middle for 5 yards (tackle by Haruki Nakamura),-1.220,-1.090
3,2:04,3,14,TEN 22,7,7,Kerry Collins pass incomplete deep left intended for Justin McCareins,-1.090,-1.900
3,1:58,4,14,TEN 22,7,7,"Craig Hentrich punts 48 yards, returned by Jim Leonhard for 29 yards (tackle by Craig Stevens)",-1.900,-2.850
3,1:46,1,10,TEN 41,7,7,Joe Flacco pass incomplete deep right intended for Derrick Mason,2.850,2.310
3,1:41,2,10,TEN 41,7,7,Joe Flacco pass complete deep left to Mark Clayton for 37 yards (tackle by Michael Griffin),2.310,6.280
3,1:10,1,4,TEN 4,7,7,Le'Ron McClain up the middle for 1 yard (tackle by Kevin Vickerson),6.280,5.530
3,0:28,2,3,TEN 3,7,7,Willis McGahee left tackle for -4 yards (tackle by Keith Bulluck and Stephen Tulloch),5.530,3.810
Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,TEN 7,7,7,Joe Flacco pass complete short right to Willis McGahee for 4 yards (tackle by Tony Brown),3.810,3.040
4,14:14,4,3,TEN 3,10,7,Matt Stover 21 yard field goal good,3.040,3.000
4,,,,BAL 30,10,7,"Steven Hauschka kicks off 67 yards, returned by Chris Carr for 33 yards (tackle by Nick Greisen)",0.000,1.330
4,14:02,1,10,TEN 36,10,7,Kerry Collins pass complete short middle to LenDale White for 14 yards (tackle by Frank Walker),1.330,2.260
4,13:26,1,10,,10,7,LenDale White right tackle for 11 yards (tackle by Jim Leonhard and Fabian Washington),2.260,2.980
4,12:47,1,10,BAL 39,10,7,Kerry Collins pass incomplete deep left intended for Brandon Jones,2.980,2.440
4,12:40,2,10,BAL 39,10,7,Quinton Ganther left guard for -1 yards (tackle by Ray Lewis),2.440,1.620
4,12:01,3,11,BAL 40,10,7,Kerry Collins pass complete short left to Justin Gage for 14 yards (tackle by Frank Walker),1.620,3.840
4,11:19,1,10,BAL 26,10,7,LenDale White right end for 1 yard (tackle by Bart Scott),3.840,3.430
4,10:35,2,9,BAL 25,10,7,Kerry Collins pass incomplete short right intended for Justin Gage,3.430,2.740
4,10:30,3,9,BAL 25,10,7,Kerry Collins pass complete short right to Justin Gage for 11 yards (tackle by Fabian Washington),2.740,4.650
4,9:52,1,10,BAL 14,10,7,LenDale White up the middle for 1 yard (tackle by Haloti Ngata and Justin Bannan),4.650,4.160
4,9:08,2,9,BAL 13,10,7,"Kerry Collins pass complete short right to Alge Crumpler for 7 yards (tackle by Jim Leonhard). Alge Crumpler fumbles (forced by Jim Leonhard), recovered by Fabian Washington at BAL-1 (tackle by Brandon Jones)",4.160,0.380
4,8:57,1,10,BAL 1,10,7,Joe Flacco up the middle for no gain. Penalty on Ben Grubbs: False Start (no play),-0.380,-0.380
4,8:57,1,10,BAL 1,10,7,Joe Flacco up the middle for 2 yards (tackle by Tony Brown),-0.380,-0.630
4,8:18,2,8,BAL 3,10,7,Le'Ron McClain left guard for -2 yards (tackle by Ryan Fowler),-0.630,-1.420
4,7:39,3,10,BAL 1,10,7,Joe Flacco pass incomplete deep right intended for Mark Clayton,-1.420,-2.490
4,7:34,4,10,BAL 1,10,7,Penalty on Jameel McClain: False Start (no play),-2.490,-2.490
4,7:34,4,10,BAL 1,10,7,"Sam Koch punts 44 yards, muffed catch by Brandon Jones, recovered by Brandon Jones and returned for no gain",-2.490,-2.790
4,7:23,1,10,BAL 42,10,7,Kerry Collins pass complete short right to Brandon Jones for 11 yards (tackle by Ray Lewis),2.790,3.510
4,6:47,1,10,BAL 31,10,7,LenDale White up the middle for 12 yards (tackle by Haruki Nakamura and Ed Reed),3.510,4.310
4,6:12,1,10,BAL 19,10,7,LenDale White left tackle for 3 yards (tackle by Bart Scott and Ray Lewis),4.310,4.180
4,5:35,2,7,BAL 16,10,7,Kerry Collins pass complete short left to LenDale White for -3 yards (tackle by Bart Scott),4.180,3.030
4,4:50,3,10,BAL 19,10,7,Kerry Collins pass complete short right to Justin Gage for 9 yards (tackle by Corey Ivy),3.030,2.910
4,4:26,4,1,BAL 10,10,10,Rob Bironas 27 yard field goal good,2.910,3.000
4,,,,TEN 30,10,10,"Rob Bironas kicks off 61 yards, returned by Tom Zbikowski for 15 yards (tackle by Paul Williams)",0.000,0.540
4,4:17,1,10,BAL 24,10,10,Willis McGahee left tackle for 6 yards (tackle by Chris Hope),0.540,0.810
4,3:39,2,4,BAL 30,10,10,Willis McGahee left tackle for 2 yards (tackle by Keith Bulluck and Stephen Tulloch),0.810,0.370
4,2:51,3,2,BAL 32,10,10,Joe Flacco pass complete deep middle to Todd Heap for 23 yards (tackle by Michael Griffin),0.370,2.590
4,2:06,1,10,TEN 45,10,10,"Penalty on Adam Terry: False Start, 5 yards (no play)",2.590,2.260
4,2:05,1,15,,10,10,Joe Flacco pass incomplete deep right intended for Derrick Mason (defended by Chris Hope),2.260,1.370
4,1:58,2,15,,10,10,"Joe Flacco pass incomplete short right intended for Derrick Mason. Penalty on Jevon Kearse: Defensive Offside, 5 yards (no play)",1.370,2.040
4,1:56,2,10,TEN 45,10,10,Willis McGahee left end for 11 yards (tackle by Chris Hope),2.040,3.310
4,1:49,1,10,TEN 34,10,10,Willis McGahee up the middle for 1 yard (tackle by Kyle Vanden Bosch),3.310,2.910
4,1:09,2,9,TEN 33,10,10,Le'Ron McClain left guard for no gain (tackle by Tony Brown and Keith Bulluck),2.910,2.210
4,1:04,,,,10,10,Timeout #1 by Tennessee Titans,0.000,2.210
4,1:04,3,9,TEN 33,10,10,Joe Flacco pass complete short right to Mark Clayton for 8 yards (tackle by Nick Harper),2.210,1.950
4,0:57,,,,10,10,Timeout #2 by Tennessee Titans,0.000,1.950
4,0:57,4,1,TEN 25,13,10,Matt Stover 43 yard field goal good,1.950,3.000
4,,,,BAL 30,13,10,"Steven Hauschka kicks off 60 yards, returned by Michael Griffin for 25 yards (tackle by Haruki Nakamura)",0.000,1.270
4,0:47,1,10,TEN 35,13,10,Kerry Collins pass complete short middle to Brandon Jones for 5 yards (tackle by Ray Lewis),1.270,1.400
4,0:47,2,5,TEN 40,13,10,Kerry Collins pass incomplete deep left intended for Justin Gage,1.400,0.700
4,0:23,3,5,TEN 40,13,10,Kerry Collins pass incomplete short middle intended for Bo Scaife,0.700,-0.720
4,0:17,4,5,TEN 40,13,10,Kerry Collins pass incomplete deep middle intended for Bo Scaife,-0.720,-2.920
4,0:12,1,10,TEN 40,13,10,Joe Flacco kneels for -1 yards,2.920,2.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
