Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Antonio Gibson,WAS,6,5,23,1,2,1,0.2,22,4.4,0.7,0,,0,0.0,0,122.2
Adam Humphries,WAS,5,4,38,0,3,28,7.0,10,2.5,7.6,0,,0,0.0,0,98.3
John Bates,WAS,4,3,42,0,2,27,9.0,15,5.0,7.3,0,,0,0.0,0,108.3
Logan Thomas,WAS,5,3,48,1,3,30,10.0,18,6.0,14.6,0,,0,0.0,0,131.7
Terry McLaurin,WAS,5,3,22,0,1,21,7.0,1,0.3,10.6,0,,0,0.0,1,30.8
Wendell Smallwood,WAS,2,2,12,0,,6,3.0,6,3.0,3.0,0,,0,0.0,0,91.7
DeAndre Carter,WAS,1,1,6,0,1,5,5.0,1,1.0,5.0,0,,0,0.0,0,91.7
Dyami Brown,WAS,1,1,6,0,,-1,-1.0,7,7.0,-1.0,1,1.0,0,0.0,0,91.7
Curtis Samuel,WAS,1,1,-1,0,,-5,-5.0,4,4.0,-5.0,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Josh Jacobs,LVR,9,9,38,0,2,-11,-1.2,49,5.4,-1.2,3,3.0,0,0.0,0,84.3
Hunter Renfrow,LVR,10,9,102,0,7,72,8.0,30,3.3,7.5,0,,0,0.0,0,109.2
Bryan Edwards,LVR,5,3,30,0,1,22,7.3,8,2.7,15.2,0,,0,0.0,0,77.1
Zay Jones,LVR,5,3,21,0,2,12,4.0,9,3.0,19.0,0,,1,20.0,0,69.6
Kenyan Drake,LVR,2,1,8,0,,-4,-4.0,12,12.0,-2.0,0,,0,0.0,0,60.4
DeSean Jackson,LVR,1,1,14,0,1,13,13.0,1,1.0,13.0,0,,0,0.0,0,118.7
Foster Moreau,LVR,3,1,34,0,1,18,18.0,16,16.0,20.0,0,,0,0.0,0,77.1
Peyton Barber,LVR,1,1,2,0,,-2,-2.0,4,4.0,-2.0,0,,0,0.0,0,79.2
