Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Darius Slay,PHI,0,8,4,50.0%,27,6.8,3.4,0,57.8,7.3,11,16,0,0,0,0.0,0,6,0,0.0%
Avonte Maddox,PHI,0,6,4,66.7%,27,6.8,4.5,0,76.4,2.8,9,18,0,0,0,0.0,0,9,0,0.0%
Eric Wilson,PHI,0,3,3,100.0%,16,5.3,5.3,0,88.9,4.3,13,3,1,0,0,0.0,0,8,1,11.1%
Alex Singleton,PHI,0,3,3,100.0%,23,7.7,7.7,0,98.6,4.0,12,11,0,0,0,0.0,0,8,0,0.0%
Steven Nelson,PHI,0,5,3,60.0%,26,8.7,5.2,0,73.7,7.0,18,8,0,0,0,0.0,0,7,0,0.0%
Marcus Epps,PHI,0,2,2,100.0%,28,14.0,14.0,0,118.7,14.0,28,0,0,0,0,0.0,0,2,0,0.0%
Genard Avery,PHI,0,1,1,100.0%,5,5.0,5.0,0,87.5,3.0,3,2,2,1,1,0.0,2,2,0,0.0%
K'Von Wallace,PHI,0,2,1,50.0%,7,7.0,3.5,0,58.3,8.5,1,6,0,0,0,0.0,0,2,1,33.3%
T.J. Edwards,PHI,0,1,1,100.0%,1,1.0,1.0,0,79.2,1.0,1,0,0,0,0,0.0,0,5,0,0.0%
Anthony Harris,PHI,0,4,1,25.0%,11,11.0,2.8,0,39.6,2.0,7,4,0,0,0,0.0,0,3,0,0.0%
Brandon Graham,PHI,0,0,0,,,,,,,,,,0,2,1,0.0,3,2,0,0.0%
Javon Hargrave,PHI,0,0,0,,,,,,,,,,0,0,1,2.0,3,5,0,0.0%
Hassan Ridgeway,PHI,0,0,0,,,,,,,,,,0,0,2,1.0,3,2,0,0.0%
Derek Barnett,PHI,0,0,0,,,,,,,,,,1,0,1,0.0,1,3,0,0.0%
Fletcher Cox,PHI,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Deion Jones,ATL,0,6,5,83.3%,55,11.0,9.2,1,144.4,2.0,10,45,2,0,0,0.0,0,11,0,0.0%
Fabian Moreau,ATL,0,5,4,80.0%,51,12.8,10.2,2,148.7,5.6,25,26,0,0,0,0.0,0,3,0,0.0%
Foyesade Oluokun,ATL,0,3,3,100.0%,51,17.0,17.0,0,118.7,11.3,34,17,4,0,1,0.0,1,8,0,0.0%
Duron Harmon,ATL,0,3,3,100.0%,15,5.0,5.0,0,87.5,2.0,6,9,1,0,0,0.0,0,7,0,0.0%
AJ Terrell,ATL,0,5,3,60.0%,30,10.0,6.0,0,77.1,3.6,18,12,0,0,0,0.0,0,7,1,12.5%
Jacob Tuioti-Mariner,ATL,0,2,2,100.0%,12,6.0,6.0,0,91.7,1.0,2,10,0,1,0,1.0,2,3,0,0.0%
Isaiah Oliver,ATL,0,2,2,100.0%,12,6.0,6.0,0,91.7,-2.0,-4,16,2,1,0,0.0,1,4,0,0.0%
Erik Harris,ATL,0,2,2,100.0%,19,9.5,9.5,0,106.2,4.5,9,10,0,0,0,0.0,0,6,0,0.0%
Jaylinn Hawkins,ATL,0,1,1,100.0%,8,8.0,8.0,0,100.0,-5.0,-5,13,2,1,0,0.0,1,1,0,0.0%
Cameron Nizialek,ATL,0,1,1,100.0%,11,11.0,11.0,0,112.5,-3.0,-3,14,0,0,0,0.0,0,0,0,
T.J. Green,ATL,0,1,1,100.0%,0,0.0,0.0,0,79.2,0.0,0,0,0,0,0,0.0,0,2,0,0.0%
Grady Jarrett,ATL,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,
John Cominsky,ATL,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
