Quarter,Time,Down,ToGo,Location,PHI,ATL,Detail,EPB,EPA
2,12:46,1,10,ATL 36,7,6,"Mike Davis left guard for 5 yards (tackle by T.J. Edwards). Penalty on Kaleb McGary: Offensive Holding, 10 yards (accepted) (no play)",,
2,12:25,1,20,ATL 26,7,6,Matt Ryan pass complete short right to Mike Davis for 9 yards (tackle by Josh Sweat and Eric Wilson),,
2,11:52,2,11,ATL 35,7,6,"Penalty on Fletcher Cox: Encroachment, 5 yards (accepted) (no play)",,
2,11:44,2,6,ATL 40,7,6,Cordarrelle Patterson left end for 2 yards (tackle by Josh Sweat and Anthony Harris),,
2,11:02,3,4,ATL 42,7,6,"Penalty on Jalen Mayfield: False Start, 5 yards (accepted) (no play)",,
2,10:49,3,9,ATL 37,7,6,Cordarrelle Patterson right tackle for 11 yards (tackle by K'Von Wallace and Alex Singleton),,
2,10:14,1,10,ATL 48,7,6,Cordarrelle Patterson right tackle for 3 yards (tackle by Darius Slay),,
2,9:50,2,7,PHI 49,7,6,"Matt Ryan pass incomplete short right. Penalty on Matt Ryan: Intentional Grounding, 14 yards (accepted)",,
2,9:44,3,21,ATL 37,7,6,Matt Ryan pass complete short middle to Hayden Hurst for 9 yards (tackle by Alex Singleton and Eric Wilson),,
2,9:00,4,12,ATL 46,7,6,"Cameron Nizialek punts 35 yards, fair catch by Jalen Reagor at PHI-19",,
2,8:54,1,10,PHI 19,7,6,Miles Sanders right end for 6 yards (tackle by Foyesade Oluokun and Jacob Tuioti-Mariner),,
2,8:19,2,4,PHI 25,7,6,Jalen Hurts pass complete short right to DeVonta Smith for 8 yards (tackle by Deion Jones and Erik Harris),,
2,7:40,1,10,PHI 33,7,6,Jalen Hurts pass complete short right to DeVonta Smith for 4 yards (tackle by Deion Jones),,
2,7:17,2,6,PHI 37,7,6,Jalen Hurts pass complete short right to DeVonta Smith for 19 yards (tackle by Foyesade Oluokun),,
2,6:46,1,10,ATL 44,7,6,Jalen Hurts pass complete short right to DeVonta Smith for 3 yards,,
2,6:30,,,,,,Timeout #1 by Atlanta Falcons,,
2,6:30,2,7,ATL 41,7,6,Jalen Hurts pass complete short left to Jalen Reagor for 9 yards (tackle by Fabian Moreau),,
2,6:06,1,10,ATL 32,7,6,"Miles Sanders for no gain. Penalty on Lane Johnson: Offensive Holding, 10 yards (accepted) (no play)",,
2,5:35,1,20,ATL 42,7,6,Jalen Hurts pass complete short right to Kenneth Gainwell for -3 yards (tackle by AJ Terrell),,
2,4:55,2,23,ATL 45,7,6,"Penalty on Jordan Mailata: False Start, 5 yards (accepted) (no play)",,
2,4:40,2,28,ATL 50,7,6,Jalen Hurts pass incomplete short right intended for DeVonta Smith (defended by Deion Jones),,
2,4:33,3,28,ATL 50,7,6,Jalen Hurts pass complete short left to Jalen Reagor for 1 yard (tackle by Fabian Moreau),,
2,3:46,4,27,ATL 49,7,6,Arryn Siposs punts 41 yards downed by Zech McPhearson,,
2,3:38,1,10,ATL 8,7,6,Mike Davis right tackle for 1 yard (tackle by T.J. Edwards and Josh Sweat),,
2,3:00,2,9,ATL 9,7,6,"Penalty on Jalen Mayfield: False Start, 4 yards (accepted) (no play)",,
2,2:47,2,13,ATL 5,7,6,Mike Davis left tackle for 4 yards (tackle by Avonte Maddox),,
2,2:10,3,9,ATL 9,7,6,Mike Davis left tackle for 3 yards (tackle by Javon Hargrave),,
2,2:00,4,6,ATL 12,7,6,"Cameron Nizialek punts 52 yards, returned by Jalen Reagor for 2 yards (tackle by Josh Harris and Mykal Walker)",,
2,1:44,1,10,PHI 38,7,6,Jalen Hurts pass complete short right to Kenneth Gainwell for 9 yards (tackle by Duron Harmon),,
2,1:37,2,1,PHI 47,7,6,Jalen Hurts pass incomplete short right intended for Kenneth Gainwell,,
2,1:34,3,1,PHI 47,7,6,Kenneth Gainwell right guard for 3 yards (tackle by Foyesade Oluokun),,
2,1:15,1,10,ATL 50,7,6,Jalen Hurts scrambles right end for 4 yards (tackle by Duron Harmon),,
2,1:08,2,6,ATL 46,7,6,"Penalty on Isaac Seumalo: False Start, 5 yards (accepted) (no play)",,
2,1:08,2,11,PHI 49,7,6,Jalen Hurts pass complete to Zach Ertz for 6 yards (tackle by Duron Harmon),,
2,1:02,3,5,ATL 45,7,6,Jalen Hurts scrambles for 11 yards (tackle by Fabian Moreau),,
2,0:54,1,10,ATL 34,7,6,Kenneth Gainwell left tackle for 4 yards (tackle by Steven Means),,
2,0:48,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:48,2,6,ATL 30,7,6,Jalen Hurts scrambles up the middle for 9 yards (tackle by Deion Jones),,
2,0:39,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:39,1,10,ATL 21,7,6,"Penalty on Isaac Seumalo: False Start, 5 yards (accepted) (no play)",,
2,0:39,1,15,ATL 26,7,6,Jalen Hurts pass complete short right to Jalen Reagor for 10 yards (tackle by Duron Harmon),,
2,0:23,2,5,ATL 16,7,6,Jalen Hurts spiked the ball,,
2,0:22,3,5,ATL 16,7,6,Jalen Hurts pass complete short right to Dallas Goedert for 12 yards (tackle by Erik Harris),,
2,0:15,,,,,,Timeout #0 by Atlanta Falcons,,
2,0:15,1,4,ATL 4,7,6,"Jalen Hurts pass complete to Kenneth Gainwell for no gain, touchdown. Penalty on Lane Johnson: Ineligible Downfield Pass, 5 yards (accepted) (no play)",,
2,0:09,1,9,ATL 9,13,6,"Jalen Hurts pass complete short right to Dallas Goedert for 9 yards, touchdown Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:02,,,ATL 1,13,6,"Penalty on Marlon Davidson: Illegal Formation, 1 yard (accepted) (no play)",,
2,0:02,,,ATL 1,15,6,"Two Point Attempt: Miles Sanders rushes, conversion succeeds.",,
2,0:02,,,PHI 35,15,6,"Jake Elliott kicks off 23 yards, returned by Avery Williams for 4 yards (tackle by Boston Scott and Shaun Bradley)",,
Quarter,Time,Down,ToGo,Location,PHI,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,15,6,"Cameron Nizialek kicks off 67 yards, returned by Quez Watkins for 22 yards (tackle by Avery Williams and Isaiah Oliver)",,
3,14:55,1,10,PHI 20,15,6,Miles Sanders right end for 23 yards (tackle by Duron Harmon),,
3,14:48,1,10,PHI 43,15,6,Miles Sanders right tackle for 1 yard (tackle by Steven Means),,
3,13:57,2,9,PHI 44,15,6,Miles Sanders left tackle for 4 yards (tackle by Foyesade Oluokun and Deion Jones),,
3,13:36,3,5,PHI 48,15,6,Jalen Hurts sacked by Jacob Tuioti-Mariner for -3 yards,,
3,12:51,4,8,PHI 45,15,6,"Arryn Siposs punts 48 yards, returned by Avery Williams for 7 yards (tackle by Alex Singleton)",,
3,12:37,1,10,ATL 14,15,6,Matt Ryan pass complete short left to Calvin Ridley for 5 yards (tackle by Steven Nelson and Shaun Bradley),,
3,12:01,2,5,ATL 19,15,6,Mike Davis right tackle for -1 yards (tackle by Derek Barnett and Shaun Bradley),,
3,11:25,3,6,ATL 18,15,6,Matt Ryan pass incomplete deep middle intended for Calvin Ridley,,
3,11:18,4,6,ATL 18,15,6,"Cameron Nizialek punts 62 yards, returned by Jalen Reagor for 11 yards (tackle by Josh Harris and Keith Smith)",,
3,11:04,1,10,PHI 31,15,6,Jalen Hurts pass complete short right to Jalen Reagor for -1 yards (tackle by Duron Harmon),,
3,10:32,2,11,PHI 30,15,6,Jalen Hurts right end for 14 yards (tackle by AJ Terrell),,
3,9:55,1,10,PHI 44,15,6,Miles Sanders right end for 18 yards (tackle by Jonathan Bullard),,
3,9:25,1,10,ATL 38,15,6,Kenneth Gainwell right guard for 7 yards (tackle by Deion Jones and Duron Harmon),,
3,9:03,2,3,ATL 31,15,6,Kenneth Gainwell right guard for 3 yards (tackle by AJ Terrell and Deion Jones),,
3,8:24,1,10,ATL 28,15,6,Miles Sanders right tackle for 3 yards (tackle by Dante Fowler),,
3,7:42,2,7,ATL 25,15,6,Jalen Hurts pass complete short right to Miles Sanders for 5 yards (tackle by Deion Jones),,
3,7:07,3,2,ATL 20,15,6,"Jalen Hurts for -5 yards. Jalen Hurts fumbles, recovered by Jalen Hurts at ATL-25 Jalen Hurts pass incomplete short right intended for Dallas Goedert",,
3,7:03,4,2,ATL 20,15,6,Kenneth Gainwell right guard for 1 yard (tackle by Deion Jones and Foyesade Oluokun),,
3,6:57,1,10,ATL 19,15,6,"Matt Ryan pass complete to Kyle Pitts for no gain (tackle by Alex Singleton). Penalty on Hayden Hurst: Offensive Pass Interference, 10 yards (accepted) (no play)",,
3,6:30,1,20,ATL 9,15,6,Matt Ryan pass complete deep middle to Kyle Pitts for 18 yards (tackle by Steven Nelson),,
3,6:11,2,2,ATL 27,15,6,"Matt Ryan aborted snap, recovered by Cordarrelle Patterson at ATL-24 Cordarrelle Patterson for no gain (tackle by Derek Barnett)",,
3,5:29,3,5,ATL 24,15,6,"Matt Ryan pass complete short right to Mike Davis for no gain. Penalty on Calvin Ridley: Offensive Pass Interference, 10 yards (accepted) (no play)",,
3,5:11,3,15,ATL 14,15,6,Matt Ryan pass complete short left to Hayden Hurst for 5 yards (tackle by Steven Nelson),,
3,4:32,4,10,ATL 19,15,6,Cameron Nizialek punts 31 yards out of bounds,,
3,4:24,1,10,ATL 50,15,6,Jalen Hurts pass complete short right to Dallas Goedert for 8 yards (tackle by Tyeler Davison and Steven Means),,
3,3:55,2,2,ATL 42,15,6,Miles Sanders right guard for 1 yard (tackle by Marlon Davidson and Tyeler Davison),,
3,3:13,3,1,ATL 41,15,6,Miles Sanders left tackle for 6 yards (tackle by Marlon Davidson),,
3,2:35,1,10,ATL 35,15,6,Jalen Hurts right end for 2 yards (tackle by Adetokunbo Ogundeji),,
3,1:25,2,8,ATL 33,15,6,"Jalen Hurts pass complete short right to Miles Sanders for 25 yards (tackle by Jaylinn Hawkins). Penalty on Grady Jarrett: Defensive Holding, 5 yards (declined)",,
3,1:43,1,8,ATL 8,21,6,"Kenneth Gainwell left tackle for 8 yards, touchdown",,
3,1:25,,,ATL 15,22,6,Jake Elliott kicks extra point good,,
3,1:25,,,PHI 35,22,6,"Jake Elliott kicks off 65 yards, touchback.",,
3,1:25,1,10,ATL 25,22,6,Mike Davis right tackle for no gain (tackle by Josh Sweat and Milton Williams),,
3,0:49,2,10,ATL 25,22,6,"Matt Ryan pass incomplete short right intended for Mike Davis. Penalty on Anthony Harris: Defensive Pass Interference, 3 yards (accepted) (no play)",,
3,0:37,1,10,ATL 28,22,6,Matt Ryan pass complete short right to Cordarrelle Patterson for 12 yards (tackle by Darius Slay and Avonte Maddox),,
3,0:20,1,10,ATL 40,22,6,Mike Davis left tackle for -1 yards (tackle by Avonte Maddox),,
Quarter,Time,Down,ToGo,Location,PHI,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,ATL 39,22,6,Matt Ryan pass incomplete deep left intended for Kyle Pitts,,
4,14:57,3,11,ATL 39,22,6,Matt Ryan pass incomplete short right intended for Calvin Ridley (defended by Darius Slay),,
4,14:52,4,11,ATL 39,22,6,"Cameron Nizialek punts 50 yards, returned by Jalen Reagor for 7 yards (tackle by Richie Grant)",,
4,14:39,1,10,PHI 18,22,6,Jalen Hurts pass complete short left to Jalen Reagor for 7 yards (tackle by Erik Harris),,
4,14:03,2,3,PHI 25,22,6,Miles Sanders left end for -6 yards (tackle by Deion Jones),,
4,13:18,3,9,PHI 19,22,6,Jalen Hurts pass complete short right to DeVonta Smith for 19 yards (tackle by Foyesade Oluokun),,
4,12:52,1,10,PHI 38,22,6,"Jason Kelce aborted snap, recovered by Jalen Hurts at PHI-38 Jalen Hurts pass incomplete",,
4,12:47,2,10,PHI 38,22,6,Jalen Hurts pass complete short left to Miles Sanders for 9 yards (tackle by Jacob Tuioti-Mariner),,
4,12:24,3,1,PHI 47,22,6,Miles Sanders left tackle for -1 yards (tackle by Erik Harris),,
4,11:42,4,2,PHI 46,22,6,Arryn Siposs punts 46 yards downed by Zech McPhearson,,
4,11:31,1,10,ATL 8,22,6,Matt Ryan pass complete short middle to Keith Smith for 6 yards (tackle by Eric Wilson and Alex Singleton),,
4,11:00,2,4,ATL 14,22,6,Matt Ryan pass complete short right to Keith Smith for 9 yards (tackle by Eric Wilson),,
4,10:28,1,10,ATL 23,22,6,Matt Ryan pass incomplete deep right intended for Calvin Ridley,,
4,10:21,2,10,ATL 23,22,6,Matt Ryan pass incomplete short right intended for Mike Davis,,
4,10:16,3,10,ATL 23,22,6,Matt Ryan pass complete short right to Kyle Pitts for 7 yards (tackle by Darius Slay),,
4,9:35,4,3,ATL 30,22,6,"Cameron Nizialek punts 49 yards, returned by Jalen Reagor for -1 yards (tackle by Josh Harris and Cordarrelle Patterson)",,
4,9:21,1,10,PHI 20,22,6,Miles Sanders right guard for 5 yards (tackle by Marlon Davidson and Jonathan Bullard),,
4,8:36,2,5,PHI 25,22,6,Miles Sanders left end for -3 yards (tackle by Steven Means and Dante Fowler),,
4,7:49,,,,,,Timeout #2 by Philadelphia Eagles,,
4,7:49,3,8,PHI 22,22,6,Jalen Hurts pass complete short left to Miles Sanders for no gain (tackle by T.J. Green),,
4,7:14,4,8,PHI 22,22,6,"Arryn Siposs punts 54 yards, returned by Avery Williams for 4 yards (tackle by T.J. Edwards and JJ Arcega-Whiteside). Penalty on Jaylinn Hawkins: Offensive Illegal Block Above the Waist, 10 yards (accepted)",,
4,7:03,1,10,ATL 18,22,6,Matt Ryan pass complete short left to Mike Davis for 6 yards (tackle by Steven Nelson and Avonte Maddox),,
4,6:57,2,4,ATL 24,22,6,Matt Ryan pass complete short middle to Mike Davis for 8 yards (tackle by Alex Singleton),,
4,6:30,1,10,ATL 32,22,6,"Matt Ryan pass incomplete short middle. Penalty on Matt Ryan: Intentional Grounding, 10 yards (accepted)",,
4,6:29,2,20,ATL 22,22,6,Mike Davis left guard for 3 yards (tackle by Javon Hargrave and Derek Barnett),,
4,6:13,3,17,ATL 25,22,6,Matt Ryan pass complete short left to Calvin Ridley for 7 yards (tackle by Avonte Maddox),,
4,5:45,4,10,ATL 32,22,6,Matt Ryan sacked by Javon Hargrave for -10 yards,,
4,5:39,1,10,ATL 22,22,6,"Jalen Hurts scrambles left tackle for no gain (tackle by T.J. Green). Penalty on Lane Johnson: Offensive Holding, 10 yards (accepted) (no play)",,
4,5:11,1,20,ATL 32,22,6,Jalen Hurts left end for 9 yards (tackle by Richie Grant),,
4,4:27,2,11,ATL 23,28,6,"Jalen Hurts pass complete short left to Jalen Reagor for 23 yards, touchdown",,
4,4:20,,,ATL 15,29,6,Jake Elliott kicks extra point good,,
4,4:20,,,PHI 35,29,6,"Jake Elliott kicks off 65 yards, touchback.",,
4,4:20,1,10,ATL 25,29,6,"Matt Ryan pass incomplete deep left intended for Calvin Ridley. Penalty on Steven Nelson: Defensive Pass Interference, 19 yards (accepted) (no play)",,
4,4:13,1,10,ATL 44,29,6,Matt Ryan pass complete short right to Kyle Pitts for 5 yards (tackle by Avonte Maddox),,
4,3:47,2,5,ATL 49,29,6,Matt Ryan sacked by Hassan Ridgeway for -8 yards,,
4,3:24,3,13,ATL 41,29,6,Matt Ryan pass incomplete short right intended for Russell Gage,,
4,3:19,4,13,ATL 41,29,6,Matt Ryan sacked by Javon Hargrave for -10 yards,,
4,3:13,1,10,ATL 31,29,6,Kenneth Gainwell left tackle for -1 yards (tackle by T.J. Green and Tyeler Davison),,
4,2:27,2,11,ATL 32,29,6,"Penalty on Brandon Brooks: False Start, 5 yards (accepted) (no play)",,
4,2:27,2,16,ATL 37,29,6,Kenneth Gainwell right guard for 6 yards (tackle by Tyeler Davison and Deion Jones),,
4,2:00,3,10,ATL 31,29,6,Kenneth Gainwell right tackle for 6 yards (tackle by Mykal Walker and Foyesade Oluokun),,
4,1:15,,,,,,Timeout #2 by Philadelphia Eagles,,
4,1:15,4,4,ATL 25,32,6,Jake Elliott 43 yard field goal good,,
4,1:10,,,PHI 35,32,6,"Jake Elliott kicks off 65 yards, touchback.",,
4,1:10,1,10,ATL 25,32,6,Keith Smith right guard for 8 yards (tackle by Avonte Maddox and Shaun Bradley),,
4,0:39,2,2,ATL 33,32,6,Keith Smith right tackle for 5 yards (tackle by Shaun Bradley),,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
