Quarter,Time,Down,ToGo,Location,CAR,DET,Detail,EPB,EPA
1,7:38,2,3,DET 40,0,0,Stephen Davis right end for 1 yard (tackle by Kenoy Kennedy),2.860,2.280
1,6:53,3,2,DET 39,0,0,Jake Delhomme pass complete to Keary Colbert for 5 yards (tackle by Dre' Bly),2.280,3.310
1,6:27,1,10,DET 34,0,0,"Jake Delhomme pass complete to Keary Colbert for 6 yards (tackle by Earl Holmes). Keary Colbert fumbles (forced by Earl Holmes), recovered by Terrence Holt at DET-28 and returned for 38 yards (tackle by Stephen Davis)",3.310,-3.310
1,6:14,1,10,CAR 34,0,0,Joey Harrington pass complete to Kevin Johnson for 6 yards (tackle by Brandon Short),3.310,3.580
1,5:47,2,4,CAR 28,0,0,Shawn Bryson up the middle for -1 yards (tackle by Brentson Buckner),3.580,2.740
1,5:09,3,5,CAR 29,0,0,Joey Harrington pass incomplete intended for Scottie Vines (defended by Brentson Buckner),2.740,1.540
1,5:06,4,5,CAR 29,0,0,"Jason Hanson 47 yard field goal no good, blocked by Brentson Buckner",1.540,-1.400
1,5:01,1,10,CAR 37,0,0,Stephen Davis left end for -1 yards (tackle by Boss Bailey and Kalimba Edwards),1.400,0.720
1,4:22,2,11,CAR 36,0,0,Jake Delhomme pass incomplete intended for Mike Seidman (defended by Kenoy Kennedy),0.720,0.040
1,4:16,3,11,CAR 36,0,0,Jake Delhomme pass complete to Rod Gardner for 10 yards (tackle by Andre' Goodman),0.040,-0.320
,,,,,,,"CAR challenged the ruling, and the play was upheld.",,
1,3:48,4,1,CAR 46,0,0,Jason Baker punts 51 yards,-0.320,0.380
1,3:36,1,10,DET 3,0,0,"Kevin Jones up the middle for 3 yards (tackle by Brandon Short and Dan Morgan). Penalty on Kindal Moorehead: Defensive Offside, 5 yards (no play)",-0.380,-0.190
1,3:13,1,5,DET 8,0,0,Kevin Jones up the middle for 7 yards (tackle by Mike Rucker),-0.190,-0.220
1,2:31,1,10,DET 15,0,0,"Joey Harrington sacked by Julius Peppers for -6 yards. Joey Harrington fumbles (forced by Julius Peppers), recovered by Kindal Moorehead at DET-11 (tackle by Damien Woody)",-0.220,-4.840
1,2:24,1,10,DET 11,0,0,Jake Delhomme pass complete to Steve Smith for 6 yards (tackle by Dre' Bly),4.840,5.280
1,1:48,2,4,DET 5,0,0,Stephen Davis left tackle for 1 yard (tackle by Dan Wilkinson and Kenoy Kennedy),5.280,4.670
1,0:59,3,3,DET 4,6,0,"Jake Delhomme pass complete to Rod Gardner for 4 yards, touchdown. Penalty on Andre' Goodman: Defensive Pass Interfere (Declined)",4.670,7.000
1,,,,DET 2,7,0,John Kasay kicks extra point good,0.000,0.000
1,,,,CAR 30,7,0,"John Kasay kicks off 56 yards, returned by Shawn Bryson for 25 yards (tackle by Sean Tufts)",0.000,1.530
1,0:49,1,10,DET 39,7,0,Kevin Jones left end for 8 yards (tackle by Dan Morgan),1.530,2.070
1,0:09,2,2,DET 47,7,0,"Kevin Jones left end for -7 yards (tackle by Kindal Moorehead). Kevin Jones fumbles (forced by Kindal Moorehead), recovered by Kevin Jones at DET-40",2.070,0.430
Quarter,Time,Down,ToGo,Location,CAR,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,DET 40,7,0,Joey Harrington left end for 2 yards (tackle by Mike Rucker). Penalty on Jeff Backus: Offensive Holding (Declined),0.430,-0.590
2,14:41,4,7,DET 42,7,0,"Nick Harris punts 50 yards, returned by Steve Smith for 4 yards (tackle by Vernon Fox)",-0.590,0.350
2,14:30,1,10,CAR 12,7,6,"Jake Delhomme pass incomplete intended for Kris Mangum is intercepted by Boss Bailey at CAR-34 and returned for 34 yards, touchdown",-0.350,-7.000
2,,,,CAR 2,7,7,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,7,7,"Jason Hanson kicks off 65 yards, returned by Jamal Robertson for 15 yards (tackle by Vernon Fox)",0.000,0.280
2,14:11,1,10,CAR 20,13,7,"Jake Delhomme pass complete to Steve Smith for 80 yards, touchdown",0.280,7.000
2,,,,DET 2,14,7,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,14,7,"John Kasay kicks off 61 yards, returned by R.W. McQuarters for 27 yards (tackle by Sean Tufts)",0.000,1.330
2,13:51,1,10,DET 36,14,7,Joey Harrington pass complete to Artose Pinner for 13 yards (tackle by Dan Morgan),1.330,2.190
2,13:09,1,10,DET 49,14,7,Artose Pinner up the middle for 1 yard (tackle by Brandon Short and Dan Morgan),2.190,1.780
2,12:27,2,9,DET 50,14,7,"Shawn Bryson right end for 4 yards (tackle by Marlon McCree). Penalty on Marcus Pollard: Offensive Holding, 10 yards (no play)",1.780,0.430
2,11:58,2,19,DET 40,14,7,"Penalty on Jeff Backus: False Start, 5 yards (no play)",0.430,-0.240
2,11:33,2,24,DET 35,14,7,Shawn Bryson right tackle for 5 yards (tackle by Marlon McCree and Dan Morgan),-0.240,-0.230
2,10:48,3,19,DET 40,14,7,Joey Harrington pass complete to Shawn Bryson for 9 yards (tackle by Dan Morgan),-0.230,-0.130
2,10:07,4,10,DET 49,14,7,"Nick Harris punts 39 yards, fair catch by Steve Smith. Penalty on Wali Rainer: Offensive Holding, 10 yards (no play)",-0.130,-0.780
2,9:50,4,20,DET 39,14,7,"Nick Harris punts 40 yards, fair catch by Steve Smith. Penalty on Kenoy Kennedy: Offensive Holding, 10 yards (no play)",-0.780,-1.440
2,9:42,4,30,DET 29,14,7,Nick Harris punts 38 yards (tackle by Glenn Martinez),-1.440,-1.660
2,9:33,1,10,CAR 41,14,7,Jamal Robertson up the middle for -2 yards (tackle by Teddy Lehman),1.660,0.850
2,8:52,2,12,CAR 39,14,7,Jake Delhomme pass incomplete intended for Steve Smith,0.850,0.170
2,8:47,3,12,CAR 39,14,7,"Jake Delhomme pass incomplete intended for Steve Smith. Penalty on Jared DeVries: Defensive Offside, 5 yards (no play)",0.170,0.830
2,8:40,3,7,CAR 44,14,13,"Jake Delhomme pass incomplete intended for Ricky Proehl is intercepted by Kenoy Kennedy at DET-36 and returned for 64 yards, touchdown",0.830,-7.000
2,,,,CAR 2,14,14,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,14,14,"Jason Hanson kicks off 61 yards, returned by Jamal Robertson for 13 yards (tackle by Jon McGraw)",0.000,0.410
2,8:22,1,10,CAR 22,14,14,Stephen Davis right tackle for -1 yards (tackle by Shaun Rogers),0.410,-0.270
2,7:43,2,11,CAR 21,14,14,Stephen Davis right end for no gain (tackle by Cory Redding),-0.270,-0.960
2,6:56,3,11,CAR 21,14,14,Jake Delhomme sacked by Shaun Cody and Shaun Rogers for -10 yards,-0.960,-2.490
2,6:27,4,21,CAR 11,14,14,"Jason Baker punts 44 yards, returned by R.W. McQuarters for -2 yards (tackle by Jason Kyle)",-2.490,-1.800
2,6:14,1,10,DET 43,14,14,Artose Pinner right tackle for 3 yards (tackle by Brentson Buckner),1.800,1.660
2,5:35,2,7,DET 46,14,14,Joey Harrington pass incomplete intended for Artose Pinner (defended by Mike Rucker),1.660,0.960
2,5:29,3,7,DET 46,14,14,Joey Harrington pass complete to Kevin Johnson for 9 yards (tackle by Dan Morgan),0.960,2.590
2,4:48,1,10,CAR 45,14,14,Artose Pinner left tackle for 3 yards (tackle by Mike Rucker),2.590,2.450
2,4:19,2,7,CAR 42,14,14,"Penalty on Jeff Backus: False Start, 5 yards (no play)",2.450,1.770
2,3:47,2,12,CAR 47,14,14,"Joey Harrington sacked by Al Wallace for -8 yards. Joey Harrington fumbles (forced by Al Wallace), recovered by Al Wallace at DET-45 and returned for 6 yards (tackle by Artose Pinner)",1.770,-2.980
2,3:40,1,10,DET 39,14,14,Jamal Robertson up the middle for 1 yard (tackle by Kenoy Kennedy),2.980,2.580
2,3:02,2,9,DET 38,14,14,"Jake Delhomme pass complete to Jamal Robertson for 10 yards (tackle by Terrence Holt). Penalty on Steve Smith: Illegal Motion, 5 yards (no play)",2.580,1.900
2,2:27,,,,14,14,Timeout #2 by Carolina Panthers,0.000,1.900
2,2:27,2,14,DET 43,14,14,Jake Delhomme pass incomplete intended for Jamal Robertson,1.900,1.220
2,2:21,3,14,DET 43,14,14,"Jamal Robertson left end for 8 yards (tackle by Kenoy Kennedy). Jamal Robertson fumbles (forced by Kenoy Kennedy), recovered by Steve Smith at DET-35",1.220,0.970
2,1:59,4,6,DET 35,14,14,"John Kasay 52 yard field goal no good, blocked by Shaun Rogers",0.970,-1.800
2,1:48,1,10,DET 43,14,14,Joey Harrington pass incomplete intended for Marcus Pollard,1.800,1.250
2,1:43,2,10,DET 43,14,14,Joey Harrington sacked by Jordan Carstens for -8 yards,1.250,-0.490
2,0:59,3,18,DET 35,14,14,Shawn Bryson up the middle for 3 yards (tackle by Dan Morgan),-0.490,-0.850
2,0:54,,,,14,14,Timeout #3 by Carolina Panthers,0.000,-0.850
2,0:54,4,15,DET 38,14,14,"Nick Harris punts 41 yards, returned by Steve Smith for 4 yards (tackle by Bracy Walker). Penalty on Chris Draft: Illegal Block Above the , 10 yards",-0.850,0.320
2,0:43,1,10,CAR 13,14,14,Nick Goings up the middle for 2 yards (tackle by Shaun Cody and Jared DeVries),-0.320,-0.570
Quarter,Time,Down,ToGo,Location,CAR,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,14,14,"Jason Hanson kicks off 66 yards, returned by Jamal Robertson for 14 yards (tackle by Jon McGraw). Penalty on Vinny Ciurciu: Illegal Block Above the , 9 yards",0.000,-0.380
3,14:54,1,10,CAR 9,14,14,"Stephen Davis right end for 1 yard (tackle by Terrence Holt). Stephen Davis fumbles (forced by Terrence Holt), recovered by Mike Wahle at CAR-10",-0.380,-0.710
3,14:06,2,9,CAR 10,14,14,Nick Goings left end for no gain (tackle by Boss Bailey),-0.710,-1.300
3,13:24,3,9,CAR 10,14,14,Jake Delhomme pass incomplete intended for Nick Goings,-1.300,-2.490
3,13:17,4,9,CAR 10,14,14,"Jason Baker punts 38 yards, fair catch by R.W. McQuarters",-2.490,-2.390
3,13:09,1,10,CAR 48,14,14,Artose Pinner up the middle for no gain (tackle by Brentson Buckner),2.390,1.850
3,12:31,2,10,CAR 48,14,14,Joey Harrington pass incomplete intended for Casey Fitzsimmons,1.850,1.160
3,12:26,3,10,CAR 48,14,14,"Penalty on Mike Williams: False Start, 5 yards (no play)",1.160,0.500
3,12:26,3,15,DET 47,14,14,Joey Harrington pass complete to Marcus Pollard for 13 yards (tackle by Thomas Davis),0.500,0.590
3,11:42,,,,14,14,Timeout #1 by Detroit Lions,0.000,0.590
3,11:42,4,2,CAR 40,14,14,"Joey Harrington pass incomplete intended for Kevin Johnson (defended by Ken Lucas). Penalty on Ken Lucas: Defensive Pass Interfere, 5 yards (no play)",0.590,3.250
3,11:38,1,10,CAR 35,14,14,Joey Harrington sacked by Mike Rucker and Dan Morgan for -11 yards,3.250,1.220
3,11:15,,,,14,14,Timeout #2 by Detroit Lions,0.000,1.220
3,11:15,2,21,CAR 46,14,14,Joey Harrington pass incomplete intended for Kevin Johnson is intercepted by Ken Lucas at CAR-34 and returned for 27 yards,1.220,-2.980
3,11:05,1,10,DET 39,14,14,Jake Delhomme pass incomplete intended for Steve Smith is intercepted by Dre' Bly at DET-0,2.980,-0.280
3,10:58,1,10,DET 20,14,14,Kevin Jones right tackle for 1 yard (tackle by Will Witherspoon),0.280,-0.130
3,10:21,2,9,DET 21,14,14,Joey Harrington pass complete to Kevin Jones for 7 yards (tackle by Will Witherspoon),-0.130,0.100
3,9:38,3,2,DET 28,14,14,Joey Harrington pass complete to Kevin Johnson for 3 yards (tackle by Dan Morgan),0.100,1.000
3,8:56,1,10,DET 31,14,14,"Joey Harrington pass complete to Mike Williams for 14 yards (tackle by Mike Minter). Mike Williams fumbles (forced by Mike Minter), recovered by Kemp Rasmussen at DET-45 (tackle by Mike Williams)",1.000,-2.590
,,,,,,,"DET challenged the ruling, and the play was upheld.",,
3,8:45,1,10,DET 45,14,14,"Stephen Davis up the middle for 8 yards (tackle by Kenoy Kennedy). Penalty on Rod Gardner: Offensive Holding, 10 yards",2.590,2.460
3,8:14,1,12,DET 47,14,14,Nick Goings right tackle for 10 yards (tackle by Kenoy Kennedy),2.460,3.120
3,7:35,2,2,DET 37,14,14,Jake Delhomme pass incomplete intended for Ricky Proehl (defended by Terrence Holt),3.120,2.410
3,7:29,3,2,DET 37,14,14,"Jake Delhomme pass complete to Mike Seidman for 3 yards (tackle by Boss Bailey). Penalty on Rod Gardner: Offensive Pass Interfere, 10 yards (no play)",2.410,1.090
3,7:00,3,12,DET 47,14,14,Jake Delhomme pass incomplete intended for Steve Smith,1.090,0.130
3,6:55,4,12,DET 47,14,14,Jason Baker punts 11 yards,0.130,-1.330
3,6:49,1,10,DET 36,14,14,Joey Harrington pass incomplete intended for Kevin Jones,1.330,0.790
3,6:43,2,10,DET 36,14,14,Shawn Bryson right end for 2 yards (tackle by Al Wallace),0.790,0.370
3,6:00,3,8,DET 38,14,14,Joey Harrington pass complete to Mike Williams for 13 yards (tackle by Thomas Davis),0.370,2.320
3,5:16,1,10,CAR 49,14,14,Kevin Jones left tackle for 3 yards (tackle by Kindal Moorehead),2.320,2.190
3,4:40,2,7,CAR 46,14,14,Joey Harrington pass complete to Kevin Johnson for 5 yards (tackle by Ricky Manning),2.190,2.150
3,4:01,3,2,CAR 41,14,14,Kevin Jones right tackle for 1 yard (tackle by Brandon Short),2.150,0.590
3,3:15,4,1,CAR 40,14,14,Joey Harrington pass complete to Casey Fitzsimmons for 4 yards (tackle by Will Witherspoon),0.590,3.180
3,2:51,1,10,CAR 36,14,14,"Penalty on DET: Illegal Substitution, 5 yards (no play)",3.180,2.850
3,2:23,1,15,CAR 41,14,14,"Joey Harrington pass incomplete intended for Kevin Johnson. Penalty on Ricky Manning: Illegal Contact, 5 yards (no play)",2.850,3.180
3,2:17,1,10,CAR 36,14,14,Joey Harrington pass incomplete intended for Marcus Pollard,3.180,2.640
3,2:13,2,10,CAR 36,14,14,Shawn Bryson up the middle for 3 yards (tackle by Kemp Rasmussen),2.640,2.350
3,1:33,3,7,CAR 33,14,14,Joey Harrington pass complete to Shawn Bryson for no gain,2.350,1.150
3,0:45,4,7,CAR 33,14,17,Jason Hanson 52 yard field goal good,1.150,3.000
3,,,,DET 30,14,17,"Jason Hanson kicks off 57 yards, returned by Jamal Robertson for 13 yards (tackle by Vernon Fox)",0.000,0.670
3,0:36,1,10,CAR 26,14,17,Stephen Davis left tackle for 5 yards (tackle by Earl Holmes),0.670,0.810
Quarter,Time,Down,ToGo,Location,CAR,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,CAR 31,14,17,Jake Delhomme pass complete to Steve Smith for 10 yards (tackle by Dre' Bly and Boss Bailey),0.810,1.660
4,14:23,1,10,CAR 41,14,17,Jake Delhomme pass complete to Rod Gardner for 12 yards (tackle by Andre' Goodman),1.660,2.460
4,13:42,1,10,DET 47,14,17,Jake Delhomme pass complete to Steve Smith for 19 yards (tackle by Kenoy Kennedy),2.460,3.710
4,13:03,1,10,DET 28,14,17,Stephen Davis left tackle for 3 yards (tackle by Kenoy Kennedy),3.710,3.570
4,12:18,2,7,DET 25,14,17,Nick Goings up the middle for 3 yards (tackle by Boss Bailey and Kenoy Kennedy),3.570,3.270
4,11:35,3,4,DET 22,14,17,Jake Delhomme pass complete to Ricky Proehl for 9 yards (tackle by R.W. McQuarters),3.270,4.710
4,10:55,1,10,DET 13,14,17,Jake Delhomme pass complete to Steve Smith for 7 yards (tackle by Terrence Holt and Earl Holmes),4.710,5.340
4,10:13,2,3,DET 6,14,17,Stephen Davis up the middle for no gain (tackle by Earl Holmes),5.340,4.560
4,9:29,3,3,DET 6,14,17,Stephen Davis right tackle for 2 yards (tackle by James Davis),4.560,3.040
4,8:59,4,1,DET 4,14,17,Jake Delhomme up the middle for no gain (tackle by Jared DeVries),3.040,0.380
4,8:52,1,10,DET 4,14,17,Kevin Jones up the middle for 5 yards (tackle by Brandon Short and Marlon McCree),-0.380,-0.420
4,8:16,2,5,DET 9,14,17,Joey Harrington pass complete to Marcus Pollard for 86 yards (tackle by Mike Minter),-0.420,6.060
4,7:22,1,5,CAR 5,14,17,Kevin Jones up the middle for no gain (tackle by Al Wallace and Marlon McCree),6.060,5.150
4,6:39,2,5,CAR 5,14,17,Joey Harrington pass complete to Kevin Jones for -4 yards (tackle by Ken Lucas),5.150,3.360
4,5:57,3,9,CAR 9,14,17,Joey Harrington right end for 2 yards (tackle by Al Wallace),3.360,2.970
4,5:11,4,7,CAR 7,14,20,Jason Hanson 25 yard field goal good,2.970,3.000
4,,,,DET 30,14,20,"Jason Hanson kicks off 65 yards, returned by Jamal Robertson for 17 yards (tackle by Donte Curry)",0.000,0.410
4,5:01,1,10,CAR 22,14,20,Jake Delhomme sacked by Shaun Cody for -10 yards,0.410,-1.510
4,4:32,2,20,CAR 12,14,20,Jake Delhomme pass incomplete intended for Rod Gardner (defended by Andre' Goodman),-1.510,-2.590
4,4:26,3,20,CAR 12,14,20,"Nick Goings up the middle for 12 yards (tackle by Boss Bailey). Penalty on Jake Delhomme: Delay of Game, 5 yards (no play)",-2.590,-3.180
4,4:26,3,25,CAR 7,14,20,Jake Delhomme pass complete to Nick Goings for 14 yards (tackle by Boss Bailey),-3.180,-1.960
4,3:50,4,11,CAR 21,14,20,"Jason Baker punts 45 yards, returned by R.W. McQuarters for 5 yards (tackle by Dante Wesley)",-1.960,-1.530
4,3:38,1,10,DET 39,14,20,Kevin Jones left tackle for 2 yards (tackle by Al Wallace and Brandon Short),1.530,1.260
4,3:31,,,,14,20,Timeout #1 by Carolina Panthers,0.000,1.260
4,3:31,2,8,DET 41,14,20,Kevin Jones right end for 1 yard (tackle by Brandon Short),1.260,0.700
4,3:25,,,,14,20,Timeout #2 by Carolina Panthers,0.000,0.700
4,3:25,3,7,DET 42,14,20,Joey Harrington sacked by Mike Rucker for -3 yards,0.700,-0.780
4,3:20,,,,14,20,Timeout #3 by Carolina Panthers,0.000,-0.780
4,3:20,4,10,DET 39,14,20,"Nick Harris punts 40 yards, fair catch by Steve Smith",-0.780,-0.340
4,3:13,1,10,CAR 21,14,20,Jake Delhomme pass complete to Nick Goings for 11 yards (tackle by Andre' Goodman),0.340,1.070
4,3:07,1,10,CAR 32,14,20,"Jake Delhomme up the middle for 5 yards (tackle by Kenoy Kennedy). Penalty on Kenoy Kennedy: Personal Foul, 15 yards",1.070,2.390
4,2:56,1,10,DET 48,14,20,Chris Weinke pass complete to Rod Gardner for 6 yards (tackle by Andre' Goodman),2.390,2.660
4,2:28,2,4,DET 42,14,20,Chris Weinke for 1 yard (tackle by Terrence Holt),2.660,2.080
4,2:22,3,3,DET 41,14,20,Chris Weinke pass complete to Ricky Proehl for 5 yards (tackle by Terrence Holt),2.080,3.180
4,2:00,1,10,DET 36,14,20,Chris Weinke pass complete to Ricky Proehl for 18 yards (tackle by Andre' Goodman),3.180,4.370
4,1:33,1,10,DET 18,14,20,Chris Weinke pass incomplete intended for Ricky Proehl (defended by Andre' Goodman),4.370,3.800
4,1:29,2,10,DET 18,14,20,Chris Weinke pass complete to Ricky Proehl for 15 yards (tackle by Kenoy Kennedy),3.800,6.510
4,1:05,1,3,DET 3,14,20,Jamal Robertson left end for no gain (tackle by Shaun Rogers),6.510,5.530
4,0:39,2,3,DET 3,14,20,Chris Weinke pass incomplete intended for Ricky Proehl,5.530,4.720
4,0:36,3,3,DET 3,20,20,"Chris Weinke pass complete to Ricky Proehl for 3 yards, touchdown",4.720,7.000
4,,,,DET 2,21,20,John Kasay kicks extra point good,0.000,0.000
4,,,,CAR 30,21,20,"John Kasay kicks off 64 yards, returned by R.W. McQuarters for 43 yards (tackle by Garnell Wilds)",0.000,2.190
4,0:24,1,10,DET 49,21,20,Joey Harrington pass incomplete intended for Glenn Martinez (defended by Mike Minter),2.190,1.650
4,0:20,2,10,DET 49,21,20,Joey Harrington pass incomplete intended for Glenn Martinez (defended by Dante Wesley),1.650,0.960
4,0:15,3,10,DET 49,21,20,Joey Harrington pass incomplete intended for Glenn Martinez,0.960,-0.130
4,0:10,4,10,DET 49,21,20,Joey Harrington pass incomplete intended for Kevin Johnson,-0.130,-2.320
4,0:04,1,10,DET 49,21,20,Chris Weinke kneels for -1 yards,2.320,1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
