Player,Pos
Steve McNair,QB
Chris Brown,RB
Tyrone Calico,WR
Courtney Roby,WR
Drew Bennett,WR
Erron Kinney,TE
Brad Hopkins,LT
Zach Piller,LG
Justin Hartwig,C
Benji Olson,RG
Michael Roos,RT
Kyle Vanden Bosch,LDE
Randy Starks,LDT
Albert Haynesworth,RDT
Travis LaBoy,RDE
Peter Sirmon,LLB
Brad Kassell,MLB
Keith Bulluck,RLB
Reynaldo Hill,LCB
Adam Jones,RCB
Tank Williams,SS
Lamont Thompson,FS
