Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
2,2:53,2,7,TEN 11,3,9,"Gus Frerotte pass complete to Chris Chambers for 11 yards, touchdown",4.520,7.000
2,,,,TEN 2,3,10,Olindo Mare kicks extra point good,0.000,0.000
2,,,,MIA 30,3,10,"Olindo Mare kicks off 73 yards, touchback",0.000,0.280
2,2:48,1,10,TEN 20,3,10,Billy Volek pass incomplete intended for Drew Bennett (defended by Sam Madison),0.280,-0.270
2,2:41,2,10,TEN 20,3,10,Chris Brown up the middle for 3 yards (tackle by Zach Thomas),-0.270,-0.560
2,2:00,3,7,TEN 23,3,10,Billy Volek sacked by Vonnie Holliday for -7 yards,-0.560,-2.390
2,1:52,,,,3,10,Timeout #1 by Miami Dolphins,0.000,-2.390
2,1:52,4,14,TEN 16,3,10,"Craig Hentrich punts 38 yards, returned by Wes Welker for 6 yards (tackle by Michael Waddell)",-2.390,-2.390
2,1:43,1,10,TEN 48,3,10,"Gus Frerotte pass incomplete intended for Ricky Williams. Penalty on Albert Haynesworth: Defensive Holding, 5 yards (no play)",2.390,2.720
2,1:38,1,10,TEN 43,3,10,Gus Frerotte pass complete to Randy McMichael for 6 yards (tackle by Peter Sirmon and Andre Woolfolk),2.720,2.990
2,1:14,2,4,TEN 37,3,10,Gus Frerotte pass complete to Ricky Williams for 3 yards (tackle by Keith Bulluck),2.990,2.680
2,1:07,3,1,TEN 34,3,10,Gus Frerotte up the middle for 2 yards (tackle by Kyle Vanden Bosch and Travis LaBoy),2.680,3.450
2,0:58,,,,3,10,Timeout #2 by Miami Dolphins,0.000,3.450
2,0:58,1,10,TEN 32,3,10,Gus Frerotte pass complete to Marty Booker for 15 yards (tackle by Tank Williams),3.450,4.440
2,0:51,1,10,TEN 17,3,10,Gus Frerotte pass incomplete intended for Chris Chambers,4.440,3.850
2,0:44,2,10,TEN 17,3,10,Gus Frerotte pass incomplete intended for Wes Welker,3.850,3.070
2,0:40,3,10,TEN 17,3,10,Gus Frerotte pass complete to Randy McMichael for 10 yards (tackle by Andre Woolfolk),3.070,5.600
2,0:33,1,7,TEN 7,3,16,"Gus Frerotte pass complete to Chris Chambers for 7 yards, touchdown",5.600,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,,,,TEN 2,3,17,Olindo Mare kicks extra point good,0.000,0.000
2,,,,MIA 30,3,17,"Olindo Mare kicks off 73 yards, returned by Adam Jones for 22 yards (tackle by Travis Minor)",0.000,0.150
2,0:22,1,10,TEN 19,3,17,"Penalty on Bo Scaife: False Start, 5 yards (no play)",0.150,-0.390
2,0:22,1,15,TEN 14,3,17,Billy Volek pass incomplete intended for Chris Brown (defended by Vonnie Holliday),-0.390,-1.110
2,0:17,2,15,TEN 14,3,17,Chris Brown up the middle for 5 yards (tackle by Vonnie Holliday and Kevin Carter),-1.110,-1.070
Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,3,17,"Rob Bironas kicks off 67 yards, returned by Bryan Gilmore for 25 yards (tackle by Robert Reynolds)",0.000,0.810
3,14:53,1,10,MIA 28,3,17,Gus Frerotte pass incomplete intended for Chris Chambers,0.810,0.260
3,14:46,2,10,MIA 28,3,17,Ricky Williams left guard for 3 yards (tackle by Albert Haynesworth),0.260,-0.030
3,14:04,3,7,MIA 31,3,17,Gus Frerotte sacked by Randy Starks for -10 yards,-0.030,-1.960
3,13:38,4,17,MIA 21,3,17,"Donnie Jones punts 36 yards, returned by Adam Jones for 10 yards (tackle by Donnie Spragan)",-1.960,-2.460
3,13:27,1,10,MIA 47,3,17,Billy Volek pass complete to Erron Kinney for 6 yards (tackle by Zach Thomas and Donnie Spragan),2.460,2.720
3,12:46,2,4,MIA 41,3,17,Billy Volek pass complete to Drew Bennett for 1 yard (tackle by Channing Crowder),2.720,2.150
3,12:19,3,3,MIA 40,3,17,Travis Henry left end for 4 yards (tackle by Travares Tillman),2.150,3.180
3,11:54,1,10,MIA 36,3,17,Travis Henry left tackle for 5 yards (tackle by Lance Schulters and Zach Thomas),3.180,3.310
3,11:17,2,5,MIA 31,3,17,Travis Henry right tackle for 17 yards (tackle by Zach Thomas),3.310,4.650
3,10:45,1,10,MIA 14,3,17,Travis Henry left end for 9 yards (tackle by Channing Crowder),4.650,5.670
3,10:03,2,1,MIA 5,3,17,Travis Henry right tackle for 2 yards (tackle by Zach Thomas and Travares Tillman),5.670,6.510
3,9:20,1,3,MIA 3,3,17,Billy Volek pass incomplete intended for Drew Bennett,6.510,5.530
3,9:15,2,3,MIA 3,3,17,Travis Henry left tackle for -2 yards (tackle by Donnie Spragan),5.530,4.260
3,8:36,3,5,MIA 5,3,17,"Penalty on Jacob Bell: False Start, 5 yards (no play)",4.260,3.130
3,8:00,3,10,MIA 10,3,17,"Billy Volek sacked by Kevin Carter for -7 yards. Billy Volek fumbles (forced by Kevin Carter), recovered by Vonnie Holliday at MIA-16",3.130,0.140
3,7:54,1,10,MIA 16,3,17,Ricky Williams right guard for 1 yard (tackle by Peter Sirmon),-0.140,-0.510
3,7:16,2,9,MIA 17,3,17,Gus Frerotte pass incomplete intended for Randy McMichael,-0.510,-1.200
3,7:11,3,9,MIA 17,3,17,Gus Frerotte pass incomplete intended for Chris Chambers is intercepted by Lamont Thompson at TEN-39,-1.200,-1.530
3,7:02,1,10,TEN 39,3,17,Travis Henry left guard for 3 yards (tackle by Reggie Howard and Donnie Spragan),1.530,1.390
3,6:30,2,7,TEN 42,3,17,Billy Volek pass complete to Bo Scaife for 3 yards (tackle by Reggie Howard and Kevin Carter),1.390,1.090
3,5:51,3,4,TEN 45,3,17,Billy Volek pass complete to Drew Bennett for 10 yards (tackle by Sam Madison),1.090,2.590
3,5:14,1,10,MIA 45,3,17,Billy Volek pass incomplete intended for Courtney Roby,2.590,2.040
3,5:06,2,10,MIA 45,3,17,Travis Henry right guard for 1 yard (tackle by Vonnie Holliday),2.040,1.490
3,4:28,3,9,MIA 44,3,17,Billy Volek pass incomplete (defended by Reggie Howard),1.490,0.330
3,4:21,4,9,MIA 44,3,17,Craig Hentrich punts 35 yards,0.330,0.380
3,4:11,1,10,MIA 9,3,17,Ricky Williams up the middle for 14 yards (tackle by Peter Sirmon),-0.380,0.480
3,3:36,1,10,MIA 23,3,17,"Chris Chambers for no gain. Chris Chambers fumbles, recovered by Chris Chambers at MIA-21",0.480,-0.340
3,2:47,2,12,MIA 21,3,17,"Penalty on Gus Frerotte: Delay of Game, 5 yards (no play)",-0.340,-1.150
3,2:26,2,17,MIA 16,3,17,Gus Frerotte pass complete to Randy McMichael for 7 yards (tackle by Tank Williams),-1.150,-0.760
3,1:59,3,10,MIA 23,3,17,Gus Frerotte pass incomplete intended for Chris Chambers,-0.760,-1.830
3,1:51,4,10,MIA 23,3,17,"Donnie Jones punts 49 yards, returned by Adam Jones for -1 yards (tackle by Travares Tillman)",-1.830,-0.740
3,1:39,1,10,TEN 27,3,17,Chris Brown left guard for 3 yards (tackle by Vonnie Holliday),0.740,0.600
3,0:56,2,7,TEN 30,3,17,Billy Volek pass incomplete intended for Courtney Roby (defended by Jason Taylor),0.600,-0.100
3,0:51,3,7,TEN 30,3,17,Billy Volek pass complete to Courtney Roby for 11 yards (tackle by Travis Daniels),-0.100,1.660
3,0:10,1,10,TEN 41,3,17,Billy Volek pass complete to Courtney Roby for 14 yards,1.660,2.590
Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 45,3,17,Billy Volek pass incomplete intended for Drew Bennett,2.590,2.040
4,14:57,2,10,MIA 45,3,17,Billy Volek pass complete to Troy Fleming for 4 yards (tackle by Travis Daniels and Donnie Spragan),2.040,1.880
4,14:17,3,6,MIA 41,3,17,Billy Volek pass incomplete intended for Bo Scaife,1.880,0.530
4,14:13,4,6,MIA 41,3,17,Craig Hentrich punts 31 yards,0.530,0.380
4,14:05,1,10,MIA 10,3,17,Ricky Williams up the middle for -1 yards (tackle by Keith Bulluck and Peter Sirmon),-0.380,-0.850
4,13:23,2,11,MIA 9,3,17,Ricky Williams up the middle for 2 yards (tackle by Travis LaBoy),-0.850,-1.300
4,12:47,3,9,MIA 11,3,17,Gus Frerotte pass incomplete intended for Chris Chambers,-1.300,-2.490
4,12:42,4,9,MIA 11,3,17,"Donnie Jones punts 47 yards, returned by Adam Jones for 7 yards (tackle by Lester Towns). Adam Jones fumbles, recovered by Marcus Randall at TEN-45 (tackle by Lester Towns)",-2.490,-1.930
4,12:30,1,10,TEN 45,9,17,"Billy Volek pass complete to Drew Bennett for 55 yards, touchdown",1.930,7.000
4,,,,MIA 2,10,17,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 30,10,17,"Rob Bironas kicks off 67 yards, returned by Bryan Gilmore for 29 yards (tackle by Cody Spencer)",0.000,1.070
4,12:11,1,10,MIA 32,10,17,"Gus Frerotte pass incomplete intended for Marty Booker. Penalty on Marty Booker: Offensive Pass Interfere, 10 yards (no play)",1.070,0.410
4,12:06,1,20,MIA 22,10,17,Ricky Williams right end for 16 yards (tackle by Tank Williams),0.410,1.340
4,11:44,2,4,MIA 38,10,17,Gus Frerotte pass complete to Chris Chambers for 2 yards (tackle by Reynaldo Hill),1.340,0.890
4,11:10,3,2,MIA 40,10,17,Sammy Morris up the middle for 1 yard (tackle by Randy Starks),0.890,-0.650
4,10:32,4,1,MIA 41,10,17,"Donnie Jones punts 43 yards, returned by Adam Jones for no gain",-0.650,0.140
4,10:21,1,10,TEN 16,10,17,"Billy Volek sacked by Jason Taylor for -7 yards. Billy Volek fumbles (forced by Jason Taylor), recovered by Brad Hopkins at TEN-8",-0.140,-1.360
4,9:33,2,18,TEN 8,10,17,Travis Henry left tackle for 4 yards (tackle by Zach Thomas),-1.360,-1.890
4,8:48,3,14,TEN 12,10,17,"Billy Volek pass incomplete intended for Drew Bennett. Penalty on Sam Madison: Illegal Contact, 5 yards (no play)",-1.890,-0.060
4,8:42,1,10,TEN 17,10,17,Billy Volek pass complete to Bo Scaife for 8 yards (tackle by Sam Madison),-0.060,0.620
4,8:06,2,2,TEN 25,10,17,Travis Henry right guard for 9 yards (tackle by Channing Crowder),0.620,1.200
4,7:31,1,10,TEN 34,10,17,Travis Henry left tackle for 2 yards (tackle by Channing Crowder),1.200,0.930
4,6:51,2,8,TEN 36,10,17,Billy Volek pass incomplete intended for Drew Bennett,0.930,0.230
4,6:47,3,8,TEN 36,10,17,"Penalty on Brad Hopkins: False Start, 5 yards (no play)",0.230,-0.430
4,6:47,3,13,TEN 31,10,17,Billy Volek pass complete to Travis Henry for -1 yards (tackle by Travis Daniels),-0.430,-1.370
4,6:09,4,14,TEN 30,10,17,"Craig Hentrich punts 55 yards, returned by Wes Welker for no gain",-1.370,0.220
4,5:58,1,10,MIA 15,10,17,Ricky Williams left tackle for 2 yards (tackle by Tank Williams and Keith Bulluck),-0.220,-0.440
4,5:24,2,8,MIA 17,10,17,Gus Frerotte pass incomplete intended for Chris Chambers,-0.440,-1.120
4,5:20,3,8,MIA 17,10,17,Gus Frerotte pass complete to Chris Chambers for 11 yards (tackle by Reynaldo Hill),-1.120,0.810
4,4:57,1,10,MIA 28,10,17,Sammy Morris right end for 1 yard (tackle by Brad Kassell),0.810,0.400
4,4:19,2,9,MIA 29,10,17,Gus Frerotte pass incomplete intended for Randy McMichael,0.400,-0.300
4,4:16,3,9,MIA 29,10,17,Gus Frerotte pass incomplete intended for Chris Chambers,-0.300,-1.440
4,4:11,4,9,MIA 29,10,17,"Donnie Jones punts 42 yards, returned by Adam Jones for -4 yards (tackle by Jason Glenn)",-1.440,-0.610
4,4:00,1,10,TEN 25,10,17,Billy Volek pass complete to Bobby Wade for 6 yards (tackle by Travares Tillman),0.610,0.870
4,3:55,2,4,TEN 31,10,17,Billy Volek pass complete to Travis Henry for 3 yards (tackle by Vonnie Holliday),0.870,0.560
4,3:15,3,1,TEN 34,10,17,Travis Henry right guard for no gain (tackle by Jeff Zgonina and Channing Crowder),0.560,-1.110
4,2:35,4,1,TEN 34,10,17,"Craig Hentrich punts 43 yards, returned by Wes Welker for 14 yards (tackle by Rich Gardner)",-1.110,-1.400
4,2:21,1,10,MIA 37,10,17,Ricky Williams right guard for 3 yards (tackle by Brad Kassell),1.400,1.260
4,2:16,,,,10,17,Timeout #1 by Tennessee Titans,0.000,1.260
4,2:16,2,7,MIA 40,10,17,Ricky Williams up the middle for 35 yards (tackle by Lamont Thompson),1.260,3.910
4,2:07,1,10,TEN 25,10,17,Sammy Morris right guard for no gain (tackle by Jared Clauss),3.910,3.360
4,2:02,,,,10,17,Timeout #2 by Tennessee Titans,0.000,3.360
4,2:02,2,10,TEN 25,10,17,Ricky Williams right end for 6 yards (tackle by Keith Bulluck),3.360,3.490
4,1:56,3,4,TEN 19,10,23,"Ricky Williams right tackle for 19 yards, touchdown",3.490,7.000
4,,,,TEN 2,10,24,Olindo Mare kicks extra point good,0.000,0.000
4,,,,MIA 30,10,24,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
4,1:48,1,10,TEN 20,10,24,Billy Volek pass complete to Jarrett Payton for 5 yards (tackle by Jason Taylor),0.280,0.410
4,1:22,2,5,TEN 25,10,24,Billy Volek sacked by David Bowens for -3 yards,0.410,-0.690
4,0:50,3,8,TEN 22,10,24,Billy Volek pass complete to Bo Scaife for 7 yards (tackle by Zach Thomas),-0.690,-1.440
4,0:23,4,1,TEN 29,10,24,Billy Volek pass incomplete intended for Jarrett Payton (defended by David Bowens),-1.440,-3.640
4,0:19,1,10,TEN 29,10,24,Gus Frerotte kneels for -1 yards,3.640,2.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
