0,1
Game Info,Game Info
Won Toss,Seahawks (deferred)
Roof,outdoors
Surface,grass
Duration,3:03
Attendance,78235
Weather,"35 degrees, relative humidity 78%, wind 11 mph"
Vegas Line,Green Bay Packers -3.5
Over/Under,49.5 (under)
