Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Gerald Everett,SEA,8,8,63,0,3,23,2.9,40,5.0,2.9,1,8.0,0,0.0,0,99.5
D.K. Metcalf,SEA,8,3,26,0,2,24,8.0,2,0.7,14.0,0,,1,12.5,1,7.3
Travis Homer,SEA,4,3,23,0,2,12,4.0,11,3.7,3.5,0,,1,25.0,0,88.5
Tyler Lockett,SEA,8,2,23,0,,22,11.0,1,0.5,22.9,0,,0,0.0,1,0.0
Will Dissly,SEA,2,2,22,0,1,-2,-1.0,24,12.0,-1.0,0,,0,0.0,0,112.5
Alex Collins,SEA,1,1,8,0,0,-5,-5.0,13,13.0,-5.0,0,,0,0.0,0,100.0
D'Wayne Eskridge,SEA,2,1,-4,0,,-5,-5.0,1,1.0,16.0,0,,0,0.0,0,56.2
Freddie Swain,SEA,3,0,0,0,,0,,0,,21.7,0,,1,33.3,0,39.6
Penny Hart,SEA,2,0,0,0,,0,,0,,16.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Davante Adams,GNB,11,7,78,0,2,36,5.1,42,6.0,5.1,0,,1,9.1,0,84.7
Aaron Jones,GNB,6,4,61,0,3,4,1.0,57,14.3,0.8,0,,2,33.3,0,100.0
Randall Cobb,GNB,4,3,21,0,2,-1,-0.3,22,7.3,2.0,0,,0,0.0,0,86.5
Marcedes Lewis,GNB,2,2,10,0,,6,3.0,4,2.0,3.0,0,,0,0.0,0,87.5
AJ Dillon,GNB,2,2,62,0,2,-1,-0.5,63,31.5,-0.5,2,1.0,0,0.0,0,118.7
Josiah Deguara,GNB,3,2,9,0,,0,0.0,9,4.5,5.0,0,,0,0.0,1,30.6
Allen Lazard,GNB,4,1,6,0,,5,5.0,1,1.0,18.8,0,,0,0.0,0,39.6
Tyler Davis,GNB,1,1,4,0,,2,2.0,2,2.0,2.0,0,,0,0.0,0,83.3
Marquez Valdes-Scantling,GNB,2,1,41,0,1,26,26.0,15,15.0,33.0,0,,0,0.0,0,95.8
