Quarter,Time,Tm,Detail,SEA,GNB
2.0,9:31,Packers,Mason Crosby 27 yard field goal,0,3
4.0,10:37,Packers,AJ Dillon 3 yard rush (Mason Crosby kick),0,10
,1:56,Packers,AJ Dillon 2 yard rush (Mason Crosby kick),0,17
