Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
1,3:41,3,10,GNB 45,0,0,Russell Wilson sacked by Whitney Mercilus for -7 yards,,
1,3:04,4,17,SEA 48,0,0,Michael Dickson punts 45 yards out of bounds,,
1,2:51,1,10,GNB 7,0,0,Aaron Jones up the middle for 3 yards (tackle by D.J. Reed and Jamal Adams),,
1,2:12,2,7,GNB 10,0,0,Aaron Rodgers pass incomplete deep right intended for Marquez Valdes-Scantling,,
1,2:06,3,7,GNB 10,0,0,Aaron Rodgers pass incomplete deep middle intended for Allen Lazard (defended by Ryan Neal),,
1,1:59,4,7,GNB 10,0,0,"Corey Bojorquez punts 41 yards, fair catch by Freddie Swain at SEA-49",,
1,1:53,1,10,SEA 49,0,0,Alex Collins left guard for no gain (tackle by Krys Barnes),,
1,1:22,2,10,SEA 49,0,0,Russell Wilson pass incomplete short middle intended for D.K. Metcalf,,
1,1:19,3,10,SEA 49,0,0,Russell Wilson pass complete short left to Gerald Everett for 6 yards (tackle by De'Vondre Campbell),,
1,0:44,4,4,GNB 45,0,0,"Michael Dickson punts 36 yards, fair catch by Amari Rodgers at GB-9",,
1,0:37,1,10,GNB 9,0,0,Aaron Rodgers pass complete short left to Davante Adams for 6 yards (tackle by Quandre Diggs),,
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,GNB 15,0,0,AJ Dillon left tackle for 7 yards (tackle by Carlos Dunlap and Jamal Adams),,
2,14:25,1,10,GNB 22,0,0,Aaron Rodgers pass incomplete short right,,
2,14:21,2,10,GNB 22,0,0,Aaron Rodgers pass complete short left to AJ Dillon for 12 yards (tackle by Jordyn Brooks),,
2,13:44,1,10,GNB 34,0,0,AJ Dillon left guard for 5 yards (tackle by Bobby Wagner and Jordyn Brooks),,
2,13:07,2,5,GNB 39,0,0,Aaron Rodgers pass complete short right to Randall Cobb for 6 yards (tackle by Ugo Amadi),,
2,12:29,1,10,GNB 45,0,0,Aaron Rodgers pass complete short middle to Davante Adams for 34 yards (tackle by Jamal Adams),,
2,11:47,1,10,SEA 21,0,0,Aaron Rodgers pass incomplete short left intended for Davante Adams (defended by Ugo Amadi),,
2,11:45,2,10,SEA 21,0,0,Aaron Rodgers pass complete short right to Marcedes Lewis for 3 yards (tackle by Jamal Adams and Jordyn Brooks),,
2,11:05,3,7,SEA 18,0,0,Aaron Rodgers scrambles right end for 8 yards (tackle by Ryan Neal),,
2,10:28,,,,,,Timeout #1 by Seattle Seahawks,,
2,10:28,1,10,SEA 10,0,0,AJ Dillon right end for 1 yard (tackle by Carlos Dunlap and Poona Ford),,
2,9:46,2,9,SEA 9,0,0,Aaron Rodgers pass incomplete short middle intended for Davante Adams (defended by Poona Ford),,
2,9:41,3,9,SEA 9,0,0,Aaron Rodgers pass incomplete short left intended for Randall Cobb (defended by D.J. Reed),,
2,9:35,4,9,SEA 9,0,3,Mason Crosby 27 yard field goal good,,
2,9:31,,,GNB 35,0,3,"Mason Crosby kicks off 63 yards, returned by DeeJay Dallas for 24 yards (tackle by Oren Burks)",,
2,9:25,1,10,SEA 26,0,3,Russell Wilson pass complete short left to Will Dissly for 28 yards (tackle by Adrian Amos),,
2,8:36,1,10,GNB 46,0,3,Alex Collins right guard for 5 yards (tackle by Krys Barnes and Adrian Amos),,
2,7:56,2,5,GNB 41,0,3,Russell Wilson pass incomplete short left,,
2,7:52,3,5,GNB 41,0,3,Russell Wilson sacked by Rashan Gary for -7 yards,,
2,7:14,4,12,GNB 48,0,3,"Michael Dickson punts 35 yards, returned by Amari Rodgers for 4 yards (tackle by Penny Hart)",,
2,7:05,1,10,GNB 17,0,3,Aaron Rodgers pass complete short right to Josiah Deguara for 4 yards (tackle by Jordyn Brooks),,
2,6:27,2,6,GNB 21,0,3,Aaron Rodgers pass complete short left to Davante Adams for 14 yards (tackle by Quandre Diggs),,
2,5:45,1,10,GNB 35,0,3,Aaron Rodgers pass incomplete short right intended for Aaron Jones,,
2,5:40,2,10,GNB 35,0,3,Aaron Jones up the middle for 2 yards (tackle by Jordyn Brooks),,
2,4:54,3,8,GNB 37,0,3,"Aaron Rodgers pass incomplete short right intended for Josiah Deguara. Penalty on Ugo Amadi: Defensive Holding, 5 yards (accepted) (no play)",,
2,4:47,1,10,GNB 42,0,3,Aaron Rodgers pass complete short middle to Randall Cobb for 8 yards (tackle by Ugo Amadi),,
2,4:07,2,2,GNB 50,0,3,"Aaron Rodgers aborted snap, recovered by Aaron Rodgers at GB-48 and returned for -2 yards SEA challenged the loose ball recovery ruling, and the play was upheld.",,
2,3:05,3,4,GNB 48,0,3,Aaron Rodgers pass complete short right to Aaron Jones for 10 yards (tackle by Jamal Adams),,
2,2:30,1,10,SEA 42,0,3,Aaron Jones left tackle for 2 yards (tackle by L.J. Collier and Rasheem Green),,
2,2:00,2,8,SEA 40,0,3,Aaron Rodgers pass complete short right to Allen Lazard for 6 yards (tackle by Ugo Amadi),,
2,1:54,3,2,SEA 34,0,3,AJ Dillon right guard for no gain (tackle by Poona Ford and Al Woods),,
2,1:07,,,,,,Timeout #1 by Green Bay Packers,,
2,1:07,4,2,SEA 34,0,3,Aaron Rodgers pass incomplete short right intended for Allen Lazard (defended by Tre Brown),,
2,1:03,1,10,SEA 35,0,3,Russell Wilson pass complete short left to D.K. Metcalf for 1 yard (tackle by Kevin King),,
2,0:58,2,9,SEA 36,0,3,Russell Wilson scrambles left end for 4 yards (tackle by Henry Black),,
2,0:50,3,5,SEA 40,0,3,Russell Wilson pass complete short middle to Gerald Everett for 9 yards (tackle by Krys Barnes),,
2,0:28,1,10,SEA 49,0,3,Russell Wilson pass complete short right to Gerald Everett for 9 yards (tackle by Chandon Sullivan and Eric Stokes),,
2,0:19,,,,,,Timeout #3 by Seattle Seahawks,,
2,0:19,2,1,GNB 42,0,3,Russell Wilson pass complete short left to D.K. Metcalf for 7 yards,,
2,0:15,1,10,GNB 35,0,3,Russell Wilson pass incomplete deep right intended for Tyler Lockett,,
2,0:08,2,10,GNB 35,0,3,"Russell Wilson pass incomplete short left intended for D.K. Metcalf. Penalty on Damien Lewis: Offensive Holding, 10 yards (accepted) (no play)",,
2,0:04,,,,,,Timeout #2 by Green Bay Packers,,
2,0:04,2,20,GNB 45,0,3,Russell Wilson pass incomplete deep left intended for D.K. Metcalf,,
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,0,3,"Mason Crosby kicks off 65 yards, touchback.",,
3,15:00,1,10,SEA 25,0,3,Russell Wilson pass complete short right to Gerald Everett for 5 yards (tackle by Krys Barnes),,
3,14:31,2,5,SEA 30,0,3,Alex Collins up the middle for 5 yards (tackle by Dean Lowry),,
3,13:58,1,10,SEA 35,0,3,Russell Wilson pass incomplete short right intended for Tyler Lockett,,
3,13:53,2,10,SEA 35,0,3,Alex Collins right guard for 1 yard (tackle by Whitney Mercilus),,
3,13:13,3,9,SEA 36,0,3,Russell Wilson pass incomplete deep left intended for Freddie Swain (defended by Darnell Savage),,
3,13:03,4,9,SEA 36,0,3,"Michael Dickson punts 51 yards, returned by Amari Rodgers for no gain (tackle by John Reid)",,
3,12:56,1,10,GNB 13,0,3,Aaron Jones left tackle for 5 yards (tackle by Jordyn Brooks),,
3,12:20,2,5,GNB 18,0,3,Aaron Rodgers pass incomplete deep middle intended for Allen Lazard,,
3,12:14,3,5,GNB 18,0,3,"Aaron Rodgers scrambles left end for no gain. Penalty on Lucas Patrick: Offensive Holding, 9 yards (accepted) (no play)",,
3,11:42,3,14,GNB 9,0,3,Aaron Rodgers pass complete short right to Aaron Jones for 4 yards (tackle by Ugo Amadi),,
3,11:01,4,10,GNB 13,0,3,"Corey Bojorquez punts 49 yards, fair catch by Freddie Swain at SEA-38",,
3,10:54,1,10,SEA 38,0,3,Russell Wilson pass complete short left to Tyler Lockett for 7 yards,,
3,10:30,2,3,SEA 45,0,3,Russell Wilson pass complete deep right to D.K. Metcalf for 18 yards (tackle by Rasul Douglas),,
3,9:57,1,10,GNB 37,0,3,Russell Wilson pass incomplete short left intended for Tyler Lockett,,
3,9:54,2,10,GNB 37,0,3,Russell Wilson pass complete short right to Alex Collins for 8 yards (tackle by Jonathan Garvin),,
3,9:27,3,2,GNB 29,0,3,Alex Collins up the middle for 4 yards (tackle by Jonathan Garvin),,
3,9:03,1,10,GNB 25,0,3,Alex Collins left tackle for 7 yards (tackle by De'Vondre Campbell),,
3,8:30,2,3,GNB 18,0,3,Russell Wilson pass incomplete deep left intended for Penny Hart,,
3,8:26,3,3,GNB 18,0,3,Russell Wilson pass complete short left to Travis Homer for 6 yards (tackle by Rasul Douglas),,
3,8:04,1,10,GNB 12,0,3,Russell Wilson pass incomplete short right intended for Freddie Swain,,
3,7:57,2,10,GNB 12,0,3,Russell Wilson pass incomplete short left intended for Travis Homer,,
3,7:53,3,10,GNB 12,0,3,"Russell Wilson pass short left intended for D.K. Metcalf is intercepted by Kevin King in end zone and returned for no gain Replay Assistant challenged the pass interception ruling, and the play was upheld.",,
3,7:45,1,10,GNB 20,0,3,Aaron Rodgers pass complete short left to Aaron Jones for 23 yards (tackle by Jamal Adams and Ugo Amadi),,
3,7:02,1,10,GNB 43,0,3,Aaron Jones left end for 4 yards (tackle by Jordyn Brooks),,
3,6:22,2,6,GNB 47,0,3,Aaron Rodgers pass complete short left to Aaron Jones for 24 yards (tackle by Jordyn Brooks and Quandre Diggs),,
3,5:36,1,10,SEA 29,0,3,AJ Dillon up the middle for 7 yards (tackle by Jamal Adams and Benson Mayowa),,
3,4:56,2,3,SEA 22,0,3,AJ Dillon right guard for 2 yards (tackle by Jamal Adams),,
3,4:15,3,1,SEA 20,0,3,AJ Dillon up the middle for 1 yard (tackle by Bobby Wagner and Quandre Diggs),,
3,3:29,1,10,SEA 19,0,3,Aaron Rodgers pass incomplete short right intended for Aaron Jones,,
3,3:23,2,10,SEA 19,0,3,Aaron Rodgers pass complete short right to Davante Adams for 4 yards (tackle by Quandre Diggs),,
3,2:40,3,6,SEA 15,0,3,Aaron Rodgers pass deep middle intended for Josiah Deguara is intercepted by Jamal Adams in end zone and returned for no gain,,
3,2:30,1,10,SEA 20,0,3,Alex Collins right end for 1 yard (tackle by Tyler Lancaster and Preston Smith),,
3,2:02,2,9,SEA 21,0,3,Russell Wilson pass complete short middle to D'Wayne Eskridge for -4 yards (tackle by Rasul Douglas),,
3,1:24,3,13,SEA 17,0,3,Russell Wilson pass incomplete short left intended for D.K. Metcalf (defended by Rasul Douglas),,
3,1:16,4,13,SEA 17,0,3,"Michael Dickson punts 61 yards, returned by Amari Rodgers for 16 yards (tackle by Tanner Muse)",,
3,1:04,1,10,GNB 38,0,3,Aaron Jones right end for 6 yards (tackle by Bobby Wagner),,
3,0:26,2,4,GNB 44,0,3,Aaron Rodgers pass complete short left to Randall Cobb for 7 yards (tackle by Jordyn Brooks),,
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 49,0,3,"Penalty on SEA: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
4,15:00,1,5,SEA 44,0,3,Aaron Rodgers pass incomplete short middle intended for Davante Adams,,
4,14:56,2,5,SEA 44,0,3,"AJ Dillon right tackle for 2 yards (tackle by Kerry Hyder). Penalty on Carlos Dunlap: Unsportsmanlike Conduct / Defense, 15 yards (accepted)",,
4,14:25,1,10,SEA 27,0,3,Aaron Rodgers pass complete short middle to Davante Adams for 8 yards (tackle by Quandre Diggs),,
4,13:47,2,2,SEA 19,0,3,AJ Dillon right guard for 2 yards (tackle by Bobby Wagner and Al Woods),,
4,12:58,1,10,SEA 17,0,3,Aaron Rodgers pass complete short left to Josiah Deguara for 5 yards (tackle by Benson Mayowa),,
4,12:16,2,5,SEA 12,0,3,AJ Dillon left end for 5 yards (tackle by Jordyn Brooks and Kerry Hyder),,
4,11:34,1,7,SEA 7,0,3,Aaron Rodgers pass incomplete short right,,
4,11:26,2,7,SEA 7,0,3,AJ Dillon up the middle for 4 yards (tackle by Darrell Taylor),,
4,10:42,,,,,,Timeout #1 by Green Bay Packers,,
4,10:42,3,3,SEA 3,0,9,"AJ Dillon right guard for 3 yards, touchdown",,
4,10:37,,,SEA 15,0,10,Mason Crosby kicks extra point good,,
4,10:37,,,GNB 35,0,10,"Mason Crosby kicks off 63 yards, returned by DeeJay Dallas for 32 yards (tackle by Henry Black)",,
4,10:30,1,10,SEA 34,0,10,Russell Wilson scrambles up the middle for 12 yards (tackle by Adrian Amos),,
4,10:04,1,10,SEA 46,0,10,Russell Wilson pass complete short left to Gerald Everett for 4 yards (tackle by Adrian Amos),,
4,9:25,2,6,SEA 50,0,10,Russell Wilson scrambles right end for 5 yards (tackle by De'Vondre Campbell),,
4,8:41,3,1,GNB 45,0,10,Travis Homer up the middle for 2 yards (tackle by Rashan Gary and Krys Barnes),,
4,8:16,1,10,GNB 43,0,10,Russell Wilson pass deep middle intended for Tyler Lockett is intercepted by Adrian Amos in end zone and returned for no gain,,
4,8:07,1,10,GNB 20,0,10,AJ Dillon left guard for 4 yards (tackle by Bryan Mone and D.J. Reed),,
4,7:26,2,6,GNB 24,0,10,Aaron Rodgers pass complete short left to AJ Dillon for 50 yards (tackle by Bobby Wagner),,
4,6:35,1,10,SEA 26,0,10,AJ Dillon up the middle for 2 yards (tackle by Bryan Mone and Bobby Wagner),,
4,5:53,2,8,SEA 24,0,10,Aaron Rodgers pass complete short middle to Marcedes Lewis for 7 yards (tackle by Jamal Adams),,
4,5:10,3,1,SEA 17,0,10,AJ Dillon right guard for 2 yards (tackle by Alton Robinson and Bobby Wagner),,
4,4:22,1,10,SEA 15,0,10,Patrick Taylor up the middle for 5 yards (tackle by Jamal Adams and Jordyn Brooks),,
4,3:43,2,5,SEA 10,0,10,"Aaron Rodgers pass incomplete short left intended for Davante Adams. Penalty on Alton Robinson: Defensive Offside, 4 yards (accepted) (no play)",,
4,3:39,2,1,SEA 6,0,10,Patrick Taylor left tackle for 2 yards (tackle by Al Woods),,
4,2:54,1,4,SEA 4,0,10,AJ Dillon up the middle for no gain (tackle by Alton Robinson and Bryan Mone),,
4,2:05,2,4,SEA 4,0,10,AJ Dillon right guard for 2 yards (tackle by Al Woods and Bryan Mone),,
4,2:00,3,2,SEA 2,0,16,"AJ Dillon right guard for 2 yards, touchdown",,
4,1:56,,,SEA 15,0,17,Mason Crosby kicks extra point good,,
4,1:56,,,GNB 35,0,17,"Mason Crosby kicks off 64 yards, returned by DeeJay Dallas for 23 yards (tackle by Ty Summers and Shemar Jean-Charles)",,
4,1:50,1,10,SEA 24,0,17,Russell Wilson pass complete short left to Travis Homer for 8 yards,,
4,1:39,2,2,SEA 32,0,17,Russell Wilson pass incomplete deep right intended for Tyler Lockett (defended by Eric Stokes),,
4,1:30,,,,,,Timeout #2 by Green Bay Packers,,
4,1:30,3,2,SEA 32,0,17,Russell Wilson scrambles right end for 4 yards (tackle by Jonathan Garvin),,
4,1:23,1,10,SEA 36,0,17,"Russell Wilson pass incomplete short middle intended for D.K. Metcalf. Penalty on D.K. Metcalf: Disqualification / Offense, 15 yards (offset) . Penalty on Darnell Savage: Taunting / Defense, 15 yards (offset) . Penalty on Jamarco Jones: Unsportsmanlike Conduct / Offense, 15 yards (offset)",,
4,1:19,2,10,SEA 36,0,17,Russell Wilson pass incomplete short right intended for Penny Hart,,
4,1:13,3,10,SEA 36,0,17,Russell Wilson pass complete short right to Gerald Everett for 10 yards (tackle by Henry Black),,
4,1:08,1,10,SEA 46,0,17,Russell Wilson pass complete short right to Gerald Everett for 8 yards (tackle by Henry Black),,
4,0:44,2,2,GNB 46,0,17,Russell Wilson pass incomplete deep right intended for Tyler Lockett (defended by Adrian Amos),,
4,0:37,3,2,GNB 46,0,17,Russell Wilson pass complete short left to Travis Homer for 9 yards (tackle by Chandon Sullivan),,
4,0:30,1,10,GNB 37,0,17,Russell Wilson pass incomplete deep middle intended for D'Wayne Eskridge (defended by Adrian Amos),,
4,0:22,,,,,,Timeout #3 by Green Bay Packers,,
4,0:22,2,10,GNB 37,0,17,Russell Wilson sacked by Preston Smith for -14 yards,,
4,0:12,,,,,,Timeout #1 by Seattle Seahawks,,
4,0:12,3,24,SEA 49,0,17,Russell Wilson pass incomplete short left intended for Freddie Swain,,
4,0:09,4,24,SEA 49,0,17,Russell Wilson pass complete short left to Tyler Lockett for 16 yards (tackle by Rasul Douglas),,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
