Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA
1,1:27,1,10,DAL 17,0,7,"Eli Manning pass incomplete deep right intended for Kevin Boss. Penalty on Bradie James: Illegal Contact, 5 yards (no play)",4.440,4.780
1,1:20,1,10,DAL 12,0,7,Eli Manning pass incomplete short right intended for Steve Smith,4.780,4.100
1,1:16,2,10,DAL 12,0,7,Eli Manning pass complete short left to Steve Smith for 7 yards (tackle by Bradie James),4.100,4.610
1,0:52,3,3,DAL 5,0,13,"Eli Manning pass complete short right to Steve Smith for 5 yards, touchdown. Penalty on Orlando Scandrick: Defensive Holding (Declined)",4.610,7.000
1,,,,DAL 2,0,14,John Carney kicks extra point good,0.000,0.000
1,,,,NYG 30,0,14,"John Carney kicks off 57 yards, returned by Miles Austin for 16 yards (tackle by Sam Madison)",0.000,0.870
1,0:34,1,10,DAL 29,0,14,Marion Barber left guard for 3 yards (tackle by James Butler and Danny Clark),0.870,0.730
1,0:04,2,7,DAL 32,0,14,Brad Johnson pass incomplete deep left intended for Terrell Owens,0.730,0.040
Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,DAL 32,0,14,Brad Johnson sacked by Justin Tuck for -10 yards,0.040,-1.900
2,14:42,4,17,DAL 22,0,14,"Sam Paulescu punts 43 yards, returned by Domenik Hixon for 13 yards (tackle by Pat Watkins). Penalty on Darcy Johnson: Offensive Holding, 10 yards",-1.900,-0.610
2,14:27,1,10,NYG 25,0,14,"Eli Manning pass complete short right to Brandon Jacobs for 1 yard (tackle by Keith Davis). Penalty on Michael Matthews: Offensive Holding, 10 yards (no play)",0.610,-0.410
2,14:06,1,20,NYG 15,0,14,Brandon Jacobs left guard for 4 yards (tackle by Zach Thomas and Tank Johnson),-0.410,-0.810
2,13:24,2,16,NYG 19,0,14,"Eli Manning pass incomplete deep left intended for Domenik Hixon. Penalty on Anthony Spencer: Defensive Offside, 5 yards (no play)",-0.810,-0.070
2,13:12,2,11,NYG 24,0,14,Derrick Ward up the middle for no gain (tackle by DeMarcus Ware),-0.070,-0.760
2,12:30,3,11,NYG 24,0,14,"Eli Manning pass incomplete deep left intended for Steve Smith. Penalty on Alan Ball: Defensive Holding, 5 yards (no play)",-0.760,0.870
2,12:22,1,10,NYG 29,0,14,Eli Manning pass complete short left to Plaxico Burress for 2 yards (tackle by Anthony Henry),0.870,0.600
2,11:37,2,8,NYG 31,0,14,Eli Manning pass incomplete deep right intended for Amani Toomer,0.600,-0.100
2,11:31,3,8,NYG 31,0,14,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",-0.100,-0.760
2,11:31,3,13,NYG 26,0,14,"Eli Manning sacked for -8 yards. Eli Manning fumbles, recovered by DeMarcus Ware at NYG-16 (tackle by Rich Seubert)",-0.760,-4.510
2,11:25,1,10,NYG 16,0,14,Marion Barber left tackle for -1 yards (tackle by Danny Clark and Mathias Kiwanuka),4.510,3.770
2,10:52,2,11,NYG 17,0,14,"Brad Johnson pass complete short middle to Terrell Owens for 7 yards (tackle by Antonio Pierce). Terrell Owens fumbles (forced by Antonio Pierce), recovered by Michael Johnson at NYG-6 (tackle by Marc Colombo)",3.770,0.380
2,10:40,1,10,NYG 6,0,14,Brandon Jacobs left tackle for 8 yards (tackle by DeMarcus Ware and Zach Thomas),-0.380,-0.170
2,10:10,2,2,NYG 14,0,14,Brandon Jacobs left end for 2 yards (tackle by Chris L. Canty and DeMarcus Ware),-0.170,-0.140
2,9:27,1,10,NYG 16,0,14,Brandon Jacobs right guard for 3 yards (tackle by Keith Davis and DeMarcus Ware),-0.140,-0.180
2,8:50,2,7,NYG 19,6,14,"Eli Manning pass incomplete short right intended for Plaxico Burress is intercepted by Mike Jenkins at NYG-23 and returned for 23 yards, touchdown",-0.180,-7.000
2,,,,NYG 2,7,14,Nick Folk kicks extra point good,0.000,0.000
2,,,,DAL 30,7,14,"Nick Folk kicks off 59 yards, returned by Ahmad Bradshaw for 16 yards (tackle by Keith Davis)",0.000,0.740
2,8:31,1,10,NYG 27,7,14,Derrick Ward right guard for 3 yards (tackle by Bradie James and Jason Hatcher),0.740,0.600
2,7:55,2,7,NYG 30,7,14,Eli Manning sacked by Bradie James for -5 yards,0.600,-0.760
2,7:18,3,12,NYG 25,7,14,Eli Manning pass complete short left to Derrick Ward for 17 yards (tackle by Anthony Henry),-0.760,1.730
2,6:38,1,10,NYG 42,7,14,Eli Manning pass complete short right to Derrick Ward for 9 yards (tackle by Bradie James),1.730,2.400
2,5:49,2,1,DAL 49,7,14,"Brandon Jacobs left end for 7 yards (tackle by Ken Hamlin). Penalty on Tank Johnson: Defensive Holding, 5 yards",2.400,3.120
2,5:25,1,10,DAL 37,7,14,Eli Manning pass incomplete deep right intended for Kevin Boss (defended by Keith Davis),3.120,2.570
2,5:13,2,10,DAL 37,7,14,Eli Manning pass incomplete deep middle intended for Steve Smith,2.570,1.880
2,5:05,3,10,DAL 37,7,14,Eli Manning sacked by Chris L. Canty for -13 yards,1.880,-0.060
2,4:43,4,23,,7,14,"Jeff Feagles punts 35 yards, fair catch by Patrick Crayton",-0.060,0.220
2,4:32,1,10,DAL 15,7,14,Marion Barber left end for 5 yards (tackle by James Butler),-0.220,0.080
2,4:07,2,5,DAL 20,7,14,Marion Barber right end for 21 yards (tackle by James Butler),0.080,1.660
2,3:42,1,10,DAL 41,7,14,Marion Barber up the middle for -1 yards (tackle by Michael Johnson and Danny Clark),1.660,0.990
2,2:55,2,11,DAL 40,7,14,Brad Johnson pass incomplete short right intended for Jason Witten is intercepted by Corey Webster at NYG-47 and returned for 1 yard (tackle by Jason Witten),0.990,-2.130
2,2:48,1,10,NYG 48,7,14,Brandon Jacobs right end for 25 yards (tackle by Ken Hamlin and Anthony Henry),2.130,3.780
2,2:12,1,10,DAL 27,7,14,Eli Manning pass complete short left to Steve Smith for 8 yards (tackle by Anthony Henry),3.780,4.350
2,2:00,2,2,DAL 19,7,14,Derrick Ward up the middle for 4 yards (tackle by Zach Thomas and Bradie James),4.350,4.580
2,1:51,,,,7,14,Timeout #1 by New York Giants,0.000,4.580
2,1:51,1,10,DAL 15,7,14,Eli Manning pass incomplete short middle intended for Steve Smith,4.580,3.950
2,1:46,2,10,DAL 15,7,14,Derrick Ward right guard for 4 yards (tackle by Orlando Scandrick),3.950,3.780
2,1:32,,,,7,14,Timeout #2 by Dallas Cowboys,0.000,3.780
2,1:32,3,6,DAL 11,7,20,"Eli Manning pass complete short right to Amani Toomer for 11 yards, touchdown",3.780,7.000
2,,,,DAL 2,7,21,John Carney kicks extra point good,0.000,0.000
2,,,,NYG 30,7,21,"John Carney kicks off 60 yards, returned by Miles Austin for 25 yards (tackle by Dave Tollefson)",0.000,1.270
2,1:21,1,10,DAL 35,7,21,Brad Johnson pass incomplete short right intended for Patrick Crayton,1.270,0.720
2,1:17,2,10,DAL 35,7,21,Brad Johnson sacked by Justin Tuck and Jay Alford for -7 yards,0.720,-0.890
2,1:05,,,,7,21,Timeout #2 by New York Giants,0.000,-0.890
2,1:05,3,17,DAL 28,7,21,Brad Johnson pass complete short left to Patrick Crayton for 13 yards (tackle by Antonio Pierce),-0.890,-0.650
2,0:55,,,,7,21,Timeout #3 by New York Giants,0.000,-0.650
2,0:55,4,4,DAL 41,7,21,"Sam Paulescu punts 41 yards, fair catch by Domenik Hixon",-0.650,-0.040
2,0:48,1,10,NYG 18,7,21,"Eli Manning pass complete short right to Steve Smith for 4 yards (tackle by Kevin Burnett). Steve Smith fumbles (forced by Kevin Burnett), recovered by Kareem McKenzie at NYG-22",0.040,0.140
2,0:16,2,6,NYG 22,7,21,Derrick Ward up the middle for 13 yards (tackle by Ken Hamlin and Courtney L. Brown),0.140,1.270
Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,7,21,"John Carney kicks off 59 yards, returned by Miles Austin for 30 yards (tackle by Ahmad Bradshaw). Penalty on Montrae Holland: Low Block, 15 yards",0.000,0.040
3,14:54,1,10,DAL 18,7,21,Marion Barber right end for 2 yards (tackle by Danny Clark),0.040,-0.130
3,14:20,2,8,DAL 20,7,21,Brooks Bollinger pass incomplete short right intended for Jason Witten is intercepted by James Butler at DAL-27 and returned for 9 yards (tackle by Andre Gurode),-0.130,-4.370
3,14:06,1,10,DAL 18,7,21,Brandon Jacobs right tackle for 6 yards (tackle by Zach Thomas),4.370,4.810
3,13:25,2,4,DAL 12,7,27,"Brandon Jacobs left tackle for 12 yards, touchdown",4.810,7.000
3,,,,DAL 2,7,28,John Carney kicks extra point good,0.000,0.000
3,,,,NYG 30,7,28,"John Carney kicks off 70 yards, touchback",0.000,0.280
3,13:16,1,10,DAL 20,7,28,Marion Barber left tackle for 3 yards (tackle by Antonio Pierce),0.280,0.140
3,12:46,2,7,DAL 23,7,28,Brooks Bollinger pass complete short left to Marion Barber for -12 yards (tackle by Barry Cofield),0.140,-2.470
3,11:58,3,19,DAL 11,7,28,Brooks Bollinger sacked by Justin Tuck for -8 yards. Penalty on Jason Witten: Illegal Motion (Declined),-2.470,-2.490
3,11:42,4,27,DAL 3,7,28,"Sam Paulescu punts 45 yards, returned by Domenik Hixon for no gain",-2.490,-2.390
3,11:28,1,10,DAL 48,7,28,"Penalty on Madison Hedgecock: False Start, 5 yards (no play)",2.390,2.060
3,11:28,1,15,NYG 47,7,28,Eli Manning pass complete short middle to Kevin Boss for 9 yards (tackle by Bradie James),2.060,2.390
3,10:54,2,6,DAL 44,7,28,Brandon Jacobs right guard for 2 yards (tackle by Keith Davis and Marcus R. Spears),2.390,1.950
3,10:17,3,4,DAL 42,7,28,Eli Manning pass complete short right to Sinorice Moss for 2 yards (tackle by Mike Jenkins),1.950,0.590
3,9:32,4,2,DAL 40,7,28,"Penalty on Reuben Droughns: False Start, 5 yards (no play)",0.590,0.270
3,9:26,4,7,DAL 45,7,28,Jeff Feagles punts 40 yards,0.270,0.380
3,9:18,1,10,DAL 5,7,28,Marion Barber up the middle for -2 yards (tackle by Danny Clark),-0.380,-0.930
3,8:42,2,12,DAL 3,7,28,Marion Barber right tackle for 2 yards (tackle by Renaldo Wynn and Danny Clark),-0.930,-1.420
3,8:01,3,10,DAL 5,7,28,Brooks Bollinger pass incomplete short right intended for Patrick Crayton (defended by Dave Tollefson),-1.420,-2.490
3,7:55,4,10,DAL 5,7,28,"Sam Paulescu punts 38 yards, returned by Domenik Hixon for 13 yards (tackle by Carlos Polk)",-2.490,-3.580
3,7:45,1,10,DAL 30,7,28,"Eli Manning sacked by DeMarcus Ware for -7 yards. Eli Manning fumbles (forced by DeMarcus Ware), recovered by Bradie James at DAL-25 (tackle by Chris Snee)",3.580,-0.610
3,7:31,1,10,DAL 25,7,28,Brooks Bollinger pass complete short right to Martellus Bennett for 9 yards (tackle by Corey Webster),0.610,1.280
3,6:51,2,1,DAL 34,7,28,"Penalty on Andre Gurode: False Start, 5 yards (no play)",1.280,0.600
3,6:31,2,6,DAL 29,7,28,Marion Barber right end for no gain (tackle by Corey Webster),0.600,-0.100
3,5:55,3,6,DAL 29,7,28,"Brooks Bollinger pass incomplete short middle intended for Jason Witten. Penalty on Justin Tuck: Roughing the Passer, 15 yards (no play)",-0.100,1.860
3,5:43,1,10,DAL 44,7,28,Brooks Bollinger pass incomplete deep middle intended for Patrick Crayton (defended by Michael Johnson),1.860,1.320
3,5:38,2,10,DAL 44,7,28,Marion Barber left end for 8 yards (tackle by Terrell Thomas and Michael Johnson),1.320,1.690
3,4:59,3,2,NYG 48,7,28,Brooks Bollinger pass complete short left to Martellus Bennett for 3 yards (tackle by Kenny Phillips),1.690,2.590
3,4:25,1,10,NYG 45,7,28,Marion Barber right end for -2 yards (tackle by Aaron Ross and Renaldo Wynn),2.590,1.770
3,3:49,2,12,NYG 47,7,28,Brooks Bollinger pass complete short middle to Terrell Owens for 7 yards (tackle by Kenny Phillips),1.770,2.010
3,3:05,3,5,NYG 40,7,28,Marion Barber up the middle for 8 yards (tackle by Sammy Knight),2.010,3.450
3,2:30,1,10,NYG 32,7,28,Tashard Choice up the middle for 12 yards (tackle by Michael Johnson and Aaron Ross),3.450,4.240
3,1:48,1,10,NYG 20,7,28,Tashard Choice up the middle for 3 yards (tackle by Justin Tuck and Danny Clark),4.240,4.120
3,1:09,2,7,NYG 17,7,28,Marion Barber right tackle for 2 yards (tackle by Michael Johnson),4.120,3.700
3,0:27,,,,7,28,Timeout #1 by Dallas Cowboys,0.000,3.700
3,0:27,3,5,NYG 15,7,28,Brooks Bollinger pass incomplete short left intended for Terrell Owens (defended by Terrell Thomas),3.700,2.490
3,0:22,4,5,NYG 15,7,28,Brooks Bollinger pass complete short middle to Patrick Crayton for 7 yards (tackle by Michael Johnson),2.490,5.370
Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,8,NYG 8,7,28,Marion Barber left tackle for no gain (tackle by Chase Blackburn and Kenny Phillips),5.370,4.570
4,14:18,2,8,NYG 8,7,28,Brooks Bollinger pass incomplete short right,4.570,3.580
4,14:11,3,8,NYG 8,13,28,"Brooks Bollinger pass complete short middle to Terrell Owens for 8 yards, touchdown. Penalty on Corey Webster: Illegal Use of Hands (Declined)",3.580,7.000
4,,,,NYG 2,14,28,Nick Folk kicks extra point good,0.000,0.000
4,,,,DAL 30,14,28,"Nick Folk kicks off 57 yards, returned by Ahmad Bradshaw for 20 yards (tackle by Bobby Carpenter)",0.000,1.140
4,14:00,1,10,NYG 33,14,28,Brandon Jacobs left tackle for no gain (tackle by Anthony Spencer),1.140,0.590
4,13:23,2,10,NYG 33,14,28,Brandon Jacobs right tackle for 6 yards (tackle by Anthony Spencer and Jason Hatcher),0.590,0.700
4,12:36,3,4,NYG 39,14,28,Eli Manning pass complete short right to Plaxico Burress for 10 yards (tackle by Mike Jenkins),0.700,2.190
4,11:57,1,10,NYG 49,14,28,Brandon Jacobs left guard for 31 yards (tackle by Orlando Scandrick),2.190,4.240
4,11:07,1,10,DAL 20,14,28,Derrick Ward right tackle for 3 yards (tackle by Jay Ratliff and Anthony Spencer),4.240,4.120
4,10:29,2,7,DAL 17,14,28,Derrick Ward up the middle for 5 yards (tackle by Bradie James and Ken Hamlin),4.120,4.340
4,9:48,3,2,DAL 12,14,28,Derrick Ward right guard for 5 yards (tackle by Zach Thomas and Stephen Bowen),4.340,5.600
4,9:01,1,7,DAL 7,14,28,"Derrick Ward left end for 4 yards (tackle by Anthony Henry). Penalty on Michael Matthews: Offensive Holding, 10 yards (no play)",5.600,4.260
4,8:34,1,17,DAL 17,14,28,Eli Manning pass incomplete deep right intended for Plaxico Burress,4.260,3.240
4,8:25,,,,14,28,Timeout #1 by New York Giants,0.000,3.240
4,8:25,2,17,DAL 17,14,34,"Derrick Ward right tackle for 17 yards, touchdown",3.240,7.000
4,,,,DAL 2,14,35,John Carney kicks extra point good,0.000,0.000
4,,,,NYG 30,14,35,"John Carney kicks off 57 yards, returned by Miles Austin for 20 yards (tackle by Sam Madison)",0.000,1.140
4,8:12,1,10,DAL 33,14,35,"Penalty on Flozell Adams: False Start, 5 yards (no play)",1.140,0.810
4,8:12,1,15,DAL 28,14,35,Brooks Bollinger pass complete short left to Patrick Crayton for 11 yards (tackle by Sammy Knight),0.810,1.400
4,7:38,2,4,DAL 39,14,35,Brooks Bollinger sacked by Mathias Kiwanuka for -7 yards,1.400,-0.230
4,7:04,3,11,DAL 32,14,35,Brooks Bollinger pass incomplete short left intended for Martellus Bennett,-0.230,-1.240
4,6:57,4,11,DAL 32,14,35,"Sam Paulescu punts 38 yards, fair catch by Domenik Hixon",-1.240,-0.940
4,6:50,1,10,NYG 30,14,35,Ahmad Bradshaw left guard for 1 yard (tackle by Bradie James),0.940,0.530
4,6:14,2,9,NYG 31,14,35,"Penalty on Shaun O'Hara: False Start, 5 yards (no play)",0.530,-0.150
4,5:41,2,14,NYG 26,14,35,Ahmad Bradshaw left tackle for 13 yards (tackle by Ken Hamlin),-0.150,0.890
4,5:01,3,1,NYG 39,14,35,Ahmad Bradshaw up the middle for 2 yards (tackle by Bradie James and Zach Thomas),0.890,1.660
4,4:12,1,10,NYG 41,14,35,Ahmad Bradshaw left tackle for 3 yards (tackle by Keith Davis and Tank Johnson),1.660,1.530
4,3:32,2,7,NYG 44,14,35,Ahmad Bradshaw right end for 1 yard (tackle by Keith Davis),1.530,0.960
4,2:44,3,6,NYG 45,14,35,Eli Manning pass incomplete short right intended for Plaxico Burress,0.960,-0.390
4,2:38,4,6,NYG 45,14,35,Jeff Feagles punts 42 yards,-0.390,0.320
4,2:30,1,10,DAL 13,14,35,Brooks Bollinger pass incomplete short left intended for Terrell Owens. Penalty on Leonard Davis: Offensive Holding (Declined),-0.320,-0.770
4,2:24,2,10,DAL 13,14,35,Tashard Choice up the middle for 2 yards (tackle by Sammy Knight),-0.770,-1.180
4,2:00,3,8,DAL 15,14,35,Tashard Choice up the middle for 8 yards (tackle by Barry Cofield),-1.180,0.480
4,1:22,1,10,DAL 23,14,35,Tashard Choice up the middle for 2 yards (tackle by Barry Cofield),0.480,0.200
4,0:52,2,8,DAL 25,14,35,Brooks Bollinger pass complete deep middle to Martellus Bennett for 24 yards (tackle by Sammy Knight),0.200,2.190
4,0:23,1,10,DAL 49,14,35,Brooks Bollinger pass complete short right to Terrell Owens for 6 yards (tackle by Sammy Knight),2.190,2.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
