Quarter,Time,Down,ToGo,Location,KAN,CIN,Detail,EPB,EPA
2,8:44,1,10,CIN 40,0,0,Jon Kitna pass incomplete intended for Peter Warrick,1.600,1.050
2,8:38,2,10,CIN 40,0,0,Jon Kitna pass complete to Chad Ochocinco for 5 yards (tackle by Dexter McCleon),1.050,1.030
2,8:22,3,5,CIN 45,0,0,Jon Kitna pass complete to Chad Ochocinco for 6 yards (tackle by Eric Warfield),1.030,2.320
2,7:49,1,10,KAN 49,0,0,Rudi Johnson left tackle for 38 yards (tackle by Greg Wesley),2.320,4.840
2,7:17,1,10,KAN 11,0,0,--,4.840,4.510
2,6:38,2,8,KAN 9,0,0,Jon Kitna pass incomplete,4.510,3.530
2,6:29,3,8,KAN 9,0,0,Jon Kitna pass incomplete intended for Chad Ochocinco. Penalty on Kelley Washington: Offensive Pass Interference (Declined),3.530,2.830
2,6:22,4,8,KAN 9,0,3,Shayne Graham 27 yard field goal good,2.830,3.000
2,,,,CIN 30,0,3,Shayne Graham kicks off 61 yards,0.000,1.600
2,6:18,1,10,KAN 40,0,3,Trent Green sacked by Rogers Beckett for -9 yards,1.600,-0.160
2,5:43,2,19,KAN 31,0,3,Trent Green pass complete to Priest Holmes for -1 yards (tackle by Kevin Hardy),-0.160,-0.960
2,4:57,3,20,KAN 30,0,3,Trent Green pass complete to Tony Gonzalez for 15 yards (tackle by Kevin Hardy),-0.960,-0.390
2,4:17,4,5,KAN 45,0,3,"Jason Baker punts 45 yards, returned by Peter Warrick for 6 yards (tackle by Lyle West)",-0.390,0.140
2,4:03,1,10,CIN 16,0,3,Rudi Johnson right tackle for -3 yards (tackle by Shawn Barber),-0.140,-0.990
2,3:28,2,13,CIN 13,0,3,Jon Kitna pass complete to Chad Ochocinco for 23 yards (tackle by Scott Fujita),-0.990,1.330
2,2:48,1,10,CIN 36,0,3,Jon Kitna pass incomplete intended for Chad Ochocinco,1.330,0.790
2,2:43,2,10,CIN 36,0,3,Rudi Johnson left guard for 14 yards (tackle by Eric Warfield),0.790,2.260
2,2:03,1,10,CIN 50,0,3,Rudi Johnson right end for 3 yards (tackle by Shawn Barber and Greg Wesley),2.260,2.120
2,1:59,2,7,KAN 47,0,3,Jon Kitna pass complete to Peter Warrick for 15 yards (tackle by Greg Wesley),2.120,3.450
2,1:53,1,10,KAN 32,0,3,"Jon Kitna pass incomplete intended for Tony Stewart (defended by Eric Downing). Penalty on KAN: Illegal Contact, 5 yards (no play)",3.450,3.780
2,1:48,1,10,KAN 27,0,3,Rudi Johnson right guard for -3 yards (tackle by Vonnie Holliday),3.780,2.830
2,1:12,2,13,KAN 30,0,3,Jon Kitna pass incomplete intended for Peter Warrick (defended by William Bartee),2.830,2.150
2,1:07,3,13,KAN 30,0,3,Jon Kitna pass incomplete intended for Peter Warrick,2.150,1.410
2,1:02,4,13,KAN 30,0,3,Shayne Graham 48 yard field goal no good,1.410,-1.470
2,0:57,1,10,KAN 38,0,3,Trent Green pass complete to Tony Gonzalez for 7 yards (tackle by Brian Simmons),1.470,1.870
2,0:40,2,3,KAN 45,0,3,Trent Green pass incomplete,1.870,1.160
2,0:35,3,3,KAN 45,0,3,Trent Green pass complete to Johnnie Morton for 7 yards (tackle by Tory James),1.160,2.390
2,0:29,1,10,CIN 48,0,3,Trent Green pass complete to Tony Gonzalez for 14 yards (tackle by Justin Smith),2.390,3.310
2,0:17,,,,0,3,Timeout #2 by Kansas City Chiefs,0.000,3.310
2,0:17,1,10,CIN 34,0,3,Trent Green pass complete to Eddie Kennison for 11 yards (tackle by Artrell Hawkins),3.310,4.040
2,0:12,1,10,CIN 23,0,3,Trent Green pass incomplete intended for Eddie Kennison,4.040,3.500
2,0:08,2,10,CIN 23,0,3,Priest Holmes right end for 4 yards (tackle by Tony Williams),3.500,3.340
2,0:01,,,,0,3,Timeout #3 by Kansas City Chiefs,0.000,3.340
2,0:01,3,6,CIN 19,3,3,Morten Andersen 37 yard field goal good,3.340,3.000
Quarter,Time,Down,ToGo,Location,KAN,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,3,3,"Shayne Graham kicks off 62 yards, returned by Dante Hall for 17 yards (tackle by Dwayne Levels)",0.000,0.610
3,14:54,1,10,KAN 25,3,3,Priest Holmes left end for 2 yards (tackle by Tory James),0.610,0.330
3,14:20,2,8,KAN 27,3,3,Trent Green pass complete to Johnnie Morton for 14 yards (tackle by Brian Simmons),0.330,1.660
3,13:48,1,10,KAN 41,3,3,Priest Holmes left end for 9 yards (tackle by Tory James),1.660,2.340
3,13:12,2,1,CIN 50,3,3,Priest Holmes left end for 20 yards (tackle by Kevin Kaesviharn),2.340,3.580
3,12:27,1,10,CIN 30,3,3,Priest Holmes right end for no gain (tackle by Brian Simmons and Kevin Hardy),3.580,3.030
3,11:49,2,10,CIN 30,3,3,Trent Green pass complete to Priest Holmes for 9 yards (tackle by Tory James),3.030,3.530
3,11:20,3,1,CIN 21,3,3,Priest Holmes right tackle for no gain (tackle by Glen Steele and Duane Clemons),3.530,2.210
3,10:37,4,1,CIN 21,6,3,Morten Andersen 39 yard field goal good,2.210,3.000
3,,,,KAN 30,6,3,"Jason Baker kicks off 50 yards, returned by Brandon Bennett for 17 yards (tackle by Quinton Caver)",0.000,1.400
3,10:27,1,10,CIN 37,6,3,Jon Kitna left end for 6 yards (tackle by Shawn Barber and Scott Fujita),1.400,1.670
3,9:55,2,4,CIN 43,6,3,Rudi Johnson right tackle for 6 yards (tackle by Greg Wesley),1.670,2.190
3,9:14,1,10,CIN 49,6,3,Jon Kitna pass complete to Rudi Johnson for 10 yards (tackle by Mike Maslowski),2.190,2.850
3,8:36,1,10,KAN 41,6,3,Jon Kitna pass incomplete intended for Kelley Washington (defended by Dexter McCleon),2.850,2.310
3,8:29,2,10,KAN 41,6,3,Rudi Johnson right guard for 4 yards (tackle by Scott Fujita),2.310,2.150
3,7:52,3,6,KAN 37,6,3,Jon Kitna pass complete to Peter Warrick for 8 yards (tackle by William Bartee),2.150,3.640
3,7:13,1,10,KAN 29,6,3,Rudi Johnson right end for 2 yards (tackle by Shawn Barber),3.640,3.370
3,6:35,2,8,KAN 27,6,3,Jon Kitna pass complete to Chad Ochocinco for 13 yards (tackle by Scott Fujita),3.370,4.650
3,5:54,1,10,KAN 14,6,3,Rudi Johnson up the middle for 1 yard (tackle by Vonnie Holliday),4.650,4.160
3,5:13,2,9,KAN 13,6,9,"Jon Kitna pass complete to Jeremi Johnson for 13 yards, touchdown",4.160,7.000
3,,,,KAN 2,6,10,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 30,6,10,"Shayne Graham kicks off 64 yards, returned by Dante Hall for 32 yards (tackle by Riall Johnson)",0.000,1.470
3,4:57,1,10,KAN 38,6,10,Trent Green pass complete to Tony Gonzalez for 13 yards (tackle by Artrell Hawkins),1.470,2.320
3,4:20,1,10,CIN 49,6,10,Trent Green pass complete to Eddie Kennison for 18 yards (tackle by Tory James),2.320,3.510
3,3:56,1,10,CIN 31,6,10,Priest Holmes left guard for 4 yards (tackle by Duane Clemons and Adrian Ross),3.510,3.510
3,3:19,2,6,CIN 27,6,10,Trent Green pass complete to Eddie Kennison for 1 yard (tackle by Artrell Hawkins),3.510,2.940
3,2:35,3,5,CIN 26,6,10,Trent Green pass incomplete intended for Dante Hall,2.940,1.790
3,2:29,4,5,CIN 26,6,10,Morten Andersen 44 yard field goal no good,1.790,-1.200
3,2:25,1,10,CIN 34,6,10,Rudi Johnson left guard for 8 yards (tackle by Scott Fujita),1.200,1.740
3,1:50,2,2,CIN 42,6,10,"Rudi Johnson up the middle for 4 yards (tackle by Ryan Sims). Penalty on Eric Steinbach: Offensive Holding, 10 yards (no play)",1.740,0.390
3,1:23,2,12,CIN 32,6,10,Jon Kitna pass complete to Peter Warrick for 2 yards (tackle by Greg Wesley),0.390,-0.030
3,1:17,3,10,CIN 34,6,10,Jon Kitna pass incomplete intended for Peter Warrick,-0.030,-1.110
3,1:11,4,10,CIN 34,6,10,"Kyle Richardson punts 45 yards, returned by Dante Hall for -4 yards (tackle by Terrell Roberts)",-1.110,0.060
3,0:59,1,10,KAN 17,6,10,Trent Green pass complete to Priest Holmes for 6 yards (tackle by John Thornton),-0.060,0.350
3,0:18,2,4,KAN 23,6,10,Priest Holmes right end for 13 yards (tackle by Artrell Hawkins),0.350,1.330
Quarter,Time,Down,ToGo,Location,KAN,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 36,6,10,Trent Green pass complete to Johnnie Morton for 4 yards (tackle by Artrell Hawkins),1.330,1.330
4,14:26,2,6,KAN 40,6,10,Priest Holmes left tackle for -2 yards (tackle by Kevin Kaesviharn),1.330,0.370
4,13:43,3,8,KAN 38,6,10,Trent Green pass complete to Marc Boerigter for -2 yards (tackle by Brian Simmons),0.370,-0.980
4,13:04,4,10,KAN 36,6,16,"Jason Baker punts 32 yards, returned by Peter Warrick for 68 yards, touchdown",-0.980,-7.000
4,,,,KAN 2,6,17,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,6,17,"Shayne Graham kicks off 59 yards, returned by Dante Hall for no gain. Penalty on Dante Hall: Delay of Game, 5 yards",0.000,-0.380
4,12:41,1,10,KAN 10,6,17,Trent Green pass complete to Omar Easy for 8 yards (tackle by Kevin Hardy),-0.380,0.070
4,12:18,2,2,KAN 18,6,17,Priest Holmes right end for no gain (tackle by Dwayne Levels),0.070,-0.480
4,11:31,3,2,KAN 18,6,17,Trent Green pass incomplete intended for Tony Gonzalez,-0.480,-2.240
4,11:26,4,2,KAN 18,6,17,"Jason Baker punts 42 yards, returned by Peter Warrick for 1 yard (tackle by Monty Beisel)",-2.240,-1.660
4,11:15,1,10,CIN 41,6,17,Jon Kitna pass complete to Chad Ochocinco for 5 yards (tackle by Dexter McCleon),1.660,1.800
4,10:33,2,5,CIN 46,6,17,Rudi Johnson up the middle for 6 yards (tackle by Shawn Barber),1.800,2.390
4,9:53,1,10,KAN 48,6,17,Rudi Johnson left end for 3 yards (tackle by Shawn Barber),2.390,2.250
4,9:26,2,7,KAN 45,6,17,Jon Kitna pass incomplete intended for Tony Stewart (defended by Mike Maslowski),2.250,1.550
4,9:19,3,7,KAN 45,6,17,Jon Kitna pass incomplete intended for Kelley Washington,1.550,0.270
4,9:15,4,7,KAN 45,6,17,Kyle Richardson punts 37 yards,0.270,0.380
4,9:04,1,10,KAN 8,6,17,Trent Green pass complete to Priest Holmes for 22 yards (tackle by Kevin Kaesviharn),-0.380,0.940
4,8:31,1,10,KAN 30,6,17,Trent Green pass complete to Johnnie Morton for 19 yards (tackle by Tory James),0.940,2.190
4,7:45,1,10,KAN 49,6,17,Trent Green pass complete to Johnnie Morton for 23 yards (tackle by Glen Steele),2.190,3.710
4,7:13,1,10,CIN 28,6,17,Trent Green pass complete to Eddie Kennison for 16 yards (tackle by Tory James),3.710,4.780
4,6:29,1,10,CIN 12,12,17,"Trent Green pass complete to Tony Gonzalez for 12 yards, touchdown",4.780,7.000
4,,,,,12,17,"Two Point Attempt: Trent Green pass incomplete intended for Tony Gonzalez, conversion fails",1.000,-1.000
4,,,,KAN 30,12,17,"Jason Baker kicks off 65 yards, returned by Brandon Bennett for 18 yards (tackle by Quinton Caver)",0.000,0.480
4,6:18,1,10,CIN 23,12,23,"Jon Kitna pass complete to Peter Warrick for 77 yards, touchdown",0.480,7.000
4,,,,KAN 2,12,24,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,12,24,"Shayne Graham kicks off 58 yards, returned by Dante Hall for 17 yards (tackle by Kevin Kaesviharn)",0.000,0.870
4,6:02,1,10,KAN 29,12,24,Priest Holmes left guard for 1 yard (tackle by Mark Roman),0.870,0.460
4,5:35,2,9,KAN 30,12,24,Trent Green pass complete to Tony Gonzalez for 10 yards (tackle by Brian Simmons),0.460,1.600
4,5:11,1,10,KAN 40,12,24,Trent Green pass incomplete intended for Dante Hall,1.600,1.050
4,5:06,2,10,KAN 40,12,24,Trent Green pass complete to Eddie Kennison for 19 yards (tackle by Kevin Kaesviharn),1.050,2.850
4,4:57,1,10,CIN 41,12,24,Trent Green pass incomplete intended for Dante Hall,2.850,2.310
4,4:51,2,10,CIN 41,12,24,Trent Green pass incomplete intended for Johnnie Morton (defended by Mark Roman),2.310,1.620
4,4:45,3,10,CIN 41,12,24,"Trent Green pass incomplete intended for Johnnie Morton. Penalty on Jason Dunn: Offensive Holding, 10 yards (no play)",1.620,0.300
4,4:40,3,20,KAN 49,12,24,Trent Green pass complete to Johnnie Morton for 18 yards (tackle by Rogers Beckett),0.300,1.200
4,4:27,4,2,CIN 33,12,24,"Trent Green pass incomplete intended for Marc Boerigter. Penalty on Kevin Hardy: Defensive Pass Interference, 4 yards (no play)",1.200,3.640
4,4:22,1,10,CIN 29,12,24,Trent Green pass incomplete intended for Marc Boerigter (defended by Mark Roman),3.640,3.100
4,4:18,2,10,CIN 29,12,24,Trent Green pass complete to Johnnie Morton for 11 yards (tackle by Mark Roman),3.100,4.370
4,3:52,1,10,CIN 18,12,24,Trent Green pass complete to Tony Gonzalez for 15 yards (tackle by Kevin Kaesviharn),4.370,6.510
4,3:31,1,3,CIN 3,12,24,Trent Green pass incomplete intended for Tony Gonzalez,6.510,5.530
4,3:27,2,3,CIN 3,18,24,"Trent Green pass complete to Jason Dunn for 3 yards, touchdown",5.530,7.000
4,,,,CIN 2,19,24,Morten Andersen kicks extra point good,0.000,0.000
4,,,,KAN 30,19,24,"Jason Baker kicks off 69 yards, returned by Brandon Bennett for 10 yards (tackle by Shaunard Harts)",0.000,-0.370
4,3:14,1,10,CIN 11,19,24,Jon Kitna pass complete to Chad Ochocinco for 6 yards (tackle by Mike Maslowski),-0.370,-0.160
4,3:04,,,,19,24,Timeout #1 by Kansas City Chiefs,0.000,-0.160
4,3:04,2,4,CIN 17,19,24,Rudi Johnson right guard for 54 yards (tackle by Dexter McCleon),-0.160,3.640
4,2:44,,,,19,24,Timeout #2 by Kansas City Chiefs,0.000,3.640
4,2:44,1,10,KAN 29,19,24,Rudi Johnson right guard for 3 yards (tackle by Shawn Barber),3.640,3.510
4,2:37,,,,19,24,Timeout #3 by Kansas City Chiefs,0.000,3.510
4,2:37,2,7,KAN 26,19,24,Rudi Johnson right tackle for 4 yards (tackle by Mike Maslowski),3.510,3.340
4,2:00,3,3,KAN 22,19,24,Rudi Johnson right guard for 3 yards (tackle by Eric Warfield),3.340,4.310
4,1:27,1,10,KAN 19,19,24,Jon Kitna kneels for -1 yards,4.310,3.630
4,0:46,2,11,KAN 20,19,24,Jon Kitna kneels for -1 yards,3.630,2.810
4,0:05,3,12,KAN 21,19,24,Jon Kitna kneels for -1 yards,2.810,1.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
