Player,Pos
Jon Kitna,QB
Rudi Johnson,HB
Peter Warrick,WR
Chad Johnson,WR
Tony Stewart,TE
Matt Schobel,TE
Levi Jones,LOT
Eric Steinbach,LG
Rich Braham,C
Mike Goff,RG
Willie Anderson,ROT
Duane Clemons,LDE
John Thornton,LDT
Tony Williams,RDT
Justin Smith,RDE
Adrian Ross,SLB
Kevin Hardy,MLB
Brian Simmons,WLB
Artrell Hawkins,LCB
Tory James,RCB
Rogers Beckett,SS
Mark Roman,FS
