Quarter,Time,Tm,Detail,GNB,MIN
1.0,6:40,Packers,Dave Rayner 20 yard field goal,3,0
,3:34,Packers,Noah Herron 5 yard pass from Brett Favre (Dave Rayner kick),10,0
2.0,14:52,Vikings,Billy McMullen 40 yard pass from Brad Johnson (Ryan Longwell kick),10,7
,7:52,Vikings,Billy McMullen offensive fumble recovery in end zone (Ryan Longwell kick),10,14
,0:48,Packers,Donald Driver 82 yard pass from Brett Favre (Dave Rayner kick),17,14
3.0,4:38,Packers,Dave Rayner 24 yard field goal,20,14
4.0,2:11,Packers,Dave Rayner 29 yard field goal,23,14
,0:58,Vikings,Ryan Longwell 34 yard field goal,23,17
