Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Najee Harris,PIT,20,94,1,6,37,1.9,57,2.9,3,6.7
Chase Claypool,PIT,1,2,0,0,0,0.0,2,2.0,0,
Diontae Johnson,PIT,1,7,0,0,6,6.0,1,1.0,0,
Ben Roethlisberger,PIT,1,5,0,1,3,3.0,2,2.0,0,
Benny Snell Jr.,PIT,1,-2,0,,-2,-2.0,0,0.0,1,1.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Dalvin Cook,MIN,27,205,2,8,141,5.2,64,2.4,3,9.0
Alexander Mattison,MIN,6,27,0,3,19,3.2,8,1.3,0,
Kirk Cousins,MIN,2,14,0,2,3,1.5,11,5.5,0,
Justin Jefferson,MIN,1,-4,0,0,-4,-4.0,0,0.0,0,
