#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,MIN 25,7,3:17,40,Missed FG
2,1,5:32,MIN 39,5,2:01,61,Touchdown
3,1,1:45,MIN 43,7,2:02,37,Field Goal
4,2,13:01,MIN 22,5,3:06,78,Touchdown
5,2,7:39,MIN 40,12,5:19,60,Touchdown
6,2,1:35,MIN 12,3,0:51,9,Punt
7,3,12:25,PIT 34,7,2:49,10,Field Goal
8,3,8:22,PIT 30,6,2:07,23,Field Goal
9,3,2:11,MIN 25,1,0:08,0,Interception
10,4,14:49,MIN 25,3,1:32,3,Punt
11,4,12:11,MIN 25,3,1:20,75,Touchdown
12,4,8:56,MIN 39,6,3:58,22,Interception
13,4,4:14,MIN 25,6,1:58,20,Punt
