Quarter,Time,Down,ToGo,Location,CLE,SFO,Detail,EPB,EPA
1,0:54,4,7,CLE 41,0,10,Brad Maynard punts 42 yards,-0.650,0.060
1,0:46,1,10,SFO 17,0,10,Alex Smith pass complete short left to Michael Crabtree for 4 yards (tackle by Usama Young),-0.060,0.080
Quarter,Time,Down,ToGo,Location,CLE,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,SFO 21,0,10,Frank Gore left end for -3 yards (tackle by D'Qwell Jackson),0.080,-1.130
2,14:28,3,9,SFO 18,0,10,Alex Smith pass complete short middle to Vernon Davis for 19 yards (tackle by Mike Adams),-1.130,1.400
2,13:49,1,10,SFO 37,0,10,Frank Gore left end for 26 yards (tackle by Ahtyba Rubin),1.400,3.120
2,12:55,1,10,CLE 37,0,10,Alex Smith pass complete short middle to Justin Peelle for 19 yards (tackle by Chris Gocong),3.120,4.370
2,12:13,1,10,CLE 18,0,10,Alex Smith pass complete short middle to Michael Crabtree for 11 yards (tackle by D'Qwell Jackson),4.370,5.600
2,11:28,1,7,CLE 7,0,10,Frank Gore right guard for 6 yards (tackle by Phil Taylor),5.600,5.910
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
2,11:07,2,1,CLE 1,0,10,Frank Gore right guard for -1 yards (tackle by D'Qwell Jackson),5.910,4.950
2,10:29,3,2,CLE 2,0,10,Frank Gore up the middle for 1 yard (tackle by D'Qwell Jackson and Jabaal Sheard),4.950,3.550
2,9:56,4,1,CLE 1,0,10,Frank Gore up the middle for no gain (tackle by D'Qwell Jackson),3.550,0.380
,,,,,,,"SFO challenged the runner broke the plane ruling, and the play was upheld.",,
2,9:47,1,10,CLE 1,0,10,Owen Marecic up the middle for 1 yard (tackle by Justin Smith),-0.380,-0.710
2,9:14,2,9,CLE 2,0,10,"Colt McCoy for 1 yard. Colt McCoy fumbles, recovered by Colt McCoy at CLE-3",-0.710,-1.190
2,8:28,3,8,CLE 3,0,10,Colt McCoy pass complete short right to Ben Watson for 16 yards (tackle by Dashon Goldson),-1.190,0.150
2,7:58,1,10,CLE 19,0,10,Chris Ogbonnaya up the middle for 1 yard (tackle by Parys Haralson),0.150,-0.200
2,7:18,2,9,CLE 20,0,10,"Penalty on Tony Pashos: False Start, 5 yards (no play)",-0.200,-1.000
2,7:01,2,14,CLE 15,0,10,"Chris Ogbonnaya left end for 1 yard (tackle by Donte Whitner). Chris Ogbonnaya fumbles (forced by Donte Whitner), recovered by Joe Thomas at CLE-16",-1.000,-1.590
2,6:14,3,13,CLE 16,0,10,Colt McCoy pass incomplete deep right intended for Greg Little. Penalty on Jason Pinkston: Face Mask (15 Yards) (Declined),-1.590,-2.390
2,6:03,4,13,CLE 16,0,10,"Brad Maynard punts 48 yards, returned by Ted Ginn Jr. for no gain",-2.390,-1.330
2,5:52,1,10,SFO 36,0,10,Alex Smith pass incomplete deep right intended for Michael Crabtree,1.330,0.790
2,5:44,2,10,SFO 36,0,10,Frank Gore left tackle for 14 yards (tackle by T.J. Ward and Chris Gocong),0.790,2.260
2,5:03,1,10,,0,10,Frank Gore left guard for 5 yards (tackle by Chris Gocong),2.260,2.390
2,4:23,2,5,CLE 45,0,10,Alex Smith pass complete short right to Braylon Edwards for 9 yards (tackle by Joe Haden),2.390,3.180
2,3:39,1,10,CLE 36,0,10,Kendall Hunter right end for 4 yards (tackle by Usama Young),3.180,3.180
2,2:58,2,6,CLE 32,0,10,Alex Smith pass incomplete deep left intended for Michael Crabtree,3.180,2.480
2,2:53,3,6,CLE 32,0,10,Alex Smith pass complete short right to Braylon Edwards for 12 yards (tackle by Joe Haden),2.480,4.240
2,2:16,1,10,CLE 20,0,10,Frank Gore left guard for 3 yards (tackle by Jabaal Sheard),4.240,4.120
2,2:00,2,7,CLE 17,0,10,Frank Gore left tackle for 6 yards (tackle by D'Qwell Jackson),4.120,4.590
2,1:49,,,,0,10,Timeout #1 by Cleveland Browns,0.000,4.590
2,1:49,3,1,CLE 11,0,10,Alex Smith left end for 9 yards (tackle by Dimitri Patterson),4.590,6.740
2,1:44,1,2,CLE 2,0,10,Frank Gore left guard for no gain (tackle by Scott Fujita),6.740,5.720
2,1:34,,,,0,10,Timeout #2 by Cleveland Browns,0.000,5.720
2,1:34,2,2,CLE 2,0,16,"Alex Smith pass complete short right to Michael Crabtree for 2 yards, touchdown",5.720,7.000
2,,,,CLE 2,0,17,David Akers kicks extra point good,0.000,0.000
2,,,,SFO 35,0,17,"David Akers kicks off 67 yards, returned by Josh Cribbs for 19 yards (tackle by Blake Costanzo)",0.000,-0.060
2,1:26,1,10,CLE 17,0,17,Colt McCoy pass complete short right to Chris Ogbonnaya for 7 yards,-0.060,0.480
2,1:23,2,3,CLE 24,0,17,"Colt McCoy pass incomplete short middle intended for Greg Little (defended by Dashon Goldson). Penalty on Dashon Goldson: Unnecessary Roughness, 15 yards (no play)",0.480,1.530
2,0:45,1,10,CLE 39,0,17,Colt McCoy pass complete short right to Greg Little for 8 yards (tackle by Patrick Willis),1.530,2.070
2,0:39,2,2,CLE 47,0,17,Colt McCoy pass incomplete short right intended for Greg Little,2.070,1.360
2,0:36,3,2,CLE 47,0,17,Colt McCoy pass complete short right to Jordan Norwood for 4 yards (tackle by Navorro Bowman),1.360,2.320
2,0:30,1,10,SFO 49,0,17,Colt McCoy pass incomplete short left intended for Greg Little,2.320,1.780
2,0:16,,,,0,17,Timeout #3 by San Francisco 49ers,0.000,1.780
2,0:16,2,10,SFO 49,0,17,Colt McCoy pass complete short right to Jordan Norwood for 5 yards (tackle by Carlos Rogers),1.780,1.750
2,0:08,3,5,SFO 44,0,17,Colt McCoy pass complete short left to Josh Cribbs for 11 yards,1.750,3.380
2,0:02,1,10,SFO 33,3,17,Phil Dawson 52 yard field goal good,3.380,3.000
Quarter,Time,Down,ToGo,Location,CLE,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,3,17,"Phil Dawson kicks off 67 yards, returned by Ted Ginn Jr. for 11 yards (tackle by Kaluka Maiava)",0.000,-0.380
3,14:54,1,10,SFO 9,3,17,Alex Smith pass incomplete short right intended for Braylon Edwards,-0.380,-0.780
3,14:49,2,10,SFO 9,3,17,Frank Gore left end for 6 yards (tackle by Mike Adams),-0.780,-0.720
3,14:05,3,4,SFO 15,3,17,Alex Smith pass incomplete short right intended for Michael Crabtree (defended by Sheldon Brown),-0.720,-2.440
3,13:59,4,4,SFO 15,3,17,"Andy Lee punts 55 yards, returned by Josh Cribbs for 6 yards (tackle by Navorro Bowman). Penalty on Blake Costanzo: Ineligible Downfield Kick, 5 yards (no play)",-2.440,-2.490
3,13:47,4,9,SFO 10,3,17,"Andy Lee punts 57 yards, returned by Josh Cribbs for 17 yards (tackle by Tavares Gooden)",-2.490,-2.260
3,13:33,1,10,,3,17,Chris Ogbonnaya left tackle for 7 yards (tackle by Ahmad Brooks and Dashon Goldson),2.260,2.660
3,12:56,2,3,SFO 43,3,17,Chris Ogbonnaya up the middle for 1 yard (tackle by Navorro Bowman),2.660,2.080
3,12:18,3,2,SFO 42,3,17,Greg Little right end for -8 yards (tackle by Patrick Willis),2.080,-0.060
3,11:45,4,10,,3,17,"Penalty on Dimitri Patterson: False Start, 5 yards (no play)",-0.060,-0.390
3,11:33,4,15,CLE 45,3,17,"Brad Maynard punts 41 yards, fair catch by Ted Ginn Jr.",-0.390,0.280
3,11:25,1,10,SFO 14,3,17,Frank Gore right guard for no gain (tackle by Jabaal Sheard),-0.280,-0.750
3,10:49,2,10,SFO 14,3,17,Alex Smith pass complete short right to Vernon Davis for 1 yard (tackle by D'Qwell Jackson),-0.750,-1.280
3,10:07,3,9,SFO 15,3,17,Alex Smith pass complete deep left to Michael Crabtree for 41 yards,-1.280,2.650
3,9:33,1,10,CLE 44,3,17,Frank Gore left tackle for 2 yards (tackle by Ahtyba Rubin),2.650,2.380
3,8:52,2,8,CLE 42,3,17,"Alex Smith sacked by Phil Taylor for -8 yards. Alex Smith fumbles (forced by Phil Taylor), recovered by Alex Smith at CLE-45",2.380,1.290
3,8:11,3,11,CLE 45,3,17,Alex Smith pass complete short left to Michael Crabtree for -4 yards (tackle by Jayme Mitchell),1.290,0.000
3,7:36,4,15,CLE 49,3,17,"Andy Lee punts 35 yards, fair catch by Josh Cribbs",0.000,0.280
3,7:29,1,10,CLE 14,3,17,Chris Ogbonnaya up the middle for 6 yards (tackle by Ricky Jean-Francois),-0.280,0.150
3,6:59,2,4,CLE 20,3,17,Colt McCoy sacked by Ahmad Brooks for -6 yards,0.150,-1.400
3,6:22,3,10,CLE 14,3,17,Colt McCoy pass complete short right to Alex Smith for 20 yards (tackle by Chris Culliver),-1.400,1.200
3,5:38,1,10,CLE 34,3,17,Colt McCoy pass complete deep right to Ben Watson for 29 yards (tackle by Dashon Goldson),1.200,3.120
3,5:07,1,10,SFO 37,3,17,Colt McCoy pass complete short right to Greg Little for 3 yards (tackle by Carlos Rogers),3.120,2.980
3,4:32,,,,3,17,Timeout #1 by Cleveland Browns,0.000,2.980
3,4:32,2,7,SFO 34,3,17,Colt McCoy pass incomplete deep left intended for Greg Little is intercepted by Dashon Goldson,2.980,-0.280
3,4:24,1,10,SFO 20,3,17,Alex Smith pass incomplete short left intended for Bruce Miller,0.280,-0.270
3,4:20,2,10,SFO 20,3,17,Kendall Hunter left end for -4 yards (tackle by Chris Gocong),-0.270,-1.690
3,3:36,3,14,SFO 16,3,17,Alex Smith pass incomplete short right intended for Braylon Edwards,-1.690,-2.390
3,3:32,4,14,SFO 16,3,17,"Andy Lee punts 59 yards, returned by Josh Cribbs for 17 yards (tackle by Dashon Goldson)",-2.390,-1.730
3,3:19,1,10,CLE 42,3,17,Colt McCoy pass complete short right to Jordan Norwood for 6 yards (tackle by Chris Culliver),1.730,2.000
3,2:42,2,4,CLE 48,3,17,Colt McCoy pass incomplete short left intended for Greg Little (defended by Tarell Brown),2.000,1.290
3,2:38,3,4,CLE 48,3,17,Colt McCoy left end for 5 yards (tackle by Carlos Rogers),1.290,2.460
3,2:07,1,10,SFO 47,3,17,Chris Ogbonnaya right tackle for 4 yards (tackle by Donte Whitner),2.460,2.450
3,1:26,2,6,SFO 43,3,17,Chris Ogbonnaya right tackle for 4 yards (tackle by Chris Culliver),2.450,2.280
3,0:44,3,2,SFO 39,3,17,Colt McCoy pass incomplete short right intended for Chris Ogbonnaya (defended by Carlos Rogers),2.280,0.660
3,0:37,4,2,SFO 39,3,17,"Brad Maynard punts 28 yards, fair catch by Ted Ginn Jr.",0.660,0.370
3,0:29,1,10,SFO 11,3,17,Frank Gore right end for -1 yards (tackle by D'Qwell Jackson),-0.370,-0.850
Quarter,Time,Down,ToGo,Location,CLE,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,SFO 10,3,17,Alex Smith right end for 9 yards (tackle by Usama Young and Joe Haden),-0.850,-0.480
4,14:17,3,2,SFO 19,3,17,Alex Smith pass incomplete deep left intended for Michael Crabtree,-0.480,-2.140
4,14:12,4,2,SFO 19,3,17,"Andy Lee punts 65 yards, returned by Josh Cribbs for no gain. Penalty on Titus Brown: Offensive Holding, 8 yards",-2.140,0.380
4,14:00,1,10,CLE 8,3,17,Chris Ogbonnaya up the middle for 4 yards (tackle by Patrick Willis and Tarell Brown),-0.380,-0.490
4,13:20,2,6,CLE 12,3,17,Colt McCoy pass complete short right to Evan Moore for 5 yards (tackle by Navorro Bowman),-0.490,-0.370
4,12:50,3,1,CLE 17,3,17,Colt McCoy up the middle for 4 yards (tackle by Justin Smith),-0.370,0.340
4,12:16,1,10,CLE 21,3,17,"Colt McCoy for no gain. Colt McCoy fumbles, recovered by Colt McCoy at CLE-20",0.340,-0.340
4,11:45,2,11,CLE 20,3,17,Colt McCoy pass complete short right to Chris Ogbonnaya for -2 yards (tackle by Navorro Bowman),-0.340,-1.410
4,10:59,3,13,CLE 18,3,17,Colt McCoy sacked by Aldon Smith for -7 yards,-1.410,-2.490
4,10:30,4,20,CLE 11,3,17,"Brad Maynard punts 55 yards, returned by Ted Ginn Jr. for 18 yards (tackle by Ryan Pontbriand)",-2.490,-2.390
4,10:17,1,10,CLE 48,3,17,Frank Gore left tackle for 4 yards (tackle by Ahtyba Rubin),2.390,2.390
4,9:38,2,6,CLE 44,3,17,Ted Ginn Jr. right end for -8 yards (tackle by D'Qwell Jackson),2.390,0.630
4,8:55,3,14,SFO 48,3,17,Alex Smith pass incomplete short left intended for Ted Ginn Jr.,0.630,-0.190
4,8:50,4,14,SFO 48,3,17,"Andy Lee punts 52 yards, touchback",-0.190,-0.280
4,8:41,1,10,CLE 20,3,17,Colt McCoy left tackle for 9 yards,0.280,0.950
4,8:11,2,1,CLE 29,3,17,Colt McCoy up the middle for 4 yards (tackle by Navorro Bowman),0.950,1.140
4,7:52,1,10,CLE 33,3,17,Colt McCoy pass incomplete short middle intended for Chris Ogbonnaya,1.140,0.590
4,7:48,2,10,CLE 33,3,17,Colt McCoy pass complete short right to Greg Little for 9 yards (tackle by Navorro Bowman),0.590,1.090
4,7:14,3,1,CLE 42,3,17,Colt McCoy pass incomplete short middle intended for Chris Ogbonnaya (defended by Navorro Bowman),1.090,-0.590
4,7:00,4,1,CLE 42,3,17,Colt McCoy right guard for 1 yard (tackle by Patrick Willis),-0.590,1.800
4,6:51,1,10,CLE 43,3,17,Colt McCoy pass complete short middle to Evan Moore for 12 yards (tackle by Patrick Willis),1.800,2.590
4,6:23,1,10,SFO 45,9,17,"Colt McCoy pass complete deep left to Josh Cribbs for 45 yards, touchdown",2.590,7.000
,,,,,,,"Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",,
4,,,,SFO 2,10,17,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 35,10,17,"Phil Dawson kicks off 62 yards, returned by Ted Ginn Jr. for 22 yards (tackle by Usama Young)",0.000,0.610
4,6:11,1,10,SFO 25,10,17,Frank Gore left tackle for 1 yard (tackle by Jayme Mitchell),0.610,0.200
4,5:30,2,9,SFO 26,10,17,Frank Gore left tackle for 6 yards (tackle by Ahtyba Rubin),0.200,0.300
4,4:45,3,3,SFO 32,10,17,"Frank Gore right guard for 1 yard (tackle by D'Qwell Jackson). Penalty on D'Qwell Jackson: Face Mask (15 Yards), 15 yards",0.300,2.130
4,4:41,1,10,SFO 48,10,17,Alex Smith pass complete short left to Braylon Edwards for 13 yards (tackle by Sheldon Brown),2.130,2.980
4,4:01,1,10,CLE 39,10,17,Frank Gore right guard for 6 yards (tackle by Kaluka Maiava),2.980,3.250
4,3:16,2,4,CLE 33,10,17,Frank Gore up the middle for 1 yard (tackle by Ahtyba Rubin),3.250,2.680
4,3:11,,,,10,17,Timeout #2 by Cleveland Browns,0.000,2.680
4,3:11,3,3,CLE 32,10,17,Alex Smith pass complete short left to Isaac Sopoaga for 18 yards (tackle by Joe Haden),2.680,4.650
4,3:05,1,10,CLE 14,10,17,Frank Gore up the middle for 4 yards (tackle by Ahtyba Rubin),4.650,4.710
4,3:00,,,,10,17,Timeout #3 by Cleveland Browns,0.000,4.710
4,3:00,2,6,CLE 10,10,17,Frank Gore up the middle for 1 yard (tackle by Ahtyba Rubin),4.710,4.050
4,2:14,,,,10,17,Timeout #1 by San Francisco 49ers,0.000,4.050
4,2:14,3,5,CLE 9,10,17,Alex Smith left tackle for 1 yard,4.050,2.980
4,2:00,4,4,CLE 8,10,20,David Akers 26 yard field goal good,2.980,3.000
4,,,,SFO 35,10,20,"David Akers kicks off 71 yards, returned by Josh Cribbs for 31 yards (tackle by Tavares Gooden)",0.000,0.610
4,1:51,1,10,CLE 25,10,20,Colt McCoy pass complete short right to Chris Ogbonnaya for 7 yards (tackle by Chris Culliver),0.610,1.010
4,1:46,2,3,CLE 32,10,20,"Colt McCoy pass complete short middle to Jordan Norwood for 3 yards (tackle by Donte Whitner). Penalty on Justin Smith: Roughing the Passer, 15 yards",1.010,2.260
4,1:35,1,10,,10,20,Colt McCoy pass complete short middle to Ben Watson for 19 yards (tackle by Tarell Brown),2.260,3.510
4,1:10,1,10,SFO 31,10,20,Colt McCoy pass incomplete deep left intended for Josh Cribbs,3.510,2.970
4,1:10,2,10,SFO 31,10,20,Colt McCoy sacked by Patrick Willis for -3 yards,2.970,1.880
4,0:44,3,13,SFO 34,10,20,"Colt McCoy pass complete short left to Chris Ogbonnaya for 8 yards (tackle by Tarell Brown). Colt McCoy fumbles (forced by Parys Haralson), recovered by Colt McCoy at SFO-45",1.880,1.790
4,0:14,4,5,SFO 26,10,20,Colt McCoy pass complete short middle to Greg Little for 8 yards (tackle by Navorro Bowman),1.790,3.310
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
