Player,Pos
Mark Brunell,QB
Fred Taylor,RB
Patrick Washington,FB
Jimmy Smith,WR
Patrick Johnson,WR
Kyle Brady,TE
Zach Wiegert,LT
Brad Meester,LG
John Wade,C
Chris Naeole,RG
Maurice Williams,RT
Marco Coleman,LDE
Marcus Stroud,LDT
Larry Smith,RDT
Tony Brackens,RDE
Akin Ayodele,SLB
Wali Rainer,MLB
Danny Clark,WLB
Fernando Bryant,LCB
Jason Craft,RCB
Donovin Darius,SS
Marlon McCree,FS
