Quarter,Time,Down,ToGo,Location,NYJ,JAX,Detail,EPB,EPA
1,2:10,1,10,JAX 44,0,7,Fred Taylor left tackle for -1 yards (tackle by Damien Robinson),1.860,1.180
1,1:33,2,11,JAX 43,0,7,Mark Brunell pass incomplete intended for Patrick Washington,1.180,0.500
1,1:28,3,11,JAX 43,0,7,Mark Brunell for 3 yards (tackle by Ray Mickens),0.500,-0.320
1,1:09,4,8,JAX 46,0,7,"Chris Hanson punts 47 yards, returned by Chad Morton for 12 yards (tackle by Danny Clark)",-0.320,-0.150
1,1:03,1,10,NYJ 19,0,7,Chad Pennington pass complete to Wayne Chrebet for 18 yards,0.150,1.400
1,0:42,1,10,NYJ 37,0,7,Curtis Martin right tackle for 2 yards (tackle by John Henderson),1.400,1.130
Quarter,Time,Down,ToGo,Location,NYJ,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,NYJ 39,0,7,Curtis Martin right tackle for 5 yards (tackle by Marco Coleman and Eric Westmoreland),1.130,1.090
2,14:21,3,3,NYJ 44,0,7,Chad Pennington pass complete to Laveranues Coles for 5 yards (tackle by Danny Clark),1.090,2.190
2,13:45,1,10,NYJ 49,0,7,Laveranues Coles right end for -1 yards (tackle by Marlon McCree),2.190,1.510
2,13:13,1,10,NYJ 49,,,Timeout #1 by New York Jets,2.190,1.510
2,13:13,2,11,NYJ 48,0,7,Chad Pennington pass complete to LaMont Jordan for 6 yards (tackle by Marlon McCree),1.510,1.620
2,12:42,3,5,JAX 46,0,7,Chad Pennington pass complete to Richie Anderson for 3 yards (tackle by Donovin Darius),1.620,0.400
2,12:06,4,2,JAX 43,0,7,"Matt Turk pass incomplete is intercepted by Donovin Darius at NYJ-45 and returned for 3 yards. Matt Turk fumbles, recovered by Matt Turk at NYJ-45",0.400,-2.130
2,11:57,1,10,JAX 48,0,7,Fred Taylor left end for 25 yards (tackle by Sam Cowart),2.130,3.780
2,11:11,1,10,NYJ 27,0,7,Stacey Mack left tackle for 3 yards (tackle by John Abraham),3.780,3.640
2,10:35,2,7,NYJ 24,0,7,Mark Brunell pass complete to Stacey Mack for 8 yards (tackle by Marvin Jones),3.640,4.510
2,9:54,1,10,NYJ 16,0,7,Fred Taylor left end for 5 yards (tackle by Damien Robinson),4.510,4.760
2,9:10,2,5,NYJ 11,0,7,Mark Brunell pass complete to Pete Mitchell for 8 yards (tackle by Sam Garnes),4.760,6.510
2,8:25,1,3,NYJ 3,0,7,Stacey Mack middle for 2 yards (tackle by Marvin Jones),6.510,5.910
2,7:50,2,1,NYJ 1,0,13,"Stacey Mack left tackle for 1 yard, touchdown",5.910,7.000
2,7:50,,,NYJ 1,0,14,Hayden Epstein kicks extra point good,0.000,0.000
2,7:50,,,JAX 30,0,14,"Hayden Epstein kicks off 48 yards, returned by Dennis O'Sullivan for 11 yards (tackle by Edward Thomas)",0.000,1.140
2,7:40,1,10,NYJ 33,0,14,Chad Pennington pass complete to Wayne Chrebet for 24 yards (tackle by Donovin Darius),1.140,2.720
2,7:21,1,10,JAX 43,0,14,Chad Pennington pass complete to Laveranues Coles for 13 yards (tackle by Fernando Bryant),2.720,3.580
2,6:47,1,10,JAX 30,0,14,LaMont Jordan left tackle for 2 yards (tackle by Larry Smith),3.580,3.300
2,6:09,2,8,JAX 28,0,14,Chad Pennington pass incomplete intended for LaMont Jordan,3.300,2.610
2,6:04,2,8,JAX 28,,,Timeout #1 by Jacksonville Jaguars,3.300,2.610
2,6:04,3,8,JAX 28,0,14,Chad Pennington pass incomplete intended for Curtis Martin (defended by Akin Ayodele),2.610,1.590
2,5:59,4,8,JAX 28,3,14,John Hall 46 yard field goal good,1.590,3.000
2,5:59,,,NYJ 30,3,14,"John Hall kicks off 78 yards, touchback",0.000,0.280
2,5:54,1,10,JAX 20,3,14,Fred Taylor middle for 1 yard (tackle by Shaun Ellis),0.280,-0.130
2,5:18,2,9,JAX 21,3,14,Mark Brunell pass complete to Bobby Shaw for 16 yards (tackle by Aaron Beasley),-0.130,1.400
2,4:40,1,10,JAX 37,3,14,Fred Taylor middle for 2 yards (tackle by Damien Robinson),1.400,1.130
2,3:53,1,10,JAX 37,,,Timeout #2 by Jacksonville Jaguars,1.400,1.130
2,3:53,2,8,JAX 39,3,14,Mark Brunell pass complete to Chris Luzar for 5 yards (tackle by Marvin Jones),1.130,1.090
2,3:13,3,3,JAX 44,3,14,Mark Brunell for 10 yards (tackle by Jason Ferguson),1.090,2.520
2,2:23,1,10,NYJ 46,3,14,Mark Brunell pass complete to Bobby Shaw for 12 yards (tackle by Mo Lewis),2.520,3.310
2,2:00,1,10,NYJ 34,3,14,Patrick Johnson sacked by Sam Cowart for -7 yards,3.310,1.830
2,1:16,2,17,NYJ 41,3,14,Fred Taylor right end for 5 yards,1.830,1.820
2,0:37,3,12,NYJ 36,3,14,Mark Brunell pass complete to Fred Taylor for 10 yards (tackle by Ray Mickens),1.820,1.860
2,0:37,4,2,NYJ 26,3,14,Hayden Epstein 44 yard field goal no good,1.860,1.140
Quarter,Time,Down,ToGo,Location,NYJ,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,3,14,"John Hall kicks off 65 yards, muffed catch by Stacey Mack, recovered by Stacey Mack and returned for no gain",0.000,-0.380
3,14:56,1,10,JAX 7,3,14,Fred Taylor left tackle for 10 yards (tackle by Sam Garnes),-0.380,-0.060
3,14:16,1,10,JAX 17,3,14,Stacey Mack middle for 4 yards (tackle by John Abraham),-0.060,0.080
3,13:40,2,6,JAX 21,3,14,Mark Brunell sacked by Josh Evans for -6 yards,0.080,-1.570
3,13:08,3,12,JAX 15,3,14,Mark Brunell pass incomplete intended for Bobby Shaw,-1.570,-2.440
3,13:03,4,12,JAX 15,3,14,Chris Hanson punts 52 yards,-2.440,-1.140
3,12:50,1,10,NYJ 33,3,14,Chad Pennington pass incomplete intended for Laveranues Coles is intercepted by Jason Craft at NYJ-46,1.140,-2.520
3,12:44,1,10,NYJ 46,3,14,Fred Taylor right tackle for 4 yards (tackle by Donnie Abraham),2.520,2.520
3,12:05,2,6,NYJ 42,3,14,Fred Taylor middle for 23 yards (tackle by Aaron Beasley and Jason Ferguson),2.520,4.310
3,11:16,1,10,NYJ 19,3,14,Stacey Mack middle for 11 yards (tackle by Damien Robinson),4.310,5.370
3,10:37,1,8,NYJ 8,3,20,"Stacey Mack right tackle for 8 yards, touchdown",5.370,7.000
3,10:37,,,NYJ 8,3,21,Hayden Epstein kicks extra point good,0.000,0.000
3,10:37,,,JAX 30,3,21,"Hayden Epstein kicks off 68 yards, returned by Chad Morton for 24 yards (tackle by Ike Charlton)",0.000,0.670
3,10:24,1,10,NYJ 26,3,21,Curtis Martin left end for 7 yards (tackle by Danny Clark),0.670,1.070
3,9:43,2,3,NYJ 33,3,21,"Penalty on Anthony Becht: False Start, 5 yards (no play)",1.070,0.400
3,9:17,2,8,NYJ 28,3,21,Chad Pennington pass complete to Anthony Becht for 13 yards (tackle by Donovin Darius),0.400,1.660
3,8:45,1,10,NYJ 41,3,21,Curtis Martin middle for 10 yards (tackle by Akin Ayodele),1.660,2.320
3,8:07,1,10,JAX 49,3,21,Chad Pennington pass complete to Laveranues Coles for 4 yards (tackle by Jason Craft),2.320,2.320
3,7:30,2,6,JAX 45,3,21,"Penalty on Curtis Martin: False Start, 5 yards (no play)",2.320,1.650
3,7:11,2,11,,3,21,Curtis Martin right tackle for 2 yards (tackle by John Henderson),1.650,1.220
3,6:33,3,9,JAX 48,3,21,Chad Pennington pass complete to Laveranues Coles for 16 yards (tackle by Fernando Bryant),1.220,3.450
3,5:52,1,10,JAX 32,3,21,Chad Pennington pass incomplete intended for Richie Anderson (defended by Akin Ayodele),3.450,2.900
3,5:47,2,10,JAX 32,3,21,LaMont Jordan left tackle for 1 yard (tackle by Akin Ayodele),2.900,2.340
3,5:03,3,9,JAX 31,3,21,"Chad Pennington pass complete to Kevin Swayne for 7 yards (tackle by Ainsley Battles). Kevin Swayne fumbles (forced by Ainsley Battles), recovered by Fernando Bryant at JAX-23 and returned for 26 yards (tackle by Chad Pennington)",2.340,-2.190
3,4:50,1,10,JAX 49,3,21,Fred Taylor for 4 yards (tackle by Josh Evans),2.190,2.190
3,4:13,2,6,NYJ 47,3,21,Fred Taylor for 5 yards (tackle by Jason Ferguson),2.190,2.150
3,3:37,3,1,NYJ 42,3,21,Stacey Mack right tackle for 3 yards (tackle by Josh Evans),2.150,2.980
3,3:37,1,10,NYJ 39,3,21,"Penalty on Mark Brunell: Delay of Game, 5 yards (no play)",2.980,2.650
3,2:34,1,15,NYJ 44,3,21,Fred Taylor middle for 3 yards (tackle by John Abraham),2.650,2.170
3,1:59,2,12,NYJ 41,3,21,Mark Brunell pass complete to Fred Taylor for 13 yards (tackle by John Abraham),2.170,3.710
3,1:23,1,10,NYJ 28,3,21,Stacey Mack middle for 6 yards (tackle by Donnie Abraham),3.710,3.980
3,0:40,2,4,NYJ 22,3,27,"Fred Taylor middle for 22 yards, touchdown",3.980,7.000
3,0:40,,,NYJ 22,3,28,Hayden Epstein kicks extra point good,0.000,0.000
3,0:40,,,JAX 30,3,28,"Hayden Epstein kicks off 63 yards, returned by LaMont Jordan for 20 yards (tackle by Edward Thomas)",0.000,0.740
3,0:26,1,10,NYJ 27,3,28,Chad Pennington pass incomplete intended for Anthony Becht (defended by Donovin Darius),0.740,0.200
3,0:21,2,10,NYJ 27,3,28,Chad Pennington pass complete to Jerald Sowell for 31 yards (tackle by Marlon McCree),0.200,2.790
Quarter,Time,Down,ToGo,Location,NYJ,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 42,3,28,Chad Pennington pass incomplete intended for Laveranues Coles (defended by Wali Rainer),2.790,2.240
4,14:54,2,10,JAX 42,3,28,Chad Pennington pass complete to LaMont Jordan for 9 yards (tackle by Marcus Stroud),2.240,2.740
4,14:11,3,1,JAX 33,3,28,Chad Pennington pass incomplete intended for Jerald Sowell,2.740,1.210
4,14:06,4,1,JAX 33,3,28,LaMont Jordan right tackle for no gain (tackle by Akin Ayodele and Marco Coleman),1.210,-1.200
4,14:00,1,10,JAX 34,3,28,Fred Taylor right end for 7 yards (tackle by Bryan Thomas),1.200,1.600
4,13:15,2,3,JAX 41,3,28,Fred Taylor left tackle for 2 yards (tackle by James Reed),1.600,1.160
4,12:32,3,1,JAX 43,3,28,Stacey Mack middle for no gain (tackle by Josh Evans),1.160,-0.520
4,11:48,4,1,JAX 43,3,28,"Chris Hanson punts 56 yards, returned by Chad Morton for 18 yards",-0.520,-0.150
4,11:36,1,10,NYJ 19,3,28,Chad Pennington pass complete to Anthony Becht for 12 yards (tackle by Donovin Darius),0.150,1.000
4,11:00,1,10,NYJ 31,3,28,LaMont Jordan left end for 11 yards (tackle by Danny Clark),1.000,1.730
4,10:35,1,10,NYJ 42,3,28,LaMont Jordan middle for 6 yards (tackle by Kiwaukee Thomas),1.730,2.000
4,9:53,2,4,NYJ 48,3,28,Chad Pennington pass incomplete intended for Chad Morton,2.000,1.290
4,9:49,3,4,NYJ 48,3,28,Chad Pennington pass complete to Tory Woodbury for 13 yards (tackle by Donovin Darius),1.290,2.980
4,9:09,1,10,JAX 39,3,28,Chad Morton middle for 1 yard (tackle by Larry Smith),2.980,2.580
4,8:47,2,9,JAX 38,3,28,"Chad Pennington pass complete to Chad Morton for 8 yards (tackle by Jason Craft). Penalty on Marco Coleman: Defensive Offside, 5 yards (no play)",2.580,3.250
4,8:24,2,4,JAX 33,3,28,Chad Pennington pass complete to Laveranues Coles for 9 yards (tackle by Ike Charlton),3.250,3.970
4,7:59,1,10,JAX 24,3,28,Chad Pennington pass complete to Laveranues Coles for 22 yards (tackle by Marlon McCree),3.970,6.740
4,7:24,1,2,JAX 2,3,28,LaMont Jordan middle for 1 yard (tackle by Danny Clark),6.740,5.910
4,6:47,2,1,JAX 1,3,28,"LaMont Jordan right tackle for -1 yards (tackle by Danny Clark and Eric Westmoreland). LaMont Jordan fumbles (forced by Eric Westmoreland), recovered by Eric Westmoreland at JAX-2 (tackle by Randy Thomas)",5.910,0.380
4,6:40,1,10,JAX 2,3,28,Stacey Mack right tackle for no gain (tackle by Bryan Thomas),-0.380,-0.780
4,5:59,2,10,JAX 2,3,28,Stacey Mack right guard for 22 yards (tackle by Damien Robinson),-0.780,0.540
4,5:24,1,10,JAX 24,3,28,Fred Taylor middle for 2 yards (tackle by Shaun Ellis),0.540,0.270
4,4:43,2,8,JAX 26,3,28,Fred Taylor right tackle for 5 yards (tackle by Josh Evans),0.270,0.230
4,4:01,3,3,JAX 31,3,28,Stacey Mack middle for -1 yards (tackle by Jason Ferguson),0.230,-1.370
4,3:20,4,4,JAX 30,3,28,"Chris Hanson punts 58 yards, returned by Chad Morton for 21 yards (tackle by Eric Westmoreland). Penalty on Kelvin Moses: Illegal Block Above the Waist, 10 yards",-1.370,-0.480
4,3:06,1,10,NYJ 23,3,28,Chad Pennington pass incomplete intended for Laveranues Coles (defended by Ike Charlton),0.480,-0.070
4,3:02,2,10,NYJ 23,3,28,LaMont Jordan middle for 9 yards (tackle by Ainsley Battles),-0.070,0.430
4,2:39,3,1,NYJ 32,3,28,Chad Pennington pass complete to Laveranues Coles for 8 yards (tackle by Ike Charlton),0.430,1.600
4,2:14,1,10,NYJ 40,3,28,LaMont Jordan middle for no gain (tackle by Marcus Stroud),1.600,1.050
4,2:00,2,10,NYJ 40,3,28,Chad Pennington pass complete to Kevin Swayne for 18 yards (tackle by Donovin Darius),1.050,2.790
4,1:54,1,10,JAX 42,3,28,Chad Pennington pass complete to LaMont Jordan for 27 yards (tackle by Marlon McCree),2.790,4.580
4,1:24,1,10,JAX 15,3,28,Chad Pennington pass incomplete intended for Laveranues Coles,4.580,3.950
4,1:19,2,10,JAX 15,3,28,Chad Pennington sacked by Tony Brackens for -4 yards,3.950,2.790
4,1:05,2,10,JAX 15,,,Timeout #1 by New York Jets,3.950,2.790
4,1:05,3,14,JAX 19,3,28,Chad Pennington pass incomplete intended for Kevin Swayne,2.790,2.180
4,1:00,4,14,JAX 19,3,28,Chad Pennington pass incomplete intended for Jerald Sowell,2.180,-0.280
4,0:54,1,10,JAX 20,3,28,David Garrard for -1 yards,0.280,-0.460
4,0:23,2,11,JAX 19,3,28,David Garrard for -1 yards,-0.460,-1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
