Quarter,Time,Down,ToGo,Location,NWE,WAS,Detail,EPB,EPA
1,7:09,1,10,WAS 25,6,7,Colt McCoy sacked by Danny Shelton for -7 yards,0.610,-0.980
1,6:27,2,17,WAS 18,6,7,Colt McCoy pass incomplete short right intended for Trey Quinn,-0.980,-1.720
1,6:22,3,17,WAS 18,6,7,Colt McCoy pass incomplete short middle intended for Chris Thompson,-1.720,-2.240
1,6:18,4,17,WAS 18,6,7,"Tress Way punts 39 yards, fair catch by Gunner Olszewski at NE-43",-2.240,-1.800
1,6:11,1,10,NWE 43,6,7,Tom Brady sacked by Jonathan Allen for -10 yards,1.800,-0.100
1,5:28,2,20,NWE 33,6,7,Tom Brady pass complete deep middle to Josh Gordon for 24 yards (tackle by Montae Nicholson),-0.100,2.720
1,4:58,1,10,WAS 43,6,7,Tom Brady pass complete short middle to Julian Edelman for 12 yards (tackle by Jonathan Bostic),2.720,3.510
1,4:25,1,10,WAS 31,6,7,Tom Brady pass complete short right to Jakob Johnson for 5 yards (tackle by Landon Collins),3.510,3.640
1,3:49,2,5,WAS 26,6,7,"Tom Brady pass incomplete deep right intended for Ryan Izzo. Penalty on Ryan Izzo: Offensive Pass Interference, 10 yards (no play)",3.640,2.290
1,3:44,2,15,WAS 36,6,7,Tom Brady pass complete short middle to Julian Edelman for 11 yards (tackle by Landon Collins),2.290,3.070
1,3:12,3,4,WAS 25,6,7,"Penalty on Julian Edelman: False Start, 5 yards (no play)",3.070,2.410
1,2:51,3,9,WAS 30,6,7,Tom Brady pass complete short middle to Josh Gordon for 8 yards (tackle by Quinton Dunbar),2.410,2.140
1,2:35,4,1,WAS 22,6,7,James White right end for -2 yards (tackle by Landon Collins),2.140,-0.540
1,2:30,1,10,WAS 24,6,7,Adrian Peterson up the middle for 7 yards (tackle by Lawrence Guy),0.540,0.940
1,1:54,2,3,WAS 31,6,7,Adrian Peterson left guard for 1 yard (tackle by Danny Shelton),0.940,0.370
1,1:08,3,2,WAS 32,6,7,Colt McCoy pass complete short middle to Trey Quinn for 4 yards (tackle by Dont'a Hightower),0.370,1.330
1,0:29,1,10,WAS 36,6,7,Colt McCoy right end for 9 yards (tackle by Elandon Roberts),1.330,2.010
Quarter,Time,Down,ToGo,Location,NWE,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,WAS 45,6,7,Wendell Smallwood right end for -1 yards (tackle by Dont'a Hightower),2.010,1.160
2,14:16,3,2,WAS 44,6,7,Colt McCoy sacked by Dont'a Hightower for -6 yards,1.160,-0.850
2,13:38,4,8,WAS 38,6,7,"Tress Way punts 62 yards, touchback.",-0.850,-0.280
2,13:30,1,10,NWE 20,6,7,Sony Michel right end for 4 yards (tackle by Josh Norman),0.280,0.270
2,13:07,2,6,NWE 24,6,7,Sony Michel right tackle for 3 yards (tackle by Matthew Ioannidis),0.270,-0.030
2,12:31,3,3,NWE 27,6,7,Tom Brady pass complete short right to James White for 4 yards (tackle by Montae Nicholson),-0.030,1.000
2,12:06,1,10,NWE 31,6,7,Tom Brady pass complete short middle to James White for 2 yards (tackle by Jonathan Allen),1.000,0.730
2,11:37,2,8,NWE 33,6,7,"Tom Brady pass incomplete deep left intended for Julian Edelman (defended by Montae Nicholson). Penalty on Montae Nicholson: Defensive Pass Interference, 40 yards (no play)",0.730,3.780
2,11:29,1,10,WAS 27,6,7,Tom Brady pass incomplete deep middle intended for Julian Edelman,3.780,3.230
2,11:23,2,10,WAS 27,6,7,Tom Brady pass incomplete short middle intended for James White (defended by Ryan Kerrigan),3.230,2.540
2,11:19,3,10,WAS 27,6,7,Tom Brady pass complete short middle to James White for 8 yards (tackle by Jonathan Bostic),2.540,2.310
2,10:39,4,2,WAS 19,9,7,Mike Nugent 37 yard field goal good,2.310,3.000
2,10:35,,,NWE 35,9,7,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
2,10:35,1,10,WAS 25,9,7,Colt McCoy pass complete short middle to Steven Sims for -4 yards (tackle by Dont'a Hightower),0.610,-0.480
2,9:49,2,14,WAS 21,9,7,Colt McCoy pass complete short right to Steven Sims for 5 yards (tackle by Stephon Gilmore),-0.480,-0.490
2,9:11,3,9,WAS 26,9,7,Colt McCoy sacked by. Colt McCoy fumbles out of bounds. Penalty on Tony Bergstrom: Offensive Holding (Declined),-0.490,-1.700
2,8:50,4,10,WAS 25,9,7,"Tress Way punts 56 yards, returned by Gunner Olszewski for 12 yards (tackle by Tanner Vallejo and Nick Sundberg)",-1.700,-1.000
2,8:38,1,10,NWE 31,9,7,Tom Brady pass complete short left to Julian Edelman for 12 yards,1.000,1.800
2,8:12,1,10,NWE 43,9,7,Tom Brady sacked by Tim Settle for -7 yards,1.800,0.310
2,7:29,2,17,NWE 36,9,7,Tom Brady pass incomplete short middle intended for Josh Gordon (defended by Quinton Dunbar),0.310,-0.360
2,7:24,3,17,NWE 36,9,7,Tom Brady pass complete short left to Julian Edelman for 16 yards (tackle by Montae Nicholson and Jonathan Bostic),-0.360,0.070
2,6:34,4,1,WAS 48,9,7,"Penalty on Joe Cardona: False Start, 5 yards (no play)",0.070,-0.260
2,6:24,4,6,NWE 47,9,7,"Jake Bailey punts 41 yards, fair catch by Trey Quinn at WAS-12",-0.260,0.350
2,6:18,1,10,WAS 12,9,7,"Colt McCoy pass complete short middle to Trey Quinn for 7 yards (tackle by Jonathan Jones). Trey Quinn fumbles (forced by Jonathan Jones), recovered by Jamie Collins at WAS-16 (tackle by Paul Richardson)",-0.350,-4.510
2,6:09,1,10,WAS 16,9,7,Tom Brady pass incomplete deep left intended for Josh Gordon,4.510,3.900
2,6:03,2,10,WAS 16,9,7,Tom Brady pass complete short left to James White for 4 yards (tackle by Montez Sweat),3.900,3.730
2,5:24,3,6,WAS 12,9,7,Tom Brady pass short left intended for James White is intercepted by Montae Nicholson at WAS-1 and returned for no gain,3.730,0.380
2,5:19,1,10,WAS 1,9,7,Adrian Peterson up the middle for 4 yards (tackle by Devin McCourty and Elandon Roberts),-0.380,-0.490
2,4:39,2,6,WAS 5,9,7,"Penalty on Terry McLaurin: False Start, 2 yards (no play)",-0.490,-0.630
2,4:17,2,8,WAS 3,9,7,Colt McCoy pass complete deep left to Terry McLaurin for 17 yards,-0.630,0.280
2,3:51,1,10,WAS 20,9,7,"Adrian Peterson left tackle for 10 yards (tackle by Elandon Roberts and Terrence Brooks). Penalty on Donald Penn: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,3:27,1,20,WAS 10,9,7,"Penalty on Morgan Moses: False Start, 5 yards (no play)",-0.760,-0.950
2,3:07,1,25,WAS 5,9,7,Colt McCoy pass complete short middle to Chris Thompson for 4 yards (tackle by Jason McCourty). Penalty on Wes Martin: Offensive Holding (Declined),-0.950,-1.580
2,2:41,2,21,WAS 9,9,7,Colt McCoy pass complete short middle to Paul Richardson for 6 yards (tackle by Jamie Collins),-1.580,-1.860
2,2:27,,,,,,Timeout #2 by New England Patriots,,
2,2:27,3,15,WAS 15,9,7,Colt McCoy pass complete short right to Jeremy Sprinkle for 11 yards (tackle by Jason McCourty and Jonathan Jones),-1.860,-1.630
2,2:00,4,4,WAS 26,9,7,"Tress Way punts 55 yards, returned by Gunner Olszewski for 19 yards (tackle by Tress Way). Penalty on Brandon Bolden: Illegal Block Above the Waist, 10 yards",-1.630,-0.810
2,1:49,1,10,NWE 28,9,7,James White up the middle for 5 yards (tackle by Fabian Moreau and Treyvon Hester),0.810,0.940
2,1:24,2,5,NWE 33,9,7,Tom Brady pass incomplete short left intended for James White,0.940,0.230
2,1:22,3,5,NWE 33,9,7,"Tom Brady up the middle for 6 yards (tackle by Josh Norman). Penalty on Ted Karras: Offensive Holding, 10 yards (no play)",0.230,-1.090
2,1:15,3,15,NWE 23,9,7,James White right guard for 6 yards (tackle by Jonathan Bostic),-1.090,-1.440
2,1:09,,,,,,Timeout #2 by Washington Redskins,,
2,1:09,4,9,NWE 29,9,7,"Jake Bailey punts 55 yards, returned by Trey Quinn for 9 yards (tackle by Jordan Richards)",-1.440,-0.610
2,0:58,1,10,WAS 25,9,7,Colt McCoy pass short middle intended for Steven Sims is intercepted by Jason McCourty at WAS-27 and returned for 16 yards,0.610,-4.840
2,0:51,1,10,WAS 11,9,7,Tom Brady pass complete short left to Jakobi Meyers for 6 yards (tackle by Fabian Moreau),4.840,5.280
2,0:46,2,4,WAS 5,9,7,Tom Brady pass incomplete short middle,5.280,4.440
2,0:41,,,,,,Timeout #3 by Washington Redskins,,
2,0:41,3,4,WAS 5,9,7,Tom Brady pass incomplete short right,4.440,3.010
2,0:34,4,4,WAS 5,12,7,Mike Nugent 23 yard field goal good,3.010,3.000
2,0:30,,,NWE 35,12,7,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
2,0:30,1,10,WAS 25,12,7,Adrian Peterson right guard for 3 yards (tackle by Jamie Collins),0.610,0.470
Quarter,Time,Down,ToGo,Location,NWE,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,12,7,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NWE 25,12,7,Sony Michel up the middle for 2 yards (tackle by Cole Holcomb),0.610,0.330
3,14:29,2,8,NWE 27,12,7,Sony Michel right guard for 3 yards (tackle by Cole Holcomb and Jonathan Bostic),0.330,0.040
3,13:45,3,5,NWE 30,12,7,Tom Brady pass complete short right to James White for 21 yards (tackle by Fabian Moreau),0.040,2.320
3,13:01,1,10,WAS 49,12,7,Sony Michel left tackle for 5 yards (tackle by Cole Holcomb),2.320,2.460
3,12:17,2,5,WAS 44,12,7,Sony Michel right tackle for 11 yards (tackle by Josh Norman),2.460,3.380
3,11:40,1,10,WAS 33,12,7,Brandon Bolden right tackle for 4 yards (tackle by Landon Collins),3.380,3.380
3,11:04,2,6,WAS 29,18,7,"Tom Brady pass complete deep right to Brandon Bolden for 29 yards, touchdown",3.380,7.000
3,10:57,,,WAS 15,19,7,Mike Nugent kicks extra point good,0.000,0.000
3,10:57,,,NWE 35,19,7,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
3,10:57,1,10,WAS 25,19,7,Colt McCoy pass complete short middle to Jeremy Sprinkle for 6 yards (tackle by Elandon Roberts),0.610,0.870
3,10:19,2,4,WAS 31,19,7,Colt McCoy pass complete short middle to Terry McLaurin for 22 yards (tackle by Stephon Gilmore),0.870,2.460
3,9:44,1,10,NWE 47,19,7,Adrian Peterson right end for -1 yards (tackle by Deatrich Wise and Duron Harmon),2.460,1.780
3,9:03,2,11,NWE 48,19,7,"Colt McCoy pass complete short middle to Steven Sims for 2 yards (tackle by Jamie Collins and Duron Harmon). Penalty on Ereck Flowers: Illegal Use of Hands, 10 yards (no play)",1.780,0.430
3,8:37,2,21,WAS 42,19,7,Colt McCoy pass complete short middle to Paul Richardson for 8 yards (tackle by Jason McCourty),0.430,0.830
3,7:53,3,13,WAS 50,19,7,Colt McCoy pass incomplete short left intended for Terry McLaurin,0.830,-0.060
3,7:45,4,13,WAS 50,19,7,"Tress Way punts 38 yards, fair catch by Gunner Olszewski at NE-12",-0.060,0.350
3,7:40,1,10,NWE 12,19,7,Sony Michel up the middle for no gain (tackle by Jonathan Allen),-0.350,-0.780
3,7:03,2,10,NWE 12,19,7,Tom Brady pass complete short left to Julian Edelman for 15 yards (tackle by Josh Norman). Penalty on Josh Norman: Defensive Holding (Declined),-0.780,0.740
3,6:40,1,10,NWE 27,19,7,Sony Michel left tackle for 25 yards (tackle by Montae Nicholson),0.740,2.390
3,6:06,1,10,WAS 48,19,7,Brandon Bolden up the middle for 3 yards (tackle by Jonathan Allen),2.390,2.250
3,5:27,2,7,WAS 45,19,7,Tom Brady pass complete short middle to Julian Edelman for 31 yards (tackle by Landon Collins),2.250,4.650
3,4:42,1,10,WAS 14,25,7,"Sony Michel right tackle for 14 yards, touchdown",4.650,7.000
3,4:35,,,WAS 15,26,7,Mike Nugent kicks extra point good,0.000,0.000
3,4:35,,,NWE 35,26,7,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
3,4:35,1,10,WAS 25,26,7,Chris Thompson right end for 12 yards (tackle by Stephon Gilmore),0.610,1.400
3,4:04,1,10,WAS 37,26,7,Chris Thompson left guard for 2 yards (tackle by Deatrich Wise),1.400,1.130
3,3:40,2,8,WAS 39,26,7,Colt McCoy pass incomplete deep left intended for Terry McLaurin,1.130,0.430
3,3:35,3,8,WAS 39,26,7,Colt McCoy pass incomplete short right intended for Chris Thompson (defended by Kyle Van Noy),0.430,-0.780
3,3:31,4,8,WAS 39,26,7,"Tress Way punts 44 yards, fair catch by Gunner Olszewski at NE-17",-0.780,0.060
3,3:24,1,10,NWE 17,26,7,Tom Brady pass complete short middle to Josh Gordon for 17 yards (tackle by Jonathan Bostic),-0.060,1.200
3,2:46,1,10,NWE 34,26,7,Tom Brady pass complete short left to Sony Michel for 6 yards (tackle by Josh Norman),1.200,1.470
3,2:11,2,4,NWE 40,26,7,Tom Brady pass incomplete short middle intended for Matt LaCosse,1.470,0.760
3,2:07,3,4,NWE 40,26,7,Tom Brady sacked by Da'Ron Payne for -9 yards,0.760,-1.310
3,1:28,4,13,NWE 31,26,7,"Jake Bailey punts 57 yards, fair catch by Trey Quinn at WAS-12",-1.310,0.350
3,1:22,1,10,WAS 12,26,7,Colt McCoy pass incomplete short right intended for Terry McLaurin (defended by Dont'a Hightower),-0.350,-0.780
3,1:17,2,10,WAS 12,26,7,"Colt McCoy pass incomplete deep left intended for Terry McLaurin (defended by Duron Harmon). Penalty on Stephon Gilmore: Illegal Use of Hands, 5 yards (no play)",-0.780,-0.060
3,1:11,1,10,WAS 17,26,7,Colt McCoy pass complete short middle to Chris Thompson for 5 yards (tackle by Ja'Whaun Bentley and Jason McCourty),-0.060,0.210
3,0:41,2,5,WAS 22,26,7,Colt McCoy pass complete short left to Chris Thompson for 5 yards (tackle by Ja'Whaun Bentley),0.210,0.740
3,0:04,1,10,WAS 27,26,7,Colt McCoy sacked by and Michael Bennett for -9 yards,0.740,-1.120
Quarter,Time,Down,ToGo,Location,NWE,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,19,WAS 18,26,7,Colt McCoy pass complete short left to Chris Thompson for 6 yards (tackle by Ja'Whaun Bentley and Dont'a Hightower),-1.120,-0.890
4,14:14,3,13,WAS 24,26,7,Colt McCoy pass complete short middle to Chris Thompson for -3 yards (tackle by Ja'Whaun Bentley),-0.890,-1.960
4,13:35,4,16,WAS 21,26,7,"Tress Way punts 55 yards, returned by Gunner Olszewski for 18 yards (tackle by Shaun Dion Hamilton)",-1.960,-1.730
4,13:22,1,10,NWE 42,26,7,James White right guard for 6 yards (tackle by Cole Holcomb and Matthew Ioannidis),1.730,2.000
4,12:57,2,4,NWE 48,26,7,James White right end for 7 yards (tackle by Cole Holcomb),2.000,2.590
4,12:31,1,10,WAS 45,26,7,Tom Brady pass complete short right to Julian Edelman for 7 yards (tackle by Josh Norman),2.590,2.990
4,12:09,2,3,WAS 38,26,7,James White left tackle for 4 yards (tackle by Cole Holcomb),2.990,3.310
4,11:42,1,10,WAS 34,26,7,Tom Brady pass incomplete short left intended for Matt LaCosse,3.310,2.770
4,11:38,2,10,WAS 34,26,7,Tom Brady pass complete short left to Josh Gordon for 6 yards (tackle by Quinton Dunbar),2.770,2.870
4,11:02,3,4,WAS 28,26,7,Sony Michel left guard for 12 yards (tackle by Quinton Dunbar and Montae Nicholson),2.870,4.510
4,10:37,1,10,WAS 16,26,7,Sony Michel right end for 7 yards (tackle by Landon Collins),4.510,5.160
4,10:01,2,3,WAS 9,26,7,Sony Michel left tackle for -1 yards (tackle by Montez Sweat and Montae Nicholson),5.160,4.170
4,9:19,3,4,WAS 10,32,7,"Tom Brady pass complete short middle to Ryan Izzo for 10 yards, touchdown, touchdown",4.170,7.000
4,9:14,,,WAS 15,33,7,Mike Nugent kicks extra point good,0.000,0.000
4,9:14,,,NWE 35,33,7,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
4,9:14,1,10,WAS 25,33,7,Colt McCoy pass complete short left to Trey Quinn for 7 yards (tackle by Jason McCourty),0.610,1.010
4,8:44,2,3,WAS 32,33,7,Colt McCoy right end for 5 yards (tackle by Jason McCourty),1.010,1.400
4,8:08,1,10,WAS 37,33,7,Colt McCoy pass complete short left to Kelvin Harmon for 4 yards (tackle by J.C. Jackson),1.400,1.400
4,7:42,2,6,WAS 41,33,7,"Colt McCoy sacked by Jamie Collins for -13 yards. Colt McCoy fumbles (forced by Jamie Collins), recovered by Colt McCoy at WAS-28",1.400,-1.020
4,6:53,3,19,WAS 28,33,7,Chris Thompson right guard for 8 yards (tackle by Jonathan Jones and Lawrence Guy),-1.020,-0.980
4,6:19,4,11,WAS 36,33,7,"Tress Way punts 38 yards, fair catch by Gunner Olszewski at NE-26. Penalty on Joejuan Williams: Offensive Holding, 10 yards",-0.980,0.140
4,6:11,1,10,NWE 16,33,7,Sony Michel left guard for -1 yards (tackle by Matthew Ioannidis),-0.140,-0.780
4,5:37,2,11,NWE 15,33,7,Sony Michel right tackle for 4 yards (tackle by Ryan Anderson),-0.780,-0.950
4,4:55,3,7,NWE 19,33,7,Jarrett Stidham pass incomplete short middle intended for Jakobi Meyers,-0.950,-2.140
4,4:52,4,7,NWE 19,33,7,Jake Bailey punts 46 yards out of bounds,-2.140,-1.270
4,4:44,1,10,WAS 35,33,7,Colt McCoy pass incomplete short right intended for Jeremy Sprinkle (defended by Elandon Roberts),1.270,0.720
4,4:40,2,10,WAS 35,33,7,Wendell Smallwood right tackle for 5 yards (tackle by Kyle Van Noy),0.720,0.700
4,4:20,3,5,WAS 40,33,7,"Penalty on Ereck Flowers: False Start, 5 yards (no play)",0.700,0.040
4,4:20,3,10,WAS 35,33,7,Colt McCoy pass incomplete deep right intended for Terry McLaurin,0.040,-1.040
4,4:15,4,10,WAS 35,33,7,Tress Way punts 59 yards downed by Cole Holcomb,-1.040,0.380
4,4:03,1,10,NWE 6,33,7,Brandon Bolden left end for no gain (tackle by Cole Holcomb),-0.380,-0.780
4,3:57,2,10,NWE 6,33,7,Brandon Bolden right guard for 1 yard (tackle by Matthew Ioannidis),-0.780,-1.300
4,3:13,3,9,NWE 7,33,7,Brandon Bolden up the middle for 5 yards (tackle by Jonathan Allen and Cole Holcomb),-1.300,-2.490
4,2:29,4,4,NWE 12,33,7,Jake Bailey punts 48 yards out of bounds,-2.490,-1.600
4,2:20,1,10,WAS 40,33,7,Wendell Smallwood right tackle for 1 yard (tackle by Adam Butler),1.600,1.190
4,2:00,2,9,WAS 41,33,7,Wendell Smallwood right end for 12 yards (tackle by Duron Harmon and J.C. Jackson),1.190,2.460
4,1:15,1,10,NWE 47,33,7,Wendell Smallwood left end for 2 yards (tackle by Jason McCourty and Chase Winovich),2.460,2.180
4,0:29,2,8,NWE 45,33,7,Wendell Smallwood up the middle for 8 yards (tackle by Shilique Calhoun and Terrence Brooks),2.180,2.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
