#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:28,NWE 16,8,2:10,12,Punt
2,1,9:26,NWE 25,6,2:17,75,Touchdown
3,1,6:11,NWE 43,7,3:41,33,Downs
4,2,13:30,NWE 20,8,2:55,61,Field Goal
5,2,8:38,NWE 31,4,2:20,16,Punt
6,2,6:09,WAS 16,3,0:50,4,Interception
7,2,1:49,NWE 28,3,0:51,1,Punt
8,2,0:51,WAS 11,4,0:21,6,Field Goal
9,3,15:00,NWE 25,7,4:03,75,Touchdown
10,3,7:40,NWE 12,6,3:05,88,Touchdown
11,3,3:24,NWE 17,4,2:02,14,Punt
12,4,13:22,NWE 42,10,4:08,58,Touchdown
13,4,6:11,NWE 16,3,1:27,3,Punt
14,4,4:03,NWE 6,3,1:43,6,Punt
