Quarter,Time,Down,ToGo,Location,NYJ,TEN,Detail,EPB,EPA
4,14:46,4,3,TEN 50,22,13,"Brett Kern punts 40 yards, fair catch by Andre Roberts at NYJ-10",-0.060,0.380
4,14:38,1,10,NYJ 10,22,13,Josh McCown pass incomplete short middle intended for Quincy Enunwa,-0.380,-0.780
4,14:32,2,10,NYJ 10,22,13,Isaiah Crowell right tackle for 2 yards (tackle by DaQuan Jones and Rashaan Evans),-0.780,-1.190
4,13:53,3,8,NYJ 12,22,13,Josh McCown pass incomplete deep right intended for Robby Anderson,-1.190,-2.490
4,13:46,4,8,NYJ 12,22,13,"Lac Edwards punts 42 yards out of bounds. Penalty on Daren Bates: Offensive Holding, 10 yards",-2.490,-1.330
4,13:37,1,10,TEN 36,22,13,Derrick Henry right end for no gain (tackle by Jordan Jenkins),1.330,0.790
4,13:03,2,10,TEN 36,22,13,Derrick Henry left end for 11 yards (tackle by Jamal Adams and Avery Williamson),0.790,2.060
4,12:23,1,10,TEN 47,22,13,Marcus Mariota pass complete deep left to Taywan Taylor for 44 yards (tackle by Morris Claiborne),2.060,5.140
4,11:44,1,9,NYJ 9,22,13,Derrick Henry right tackle for -1 yards (tackle by Henry Anderson and Brandon Copeland),5.140,4.190
4,10:58,2,10,NYJ 10,22,13,"Marcus Mariota pass incomplete short left intended for Tajae Sharpe. Penalty on Morris Claiborne: Defensive Holding, 5 yards (no play)",4.190,6.060
4,10:57,1,5,NYJ 5,22,13,Marcus Mariota left end for -1 yards (tackle by Darron Lee),6.060,4.950
4,10:15,2,6,NYJ 6,22,13,Marcus Mariota sacked by Jamal Adams for no gain,4.950,4.040
4,9:41,3,6,NYJ 6,22,13,Marcus Mariota pass incomplete short left intended for Jonnu Smith,4.040,2.990
4,9:33,4,6,NYJ 6,22,16,Ryan Succop 24 yard field goal good,2.990,3.000
4,9:29,,,TEN 35,22,16,"Ryan Succop kicks off 65 yards, touchback.",0.000,0.610
4,9:29,1,10,NYJ 25,22,16,Trenton Cannon right end for 8 yards (tackle by Derrick Morgan),0.610,1.140
4,8:54,2,2,NYJ 33,22,16,Elijah McGuire right tackle for no gain (tackle by Rashaan Evans),1.140,0.430
4,8:13,3,2,NYJ 33,22,16,Josh McCown pass complete short left to Elijah McGuire for -4 yards (tackle by Malcolm Butler),0.430,-1.440
4,7:30,4,6,NYJ 29,22,16,"Lac Edwards punts 36 yards, fair catch by Adoree' Jackson at TEN-35",-1.440,-1.270
4,7:22,1,10,TEN 35,22,16,Marcus Mariota pass complete to Taywan Taylor for 55 yards (tackle by Darryl Roberts),1.270,4.910
4,6:35,1,10,NYJ 10,22,16,Marcus Mariota pass incomplete short left intended for Dion Lewis,4.910,4.190
4,6:30,2,10,NYJ 10,22,16,Marcus Mariota sacked by Jordan Jenkins for -5 yards,4.190,2.930
4,5:51,3,15,NYJ 15,22,16,Marcus Mariota pass incomplete short right intended for Tajae Sharpe (defended by Buster Skrine),2.930,2.440
4,5:44,4,15,NYJ 15,22,19,Ryan Succop 33 yard field goal good,2.440,3.000
4,5:39,,,TEN 35,22,19,"Ryan Succop kicks off 65 yards, touchback.",0.000,0.610
4,5:39,1,10,NYJ 25,22,19,Josh McCown pass complete short left to Isaiah Crowell for 5 yards (tackle by Adoree' Jackson),0.610,0.740
4,4:57,2,5,NYJ 30,22,19,Josh McCown up the middle for 3 yards (tackle by Jayon Brown),0.740,0.430
4,4:10,3,2,NYJ 33,22,19,Josh McCown pass incomplete short middle intended for Chris Herndon (defended by Kenny Vaccaro),0.430,-1.180
4,4:02,4,2,NYJ 33,22,19,"Lac Edwards punts 67 yards, touchback.",-1.180,-0.280
4,3:53,1,10,TEN 20,22,19,Marcus Mariota pass complete short right to Taywan Taylor for 5 yards (tackle by Jamal Adams),0.280,0.410
4,3:34,2,5,TEN 25,22,19,Marcus Mariota pass incomplete short right,0.410,-0.300
4,3:25,3,5,TEN 25,22,19,Marcus Mariota pass incomplete short right intended for Taywan Taylor,-0.300,-1.700
4,3:21,4,5,TEN 25,22,19,"Brett Kern punts 53 yards, fair catch by Andre Roberts at NYJ-22",-1.700,-0.410
4,3:13,1,10,NYJ 22,22,19,Isaiah Crowell right end for 8 yards (tackle by Jurrell Casey and Malcolm Butler),0.410,0.950
4,2:28,2,2,NYJ 30,22,19,"Penalty on TEN: Defensive Too Many Men on Field, 5 yards (no play)",0.950,1.270
4,2:28,1,10,NYJ 35,22,19,Isaiah Crowell up the middle for no gain (tackle by Jurrell Casey),1.270,0.720
4,2:24,,,,,,Timeout #1 by Tennessee Titans,,
4,2:24,2,10,NYJ 35,22,19,Isaiah Crowell up the middle for 5 yards (tackle by Malcolm Butler and Wesley Woodyard),0.720,0.700
4,2:00,3,5,NYJ 40,22,19,Trenton Cannon right end for no gain (tackle by Jayon Brown),0.700,-0.720
4,1:54,,,,,,Timeout #2 by Tennessee Titans,,
4,1:54,4,5,NYJ 40,22,19,"Lac Edwards punts 46 yards, fair catch by Adoree' Jackson at TEN-14",-0.720,0.280
4,1:46,1,10,TEN 14,22,19,Marcus Mariota right end for no gain (tackle by Darron Lee). Penalty on Jack Conklin: Offensive Holding (Offsetting) (no play),-0.280,-0.280
4,1:38,1,10,TEN 14,22,19,Marcus Mariota pass incomplete deep left intended for Tajae Sharpe,-0.280,-0.750
4,1:32,2,10,TEN 14,22,19,"Marcus Mariota sacked by Leonard Williams and Henry Anderson for no gain. Penalty on Jordan Jenkins: Illegal Use of Hands, 5 yards (no play)",-0.750,0.150
4,1:27,1,10,TEN 19,22,19,"Marcus Mariota up the middle for 27 yards (tackle by Jamal Adams). Marcus Mariota fumbles (forced by Jamal Adams), recovered by Marcus Mariota at TEN-46. Penalty on Trumaine Johnson: Face Mask (15 Yards), 15 yards",0.150,2.980
4,1:11,1,10,NYJ 39,22,19,Marcus Mariota pass complete short middle to Anthony Firkser for 25 yards (tackle by Rashard Robinson),2.980,4.650
4,0:52,1,10,NYJ 14,22,19,Marcus Mariota pass complete short left to Tajae Sharpe for 3 yards,4.650,4.520
4,0:48,2,7,NYJ 11,22,19,Marcus Mariota pass incomplete short left,4.520,3.620
4,0:42,3,7,NYJ 11,22,25,"Marcus Mariota pass complete short right to Corey Davis for 11 yards, touchdown",3.620,7.000
4,0:36,,,NYJ 15,22,26,Ryan Succop kicks extra point good,0.000,0.000
4,0:36,,,TEN 35,22,26,"Ryan Succop kicks off 65 yards, touchback.",0.000,0.610
4,0:36,1,10,NYJ 25,22,26,Josh McCown pass complete deep middle to Chris Herndon for 20 yards (tackle by Kevin Byard),0.610,1.930
4,0:29,,,,,,Timeout #2 by New York Jets,,
4,0:29,1,10,NYJ 45,22,26,"Josh McCown pass deep right intended for Chris Herndon is intercepted by Malcolm Butler at TEN-21 and returned for no gain. Penalty on Jayon Brown: Unsportsmanlike Conduct, 10 yards",1.930,0.370
4,0:20,1,10,TEN 11,22,26,Blaine Gabbert kneels for -1 yards,-0.370,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
