Quarter,Time,Down,ToGo,Location,NYJ,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jets won the coin toss and deferred, Titans to receive the opening kickoff.",,
1,15:00,,,NYJ 35,0,0,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,TEN 25,0,0,Marcus Mariota pass incomplete short middle intended for Corey Davis,0.610,0.060
1,14:55,2,10,TEN 25,0,0,Dion Lewis left tackle for 5 yards (tackle by Jamal Adams and Leonard Williams),0.060,0.040
1,14:17,3,5,TEN 30,0,0,"Penalty on Quinton Spain: False Start, 5 yards (no play)",0.040,-0.620
1,13:59,3,10,TEN 25,0,0,Marcus Mariota sacked by Frankie Luvu for -4 yards,-0.620,-1.960
1,13:27,4,14,TEN 21,0,0,"Brett Kern punts 44 yards, returned by Andre Roberts for 4 yards (tackle by Kendrick Lewis)",-1.960,-1.530
1,13:18,1,10,NYJ 39,0,0,Josh McCown pass complete short left to Quincy Enunwa for 7 yards (tackle by Logan Ryan),1.530,1.930
1,13:00,2,3,NYJ 46,0,0,Trenton Cannon left end for 5 yards (tackle by Wesley Woodyard and Logan Ryan),1.930,2.320
1,12:35,1,10,TEN 49,0,0,Isaiah Crowell up the middle for 5 yards (tackle by Kevin Byard and Rashaan Evans),2.320,2.460
1,12:00,2,5,TEN 44,0,0,Josh McCown pass complete short right to Robby Anderson for 8 yards (tackle by Adoree' Jackson),2.460,3.180
1,11:30,1,10,TEN 36,0,0,"Josh McCown pass complete short left to Isaiah Crowell for no gain (tackle by Derrick Morgan). Penalty on Brandon Shell: Offensive Holding, 10 yards (no play)",3.180,2.520
1,11:13,1,20,TEN 46,0,0,Elijah McGuire left tackle for 7 yards (tackle by Kevin Byard and Malcolm Butler),2.520,2.230
1,10:28,2,13,TEN 39,0,0,Isaiah Crowell right guard for 3 yards (tackle by Rashaan Evans and Kenny Vaccaro),2.230,1.950
1,9:47,3,10,TEN 36,0,0,Josh McCown pass incomplete deep left intended for Robby Anderson,1.950,0.880
1,9:40,4,10,TEN 36,3,0,Jason Myers 54 yard field goal good,0.880,3.000
1,9:35,,,NYJ 35,3,0,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
1,9:35,1,10,TEN 25,3,0,Derrick Henry left tackle for 2 yards (tackle by Jordan Jenkins and Darron Lee),0.610,0.330
1,8:53,2,8,TEN 27,3,0,Dion Lewis right guard for 4 yards (tackle by Avery Williamson),0.330,0.170
1,8:09,3,4,TEN 31,9,0,"Marcus Mariota pass short right intended for Cameron Batson is intercepted by Trumaine Johnson at TEN-31 and returned for 31 yards, touchdown",0.170,-7.000
1,7:59,,,NYJ 35,10,0,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
1,7:59,1,10,TEN 25,10,0,Marcus Mariota pass complete short left to Dion Lewis for -4 yards (tackle by Darron Lee),0.610,-0.480
1,7:14,2,14,TEN 21,10,0,Marcus Mariota pass complete short left to Corey Davis for 9 yards (tackle by Darron Lee),-0.480,0.040
1,6:34,3,5,TEN 30,10,0,"Marcus Mariota sacked by Henry Anderson for no gain. Penalty on Morris Claiborne: Defensive Holding, 5 yards (no play)",0.040,1.270
1,6:12,1,10,TEN 35,10,0,"Derrick Henry right tackle for no gain (tackle by Frankie Luvu). Penalty on Taylor Lewan: Offensive Holding, 10 yards (no play)",1.270,0.610
1,5:51,1,20,TEN 25,10,0,"Marcus Mariota pass complete short right to Cameron Batson for 20 yards (tackle by Darryl Roberts). Penalty on Corey Davis: Illegal Block Above the Waist, 10 yards (no play)",0.610,-0.600
1,5:23,1,30,TEN 15,10,0,Marcus Mariota pass complete short middle to Derrick Henry for 4 yards (tackle by Avery Williamson and Darron Lee),-0.600,-1.500
1,4:38,2,26,TEN 19,10,0,Dion Lewis right guard for 11 yards (tackle by Darryl Roberts and Brandon Copeland),-1.500,-0.630
1,4:06,3,15,TEN 30,10,0,Marcus Mariota pass complete short left to Dion Lewis for 2 yards (tackle by Avery Williamson and Frankie Luvu),-0.630,-1.240
1,3:38,4,13,TEN 32,10,0,Brett Kern punts 43 yards out of bounds,-1.240,-0.610
1,3:32,1,10,NYJ 25,10,0,Josh McCown pass complete short left to Isaiah Crowell for 7 yards (tackle by Harold Landry),0.610,1.010
1,2:59,2,3,NYJ 32,10,0,Isaiah Crowell up the middle for 4 yards (tackle by Rashaan Evans),1.010,1.330
1,2:26,1,10,NYJ 36,10,0,Isaiah Crowell left guard for no gain (tackle by Bennie Logan),1.330,0.790
1,1:48,2,10,NYJ 36,10,0,Josh McCown pass complete short right to Trenton Cannon for 7 yards (tackle by Harold Landry),0.790,1.030
1,1:05,3,3,NYJ 43,10,0,"Josh McCown pass complete short middle to Robby Anderson for 16 yards (tackle by Adoree' Jackson). Penalty on Robby Anderson: Unsportsmanlike Conduct, 15 yards",1.030,1.860
1,0:43,1,10,NYJ 44,10,0,Isaiah Crowell right guard for 1 yard (tackle by Derrick Morgan and DaQuan Jones),1.860,1.450
Quarter,Time,Down,ToGo,Location,NYJ,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,NYJ 45,10,0,Josh McCown pass complete deep left to Robby Anderson for 16 yards,1.450,2.980
2,14:30,1,10,TEN 39,10,0,Isaiah Crowell right guard for no gain (tackle by Rashaan Evans),2.980,2.440
2,13:47,2,10,TEN 39,10,0,Josh McCown pass complete short right to Andre Roberts for 10 yards (tackle by Malcolm Butler),2.440,3.640
2,13:09,1,10,TEN 29,10,0,Josh McCown pass complete short right to Chris Herndon for 11 yards (tackle by Adoree' Jackson),3.640,4.370
2,12:34,1,10,TEN 18,10,0,Josh McCown pass complete short left to Quincy Enunwa for 2 yards (tackle by Adoree' Jackson),4.370,4.090
2,11:55,2,8,TEN 16,10,0,Josh McCown pass incomplete short right intended for Isaiah Crowell,4.090,3.300
2,11:50,3,8,TEN 16,10,0,Josh McCown pass incomplete short middle intended for Elijah McGuire,3.300,2.380
2,11:45,4,8,TEN 16,13,0,Jason Myers 34 yard field goal good,2.380,3.000
2,11:41,,,NYJ 35,13,0,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,11:41,1,10,TEN 25,13,0,Corey Davis left end for 12 yards (tackle by Darryl Roberts),0.610,1.400
2,11:34,1,10,TEN 37,13,0,Derrick Henry up the middle for 3 yards (tackle by Darron Lee and Avery Williamson),1.400,1.260
2,11:10,2,7,TEN 40,13,0,Marcus Mariota pass complete short right to Cameron Batson for 7 yards (tackle by Jamal Adams),1.260,2.060
2,10:29,1,10,TEN 47,13,0,Derrick Henry right tackle for 3 yards (tackle by Nathan Shepherd and Mike Pennel),2.060,1.920
2,10:03,2,7,TEN 50,13,0,"Penalty on Mike Pennel: Neutral Zone Infraction, 5 yards (no play)",1.920,2.600
2,9:43,2,2,NYJ 45,13,0,"Marcus Mariota pass complete short left to Luke Stocker for 9 yards (tackle by Jamal Adams). Penalty on Taylor Lewan: Offensive Holding, 10 yards (no play)",2.600,1.250
2,9:17,2,12,TEN 45,13,0,Dion Lewis up the middle for 5 yards (tackle by Jamal Adams),1.250,1.220
2,8:36,,,,,,Timeout #1 by Tennessee Titans,,
2,8:36,3,7,TEN 50,13,0,Marcus Mariota pass incomplete short right intended for Tajae Sharpe,1.220,-0.060
2,8:30,4,7,TEN 50,13,0,"Brett Kern punts 50 yards, touchback.",-0.060,-0.280
2,8:21,1,10,NYJ 20,13,0,Isaiah Crowell right end for 6 yards (tackle by Malcolm Butler and Wesley Woodyard),0.280,0.540
2,7:42,2,4,NYJ 26,13,0,Isaiah Crowell right end for 2 yards (tackle by Jayon Brown),0.540,0.100
2,7:05,3,2,NYJ 28,13,0,Isaiah Crowell up the middle for no gain (tackle by Rashaan Evans),0.100,-1.500
2,6:26,4,2,NYJ 28,13,0,Lac Edwards punts 36 yards downed by Trenton Cannon,-1.500,-1.330
2,6:17,1,10,TEN 36,13,0,Marcus Mariota pass incomplete short left intended for Corey Davis,1.330,0.790
2,6:13,2,10,TEN 36,13,0,"Marcus Mariota pass complete short right to MyCole Pruitt for 4 yards (tackle by Jamal Adams). Penalty on Jack Conklin: Unnecessary Roughness, 15 yards",0.790,-1.350
2,5:43,3,21,TEN 25,13,0,Marcus Mariota pass complete short left to Derrick Henry for 1 yard (tackle by Avery Williamson),-1.350,-1.630
2,5:11,4,20,TEN 26,13,0,"Brett Kern punts blocked by Kevin Pierre-Louis, recovered by Kevin Pierre-Louis (tackle by Kevin Byard)",-1.630,-4.370
2,5:02,1,10,TEN 18,13,0,"Josh McCown pass incomplete deep left intended for Jermaine Kearse. Penalty on Jonotthan Harrison: Offensive Holding, 10 yards (no play)",4.370,3.710
2,4:55,1,20,TEN 28,13,0,Josh McCown pass complete short left to Isaiah Crowell for -4 yards (tackle by Sharif Finch),3.710,1.940
2,4:17,2,24,TEN 32,13,0,Isaiah Crowell left guard for 6 yards (tackle by Jurrell Casey),1.940,2.080
2,3:32,3,18,TEN 26,13,0,Isaiah Crowell right end for 1 yard (tackle by Harold Landry),2.080,1.800
2,2:56,4,17,TEN 25,16,0,Jason Myers 43 yard field goal good,1.800,3.000
2,2:51,,,NYJ 35,16,0,"Jason Myers kicks off 68 yards, returned by Darius Jennings for no gain (tackle by Neville Hewitt)",0.000,1.070
2,2:43,1,10,TEN 32,16,0,Marcus Mariota up the middle for 3 yards (tackle by Darron Lee and Mike Pennel),1.070,0.930
2,2:05,2,7,TEN 35,16,0,Derrick Henry up the middle for 6 yards (tackle by Jordan Jenkins),0.930,1.030
2,2:00,3,1,TEN 41,16,0,"Derrick Henry right end for no gain (tackle by Avery Williamson). Penalty on Jordan Jenkins: Defensive Offside, 6 yards (no play)",1.030,2.060
2,1:55,1,10,TEN 47,16,0,Marcus Mariota pass complete short right to Anthony Firkser for 5 yards,2.060,2.190
2,1:50,2,5,NYJ 48,16,0,Marcus Mariota pass complete short middle to Corey Davis for 22 yards (tackle by Jamal Adams),2.190,3.840
2,1:29,1,10,NYJ 26,16,0,Marcus Mariota right end for 14 yards (tackle by Trumaine Johnson),3.840,4.780
2,1:03,1,10,NYJ 12,16,6,"Marcus Mariota pass complete short left to Anthony Firkser for 12 yards, touchdown",4.780,7.000
2,0:57,,,NYJ 15,16,6,Ryan Succop kicks extra point blocked by Henry Anderson,0.000,-1.000
2,0:57,,,TEN 35,16,6,"Ryan Succop kicks off 65 yards, touchback.",0.000,0.610
2,0:57,1,10,NYJ 25,16,6,"Josh McCown pass complete short middle to Chris Herndon for 28 yards (tackle by Adoree' Jackson). Penalty on Kelvin Beachum: Offensive Holding, 10 yards (no play)",0.610,-0.410
2,0:50,1,20,NYJ 15,16,6,Elijah McGuire up the middle for 3 yards (tackle by Kenny Vaccaro),-0.410,-0.980
2,0:05,2,17,NYJ 18,16,6,Elijah McGuire left end for 4 yards (tackle by Wesley Woodyard and Harold Landry),-0.980,-1.020
Quarter,Time,Down,ToGo,Location,NYJ,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,16,6,"Ryan Succop kicks off 66 yards, returned by Andre Roberts for no gain (tackle by LeShaun Sims)",0.000,2.790
3,14:51,1,10,TEN 42,16,6,Josh McCown pass incomplete short left intended for Quincy Enunwa (defended by Brian Orakpo),2.790,2.240
3,14:47,2,10,TEN 42,16,6,Elijah McGuire left guard for 2 yards (tackle by Logan Ryan and Wesley Woodyard),2.240,1.820
3,14:03,3,8,TEN 40,16,6,Josh McCown pass incomplete short right intended for Chris Herndon (defended by Logan Ryan),1.820,0.590
3,13:57,4,8,TEN 40,16,6,"Lac Edwards punts 40 yards, touchback.",0.590,-0.280
3,13:47,1,10,TEN 20,16,6,Dion Lewis right tackle for 4 yards (tackle by Mike Pennel and Avery Williamson),0.280,0.270
3,13:24,2,6,TEN 24,16,6,Marcus Mariota pass incomplete deep middle intended for Corey Davis (defended by Mike Pennel),0.270,-0.430
3,13:19,3,6,TEN 24,16,6,Marcus Mariota pass incomplete short right intended for Corey Davis,-0.430,-1.770
3,13:13,4,6,TEN 24,16,6,Brett Kern punts 36 yards out of bounds,-1.770,-1.600
3,13:07,1,10,NYJ 40,16,6,Isaiah Crowell right tackle for 16 yards (tackle by Adoree' Jackson),1.600,2.650
3,12:32,1,10,TEN 44,16,6,Isaiah Crowell left end for 27 yards (tackle by Logan Ryan and Kevin Byard),2.650,4.440
3,11:46,1,10,TEN 17,16,6,Josh McCown sacked by Jurrell Casey for -3 yards. Penalty on Dakota Dozier: Offensive Holding (Declined),4.440,3.490
3,11:19,,,,,,Timeout #1 by New York Jets,,
3,11:19,2,13,TEN 20,16,6,Josh McCown sacked by Jayon Brown for -1 yards,3.490,2.680
3,10:47,3,14,TEN 21,16,6,Josh McCown pass incomplete short left intended for Quincy Enunwa,2.680,2.060
3,10:43,4,14,TEN 21,19,6,Jason Myers 39 yard field goal good,2.060,3.000
3,10:39,,,NYJ 35,19,6,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,10:39,1,10,TEN 25,19,6,Marcus Mariota pass complete short right to Tajae Sharpe for 28 yards (tackle by Morris Claiborne),0.610,2.460
3,10:04,1,10,NYJ 47,19,6,Derrick Henry up the middle for 3 yards (tackle by Jamal Adams),2.460,2.320
3,9:29,2,7,NYJ 44,19,6,Marcus Mariota pass complete deep left to Tajae Sharpe for 20 yards (tackle by Trumaine Johnson),2.320,3.970
3,9:02,1,10,NYJ 24,19,6,Marcus Mariota pass complete short right to Jonnu Smith for 11 yards (tackle by Avery Williamson),3.970,4.710
3,8:20,1,10,NYJ 13,19,6,Derrick Henry left end for 12 yards (tackle by Mike Pennel and Avery Williamson),4.710,6.970
3,7:49,1,1,NYJ 1,19,12,"Derrick Henry up the middle for 1 yard, touchdown",6.970,7.000
3,7:44,,,NYJ 15,19,13,Ryan Succop kicks extra point good,0.000,0.000
3,7:44,,,TEN 35,19,13,"Ryan Succop kicks off 64 yards, returned by Andre Roberts for no gain (tackle by Darius Jennings and Sharif Finch)",0.000,0.540
3,7:36,1,10,NYJ 24,19,13,Isaiah Crowell left tackle for 4 yards (tackle by Austin Johnson and Wesley Woodyard),0.540,0.540
3,7:00,2,6,NYJ 28,19,13,Isaiah Crowell left tackle for 4 yards (tackle by Wesley Woodyard and Harold Landry),0.540,0.370
3,6:24,3,2,NYJ 32,19,13,"Josh McCown pass complete short right to Jordan Leggett for 10 yards (tackle by Derrick Morgan). Penalty on Eric Tomlinson: Illegal Block Above the Waist, 10 yards",0.370,0.370
3,5:58,3,2,NYJ 32,19,13,Elijah McGuire up the middle for 3 yards (tackle by DaQuan Jones),0.370,1.270
3,5:19,1,10,NYJ 35,19,13,Josh McCown pass complete short right to Isaiah Crowell for 1 yard (tackle by Jayon Brown and Harold Landry),1.270,0.860
3,4:40,2,9,NYJ 36,19,13,Andre Roberts right end for 18 yards (tackle by Kevin Byard),0.860,2.520
3,3:58,1,10,TEN 46,19,13,Isaiah Crowell up the middle for 3 yards (tackle by Rashaan Evans),2.520,2.380
3,3:22,2,7,TEN 43,19,13,Josh McCown pass complete short left to Robby Anderson for 8 yards (tackle by Adoree' Jackson),2.380,3.250
3,2:54,1,10,TEN 35,19,13,Josh McCown pass incomplete deep left intended for Chris Herndon (defended by Jayon Brown),3.250,2.700
3,2:48,2,10,TEN 35,19,13,Trenton Cannon up the middle for 5 yards (tackle by Logan Ryan),2.700,2.680
3,2:03,3,5,TEN 30,19,13,Josh McCown pass complete short right to Jordan Leggett for 8 yards (tackle by LeShaun Sims),2.680,4.110
3,1:21,1,10,TEN 22,19,13,Isaiah Crowell left end for 1 yard (tackle by Logan Ryan),4.110,3.700
3,0:43,2,9,TEN 21,19,13,Josh McCown pass incomplete short left intended for Robby Anderson,3.700,3.010
3,0:38,3,9,TEN 21,19,13,Josh McCown pass incomplete deep right intended for Quincy Enunwa,3.010,2.060
3,0:31,4,9,TEN 21,22,13,Jason Myers 39 yard field goal good,2.060,3.000
3,0:26,,,NYJ 35,22,13,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,0:26,1,10,TEN 25,22,13,Marcus Mariota pass complete short left to Jonnu Smith for 18 yards (tackle by Morris Claiborne),0.610,1.800
3,0:07,1,10,TEN 43,22,13,"Marcus Mariota for 7 yards. Marcus Mariota fumbles, recovered by Dion Lewis at TEN-42 (tackle by Trumaine Johnson)",1.800,2.200
Quarter,Time,Down,ToGo,Location,NYJ,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,TEN 50,22,13,Marcus Mariota pass incomplete deep middle intended for Taywan Taylor,2.200,1.490
4,14:50,3,3,TEN 50,22,13,Marcus Mariota pass incomplete deep left intended for Darius Jennings,1.490,-0.060
