Quarter,Time,Tm,Detail,IND,HOU
1.0,2:23,Colts,Qadry Ismail 42 yard pass from Peyton Manning (Mike Vanderjagt kick),7,0
2.0,12:22,Colts,Mike Vanderjagt 26 yard field goal,10,0
,1:22,Colts,Mike Vanderjagt 39 yard field goal,13,0
3.0,4:52,Texans,Kris Brown 24 yard field goal,13,3
4.0,4:06,Colts,Reggie Wayne 43 yard pass from Peyton Manning (Mike Vanderjagt kick),20,3
,1:11,Colts,Mike Vanderjagt 37 yard field goal,23,3
