#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DEN 20,8,4:03,43,Punt
2,1,9:28,DEN 41,3,2:08,9,Punt
3,1,5:35,DEN 9,6,4:37,23,Punt
4,2,12:39,DEN 27,7,3:02,47,Field Goal
5,2,7:03,DEN 42,3,0:57,5,Punt
6,2,3:11,DEN 20,10,3:11,76,Field Goal
7,3,13:41,DEN 21,7,5:10,23,Punt
8,3,6:22,DEN 15,11,5:53,52,Missed FG
9,4,12:37,DEN 2,6,3:21,3,Punt
10,4,6:34,DEN 10,5,3:03,26,Punt
11,4,2:20,DEN 11,11,1:43,66,Fumble
