Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jaguars won the coin toss, Jaguars to receive the opening kickoff.",,
1,15:00,,,IND 35,0,0,"Pat McAfee kicks off 73 yards, touchback",0.000,-0.280
1,15:00,1,10,JAX 20,0,0,Chad Henne pass complete short right to Kerry Taylor for 15 yards (tackle by Darius Butler),0.280,1.270
1,14:29,1,10,JAX 35,0,0,Maurice Jones-Drew up the middle for 1 yard (tackle by Robert Mathis),1.270,0.860
1,14:01,2,9,JAX 36,0,0,"Maurice Jones-Drew right end for 5 yards (tackle by Jerrell Freeman). Maurice Jones-Drew fumbles (forced by Jerrell Freeman), recovered by Darius Butler at JAX-42 (tackle by Austin Pasztor)",0.860,-2.790
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
1,13:53,1,10,JAX 42,0,0,Donald Brown up the middle for 7 yards (tackle by Paul Posluszny),2.790,3.190
1,13:29,2,3,JAX 35,0,0,Andrew Luck pass incomplete deep middle intended for Coby Fleener (defended by Jonathan Cyprien),3.190,2.480
1,13:22,3,3,JAX 35,0,0,"Penalty on Jason Babin: Neutral Zone Infraction, 5 yards (no play)",2.480,3.580
1,13:22,1,10,JAX 30,0,0,Andrew Luck pass complete short middle to T.Y. Hilton for 11 yards (tackle by Sen'Derrick Marks),3.580,4.310
1,12:37,1,10,JAX 19,0,0,Donald Brown up the middle for 3 yards (tackle by Jonathan Cyprien),4.310,4.180
1,12:02,2,7,JAX 16,0,0,Andrew Luck pass incomplete deep middle intended for Griff Whalen (defended by Alan Ball),4.180,3.410
1,11:57,3,7,JAX 16,0,0,Andrew Luck pass complete short left to T.Y. Hilton for 8 yards (tackle by Paul Posluszny),3.410,5.370
1,11:13,1,8,JAX 8,0,0,Andrew Luck pass complete short right to T.Y. Hilton for 7 yards (tackle by Will Blackmon),5.370,5.910
