Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
3,12:20,1,10,SDG 19,13,0,"Correll Buckhalter left end for 6 yards (tackle by Antonio Cromartie). Penalty on SDG: Defensive Offside (Offsetting), Penalty on Daniel Graham: Offensive Holding (Offsetting) (no play)",4.310,4.310
3,11:56,1,10,SDG 19,13,0,Kyle Orton pass complete short right to Eddie Royal for 7 yards (tackle by Brandon Siler and Stephen Cooper),4.310,4.920
3,11:20,2,3,SDG 12,13,0,Correll Buckhalter middle for 6 yards (tackle by Brandon Siler),4.920,5.830
3,10:45,1,6,SDG 6,13,0,Knowshon Moreno left guard for 1 yard (tackle by Stephen Cooper and Paul Oliver),5.830,5.150
3,10:10,2,5,SDG 5,13,0,Kyle Orton pass incomplete short middle intended for Brandon Marshall,5.150,4.260
3,10:05,3,5,SDG 5,13,0,Kyle Orton pass incomplete short middle intended for Jabar Gaffney (defended by Steve Gregory),4.260,3.010
3,9:59,4,5,SDG 5,13,3,Matt Prater 23 yard field goal good,3.010,3.000
3,,,,DEN 30,13,3,Matt Prater kicks onside 11 yards,0.000,2.850
3,9:55,1,10,DEN 41,13,3,LaDainian Tomlinson middle for 4 yards (tackle by Elvis Dumervil),2.850,2.850
3,9:16,2,6,DEN 37,13,3,Philip Rivers pass complete short left to Antonio Gates for 7 yards (tackle by Darcel McBath),2.850,3.580
3,8:40,1,10,DEN 30,13,3,LaDainian Tomlinson middle for 5 yards (tackle by Darcel McBath),3.580,3.710
3,8:02,2,5,DEN 25,13,3,Philip Rivers pass complete short left to Antonio Gates for 24 yards (tackle by Champ Bailey),3.710,6.970
3,7:30,1,1,DEN 1,13,3,LaDainian Tomlinson middle for no gain (tackle by Andra Davis and Ronald Fields),6.970,5.910
3,6:52,2,1,DEN 1,19,3,"LaDainian Tomlinson right tackle for 1 yard, touchdown",5.910,7.000
3,,,,DEN 2,20,3,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,20,3,"Nate Kaeding kicks off 70 yards, touchback",0.000,0.280
3,6:47,1,10,DEN 20,20,3,Kyle Orton pass complete short right to Tony Scheffler for 12 yards (tackle by Kevin Ellison),0.280,1.070
3,6:23,1,10,DEN 32,20,3,Kyle Orton pass complete short left to Jabar Gaffney for 10 yards (tackle by Quentin Jammer and Shawne Merriman),1.070,1.730
3,5:52,1,10,DEN 42,20,3,Knowshon Moreno left guard for 13 yards (tackle by Eric Weddle),1.730,2.590
3,5:17,1,10,SDG 45,20,3,Kyle Orton pass incomplete deep left intended for Tony Scheffler,2.590,2.040
3,5:08,2,10,SDG 45,20,3,Correll Buckhalter left tackle for no gain (tackle by Kevin Burnett),2.040,1.360
3,4:32,3,10,SDG 45,20,3,Kyle Orton pass complete short left to Correll Buckhalter for 5 yards (tackle by Ian Scott and Kevin Burnett),1.360,0.590
3,3:54,,,,20,3,Timeout #1 by San Diego Chargers,0.000,0.590
3,3:54,4,5,SDG 40,20,3,Kyle Orton pass incomplete short middle intended for Jabar Gaffney,0.590,-1.600
3,3:51,1,10,SDG 40,20,3,LaDainian Tomlinson left tackle for 5 yards (tackle by Elvis Dumervil and Andra Davis),1.600,1.730
3,3:16,2,5,SDG 45,20,3,"Darren Sproles left tackle for 4 yards (tackle by Andra Davis). Penalty on Elvis Dumervil: Defensive Offside, 5 yards (no play)",1.730,2.260
3,2:48,1,10,,20,3,"Darren Sproles left tackle for 1 yard (tackle by Elvis Dumervil). Penalty on Kenny Peterson: Defensive Offside, 5 yards (no play)",2.260,2.990
3,2:26,1,5,DEN 45,20,3,Philip Rivers pass incomplete deep right intended for Vincent Jackson,2.990,2.390
3,2:19,2,5,DEN 45,20,3,LaDainian Tomlinson right guard for 5 yards (tackle by Mario Haggan),2.390,2.920
3,1:43,1,10,DEN 40,20,3,LaDainian Tomlinson right guard for 8 yards (tackle by Ryan McBean),2.920,3.450
3,1:09,2,2,DEN 32,20,3,Jacob Hester middle for 15 yards (tackle by Champ Bailey),3.450,4.440
3,0:24,1,10,DEN 17,20,3,Darren Sproles right tackle for 2 yards (tackle by Marcus Thomas and Vonnie Holliday),4.440,4.150
Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,DEN 15,20,3,Darren Sproles right tackle for 5 yards (tackle by Darcel McBath and Vonnie Holliday),4.150,4.340
4,14:15,,,,20,3,Timeout #2 by San Diego Chargers,0.000,4.340
4,14:15,3,3,DEN 10,20,3,Philip Rivers pass incomplete short middle intended for Vincent Jackson (defended by Renaldo Hill),4.340,2.860
4,14:10,4,3,DEN 10,23,3,Nate Kaeding 28 yard field goal good,2.860,3.000
4,,,,SDG 2,23,3,"extra point no good. Penalty on Ronald Fields: Unsportsmanlike Conduct, 15 yards (no play)",0.000,0.000
4,,,,SDG 45,23,3,"Nate Kaeding kicks off 55 yards, touchback",0.000,0.280
4,14:06,1,10,DEN 20,23,3,Kyle Orton pass incomplete short right intended for Brandon Marshall (defended by Steve Gregory),0.280,-0.270
4,14:02,2,10,DEN 20,23,3,Kyle Orton sacked by Kevin Burnett for -7 yards,-0.270,-2.190
4,13:39,3,17,DEN 13,23,3,Kyle Orton pass incomplete deep right intended for Jabar Gaffney,-2.190,-2.490
4,13:33,4,17,DEN 13,23,3,"Mitch Berger punts 45 yards, returned by Darren Sproles for 6 yards (tackle by Darrell Reid)",-2.490,-2.130
4,13:22,1,10,SDG 48,23,3,LaDainian Tomlinson right end for 13 yards (tackle by Renaldo Hill),2.130,2.980
4,12:45,1,10,DEN 39,23,3,Mike Tolbert middle for 32 yards (tackle by Champ Bailey),2.980,5.600
4,12:05,1,7,DEN 7,23,3,LaDainian Tomlinson right guard for -2 yards (tackle by Andra Davis),5.600,4.380
4,11:24,2,9,DEN 9,23,3,Philip Rivers pass complete short right to Jacob Hester for 3 yards (tackle by Mario Haggan),4.380,4.040
4,10:55,3,6,DEN 6,23,3,Darren Sproles middle for 5 yards (tackle by Darcel McBath and Renaldo Hill),4.040,3.550
4,10:33,4,1,DEN 1,26,3,Nate Kaeding 19 yard field goal good,3.550,3.000
4,,,,SDG 30,26,3,"Nate Kaeding kicks off 73 yards, returned by Eddie Royal for 21 yards (tackle by James Holt)",0.000,0.040
4,10:23,1,10,DEN 18,26,3,Kyle Orton pass complete short left to Correll Buckhalter for 16 yards (tackle by Antonio Cromartie),0.040,1.200
4,10:07,1,10,DEN 34,26,3,Kyle Orton pass complete short left to Eddie Royal for 5 yards,1.200,1.330
4,9:54,2,5,DEN 39,26,3,Correll Buckhalter right guard for 6 yards (tackle by Stephen Cooper and Shaun Phillips),1.330,1.930
4,9:26,1,10,DEN 45,26,3,Kyle Orton pass complete short left to Daniel Graham for 4 yards (tackle by Steve Gregory),1.930,1.920
4,8:59,2,6,DEN 49,26,3,Kyle Orton pass complete short left to Correll Buckhalter for 25 yards (tackle by Antonio Cromartie),1.920,3.840
4,8:33,1,10,SDG 26,26,3,Kyle Orton pass complete short left to Knowshon Moreno for 6 yards (tackle by Tim Dobbins),3.840,4.110
4,8:19,2,4,SDG 20,26,3,Kyle Orton pass complete short middle to Brandon Marshall for 6 yards (tackle by Steve Gregory),4.110,4.650
4,7:56,1,10,SDG 14,26,3,Kyle Orton pass incomplete short right intended for Brandon Marshall,4.650,4.000
4,7:49,2,10,SDG 14,26,3,"Penalty on Ryan Clady: False Start, 5 yards (no play)",4.000,3.370
4,7:49,2,15,SDG 19,26,3,Kyle Orton pass incomplete short right intended for Jabar Gaffney,3.370,2.730
4,7:47,3,15,SDG 19,26,3,Kyle Orton pass incomplete deep right intended for Brandon Marshall (defended by Quentin Jammer),2.730,2.180
4,7:42,4,15,SDG 19,26,3,Kyle Orton pass incomplete deep middle intended for Brandon Marshall (defended by Paul Oliver),2.180,-0.150
4,7:37,1,10,SDG 19,26,3,Mike Tolbert middle for 5 yards (tackle by Kenny Peterson and Ronald Fields),0.150,0.340
4,6:56,2,5,SDG 24,26,3,Jacob Hester middle for 1 yard (tackle by Andra Davis and Kenny Peterson),0.340,-0.290
4,6:15,3,4,SDG 25,26,3,Jacob Hester right tackle for 14 yards (tackle by Mario Haggan),-0.290,1.530
4,5:29,1,10,SDG 39,26,3,Mike Tolbert middle for 6 yards (tackle by Darcel McBath),1.530,1.800
4,4:48,2,4,SDG 45,26,3,Mike Tolbert middle for 2 yards (tackle by Darrell Reid and Marcus Thomas),1.800,1.360
4,4:07,3,2,SDG 47,26,3,Jacob Hester middle for 1 yard (tackle by Le Kevin Smith),1.360,-0.190
4,3:59,,,,26,3,Timeout #3 by San Diego Chargers,0.000,-0.190
4,3:59,4,1,SDG 48,26,3,"Mike Scifres punts 52 yards, touchback",-0.190,-0.280
4,3:51,1,10,DEN 20,26,3,Kyle Orton pass incomplete short middle intended for Tony Scheffler (defended by Stephen Cooper),0.280,-0.270
4,3:46,2,10,DEN 20,26,3,Kyle Orton pass complete short left to Eddie Royal for 8 yards (tackle by Antonio Cromartie),-0.270,0.100
4,3:39,3,2,DEN 28,26,3,Kyle Orton pass incomplete short right intended for Jabar Gaffney (defended by Quentin Jammer),0.100,-1.500
4,3:33,4,2,DEN 28,26,3,Kyle Orton pass incomplete short right intended for Jabar Gaffney (defended by Steve Gregory),-1.500,-3.710
4,3:29,1,10,DEN 28,26,3,Jacob Hester right tackle for 9 yards (tackle by Renaldo Hill),3.710,4.420
4,2:46,2,1,DEN 19,26,3,Mike Tolbert left tackle for 2 yards (tackle by Renaldo Hill and Ronald Fields),4.420,4.440
4,2:01,1,10,DEN 17,26,3,Jacob Hester right tackle for 3 yards (tackle by Mario Haggan),4.440,4.320
4,1:56,2,7,DEN 14,26,3,Mike Tolbert middle for 3 yards (tackle by Ronald Fields and Vonnie Holliday),4.320,4.100
4,1:14,3,4,DEN 11,26,3,Jacob Hester left end for 3 yards (tackle by Darrell Reid),4.100,2.990
4,0:39,4,1,DEN 8,32,3,"Mike Tolbert middle for 8 yards, touchdown",2.990,7.000
4,,,,DEN 2,32,3,Nate Kaeding kicks extra point no good,0.000,-1.000
4,,,,SDG 30,32,3,"Nate Kaeding kicks off 70 yards, touchback",0.000,0.280
4,0:34,1,10,DEN 20,32,3,Correll Buckhalter right guard for 9 yards (tackle by Ian Scott),0.280,0.950
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
