Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss, Broncos to receive the opening kickoff.",,
1,15:00,,,SDG 30,0,0,"Nate Kaeding kicks off 72 yards, returned by Eddie Royal for 28 yards (tackle by James Holt)",0.000,0.670
1,14:54,1,10,DEN 26,0,0,"Knowshon Moreno right guard for 9 yards (tackle by Paul Oliver). Penalty on Paul Oliver: Face Mask (15 Yards), 15 yards",0.670,2.260
1,14:21,1,10,,0,0,Knowshon Moreno right tackle for 8 yards (tackle by Quentin Jammer and Kevin Burnett),2.260,2.790
1,13:43,2,2,SDG 42,0,0,Correll Buckhalter right tackle for 8 yards (tackle by Eric Weddle),2.790,3.310
1,13:17,1,10,SDG 34,0,0,Correll Buckhalter left tackle for 4 yards (tackle by Kevin Burnett),3.310,3.310
1,12:37,2,6,SDG 30,0,0,Knowshon Moreno right tackle for 3 yards (tackle by Ian Scott),3.310,3.010
1,12:00,3,3,SDG 27,0,0,Knowshon Moreno right guard for 8 yards (tackle by Quentin Jammer),3.010,4.310
1,11:22,1,10,SDG 19,0,0,Correll Buckhalter middle for 2 yards (tackle by Eric Weddle),4.310,4.030
1,10:44,2,8,SDG 17,0,0,"Chris Simms sacked by Shaun Phillips for -11 yards. Chris Simms fumbles (forced by Shaun Phillips), recovered by Steve Gregory at SDG-28 and returned for 3 yards (tackle by Eddie Royal)",4.030,-1.000
1,10:35,1,10,SDG 31,0,0,LaDainian Tomlinson right tackle for 4 yards (tackle by Ryan McBean),1.000,1.000
1,9:55,2,6,SDG 35,0,0,Philip Rivers pass complete short right to Vincent Jackson for 11 yards (tackle by Champ Bailey),1.000,1.990
1,9:18,1,10,SDG 46,0,0,LaDainian Tomlinson left end for 21 yards (tackle by Renaldo Hill),1.990,3.380
1,8:50,1,10,DEN 33,0,0,Darren Sproles middle for 8 yards (tackle by Brian Dawkins),3.380,3.920
1,8:09,2,2,DEN 25,0,0,Darren Sproles middle for -2 yards (tackle by Darrell Reid and Elvis Dumervil),3.920,2.940
1,7:24,,,,0,0,Timeout #1 by San Diego Chargers,0.000,2.940
1,7:24,3,4,DEN 27,0,0,"Philip Rivers pass complete short left to Malcom Floyd for 17 yards (tackle by Ty Law). Penalty on Vonnie Holliday: Roughing the Passer, 5 yards",2.940,6.060
1,6:54,1,5,DEN 5,0,0,Philip Rivers pass incomplete short left intended for Malcom Floyd,6.060,5.150
1,6:46,2,5,DEN 5,0,0,LaDainian Tomlinson middle for 3 yards (tackle by Renaldo Hill and D.J. Williams),5.150,4.950
1,6:03,3,2,DEN 2,6,0,"Philip Rivers pass complete short middle to Legedu Naanee for 2 yards, touchdown",4.950,7.000
1,,,,DEN 2,7,0,Nate Kaeding kicks extra point good,0.000,0.000
1,,,,SDG 30,7,0,"Nate Kaeding kicks off 70 yards, touchback",0.000,0.280
1,5:58,1,10,DEN 20,7,0,Chris Simms pass complete short left to Jabar Gaffney for 7 yards (tackle by Stephen Cooper),0.280,0.680
1,5:24,2,3,DEN 27,7,0,"Knowshon Moreno left end for 2 yards (tackle by Brandon Siler). Penalty on Daniel Graham: Illegal Motion, 5 yards (no play)",0.680,0.000
1,4:56,2,8,DEN 22,7,0,Chris Simms pass complete short right to Peyton Hillis for 3 yards (tackle by Antonio Cromartie),0.000,-0.300
1,4:11,3,5,DEN 25,7,0,"Penalty on Casey Wiegmann: False Start, 5 yards (no play)",-0.300,-0.960
1,3:49,3,10,DEN 20,7,0,Chris Simms sacked by Kevin Burnett and Eric Weddle for -7 yards,-0.960,-2.490
1,3:18,4,17,DEN 13,7,0,"Mitch Berger punts 45 yards, muffed catch by Darren Sproles, ball out of bounds at SDG-43",-2.490,-1.800
1,3:08,1,10,SDG 43,7,0,LaDainian Tomlinson middle for 1 yard (tackle by Ryan McBean),1.800,1.390
1,2:31,2,9,SDG 44,7,0,Philip Rivers pass complete short left to Mike Tolbert for 1 yard (tackle by Brian Dawkins),1.390,0.830
1,1:50,3,8,SDG 45,7,0,"Penalty on Jarvis Moss: Defensive Offside, 5 yards (no play)",0.830,1.490
1,1:27,3,3,,7,0,Philip Rivers pass complete short middle to Malcom Floyd for 5 yards (tackle by D.J. Williams and Andre' Goodman),1.490,2.590
1,0:45,1,10,DEN 45,7,0,Darren Sproles left end for 1 yard (tackle by Renaldo Hill),2.590,2.180
Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,DEN 44,7,0,Philip Rivers pass complete short middle to Vincent Jackson for 13 yards (tackle by D.J. Williams),2.180,3.510
2,14:19,1,10,DEN 31,7,0,LaDainian Tomlinson middle for 1 yard (tackle by Andra Davis),3.510,3.100
2,13:42,2,9,DEN 30,7,0,Philip Rivers pass complete short left to Antonio Gates for 10 yards (tackle by Brian Dawkins),3.100,4.240
2,13:02,1,10,DEN 20,7,0,LaDainian Tomlinson left end for -2 yards (tackle by Champ Bailey),4.240,3.420
2,12:19,2,12,DEN 22,7,0,Philip Rivers pass complete short middle to Malcom Floyd for 9 yards (tackle by Mario Haggan),3.420,4.100
2,11:45,,,,7,0,Timeout #2 by San Diego Chargers,0.000,4.100
2,11:45,3,3,DEN 13,7,0,LaDainian Tomlinson left guard for 2 yards (tackle by D.J. Williams and Brian Dawkins),4.100,2.850
2,10:58,4,1,DEN 11,10,0,Nate Kaeding 28 yard field goal good,2.850,3.000
2,,,,,10,0,"Penalty on Marcus Thomas: Unsportsmanlike Conduct, 15 yards (no play)",0.000,0.000
2,,,,SDG 45,10,0,"Nate Kaeding kicks off 55 yards, touchback",0.000,0.280
2,10:54,1,10,DEN 20,10,0,Knowshon Moreno right tackle for -1 yards (tackle by Paul Oliver),0.280,-0.460
2,10:17,2,11,DEN 19,10,0,Chris Simms pass incomplete short right intended for Brandon Marshall (defended by Shaun Phillips),-0.460,-1.140
2,10:13,3,11,DEN 19,10,0,"Chris Simms pass incomplete deep right intended for Eddie Royal. Penalty on Ryan Clady: Offensive Holding (Offsetting), Penalty on Quentin Jammer: Defensive Holding (Offsetting) (no play)",-1.140,-1.140
2,10:06,3,11,DEN 19,10,0,Chris Simms pass incomplete short right intended for Eddie Royal,-1.140,-2.140
2,10:00,4,11,DEN 19,10,0,"Mitch Berger punts 54 yards, returned by Darren Sproles for no gain",-2.140,-0.740
2,9:52,1,10,SDG 27,10,0,Philip Rivers pass complete short right to Vincent Jackson for 9 yards (tackle by Champ Bailey),0.740,1.410
2,9:11,2,1,SDG 36,10,0,LaDainian Tomlinson middle for 2 yards (tackle by Andra Davis),1.410,1.470
2,8:32,1,10,SDG 38,10,0,LaDainian Tomlinson left guard for 2 yards (tackle by Marcus Thomas),1.470,1.190
2,7:52,2,8,SDG 40,10,0,Philip Rivers pass complete short right to Malcom Floyd for 7 yards (tackle by Andre' Goodman),1.190,1.420
2,7:07,,,,10,0,Timeout #1 by Denver Broncos,0.000,1.420
2,7:07,3,1,SDG 47,10,0,Philip Rivers pass complete deep left to Vincent Jackson for 23 yards (tackle by Renaldo Hill),1.420,3.580
2,6:25,1,10,DEN 30,10,0,LaDainian Tomlinson left guard for no gain (tackle by Darcel McBath),3.580,3.030
2,5:48,2,10,DEN 30,10,0,Philip Rivers pass complete short left to Jacob Hester for -6 yards (tackle by D.J. Williams),3.030,1.550
2,5:04,3,16,DEN 36,10,0,Philip Rivers pass complete short right to Darren Sproles for 7 yards (tackle by Darcel McBath),1.550,1.500
2,4:24,4,9,DEN 29,13,0,Nate Kaeding 47 yard field goal good,1.500,3.000
2,,,,SDG 30,13,0,"Nate Kaeding kicks off 70 yards, returned by Eddie Royal for 38 yards (tackle by Mike Tolbert)",0.000,1.470
2,4:10,1,10,DEN 38,13,0,Kyle Orton pass complete short left to Brandon Marshall for -2 yards (tackle by Eric Weddle),1.470,0.650
2,3:36,2,12,DEN 36,13,0,Kyle Orton pass complete deep middle to Brandon Marshall for 22 yards (tackle by Kevin Burnett),0.650,2.790
2,2:55,1,10,SDG 42,13,0,Kyle Orton pass complete deep left to Jabar Gaffney for 38 yards (tackle by Eric Weddle and Steve Gregory),2.790,6.280
2,2:06,1,4,SDG 4,13,0,"Knowshon Moreno middle for 3 yards (tackle by Jacques Cesaire). Knowshon Moreno fumbles (forced by Jacques Cesaire), recovered by Steve Gregory at SDG-0",6.280,-0.280
,,,,,,,"DEN challenged the fumble ruling, and the play was upheld.",,
2,1:58,1,10,SDG 20,13,0,Darren Sproles right tackle for 5 yards (tackle by Andre' Goodman),0.280,0.410
2,1:26,2,5,SDG 25,13,0,Darren Sproles left tackle for 3 yards (tackle by Andra Davis),0.410,0.100
2,1:14,,,,13,0,Timeout #3 by Denver Broncos,0.000,0.100
2,1:14,3,2,SDG 28,13,0,Darren Sproles right tackle for -1 yards (tackle by D.J. Williams),0.100,-1.570
2,0:35,4,3,SDG 27,13,0,Mike Scifres punts 29 yards,-1.570,-1.930
2,0:24,1,10,DEN 45,13,0,Kyle Orton pass incomplete short left intended for Eddie Royal is intercepted by Antonio Cromartie at SDG-41 and returned for 1 yard,1.930,-1.730
2,0:19,1,10,SDG 42,13,0,LaDainian Tomlinson middle for no gain (tackle by Vonnie Holliday),1.730,1.190
Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,13,0,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,SDG 20,13,0,Philip Rivers pass complete short right to Jacob Hester for 3 yards (tackle by Renaldo Hill),0.280,0.140
3,14:15,2,7,SDG 23,13,0,Philip Rivers pass incomplete short middle intended for Antonio Gates (defended by Andra Davis),0.140,-0.560
3,14:09,3,7,SDG 23,13,0,Philip Rivers pass incomplete short middle intended for Darren Sproles (defended by Jarvis Moss),-0.560,-1.830
3,14:05,4,7,SDG 23,13,0,"Mike Scifres punts 51 yards, returned by Eddie Royal for 10 yards (tackle by Kevin Burnett)",-1.830,-1.330
3,13:54,1,10,DEN 36,13,0,Knowshon Moreno right guard for no gain (tackle by Shaun Phillips),1.330,0.790
3,13:20,2,10,DEN 36,13,0,Kyle Orton pass complete short right to Eddie Royal for 9 yards (tackle by Paul Oliver),0.790,1.290
3,12:58,3,1,DEN 45,13,0,Knowshon Moreno left tackle for 36 yards (tackle by Eric Weddle),1.290,4.310
