Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Matthew Bergeron,G,82,100%,0,0%,6,22%
Kaleb McGary,T,82,100%,0,0%,6,22%
Jake Matthews,T,82,100%,0,0%,6,22%
Chris Lindstrom,G,82,100%,0,0%,0,0%
Drew Dalman,C,82,100%,0,0%,0,0%
Desmond Ridder,QB,82,100%,0,0%,0,0%
Drake London,WR,67,82%,0,0%,0,0%
Bijan Robinson,RB,59,72%,0,0%,0,0%
Mack Hollins,WR,58,71%,0,0%,1,4%
Kyle Pitts,TE,57,70%,0,0%,0,0%
Jonnu Smith,TE,55,67%,0,0%,0,0%
MyCole Pruitt,TE,38,46%,0,0%,11,41%
Tyler Allgeier,RB,36,44%,0,0%,0,0%
Keith Smith,FB,17,21%,0,0%,16,59%
KhaDarel Hodge,WR,11,13%,0,0%,17,63%
Scott Miller,WR,10,12%,0,0%,6,22%
Godwin Igwebuike,RB,1,1%,0,0%,6,22%
John FitzPatrick,TE,1,1%,0,0%,0,0%
Richie Grant,SS,0,0%,50,100%,9,33%
AJ Terrell,CB,0,0%,50,100%,0,0%
Jessie Bates III,FS,0,0%,50,100%,0,0%
Kaden Elliss,LB,0,0%,50,100%,0,0%
Tre Flowers,CB,0,0%,49,98%,8,30%
Nathan Landman,LB,0,0%,49,98%,5,19%
Grady Jarrett,DT,0,0%,36,72%,4,15%
Bud Dupree,LB,0,0%,32,64%,1,4%
David Onyemata,DT,0,0%,31,62%,4,15%
Arnold Ebiketie,LB,0,0%,31,62%,3,11%
Calais Campbell,DE,0,0%,28,56%,10,37%
DeAundre Alford,CB,0,0%,24,48%,4,15%
Lorenzo Carter,LB,0,0%,18,36%,7,26%
Zach Harrison,DE,0,0%,17,34%,9,33%
Ta'Quon Graham,DE,0,0%,14,28%,4,15%
Albert Huggins,DT,0,0%,14,28%,0,0%
Jaylinn Hawkins,FS,0,0%,5,10%,21,78%
Tae Davis,LB,0,0%,1,2%,21,78%
Mike Hughes,CB,0,0%,1,2%,9,33%
DeAngelo Malone,LB,0,0%,0,0%,20,74%
Bradley Pinion,P,0,0%,0,0%,14,52%
DeMarcco Hellams,SS,0,0%,0,0%,13,48%
Andre Smith,LB,0,0%,0,0%,13,48%
Clark Phillips,CB,0,0%,0,0%,11,41%
Liam McCullough,LS,0,0%,0,0%,7,26%
Isaiah Prince,T,0,0%,0,0%,6,22%
Ryan Neuzil,C,0,0%,0,0%,6,22%
Kyle Hinton,G,0,0%,0,0%,6,22%
Younghoe Koo,K,0,0%,0,0%,6,22%
