Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
2,13:40,,,,,,Timeout #1 by Atlanta Falcons,,
2,13:40,1,9,ATL 9,6,3,"Jordan Love pass complete short middle to Jayden Reed for 9 yards, touchdown",5.140,7.000
2,13:33,,,ATL 15,7,3,Anders Carlson kicks extra point good,0.000,0.000
2,13:33,,,GNB 35,7,3,"Anders Carlson kicks off 67 yards, returned by Mike Hughes for 19 yards (tackle by Jonathan Owens and Innis Gaines)",0.000,-0.060
2,13:28,1,10,ATL 17,7,3,"Desmond Ridder pass incomplete short right intended for Bijan Robinson. Penalty on Jake Matthews: Illegal Use of Hands / Offense, 8 yards (accepted) (no play)",-0.060,-0.680
2,13:23,1,18,ATL 9,7,3,Tyler Allgeier right tackle for -1 yards (tackle by Lukas Van Ness),-0.680,-1.440
2,12:38,2,19,ATL 8,7,3,Desmond Ridder scrambles right end for 4 yards (tackle by De'Vondre Campbell),-1.440,-2.010
2,12:08,3,15,ATL 12,7,3,Desmond Ridder pass complete deep middle to Drake London for 22 yards (tackle by Jaire Alexander),-2.010,1.200
2,11:32,1,10,ATL 34,7,3,Bijan Robinson right tackle for 19 yards (tackle by Rasul Douglas and Quay Walker),1.200,2.460
2,10:38,1,10,GNB 47,7,3,Desmond Ridder pass complete short right to Bijan Robinson for no gain (tackle by Quay Walker),2.460,1.910
2,9:55,2,10,GNB 47,7,3,Tyler Allgeier right tackle for 1 yard (tackle by Kingsley Enagbare),1.910,1.350
2,9:16,3,9,GNB 46,7,3,Desmond Ridder scrambles left end for 5 yards (tackle by Preston Smith),1.350,0.530
2,8:54,,,,,,Timeout #1 by Green Bay Packers,,
2,8:54,4,4,GNB 41,7,3,Desmond Ridder pass incomplete short left intended for Drake London (defended by Jaire Alexander),0.530,-1.660
2,8:51,1,10,GNB 41,7,3,Jordan Love pass complete short left to AJ Dillon for 8 yards (tackle by Kaden Elliss),1.660,2.200
2,8:06,2,2,GNB 49,7,3,AJ Dillon left guard for 8 yards (tackle by Kaden Elliss),2.200,2.720
2,7:30,1,10,ATL 43,7,3,AJ Dillon left tackle for 5 yards (tackle by Nathan Landman and Ta'Quon Graham),2.720,2.850
2,6:50,2,5,ATL 38,7,3,Jordan Love pass complete short middle to Dontayvion Wicks for 8 yards (tackle by Tre Flowers),2.850,3.580
2,6:09,1,10,ATL 30,7,3,Emanuel Wilson right tackle for 7 yards (tackle by Kaden Elliss),3.580,3.980
2,5:26,2,3,ATL 23,7,3,Jordan Love pass complete short left to Josiah Deguara for 4 yards (tackle by Jessie Bates),3.980,4.310
2,4:42,1,10,ATL 19,7,3,Emanuel Wilson left guard for 3 yards (tackle by Nathan Landman),4.310,4.180
2,4:01,2,7,ATL 16,7,3,Patrick Taylor left end for 1 yard (tackle by Grady Jarrett),4.180,3.580
2,3:18,3,6,ATL 15,7,3,Jordan Love pass incomplete short right intended for Dontayvion Wicks (defended by AJ Terrell),3.580,2.470
2,3:10,4,6,ATL 15,10,3,Anders Carlson 33 yard field goal good,2.470,3.000
2,3:06,,,GNB 35,10,3,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
2,3:06,1,10,ATL 25,10,3,Desmond Ridder pass complete short left to Drake London for 5 yards (tackle by Preston Smith),0.610,0.740
2,2:29,2,5,ATL 30,10,3,Bijan Robinson left end for 9 yards (tackle by Quay Walker),0.740,1.530
2,2:00,1,10,ATL 39,10,3,Bijan Robinson left end for 13 yards (tackle by Jaire Alexander),1.530,2.390
2,1:36,1,10,GNB 48,10,3,Desmond Ridder pass complete short right to Mack Hollins for 8 yards (tackle by Quay Walker),2.390,2.930
2,1:16,2,2,GNB 40,10,3,Bijan Robinson right tackle for 5 yards (tackle by De'Vondre Campbell),2.930,3.250
2,0:55,1,10,GNB 35,10,3,Desmond Ridder pass complete short right to Kyle Pitts for 6 yards (tackle by Rasul Douglas),3.250,3.510
2,0:49,2,4,GNB 29,10,3,Bijan Robinson left end for 3 yards (tackle by Keisean Nixon and Quay Walker),3.510,3.200
2,0:33,3,1,GNB 26,10,3,Desmond Ridder up the middle for no gain (tackle by Keisean Nixon and De'Vondre Campbell),3.200,1.890
2,0:29,,,,,,Timeout #2 by Atlanta Falcons,,
2,0:29,4,1,GNB 26,10,3,Bijan Robinson right end for 13 yards (tackle by De'Vondre Campbell),1.890,4.710
2,0:25,1,10,GNB 13,10,3,Desmond Ridder pass complete short middle to Jonnu Smith for 10 yards (tackle by Darnell Savage),4.710,6.510
2,0:16,,,,,,Timeout #3 by Atlanta Falcons,,
2,0:16,,,,,,Timeout #2 by Green Bay Packers,,
2,0:16,1,3,GNB 3,10,9,"Desmond Ridder pass complete short left to Drake London for 3 yards, touchdown",6.510,7.000
2,0:12,,,GNB 15,10,9,Younghoe Koo kicks extra point no good,0.000,-1.000
2,0:12,,,ATL 35,10,9,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,0:12,1,10,GNB 25,10,9,Jordan Love kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,10,9,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ATL 25,10,9,"Desmond Ridder pass incomplete intended for MyCole Pruitt. Penalty on Matthew Bergeron: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.610,0.280
3,14:53,1,15,ATL 20,10,9,Desmond Ridder pass incomplete short right intended for Drake London,0.280,-0.610
3,14:47,2,15,ATL 20,10,9,Desmond Ridder pass incomplete short left intended for Mack Hollins,-0.610,-1.290
3,14:42,3,15,ATL 20,10,9,Desmond Ridder pass incomplete short right intended for Kyle Pitts (defended by Quay Walker),-1.290,-2.030
3,14:37,4,15,ATL 20,10,9,"Bradley Pinion punts 45 yards, fair catch by Jayden Reed at GB-35",-2.030,-1.270
3,14:29,1,10,GNB 35,10,9,AJ Dillon right tackle for 4 yards (tackle by Calais Campbell and Grady Jarrett),1.270,1.260
3,13:52,2,6,GNB 39,10,9,Jordan Love pass complete short right to Samori Toure for 6 yards (tackle by Tre Flowers),1.260,1.930
3,13:12,1,10,GNB 45,10,9,AJ Dillon left guard for 2 yards (tackle by Calais Campbell and David Onyemata),1.930,1.650
3,12:30,2,8,GNB 47,10,9,Jordan Love pass complete short right to Romeo Doubs for 15 yards,1.650,3.050
3,11:47,1,10,ATL 38,10,9,Jordan Love pass complete short right to Josiah Deguara for 1 yard (tackle by Arnold Ebiketie),3.050,2.640
3,11:05,2,9,ATL 37,10,9,"Emanuel Wilson left end for no gain (tackle by DeAundre Alford). Penalty on Ta'Quon Graham: Defensive Holding, 5 yards (accepted) (no play)",2.640,3.450
3,10:39,1,10,ATL 32,16,9,"Jordan Love pass complete short middle to Dontayvion Wicks for 32 yards, touchdown",3.450,7.000
3,10:31,,,ATL 15,17,9,Anders Carlson kicks extra point good,0.000,0.000
3,10:31,,,GNB 35,17,9,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
3,10:31,1,10,ATL 25,17,9,Bijan Robinson right tackle for 13 yards (tackle by Quay Walker),0.610,1.470
3,9:45,1,10,ATL 38,17,9,Bijan Robinson right end for 5 yards (tackle by De'Vondre Campbell and Quay Walker),1.470,1.600
3,8:54,2,5,ATL 43,17,9,Desmond Ridder pass complete short right to Jonnu Smith for 13 yards (tackle by Darnell Savage),1.600,2.650
3,8:12,1,10,GNB 44,17,9,Tyler Allgeier right guard for 8 yards (tackle by Rudy Ford and De'Vondre Campbell),2.650,3.190
3,7:34,2,2,GNB 36,17,9,Tyler Allgeier right guard for 4 yards (tackle by Rudy Ford and Lukas Van Ness),3.190,3.450
3,6:57,1,10,GNB 32,17,9,Tyler Allgeier right tackle for 6 yards (tackle by De'Vondre Campbell and Devonte Wyatt),3.450,3.710
3,6:11,2,4,GNB 26,17,9,Tyler Allgeier right end for 4 yards (tackle by Preston Smith and Quay Walker),3.710,4.110
3,5:28,1,10,GNB 22,17,9,Desmond Ridder pass incomplete short right,4.110,3.560
3,5:21,2,10,GNB 22,17,9,Bijan Robinson left tackle for 10 yards (tackle by Rudy Ford),3.560,4.780
3,4:42,1,10,GNB 12,17,9,Desmond Ridder pass incomplete short middle intended for Mack Hollins,4.780,4.100
3,4:40,2,10,GNB 12,17,9,Tyler Allgeier left tackle for -1 yards (tackle by Rashan Gary and Tedarrell Slaton),4.100,3.100
3,3:54,3,11,GNB 13,17,9,Desmond Ridder sacked by and Kenny Clark for -2 yards and Rashan Gary for -2 yards,3.100,2.440
3,3:12,4,13,GNB 15,17,12,"Younghoe Koo 33 yard field goal good. Penalty on Kingsley Enagbare: Defensive Offside, 5 yards (declined)",2.440,3.000
3,3:07,,,ATL 35,17,12,"Bradley Pinion kicks off 73 yards, returned by Keisean Nixon for 30 yards (tackle by Keith Smith)",0.000,0.410
3,3:02,1,10,GNB 22,17,12,"Jordan Love pass incomplete deep left intended for Romeo Doubs. Penalty on Tre Flowers: Defensive Pass Interference, 43 yards (accepted) (no play)",0.410,3.250
3,2:55,1,10,ATL 35,17,12,Jordan Love pass complete short right to Jayden Reed for 8 yards (tackle by AJ Terrell),3.250,3.780
3,2:21,2,2,ATL 27,17,12,AJ Dillon left guard for 7 yards (tackle by Richie Grant),3.780,4.240
3,1:34,1,10,ATL 20,17,12,Jordan Love pass complete short left to Jayden Reed for 10 yards (tackle by Tre Flowers),4.240,4.910
3,1:01,,,,,,Timeout #1 by Green Bay Packers,,
3,1:01,1,10,ATL 10,23,12,"Jordan Love pass complete short right to Jayden Reed for 10 yards, touchdown",4.910,7.000
3,0:56,,,ATL 15,24,12,Anders Carlson kicks extra point good,0.000,0.000
3,0:56,,,GNB 35,24,12,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
3,0:56,1,10,ATL 25,24,12,"Penalty on Karl Brooks: Encroachment, 5 yards (accepted) (no play)",0.610,1.340
3,0:56,1,5,ATL 30,24,12,Bijan Robinson left end for 1 yard (tackle by Preston Smith and Devonte Wyatt),1.340,0.870
3,0:10,2,4,ATL 31,24,12,"Desmond Ridder pass incomplete deep right intended for Scott Miller. Penalty on Rasul Douglas: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",0.870,1.330
3,0:06,1,10,ATL 36,24,12,Bijan Robinson right tackle for 7 yards (tackle by Darnell Savage),1.330,1.740
Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,ATL 43,24,12,Tyler Allgeier right end for no gain (tackle by Jaire Alexander),1.740,1.030
4,14:22,3,3,ATL 43,24,12,Desmond Ridder pass complete deep right to Mack Hollins for 45 yards (tackle by Darnell Savage),1.030,4.780
4,13:51,1,10,GNB 12,24,12,Tyler Allgeier right end for 1 yard (tackle by Kenny Clark and Preston Smith),4.780,4.270
4,13:17,2,9,GNB 11,24,12,Bijan Robinson left tackle for 1 yard (tackle by Quay Walker and De'Vondre Campbell),4.270,3.480
4,12:37,3,8,GNB 10,24,12,Desmond Ridder pass complete short left to Drake London for 4 yards (tackle by Rasul Douglas),3.480,3.000
4,11:54,4,4,GNB 6,24,18,"Desmond Ridder left end for 6 yards, touchdown",3.000,7.000
4,11:48,,,GNB 15,24,19,Younghoe Koo kicks extra point good,0.000,0.000
4,11:48,,,ATL 35,24,19,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,11:48,1,10,GNB 25,24,19,Jordan Love pass incomplete deep left intended for Dontayvion Wicks,0.610,0.060
4,11:41,2,10,GNB 25,24,19,AJ Dillon right tackle for 2 yards (tackle by Lorenzo Carter),0.060,-0.360
4,11:07,3,8,GNB 27,24,19,Jordan Love pass incomplete short right intended for Malik Heath (defended by AJ Terrell),-0.360,-1.570
4,10:51,4,8,GNB 27,24,19,"Daniel Whelan punts 57 yards, returned by Mike Hughes for 4 yards (tackle by Jonathan Owens). Penalty on Jonathan Owens: Offensive Facemask, 15 yards (accepted)",-1.570,-1.270
4,10:51,1,10,ATL 35,24,19,Tyler Allgeier right end for 4 yards (tackle by Devonte Wyatt and De'Vondre Campbell),1.270,1.260
4,10:11,2,6,ATL 39,24,19,Tyler Allgeier right guard for 4 yards (tackle by Justin Hollins and Kingsley Enagbare),1.260,1.090
4,9:33,3,2,ATL 43,24,19,Desmond Ridder scrambles right guard for 4 yards (tackle by Justin Hollins),1.090,2.060
4,9:03,1,10,ATL 47,24,19,Desmond Ridder pass complete short right to Bijan Robinson for 29 yards (tackle by Rudy Ford),2.060,3.640
4,8:55,1,10,GNB 29,24,19,Bijan Robinson left end for -2 yards (tackle by Karl Brooks and Darnell Savage),3.640,3.160
4,8:21,2,12,GNB 26,24,19,Desmond Ridder scrambles for 5 yards (tackle by Jaire Alexander),3.160,3.140
4,8:16,3,7,GNB 21,24,19,Desmond Ridder pass incomplete short right intended for Mack Hollins (defended by Rasul Douglas),3.140,2.060
4,8:13,4,7,GNB 21,24,22,Younghoe Koo 39 yard field goal good,2.060,3.000
4,8:10,,,ATL 35,24,22,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,8:10,1,10,GNB 25,24,22,AJ Dillon left tackle for 5 yards (tackle by Zach Harrison),0.610,0.740
4,7:35,2,5,GNB 30,24,22,AJ Dillon left guard for 4 yards (tackle by Kaden Elliss),0.740,0.560
4,6:49,3,1,GNB 34,24,22,AJ Dillon left guard for no gain (tackle by Nathan Landman),0.560,-1.110
4,6:17,4,1,GNB 34,24,22,"Penalty on Jordan Love: False Start, 4 yards (accepted) (no play)",-1.110,-1.440
4,6:13,4,6,GNB 29,24,22,"Daniel Whelan punts 59 yards, returned by Mike Hughes for 16 yards (tackle by Kingsley Enagbare)",-1.440,-0.740
4,6:07,1,10,ATL 27,24,22,Desmond Ridder pass complete deep left to Drake London for 24 yards (tackle by Jaire Alexander),0.740,2.320
4,5:38,1,10,GNB 49,24,22,Desmond Ridder pass incomplete short right,2.320,1.780
4,5:30,2,10,GNB 49,24,22,Desmond Ridder pass complete short left to Mack Hollins for 7 yards (tackle by Rasul Douglas),1.780,2.020
4,5:02,3,3,GNB 42,24,22,Desmond Ridder pass complete short right to Bijan Robinson for 10 yards (tackle by De'Vondre Campbell),2.020,3.450
4,4:21,1,10,GNB 32,24,22,Bijan Robinson right tackle for 5 yards (tackle by Quay Walker and Kenny Clark),3.450,3.580
4,3:37,2,5,GNB 27,24,22,Tyler Allgeier left end for 2 yards (tackle by Justin Hollins),3.580,3.140
4,2:48,3,3,GNB 25,24,22,"Desmond Ridder for 2 yards (tackle by Kenny Clark) ATL challenged the first down ruling, and the play was upheld.",3.140,2.080
4,2:08,4,1,GNB 23,24,22,Bijan Robinson right end for 7 yards (tackle by Rudy Ford),2.080,4.510
4,2:00,1,10,GNB 16,24,22,Tyler Allgeier right tackle for 1 yard (tackle by Kingsley Enagbare),4.510,4.050
4,1:55,,,,,,Timeout #2 by Green Bay Packers,,
4,1:55,2,9,GNB 15,24,22,Tyler Allgeier right end for 3 yards (tackle by Rudy Ford and Quay Walker),4.050,3.730
4,1:47,,,,,,Timeout #3 by Green Bay Packers,,
4,1:47,3,6,GNB 12,24,22,Bijan Robinson left end for 5 yards (tackle by Quay Walker and Preston Smith),3.730,3.010
4,1:01,4,1,GNB 7,24,25,Younghoe Koo 25 yard field goal good,3.010,3.000
4,0:57,,,ATL 35,24,25,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,0:57,1,10,GNB 25,24,25,Jordan Love pass incomplete short left intended for Jayden Reed,0.610,0.060
4,0:54,2,10,GNB 25,24,25,Jordan Love pass incomplete deep left intended for Jayden Reed,0.060,-0.620
4,0:48,3,10,GNB 25,24,25,Jordan Love pass incomplete deep left intended for Romeo Doubs,-0.620,-1.700
4,0:42,4,10,GNB 25,24,25,"Jordan Love pass incomplete short middle intended for Samori Toure (defended by Tre Flowers). Penalty on Samori Toure: Illegal Formation, 5 yards (declined)",-1.700,-3.910
4,0:38,1,10,GNB 25,24,25,Desmond Ridder kneels for -1 yards,3.910,3.230
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
