Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss and deferred, Packers to receive the opening kickoff.",,
1,15:00,,,ATL 35,0,0,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,GNB 25,0,0,"Jordan Love pass incomplete deep middle intended for Dontayvion Wicks. Penalty on AJ Terrell: Defensive Pass Interference, 44 yards (accepted) (no play)",0.610,3.510
1,14:53,1,10,ATL 31,0,0,AJ Dillon right guard for 3 yards (tackle by David Onyemata and Grady Jarrett),3.510,3.370
1,14:09,2,7,ATL 28,0,0,Jordan Love pass incomplete deep left intended for Luke Musgrave,3.370,2.680
1,14:06,3,7,ATL 28,0,0,"Penalty on Rasheed Walker: False Start, 5 yards (accepted) (no play)",2.680,2.020
1,14:06,3,12,ATL 33,0,0,Jordan Love pass incomplete short left intended for Jayden Reed (defended by David Onyemata),2.020,1.150
1,14:02,4,12,ATL 33,0,0,"Penalty on GNB: Delay of Game, 5 yards (accepted) (no play)",1.150,0.720
1,14:02,4,17,ATL 38,0,0,"Daniel Whelan punts 38 yards, touchback.",0.720,-0.280
1,13:54,1,10,ATL 20,0,0,Desmond Ridder pass complete short right to Drake London for 9 yards (tackle by Quay Walker and Kenny Clark),0.280,0.950
1,13:21,2,1,ATL 29,0,0,Bijan Robinson left end for 7 yards (tackle by De'Vondre Campbell and Quay Walker),0.950,1.330
1,12:40,1,10,ATL 36,0,0,Desmond Ridder pass deep middle intended for Jonnu Smith is intercepted by Rasul Douglas at GB-42 and returned for -2 yards (tackle by Kyle Pitts),1.330,-1.600
1,12:30,1,10,GNB 40,0,0,AJ Dillon left end for 4 yards (tackle by Zach Harrison and Arnold Ebiketie),1.600,1.590
1,11:53,2,6,GNB 44,0,0,Emanuel Wilson left end for -5 yards (tackle by Nathan Landman),1.590,0.230
1,11:17,3,11,GNB 39,0,0,Jordan Love sacked by Kaden Elliss for -11 yards,0.230,-1.500
1,10:39,4,22,GNB 28,0,0,"Daniel Whelan punts 45 yards, fair catch by Mike Hughes at ATL-27",-1.500,-0.740
1,10:33,1,10,ATL 27,0,0,Bijan Robinson right end for 3 yards (tackle by Tedarrell Slaton),0.740,0.600
1,10:06,2,7,ATL 30,0,0,Desmond Ridder pass incomplete short right intended for Bijan Robinson,0.600,-0.100
1,10:01,3,7,ATL 30,0,0,Desmond Ridder pass complete short middle to Jonnu Smith for 17 yards (tackle by Rudy Ford and De'Vondre Campbell),-0.100,2.060
1,9:18,1,10,ATL 47,0,0,Tyler Allgeier right tackle for 2 yards (tackle by Quay Walker and Tedarrell Slaton),2.060,1.790
1,8:44,2,8,ATL 49,0,0,Tyler Allgeier left tackle for 10 yards (tackle by Darnell Savage and De'Vondre Campbell),1.790,2.850
1,8:04,1,10,GNB 41,0,0,Desmond Ridder pass incomplete short left intended for Kyle Pitts,2.850,2.310
1,7:56,2,10,GNB 41,0,0,Desmond Ridder pass complete short right to Jonnu Smith for 7 yards (tackle by Quay Walker),2.310,2.540
1,7:20,3,3,GNB 34,0,0,Desmond Ridder scrambles up the middle for 5 yards (tackle by De'Vondre Campbell),2.540,3.640
1,6:38,1,10,GNB 29,0,0,Desmond Ridder pass complete short middle to Kyle Pitts for 9 yards (tackle by Darnell Savage),3.640,4.320
1,5:57,2,1,GNB 20,0,0,Desmond Ridder pass complete short right to Bijan Robinson for 9 yards (tackle by Quay Walker),4.320,4.840
1,5:21,1,10,GNB 11,0,0,Desmond Ridder left end for 9 yards (tackle by Darnell Savage),4.840,5.850
1,4:44,2,1,GNB 2,0,0,"Desmond Ridder pass incomplete short left intended for Kyle Pitts. Penalty on Rudy Ford: Defensive Pass Interference, 1 yard (accepted) (no play)",5.850,6.970
1,4:41,1,1,GNB 1,0,0,Desmond Ridder pass incomplete short middle intended for Kyle Pitts,6.970,5.910
1,4:34,2,1,GNB 1,0,0,Bijan Robinson right guard for no gain (tackle by Kenny Clark and Tedarrell Slaton),5.910,5.170
1,4:00,3,1,GNB 1,0,0,Desmond Ridder pass incomplete short middle intended for Jonnu Smith,5.170,3.550
1,3:53,4,1,GNB 1,0,0,"Penalty on Matthew Bergeron: False Start, 5 yards (accepted) (no play)",3.550,2.990
1,3:53,4,6,GNB 6,0,3,Younghoe Koo 24 yard field goal good,2.990,3.000
1,3:50,,,ATL 35,0,3,"Bradley Pinion kicks off 74 yards, returned by Keisean Nixon for 25 yards (tackle by Andre Smith and Tae Davis)",0.000,-0.140
1,3:46,1,10,GNB 16,0,3,Jordan Love pass complete short middle to Romeo Doubs for 15 yards (tackle by Jessie Bates),-0.140,1.000
1,3:06,1,10,GNB 31,0,3,AJ Dillon right guard for 7 yards (tackle by Kaden Elliss and Richie Grant),1.000,1.410
1,2:16,2,3,GNB 38,0,3,AJ Dillon left tackle for 2 yards (tackle by Jessie Bates and Zach Harrison),1.410,0.960
1,1:28,3,1,GNB 40,0,3,Jordan Love pass complete short right to Luke Musgrave for 17 yards (tackle by AJ Terrell),0.960,2.720
1,0:51,1,10,ATL 43,0,3,Jordan Love pass incomplete short middle intended for Patrick Taylor (defended by David Onyemata),2.720,2.180
1,0:50,2,10,ATL 43,0,3,Jordan Love pass incomplete short left intended for Jayden Reed,2.180,1.490
1,0:47,3,10,ATL 43,0,3,Jordan Love scrambles right end for 24 yards (tackle by Richie Grant),1.490,4.310
Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ATL 19,0,3,AJ Dillon right tackle for no gain (tackle by AJ Terrell and Calais Campbell),4.310,3.750
2,14:24,2,10,ATL 19,0,3,Jordan Love pass complete short middle to Luke Musgrave for 8 yards (tackle by Richie Grant),3.750,4.430
2,14:00,3,2,ATL 11,0,3,"AJ Dillon left guard for 1 yard (tackle by Bud Dupree) GNB challenged the first down ruling, and the original play was overturned. AJ Dillon for 2 yards (tackle by Bud Dupree)",4.430,5.140
