0,1
Game Info,Game Info
Won Toss,Giants (deferred)
Roof,outdoors
Surface,fieldturf
Duration,3:20
Attendance,81061
Weather,"60 degrees, relative humidity 31%, wind 8 mph, wind chill 0"
Vegas Line,New England Patriots -7.5
Over/Under,54.0 (under)
