Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
1,4:26,4,16,WAS 44,0,0,"Bryan Anger punts 44 yards, touchback.",0.330,-0.280
1,4:18,1,10,WAS 20,0,0,Adrian Peterson up the middle for -1 yards (tackle by Javien Elliott),0.280,-0.460
1,3:34,2,11,WAS 19,0,0,Kapri Bibbs up the middle for 15 yards (tackle by Jordan Whitehead and Justin Evans),-0.460,1.200
1,3:01,1,10,WAS 34,0,0,Alex Smith pass complete deep left to Jordan Reed for 24 yards (tackle by Brent Grimes),1.200,2.790
1,2:20,1,10,TAM 42,0,0,Adrian Peterson right tackle for 16 yards (tackle by Jordan Whitehead),2.790,3.840
1,1:46,1,10,TAM 26,0,0,Adrian Peterson up the middle for -1 yards (tackle by Beau Allen),3.840,3.160
1,1:00,,,,,,Timeout #1 by Washington Redskins,,
1,1:00,2,11,TAM 27,0,0,Alex Smith pass incomplete deep left intended for Jeremy Sprinkle,3.160,2.480
1,0:56,3,11,TAM 27,0,0,"Penalty on Morgan Moses: False Start, 5 yards (no play)",2.480,1.820
1,0:56,3,16,TAM 32,0,0,Alex Smith pass complete short right to Maurice Harris for 7 yards (tackle by Justin Evans),1.820,1.800
1,0:14,4,9,TAM 25,3,0,Dustin Hopkins 43 yard field goal good,1.800,3.000
1,0:10,,,WAS 35,3,0,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
1,0:10,1,10,TAM 25,3,0,Peyton Barber left end for 12 yards (tackle by Ha Ha Clinton-Dix),0.610,1.400
Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 37,3,0,Peyton Barber left end for 13 yards (tackle by Danny Johnson),1.400,2.260
2,14:22,1,10,TAM 50,3,0,Ryan Fitzpatrick pass complete short right to Peyton Barber for 5 yards (tackle by Zach Brown and D.J. Swearinger),2.260,2.390
2,13:39,2,5,WAS 45,3,0,Ryan Fitzpatrick pass incomplete short right intended for Cameron Brate,2.390,1.690
2,13:36,3,5,WAS 45,3,0,Ryan Fitzpatrick right end for 5 yards (tackle by Preston Smith),1.690,2.920
2,12:51,1,10,WAS 40,3,0,Ryan Fitzpatrick pass incomplete deep left intended for Mike Evans (defended by Ha Ha Clinton-Dix) (defended by Danny Johnson),2.920,2.370
2,12:45,2,10,WAS 40,3,0,Ryan Fitzpatrick pass complete short left to Chris Godwin for 12 yards (tackle by Danny Johnson),2.370,3.710
2,12:07,1,10,WAS 28,3,0,"Peyton Barber up the middle for no gain (tackle by Zach Brown). Penalty on Ryan Jensen: Offensive Holding, 10 yards (no play)",3.710,3.050
2,11:38,1,20,WAS 38,3,0,Ryan Fitzpatrick pass complete short middle to Jacquizz Rodgers for 6 yards (tackle by Stacy McGee),3.050,2.630
2,10:59,2,14,WAS 32,3,0,Ryan Fitzpatrick pass complete short left to Cameron Brate for 14 yards (tackle by Danny Johnson),2.630,4.370
2,10:11,1,10,WAS 18,3,0,Peyton Barber left guard for 2 yards (tackle by Jonathan Allen and Zach Brown),4.370,4.090
2,9:28,2,8,WAS 16,3,0,Ryan Fitzpatrick up the middle for 4 yards (tackle by Zach Brown),4.090,4.030
2,8:40,3,4,WAS 12,3,0,Ryan Fitzpatrick pass incomplete short left intended for Cameron Brate (defended by D.J. Swearinger),4.030,2.710
2,8:35,4,4,WAS 12,3,0,Chandler Catanzaro 30 yard field goal no good,2.710,-0.280
2,8:33,1,10,WAS 20,3,0,Adrian Peterson right end for -2 yards (tackle by Adarius Taylor),0.280,-0.630
2,7:50,2,12,WAS 18,3,0,Alex Smith pass complete short left to Adrian Peterson for 2 yards (tackle by Andrew Adams),-0.630,-0.960
2,7:07,3,10,WAS 20,3,0,"Penalty on Jordan Reed: False Start, 5 yards (no play)",-0.960,-1.860
2,6:40,3,15,WAS 15,3,0,Alex Smith pass complete short left to Kapri Bibbs for 11 yards (tackle by Justin Evans),-1.860,-1.630
2,6:05,4,4,WAS 26,3,0,"Tress Way punts 52 yards, fair catch by Adam Humphries at TB-22",-1.630,-0.410
2,5:58,1,10,TAM 22,3,0,Shaun Wilson right end for 4 yards (tackle by Mason Foster),0.410,0.410
2,5:26,2,6,TAM 26,3,0,Peyton Barber left end for -2 yards (tackle by Zach Brown and Preston Smith),0.410,-0.560
2,4:44,3,8,TAM 24,3,0,Ryan Fitzpatrick pass complete short left to Jacquizz Rodgers for 24 yards (tackle by Fabian Moreau),-0.560,2.130
2,4:07,1,10,TAM 48,3,0,Ryan Fitzpatrick pass complete short middle to Chris Godwin for 16 yards (tackle by Ha Ha Clinton-Dix),2.130,3.180
2,3:28,1,10,WAS 36,3,0,Ryan Fitzpatrick pass complete deep right to Adam Humphries for 24 yards (tackle by Fabian Moreau),3.180,4.780
2,2:41,1,10,WAS 12,3,0,Ryan Fitzpatrick sacked by Matthew Ioannidis for -3 yards. Penalty on Caleb Benenoch: Offensive Holding (Declined),4.780,3.660
2,2:15,2,13,WAS 15,3,0,Ryan Fitzpatrick pass incomplete short middle intended for Shaun Wilson,3.660,3.000
2,2:12,3,13,WAS 15,3,0,Ryan Fitzpatrick pass incomplete short middle intended for Adam Humphries (defended by D.J. Swearinger),3.000,2.440
2,2:06,4,13,WAS 15,3,3,Chandler Catanzaro 33 yard field goal good,2.440,3.000
2,2:03,,,TAM 35,3,3,"Chandler Catanzaro kicks off 65 yards, touchback.",0.000,0.610
2,2:03,1,10,WAS 25,3,3,"Alex Smith pass complete short right to Kapri Bibbs for 2 yards (tackle by Brent Grimes). Penalty on Jonathan Cooper: Offensive Holding, 10 yards",0.610,-0.150
2,1:54,1,18,WAS 17,3,3,Alex Smith pass complete short left to Maurice Harris for 10 yards (tackle by Lavonte David),-0.150,0.330
2,1:33,2,8,WAS 27,3,3,Alex Smith pass complete short left to Josh Doctson for 12 yards (tackle by Carlton Davis),0.330,1.530
2,1:27,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,1:27,1,10,WAS 39,3,3,Alex Smith pass incomplete deep middle intended for Michael Floyd,1.530,0.990
2,1:22,2,10,WAS 39,3,3,Alex Smith pass complete short middle to Josh Doctson for 15 yards (tackle by Andrew Adams),0.990,2.520
2,1:03,1,10,TAM 46,3,3,,2.520,3.190
2,0:57,,,,,,Timeout #2 by Washington Redskins,,
2,0:57,2,1,TAM 37,3,3,Alex Smith pass complete short right to Michael Floyd for 6 yards,3.190,3.510
2,0:54,1,10,TAM 31,3,3,Alex Smith pass incomplete short right intended for Kapri Bibbs,3.510,2.970
2,0:50,2,10,TAM 31,3,3,Alex Smith pass complete short right to Jordan Reed for 6 yards (tackle by Andrew Adams),2.970,3.070
2,0:28,3,4,TAM 25,3,3,Alex Smith pass incomplete short right intended for Kapri Bibbs,3.070,1.880
2,0:24,4,4,TAM 25,6,3,Dustin Hopkins 43 yard field goal good,1.880,3.000
2,0:20,,,WAS 35,6,3,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
2,0:20,1,10,TAM 25,6,3,Ryan Fitzpatrick pass complete short middle to Jacquizz Rodgers for 11 yards (tackle by Mason Foster),0.610,1.330
2,0:14,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,0:14,1,10,TAM 36,6,3,Ryan Fitzpatrick pass complete short middle to Jacquizz Rodgers for 17 yards (tackle by Ha Ha Clinton-Dix and Mason Foster),1.330,2.460
2,0:08,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
2,0:08,1,10,WAS 47,6,3,Ryan Fitzpatrick pass complete short middle to Jacquizz Rodgers for 8 yards (tackle by Mason Foster),2.460,2.990
Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,6,3,"Chandler Catanzaro kicks off 65 yards, returned by Danny Johnson for no gain (tackle by Andrew Adams)",0.000,0.150
3,14:56,1,10,WAS 19,6,3,Maurice Harris left end for 4 yards (tackle by Javien Elliott),0.150,0.210
3,14:24,2,6,WAS 23,6,3,Adrian Peterson right end for 5 yards (tackle by Adarius Taylor),0.210,0.100
3,13:43,,,,,,Timeout #1 by Washington Redskins,,
3,13:43,3,1,WAS 28,6,3,Adrian Peterson up the middle for 1 yard (tackle by Justin Evans and Adarius Taylor),0.100,0.870
3,12:59,1,10,WAS 29,6,3,Alex Smith pass incomplete short right intended for Jordan Reed,0.870,0.330
3,12:54,2,10,WAS 29,6,3,"Adrian Peterson right tackle for no gain (tackle by Lavonte David). Penalty on Jonathan Cooper: Offensive Holding, 10 yards (no play)",0.330,-1.080
3,12:24,2,20,WAS 19,6,3,Alex Smith pass complete short middle to Maurice Harris for 6 yards (tackle by Lavonte David),-1.080,-0.890
3,11:55,3,14,WAS 25,6,3,Alex Smith pass complete short left to Josh Doctson for 13 yards (tackle by Andrew Adams),-0.890,-0.850
3,11:15,4,1,WAS 38,6,3,Tress Way punts 58 yards downed by Jeremy Sprinkle,-0.850,0.380
3,11:03,1,10,TAM 4,6,3,Ryan Fitzpatrick pass complete deep right to DeSean Jackson for 17 yards (tackle by Fabian Moreau),-0.380,0.340
3,10:20,1,10,TAM 21,6,3,Peyton Barber up the middle for 3 yards (tackle by Mason Foster and Matthew Ioannidis),0.340,0.210
3,9:44,2,7,TAM 24,6,3,Ryan Fitzpatrick pass complete deep right to Mike Evans for 23 yards (tackle by Fabian Moreau),0.210,2.060
3,9:07,1,10,TAM 47,6,3,Ryan Fitzpatrick pass complete short right to DeSean Jackson for 9 yards (tackle by Greg Stroman),2.060,2.730
3,8:39,2,1,WAS 44,6,3,Peyton Barber left tackle for 14 yards (tackle by Ha Ha Clinton-Dix),2.730,3.580
3,8:02,1,10,WAS 30,6,3,Ryan Fitzpatrick pass complete short left to DeSean Jackson for 9 yards (tackle by Greg Stroman),3.580,4.250
3,7:29,2,1,WAS 21,6,3,Peyton Barber left guard for no gain (tackle by Ryan Kerrigan and Da'Ron Payne),4.250,3.530
3,6:50,3,1,WAS 21,6,3,Ryan Fitzpatrick up the middle for 2 yards (tackle by Ryan Kerrigan),3.530,4.310
3,6:22,1,10,WAS 19,6,3,Ryan Fitzpatrick up the middle for 3 yards (tackle by Josh Norman),4.310,4.180
3,5:35,2,7,WAS 16,6,3,Peyton Barber up the middle for no gain (tackle by Jonathan Allen),4.180,3.410
3,4:55,3,7,WAS 16,6,3,"Ryan Jensen aborted snap, recovered by Ryan Fitzpatrick at WAS-30 (tackle by Cassanova McKinzy)",3.410,1.410
3,4:12,4,21,WAS 30,6,3,Chandler Catanzaro 48 yard field goal no good,1.410,-1.470
3,4:08,1,10,WAS 38,6,3,"Alex Smith pass incomplete deep middle intended for Brian Quick. Penalty on Beau Allen: Roughing the Passer, 15 yards (no play)",1.470,2.460
3,4:02,1,10,TAM 47,6,3,Alex Smith pass complete short left to Jordan Reed for 9 yards (tackle by Isaiah Johnson),2.460,3.130
3,3:19,2,1,TAM 38,6,3,Alex Smith sacked by Carl Nassib for -8 yards,3.130,1.350
3,2:33,,,,,,Timeout #2 by Washington Redskins,,
3,2:33,3,9,TAM 46,6,3,Alex Smith pass complete deep right to Maurice Harris for 20 yards (tackle by Justin Evans),1.350,3.840
3,1:54,1,10,TAM 26,6,3,Adrian Peterson right guard for 3 yards (tackle by Beau Allen),3.840,3.700
3,1:13,2,7,TAM 23,6,3,Alex Smith pass complete short middle to Jordan Reed for 12 yards (tackle by Isaiah Johnson),3.700,4.840
3,0:36,1,10,TAM 11,6,3,Adrian Peterson left end for -4 yards (tackle by Carlton Davis),4.840,3.560
Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,14,TAM 15,6,3,Alex Smith right end for 9 yards (tackle by Brent Grimes),3.560,4.210
4,14:16,3,5,TAM 6,12,3,"Alex Smith pass complete short middle to Josh Doctson for 6 yards, touchdown",4.210,7.000
4,14:07,,,TAM 15,13,3,Dustin Hopkins kicks extra point good,0.000,0.000
4,14:07,,,WAS 35,13,3,"Dustin Hopkins kicks off 65 yards, touchback.. Penalty on Adonis Alexander: Illegal Formation, 5 yards",0.000,0.940
4,14:07,1,10,TAM 30,13,3,Ryan Fitzpatrick pass short right intended for O.J. Howard is intercepted by Greg Stroman at TB-37 and returned for 23 yards,0.940,-4.650
4,13:59,1,10,TAM 14,13,3,Alex Smith left end for 7 yards (tackle by Carlton Davis),4.650,5.280
4,13:21,2,3,TAM 7,13,3,"Adrian Peterson up the middle for no gain (tackle by Jordan Whitehead). Penalty on Morgan Moses: Offensive Holding, 10 yards (no play)",5.280,3.590
4,12:54,2,13,TAM 17,13,3,Alex Smith pass complete short middle to Michael Floyd for 9 yards (tackle by Lavonte David),3.590,4.280
4,12:10,3,4,TAM 8,13,3,Alex Smith pass incomplete short right,4.280,2.980
4,12:06,4,4,TAM 8,16,3,Dustin Hopkins 26 yard field goal good,2.980,3.000
4,12:03,,,WAS 35,16,3,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
4,12:03,1,10,TAM 25,16,3,Ryan Fitzpatrick pass complete short left to Jacquizz Rodgers for 18 yards (tackle by Fabian Moreau),0.610,1.800
4,11:34,1,10,TAM 43,16,3,Ryan Fitzpatrick pass incomplete deep left intended for Mike Evans,1.800,1.250
4,11:29,2,10,TAM 43,16,3,Ryan Fitzpatrick pass complete short middle to Adam Humphries for 29 yards (tackle by Zach Brown),1.250,3.710
4,10:56,1,10,WAS 28,16,3,"Ryan Fitzpatrick pass complete short middle to Jacquizz Rodgers for 9 yards (tackle by Zach Brown). Jacquizz Rodgers fumbles (forced by Zach Brown), recovered by Ha Ha Clinton-Dix at WAS-0 (tackle by Ryan Jensen)",3.710,-0.280
4,10:45,1,10,WAS 20,16,3,Adrian Peterson right tackle for 18 yards (tackle by Justin Evans),0.280,1.470
4,10:02,1,10,WAS 38,16,3,Adrian Peterson up the middle for 3 yards (tackle by Lavonte David and Jordan Whitehead),1.470,1.330
4,9:19,2,7,WAS 41,16,3,Alex Smith pass incomplete deep left intended for Vernon Davis,1.330,0.630
4,9:12,,,,,,Timeout #3 by Washington Redskins,,
4,9:12,3,7,WAS 41,16,3,Kapri Bibbs right end for 10 yards (tackle by Noah Spence and Justin Evans),0.630,2.320
4,8:27,1,10,TAM 49,16,3,Adrian Peterson left end for -1 yards (tackle by Justin Evans and Carlton Davis),2.320,1.650
4,7:43,2,11,WAS 50,16,3,Alex Smith sacked by Vita Vea for no gain,1.650,0.960
4,6:57,3,11,WAS 50,16,3,Alex Smith sacked by Gerald McCoy for no gain,0.960,-0.060
4,6:18,4,11,WAS 50,16,3,"Tress Way punts 37 yards, fair catch by Adam Humphries at TB-13",-0.060,0.320
4,6:11,1,10,TAM 13,16,3,Ryan Fitzpatrick right guard for 7 yards (tackle by Mason Foster),-0.320,0.220
4,5:44,2,3,TAM 20,16,3,Ryan Fitzpatrick pass complete short right to DeSean Jackson for 8 yards (tackle by Greg Stroman),0.220,0.810
4,5:21,1,10,TAM 28,16,3,Ryan Fitzpatrick pass incomplete deep right intended for DeSean Jackson,0.810,0.260
4,5:15,2,10,TAM 28,16,3,"Ryan Fitzpatrick pass complete deep left to Chris Godwin for 20 yards (tackle by Greg Stroman and D.J. Swearinger). Chris Godwin fumbles (forced by Greg Stroman), recovered by Jacquizz Rodgers at WAS-49 and returned for 2 yards (tackle by Mason Foster)",0.260,2.460
4,4:37,1,10,WAS 47,16,3,Ryan Fitzpatrick pass complete short left to Chris Godwin for 11 yards (tackle by Greg Stroman),2.460,3.180
4,4:34,1,10,WAS 36,16,3,"Penalty on Matthew Ioannidis: Neutral Zone Infraction, 5 yards (no play)",3.180,3.910
4,4:34,1,5,WAS 31,16,3,Ryan Fitzpatrick pass incomplete short left intended for DeSean Jackson,3.910,3.310
4,4:31,2,5,WAS 31,16,3,Ryan Fitzpatrick pass incomplete deep middle intended for DeSean Jackson,3.310,2.610
4,4:26,3,5,WAS 31,16,3,Ryan Fitzpatrick pass complete short right to Jacquizz Rodgers for 9 yards (tackle by Mason Foster),2.610,4.110
4,4:20,1,10,WAS 22,16,3,Ryan Fitzpatrick pass complete short right to Chris Godwin for 12 yards (tackle by Josh Harvey-Clemons),4.110,4.910
4,4:15,1,10,WAS 10,16,3,Ryan Fitzpatrick left end for 6 yards (tackle by Ha Ha Clinton-Dix),4.910,5.340
4,3:45,2,4,WAS 4,16,3,"Ryan Fitzpatrick sacked by Cassanova McKinzy for no gain. Ryan Fitzpatrick fumbles (forced by Cassanova McKinzy), recovered by Ryan Fitzpatrick at WAS-14. Penalty on Josh Norman: Defensive Holding, 2 yards (no play)",5.340,6.740
4,3:39,1,2,WAS 2,16,3,Ryan Fitzpatrick pass incomplete short middle intended for Mike Evans,6.740,5.720
4,3:36,2,2,WAS 2,16,3,"Ryan Fitzpatrick sacked by Preston Smith for -5 yards. Ryan Fitzpatrick fumbles (forced by Preston Smith), recovered by Ryan Kerrigan at WAS-7 (tackle by Donovan Smith)",5.720,0.380
4,3:30,1,10,WAS 7,16,3,Adrian Peterson right end for no gain (tackle by Lavonte David),-0.380,-0.780
4,3:26,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,3:26,2,10,WAS 7,16,3,Adrian Peterson left end for 8 yards (tackle by Lavonte David),-0.780,-0.480
4,3:22,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,3:22,3,2,WAS 15,16,3,Adrian Peterson left end for 11 yards (tackle by Beau Allen),-0.480,0.670
4,3:12,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
4,3:12,1,10,WAS 26,16,3,Adrian Peterson right tackle for 3 yards (tackle by William Gholston),0.670,0.540
4,2:29,2,7,WAS 29,16,3,"Adrian Peterson right tackle for 2 yards (tackle by Lavonte David) Penalty on TAM: Unsportsmanlike Conduct, 15 yards",0.540,1.990
4,2:02,1,10,WAS 46,16,3,Kapri Bibbs left end for 3 yards (tackle by Isaiah Johnson),1.990,1.860
4,1:56,2,7,WAS 49,16,3,Adrian Peterson right end for 1 yard (tackle by Isaiah Johnson),1.860,1.290
4,1:12,3,6,WAS 50,16,3,Adrian Peterson left guard for no gain (tackle by Jason Pierre-Paul and William Gholston),1.290,-0.060
4,0:27,4,6,WAS 50,16,3,Tress Way punts 44 yards downed by Nick Sundberg,-0.060,0.380
4,0:17,1,10,TAM 6,16,3,Ryan Fitzpatrick pass complete short right to Chris Godwin for 18 yards (tackle by Ha Ha Clinton-Dix),-0.380,0.540
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
