Quarter,Time,Tm,Detail,TEN,JAX
1.0,7:56,Titans,A.J. Brown 37 yard pass from Ryan Tannehill (Stephen Gostkowski kick),7,0
2.0,3:27,Jaguars,Aldrick Rosas 53 yard field goal,7,3
,0:44,Titans,Derrick Henry 36 yard rush (Stephen Gostkowski kick),14,3
,0:00,Titans,Stephen Gostkowski 53 yard field goal,17,3
3.0,12:24,Titans,Geoff Swaim 5 yard pass from Ryan Tannehill (Stephen Gostkowski kick),24,3
,8:48,Titans,Derrick Henry 1 yard rush (Stephen Gostkowski kick),31,3
,2:59,Jaguars,Keelan Cole 5 yard pass from Gardner Minshew II (Aldrick Rosas kick),31,10
