Quarter,Time,Down,ToGo,Location,CAR,MIN,Detail,EPB,EPA
1,9:54,3,5,CAR 28,3,0,Jake Delhomme pass incomplete short middle intended for D.J. Hackett,-0.100,-1.500
1,9:49,4,5,CAR 28,3,0,"Jason Baker punts 52 yards, fair catch by Aundrae Allison",-1.500,-0.280
1,9:42,1,10,MIN 20,3,0,Gus Frerotte pass complete short middle to Bernard Berrian for 21 yards (tackle by Chris Harris). Penalty on Thomas Davis: Illegal Contact (Declined),0.280,1.660
1,9:21,1,10,MIN 41,3,0,Gus Frerotte pass incomplete deep left intended for Garrett Mills,1.660,1.120
1,9:15,2,10,MIN 41,3,0,Gus Frerotte pass incomplete deep middle intended for Bernard Berrian is intercepted by Chris Gamble at CAR-35 and returned for 19 yards (tackle by Chester Taylor),1.120,-2.520
1,9:05,1,10,MIN 46,3,0,DeAngelo Williams left tackle for 7 yards (tackle by Otis Grigsby),2.520,2.920
1,8:24,2,3,MIN 39,3,0,DeAngelo Williams for 2 yards (tackle by Kevin Williams and Chad Greenway),2.920,2.480
1,7:44,3,1,MIN 37,3,0,Jonathan Stewart for -3 yards (tackle by E.J. Henderson and Jared Allen),2.480,0.590
1,7:06,4,4,MIN 40,3,0,"Jason Baker punts 33 yards, fair catch by Aundrae Allison",0.590,0.380
1,6:57,1,10,MIN 7,3,0,Adrian Peterson right guard for 3 yards (tackle by Thomas Davis),-0.380,-0.560
1,6:19,2,7,MIN 10,3,0,Gus Frerotte pass complete short left to Bobby Wade for 13 yards (tackle by Charles Godfrey),-0.560,0.480
1,5:41,1,10,MIN 23,3,0,Adrian Peterson right tackle for -1 yards (tackle by Tyler Brayton and Thomas Davis),0.480,-0.200
1,5:01,2,11,MIN 22,3,0,Adrian Peterson for 8 yards (tackle by Julius Peppers),-0.200,0.170
1,4:18,3,3,MIN 30,3,0,Gus Frerotte pass incomplete short left intended for Bobby Wade (defended by Ken Lucas),0.170,-1.370
1,4:12,4,3,MIN 30,3,0,"Chris Kluwe punts 45 yards, returned by Mark Jones for 5 yards (tackle by Husain Abdullah)",-1.370,-0.940
1,4:02,1,10,CAR 30,3,0,Jake Delhomme pass complete short right to Jeff King for 9 yards (tackle by Antoine Winfield),0.940,1.610
1,3:32,2,1,CAR 39,3,0,DeAngelo Williams for 3 yards (tackle by Jared Allen),1.610,1.730
1,2:56,1,10,CAR 42,3,0,Jake Delhomme pass complete short left to Steve Smith for 15 yards (tackle by Tyrell Johnson),1.730,2.720
1,2:13,1,10,MIN 43,3,0,DeAngelo Williams right end for -5 yards (tackle by E.J. Henderson),2.720,1.500
1,1:28,2,15,MIN 48,3,0,--,1.500,-2.130
1,1:24,1,10,MIN 48,3,0,Gus Frerotte pass incomplete deep left intended for Bobby Wade (defended by Chris Harris),2.130,1.580
1,1:17,2,10,MIN 48,3,0,Gus Frerotte pass incomplete short right intended for Chester Taylor,1.580,0.890
1,1:13,3,10,MIN 48,3,0,Gus Frerotte sacked by Charles Godfrey for -8 yards,0.890,-0.720
1,0:54,4,18,MIN 40,3,0,"Chris Kluwe punts 54 yards, returned by Mark Jones for 10 yards (tackle by Husain Abdullah)",-0.720,0.140
1,0:43,1,10,CAR 16,3,0,Jonathan Stewart for 9 yards (tackle by Darren Sharper and Kevin Williams),-0.140,0.690
Quarter,Time,Down,ToGo,Location,CAR,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,CAR 25,3,0,Jake Delhomme pass incomplete deep right intended for Muhsin Muhammad,0.690,-0.200
2,14:54,3,1,CAR 25,3,0,Brad Hoover for 3 yards (tackle by Jared Allen and Chad Greenway),-0.200,0.810
2,14:16,1,10,CAR 28,3,0,Jonathan Stewart right guard for 2 yards (tackle by E.J. Henderson and Brian Robison),0.810,0.530
2,13:38,2,8,CAR 30,3,0,Jake Delhomme pass complete deep middle to Steve Smith for 29 yards (tackle by Tyrell Johnson),0.530,2.850
2,12:55,1,10,MIN 41,3,0,Jonathan Stewart right guard for 5 yards (tackle by Darren Sharper and E.J. Henderson),2.850,2.980
2,12:17,2,5,MIN 36,3,0,Jonathan Stewart right guard for -1 yards (tackle by E.J. Henderson),2.980,2.150
2,11:34,3,6,MIN 37,3,0,"Jake Delhomme pass incomplete deep left intended for D.J. Hackett. Penalty on Charles Gordon: Defensive Pass Interference, 20 yards (no play)",2.150,4.440
2,11:29,1,10,MIN 17,3,0,"Penalty on Jeff Otah: False Start, 5 yards (no play)",4.440,4.110
2,11:29,1,15,MIN 22,3,0,Jake Delhomme pass incomplete deep middle intended for Muhsin Muhammad (defended by Pat Williams),4.110,3.220
2,11:24,2,15,MIN 22,3,0,DeAngelo Williams left end for 6 yards (tackle by Jared Allen),3.220,3.190
2,10:38,2,15,MIN 22,3,0,Timeout #1 by Carolina Panthers,3.220,3.190
2,10:38,3,9,MIN 16,3,0,Jake Delhomme pass complete short middle to Dante Rosario for 14 yards (tackle by Chad Greenway),3.190,6.740
2,9:58,1,2,MIN 2,9,0,"Jonathan Stewart left guard for 2 yards, touchdown",6.740,7.000
2,9:58,,,MIN 2,10,0,John Kasay kicks extra point good,0.000,0.000
2,9:58,,,CAR 30,10,0,"Rhys Lloyd kicks off 70 yards, touchback. Penalty on Nate Salley: Offside on Free Kick, 5 yards (no play)",0.000,0.000
2,9:58,,,CAR 25,10,0,"Rhys Lloyd kicks off 70 yards, returned by Chester Taylor for 17 yards (tackle by Mark Jones)",0.000,0.410
2,9:50,1,10,MIN 22,10,0,Adrian Peterson left end for 7 yards (tackle by Damione Lewis),0.410,0.810
2,9:16,2,3,MIN 29,10,0,Adrian Peterson left tackle for 2 yards (tackle by Julius Peppers),0.810,0.370
2,8:41,3,1,MIN 31,10,0,Adrian Peterson right guard for 2 yards (tackle by Jon Beason),0.370,1.140
2,8:04,1,10,MIN 33,10,0,Adrian Peterson left end for 6 yards (tackle by Thomas Davis),1.140,1.400
2,7:21,2,4,MIN 39,10,0,Gus Frerotte pass complete short right to Naufahu Tahi for 4 yards (tackle by Tyler Brayton and Chris Gamble),1.400,1.800
2,6:37,1,10,MIN 43,10,0,Gus Frerotte pass complete short middle to Chester Taylor for 8 yards (tackle by Thomas Davis),1.800,2.330
2,5:54,2,2,CAR 49,10,0,Adrian Peterson left tackle for 5 yards (tackle by Tyler Brayton),2.330,2.650
2,5:17,1,10,CAR 44,10,0,"Gus Frerotte right guard for 6 yards. Penalty on Garrett Mills: Offensive Holding, 10 yards (no play)",2.650,1.990
2,4:45,1,20,MIN 46,10,0,Chester Taylor for 10 yards (tackle by Gary Gibson),1.990,2.110
2,4:04,2,10,CAR 44,10,0,Gus Frerotte pass complete deep left to Bobby Wade for 15 yards (tackle by Richard Marshall),2.110,3.640
2,3:27,2,10,CAR 44,10,0,Timeout #2 by Carolina Panthers,2.110,3.640
2,3:27,1,10,CAR 29,10,0,Gus Frerotte pass complete short right to Naufahu Tahi for 2 yards (tackle by Chris Harris),3.640,3.370
2,2:46,2,8,CAR 27,10,0,"Gus Frerotte pass incomplete short middle intended for Visanthe Shiancoe. Penalty on Na'il Diggs: Defensive Offside, 5 yards (no play)",3.370,4.050
2,2:41,2,3,CAR 22,10,0,Gus Frerotte pass complete short left to Robert Ferguson for 9 yards (tackle by Thomas Davis),4.050,4.710
2,2:08,1,10,CAR 13,10,0,Adrian Peterson right tackle for 4 yards (tackle by Richard Marshall),4.710,4.770
2,2:00,2,6,CAR 9,10,0,Gus Frerotte pass incomplete short middle intended for Chester Taylor,4.770,3.880
2,1:55,3,6,CAR 9,10,0,Gus Frerotte pass incomplete short middle intended for Naufahu Tahi (defended by Charles Johnson),3.880,2.850
2,1:51,4,6,CAR 9,10,3,Ryan Longwell 28 yard field goal good,2.850,3.000
2,1:51,,,MIN 30,10,3,"Ryan Longwell kicks off 70 yards, returned by Jonathan Stewart for 27 yards (tackle by Robert Ferguson)",0.000,0.740
2,1:40,1,10,CAR 27,10,3,Jake Delhomme pass complete short middle to Nick Goings for 2 yards (tackle by E.J. Henderson),0.740,0.470
2,1:17,2,8,CAR 29,10,3,Jake Delhomme pass incomplete deep middle intended for Steve Smith,0.470,-0.230
2,1:13,3,8,CAR 29,10,9,"Jake Delhomme sacked by Antoine Winfield for -8 yards. Jake Delhomme fumbles (forced by Antoine Winfield), recovered by Antoine Winfield at CAR-19 and returned for 19 yards, touchdown",-0.230,-7.000
2,1:04,,,CAR 2,10,10,Ryan Longwell kicks extra point good,0.000,0.000
2,1:04,,,MIN 30,10,10,"Ryan Longwell kicks off 71 yards, returned by Jonathan Stewart for 34 yards (tackle by David Herron)",0.000,1.140
2,0:57,1,10,CAR 33,10,10,Nick Goings for 2 yards (tackle by Charles Gordon),1.140,0.860
2,0:25,2,8,CAR 35,10,10,"Penalty on Jordan Gross: False Start, 5 yards (no play)",0.860,0.190
2,0:06,2,13,CAR 30,10,10,Jake Delhomme pass complete short middle to D.J. Hackett for 19 yards (tackle by E.J. Henderson),0.190,2.190
2,0:02,1,10,CAR 49,10,10,Jake Delhomme sacked by Kevin Williams for -6 yards,2.190,0.840
Quarter,Time,Down,ToGo,Location,CAR,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 30,10,10,"Rhys Lloyd kicks off 77 yards, touchback",0.000,0.280
3,15:00,1,10,MIN 20,10,10,Gus Frerotte pass incomplete short left intended for Bernard Berrian,0.280,-0.270
3,14:58,2,10,MIN 20,10,10,Adrian Peterson for 3 yards (tackle by Charles Godfrey and Ma'ake Kemoeatu),-0.270,-0.560
3,14:14,3,7,MIN 23,10,10,Gus Frerotte pass complete deep left to Bernard Berrian for 48 yards (tackle by Charles Godfrey),-0.560,3.640
3,14:14,1,10,CAR 29,10,10,"Penalty on Matt Birk: False Start, 5 yards (no play)",3.640,3.310
3,13:05,1,15,CAR 34,10,10,Gus Frerotte pass incomplete short middle intended for Adrian Peterson (defended by Darwin Walker),3.310,2.420
3,13:00,2,15,CAR 34,10,16,"Gus Frerotte pass complete deep right to Visanthe Shiancoe for 34 yards, touchdown",2.420,7.000
3,13:00,,,CAR 2,10,17,Ryan Longwell kicks extra point good,0.000,0.000
3,13:00,,,MIN 30,10,17,"Ryan Longwell kicks off 71 yards, returned by Jonathan Stewart for 86 yards (tackle by Darren Sharper). Penalty on Jeff King: Offensive Holding, 7 yards",0.000,-0.380
3,12:39,1,10,CAR 7,10,17,DeAngelo Williams left tackle for 2 yards (tackle by Chad Greenway and Pat Williams),-0.380,-0.630
3,12:02,2,8,CAR 9,10,17,Jake Delhomme pass complete short right to Jeff King for 10 yards (tackle by Antoine Winfield),-0.630,0.150
3,11:27,1,10,CAR 19,10,17,"Penalty on Jeff King: False Start, 5 yards (no play)",0.150,-0.390
3,11:04,1,15,CAR 14,10,17,Jake Delhomme pass complete short middle to Jeff King for 3 yards (tackle by E.J. Henderson),-0.390,-0.720
3,10:24,2,12,CAR 17,10,17,Jake Delhomme pass incomplete deep middle intended for Steve Smith,-0.720,-1.420
3,10:17,3,12,CAR 17,10,17,"Penalty on Dante Rosario: False Start, 5 yards (no play)",-1.420,-2.240
3,10:12,3,17,CAR 12,10,17,DeAngelo Williams right guard for 8 yards (tackle by E.J. Henderson and Darren Sharper),-2.240,-2.030
3,9:45,4,9,CAR 20,10,17,"Jason Baker punts 44 yards, returned by Aundrae Allison for no gain. Penalty on Charles Gordon: Unnecessary Roughness, 15 yards",-2.030,-0.340
3,9:34,1,10,MIN 21,10,17,Adrian Peterson right end for 2 yards (tackle by Chris Gamble and Jon Beason),0.340,0.070
3,8:52,2,8,MIN 23,10,17,Gus Frerotte sacked by Julius Peppers for -8 yards,0.070,-1.960
3,8:14,3,16,MIN 15,10,17,Gus Frerotte sacked by Charles Johnson and Tyler Brayton for -2 yards,-1.960,-2.490
3,7:55,4,18,MIN 13,10,17,"Chris Kluwe punts 54 yards, returned by Mark Jones for 19 yards (tackle by Ben Leber)",-2.490,-2.390
3,7:43,1,10,MIN 48,10,17,DeAngelo Williams for 1 yard (tackle by Kevin Williams),2.390,1.980
3,7:10,2,9,MIN 47,10,17,DeAngelo Williams for 3 yards (tackle by Kevin Williams and Chad Greenway),1.980,1.690
3,6:29,3,6,MIN 44,10,17,"Jake Delhomme sacked by Chad Greenway for -5 yards. Jake Delhomme fumbles (forced by Chad Greenway), recovered by Ryan Kalil at MIN-46",1.690,0.200
3,5:44,4,8,MIN 46,10,17,"Jason Baker punts 35 yards, fair catch by Aundrae Allison",0.200,0.370
3,5:41,1,10,MIN 11,10,17,Chester Taylor left guard for 3 yards (tackle by Thomas Davis and Charles Godfrey),-0.370,-0.530
3,5:05,2,7,MIN 14,10,17,Gus Frerotte pass complete short left to Bernard Berrian for 10 yards (tackle by Ken Lucas),-0.530,0.540
3,4:26,1,10,MIN 24,10,17,Chester Taylor for 6 yards (tackle by Chris Harris),0.540,0.810
3,3:55,2,4,MIN 30,10,17,Chester Taylor left tackle for 8 yards (tackle by Jon Beason and Richard Marshall),0.810,1.470
3,3:13,1,10,MIN 38,10,17,Chester Taylor left guard for 7 yards (tackle by Charles Godfrey),1.470,1.870
3,2:37,2,3,MIN 45,10,17,Gus Frerotte pass complete short right to Aundrae Allison for 5 yards (tackle by Richard Marshall and Chris Gamble),1.870,2.260
3,2:02,1,10,,10,17,Gus Frerotte for 3 yards (tackle by Jon Beason),2.260,2.120
3,1:35,2,7,CAR 47,10,17,Chester Taylor for -2 yards (tackle by Charles Johnson),2.120,1.160
3,0:53,3,9,CAR 49,10,17,Gus Frerotte pass complete short right to Garrett Mills for 10 yards (tackle by Chris Gamble),1.160,2.980
3,0:10,1,10,CAR 39,10,17,Chester Taylor for 3 yards (tackle by Charles Johnson and Thomas Davis),2.980,2.850
Quarter,Time,Down,ToGo,Location,CAR,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,CAR 36,10,17,Adrian Peterson left end for 3 yards (tackle by Ken Lucas and Na'il Diggs),2.850,2.540
4,14:19,3,4,CAR 33,10,17,Gus Frerotte pass complete short right to Bobby Wade for 7 yards (tackle by Thomas Davis),2.540,3.840
4,13:40,1,10,CAR 26,10,17,Adrian Peterson left end for 14 yards (tackle by Chris Harris),3.840,4.780
4,13:09,1,10,CAR 12,10,17,Chester Taylor for 7 yards (tackle by Jon Beason),4.780,5.410
4,12:30,2,3,CAR 5,10,17,Chester Taylor left tackle for 2 yards (tackle by Jon Beason),5.410,5.060
4,11:48,3,1,CAR 3,10,17,"Adrian Peterson right guard for 2 yards (tackle by Charles Godfrey and Ken Lucas). Penalty on Anthony Herrera: Offensive Holding, 10 yards (no play)",5.060,3.100
4,11:16,3,11,CAR 13,10,17,"Gus Frerotte pass complete short left to Chester Taylor for 13 yards. Penalty on Matt Birk: Offensive Holding, 10 yards (no play)",3.100,2.080
4,11:08,3,21,CAR 23,10,17,"Gus Frerotte pass complete short middle to Adrian Peterson for 17 yards (tackle by Chris Harris). Penalty on Thomas Davis: Illegal Contact, 5 yards (no play)",2.080,4.370
4,10:40,1,10,CAR 18,10,17,Chester Taylor left guard for 1 yard (tackle by Ma'ake Kemoeatu),4.370,3.940
4,9:56,2,9,CAR 17,10,17,Gus Frerotte pass complete short right to Chester Taylor for 3 yards (tackle by Richard Marshall),3.940,3.630
4,9:16,3,6,CAR 14,10,17,Gus Frerotte pass incomplete short right intended for Bobby Wade,3.630,2.530
4,9:11,3,6,CAR 14,10,17,Timeout #1 by Carolina Panthers,3.630,2.530
4,9:11,4,6,CAR 14,10,20,Ryan Longwell 32 yard field goal good,2.530,3.000
4,9:11,,,MIN 30,10,20,"Ryan Longwell kicks off 67 yards, returned by Jonathan Stewart for 32 yards (tackle by Charles Gordon)",0.000,1.270
4,9:00,1,10,CAR 35,10,20,Jake Delhomme pass complete short left to Muhsin Muhammad for 12 yards (tackle by Tyrell Johnson),1.270,2.060
4,8:20,1,10,CAR 47,10,20,Jake Delhomme pass complete short right to Dante Rosario for 4 yards (tackle by Chad Greenway),2.060,2.060
4,7:45,2,6,MIN 49,10,20,Jonathan Stewart left end for 1 yard (tackle by Chad Greenway),2.060,1.490
4,7:03,3,5,MIN 48,10,20,"Penalty on Jordan Gross: False Start, 5 yards (no play)",1.490,0.830
4,6:37,3,10,CAR 47,10,20,Jake Delhomme pass incomplete short left intended for Steve Smith,0.830,-0.260
4,6:30,4,10,CAR 47,10,20,"Jason Baker punts 35 yards, muffed catch by Aundrae Allison, recovered by Aundrae Allison and returned for no gain",-0.260,-0.040
4,6:21,1,10,MIN 18,10,20,Adrian Peterson right guard for 3 yards (tackle by Damione Lewis),0.040,0.010
4,6:16,1,10,MIN 18,10,20,Timeout #2 by Carolina Panthers,0.040,0.010
4,6:16,2,7,MIN 21,10,20,Adrian Peterson left tackle for 9 yards (tackle by Damione Lewis),0.010,0.940
4,5:30,1,10,MIN 30,10,20,Chester Taylor left tackle for -1 yards (tackle by Damione Lewis and Jon Beason),0.940,0.260
4,4:45,2,11,MIN 29,10,20,Adrian Peterson left tackle for 5 yards (tackle by Tyler Brayton),0.260,0.230
4,4:40,2,11,MIN 29,10,20,Timeout #3 by Carolina Panthers,0.260,0.230
4,4:40,3,6,MIN 34,10,20,Gus Frerotte pass incomplete short right intended for Chester Taylor,0.230,-1.110
4,4:37,4,6,MIN 34,10,20,"Chris Kluwe punts 55 yards, returned by Mark Jones for 7 yards (tackle by Eric Frampton)",-1.110,-0.040
4,4:26,1,10,CAR 18,10,20,Jake Delhomme pass incomplete short left intended for D.J. Hackett,0.040,-0.490
4,4:22,2,10,CAR 18,10,20,Jake Delhomme pass complete short middle to Muhsin Muhammad for 7 yards (tackle by E.J. Henderson and Chad Greenway),-0.490,-0.270
4,4:00,3,3,CAR 25,10,20,Jake Delhomme pass complete short middle to Steve Smith for 10 yards (tackle by Cedric Griffin and Charles Gordon),-0.270,1.270
4,3:50,1,10,CAR 35,10,20,"Penalty on Jeff Otah: False Start, 5 yards (no play)",1.270,0.940
4,3:40,1,15,CAR 30,10,20,Jake Delhomme pass incomplete short middle intended for Muhsin Muhammad (defended by Ray Edwards),0.940,0.050
4,3:36,2,15,CAR 30,10,20,"Jake Delhomme pass complete deep middle to Steve Smith for 28 yards (tackle by Cedric Griffin). Penalty on Jordan Gross: Offensive Holding, 10 yards (no play)",0.050,-1.300
4,3:27,2,25,CAR 20,10,20,Jake Delhomme sacked by Jared Allen for -9 yards,-1.300,-4.230
4,3:27,3,34,CAR 11,10,20,"Penalty on Jake Delhomme: Delay of Game, 5 yards (no play)",-4.230,-4.810
4,2:46,3,39,CAR 6,10,20,Jake Delhomme pass complete short middle to DeAngelo Williams for 12 yards (tackle by E.J. Henderson),-4.810,-2.240
4,2:37,4,27,CAR 18,10,20,Jake Delhomme sacked by Kevin Williams for -7 yards,-2.240,-4.840
4,2:34,1,10,CAR 11,10,20,Adrian Peterson left guard for 2 yards (tackle by Damione Lewis),4.840,4.510
4,2:00,2,8,CAR 9,10,20,Gus Frerotte kneels for -1 yards,4.510,3.300
4,1:18,3,9,CAR 10,10,20,Gus Frerotte kneels for -2 yards,3.300,2.630
4,1:18,4,11,CAR 12,10,20,Gus Frerotte kneels for -2 yards,2.630,0.280
4,0:33,1,10,CAR 14,10,20,Jake Delhomme pass incomplete deep right intended for Steve Smith,-0.280,-0.750
4,0:29,2,10,CAR 14,10,20,Jake Delhomme pass complete deep left to D.J. Hackett for 18 yards (tackle by Darren Sharper),-0.750,1.070
4,0:03,1,10,CAR 32,10,20,Jake Delhomme pass incomplete short middle intended for DeAngelo Williams (defended by Kevin Williams),1.070,0.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
