Player,Pos
Gus Frerotte,QB
Adrian Peterson,RB
Bernard Berrian,WR
Bobby Wade,WR
Visanthe Shiancoe,TE
Jim Kleinsasser,TE
Artis Hicks,LT
Steve Hutchinson,LG
Matt Birk,C
Anthony Herrera,RG
Ryan Cook,RT
Ray Edwards,LDE
Kevin Williams,UT
Pat Williams,NT
Jared Allen,RDE
Chad Greenway,SLB
Ben Leber,WLB
E.J. Henderson,LB
Antoine Winfield,LCB
Cedric Griffin,RCB
Darren Sharper,SS
Tyrell Johnson,FS
