Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Christian Gonzalez,NWE,0,8,5,62.5%,45,9.0,5.6,0,77.6,5.6,26,19,1,0,0,0.0,0,3,1,25.0%
Kyle Dugger,NWE,0,4,3,75.0%,26,8.7,6.5,0,91.7,7.8,16,10,3,1,0,0.0,1,7,0,0.0%
Ja'Whaun Bentley,NWE,0,4,2,50.0%,17,8.5,4.3,0,61.5,6.8,10,7,6,1,2,0.0,3,5,0,0.0%
Adrian Phillips,NWE,0,2,2,100.0%,38,19.0,19.0,0,118.7,13.5,27,11,0,0,0,0.0,0,3,0,0.0%
Jabrill Peppers,NWE,0,3,2,66.7%,3,1.5,1.0,0,70.1,-2.0,-8,11,3,0,0,0.0,0,7,0,0.0%
Matt Judon,NWE,0,1,1,100.0%,3,3.0,3.0,0,79.2,1.0,1,2,1,0,1,2.0,3,5,0,0.0%
Anfernee Jennings,NWE,0,1,1,100.0%,1,1.0,1.0,0,79.2,-2.0,-2,3,2,0,2,0.0,2,5,0,0.0%
Shaun Wade,NWE,0,2,1,50.0%,12,12.0,6.0,0,68.7,5.5,12,0,0,0,0,0.0,0,1,0,0.0%
Myles Bryant,NWE,0,2,1,50.0%,12,12.0,6.0,0,68.7,9.5,2,10,0,0,0,0.0,0,4,0,0.0%
Deatrich Wise Jr.,NWE,0,0,0,,,,,,,,,,1,2,0,0.0,2,2,0,0.0%
Josh Uche,NWE,0,0,0,,,,,,,,,,2,2,0,0.0,2,1,0,0.0%
Christian Barmore,NWE,0,0,0,,,,,,,,,,0,1,0,1.0,2,2,0,0.0%
Keion White,NWE,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,1,100.0%
Mack Wilson,NWE,0,1,0,0.0%,,,0.0,,39.6,7.0,,,0,0,0,0.0,0,2,0,0.0%
Jalen Mills,NWE,0,0,0,,,,,,,,,,2,0,0,0.0,0,0,0,
Jahlani Tavai,NWE,0,0,0,,,,,,,,,,1,0,0,0.0,0,5,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Quincy Williams,NYJ,0,4,3,75.0%,12,4.0,3.0,0,77.1,1.5,3,9,1,0,0,0.0,0,9,0,0.0%
C.J. Mosley,NYJ,0,4,3,75.0%,31,10.3,7.8,0,96.9,6.5,21,10,1,0,0,0.0,0,10,0,0.0%
Sauce Gardner,NYJ,0,3,2,66.7%,26,13.0,8.7,0,93.7,12.3,13,13,0,0,0,0.0,0,3,1,25.0%
Jordan Whitehead,NYJ,0,4,2,50.0%,67,33.5,16.8,1,135.4,15.0,25,42,0,0,0,0.0,0,10,0,0.0%
D.J. Reed,NYJ,0,3,2,66.7%,19,9.5,6.3,0,84.0,14.3,19,0,0,0,0,0.0,0,4,0,0.0%
Michael Carter,NYJ,0,6,1,16.7%,15,15.0,2.5,0,39.6,13.3,15,0,1,0,0,0.0,0,3,0,0.0%
Ashtyn Davis,NYJ,0,1,1,100.0%,13,13.0,13.0,0,118.7,3.0,3,10,0,0,0,0.0,0,2,1,33.3%
Adrian Amos,NYJ,0,2,1,50.0%,18,18.0,9.0,0,81.2,10.5,13,5,0,0,0,0.0,0,7,0,0.0%
Quinnen Williams,NYJ,0,0,0,,,,,,,,,,0,1,3,0.0,4,1,0,0.0%
John Franklin-Myers,NYJ,0,0,0,,,,,,,,,,0,1,1,0.0,2,2,0,0.0%
Jermaine Johnson II,NYJ,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%
Quinton Jefferson,NYJ,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Micheal Clemons,NYJ,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%
