Quarter,Time,Tm,Detail,CLE,CIN
1.0,12:27,Bengals,Kelley Washington 22 yard pass from Carson Palmer (Shayne Graham kick),0,7
,8:50,Browns,Phil Dawson 30 yard field goal,3,7
,3:09,Bengals,Chad Johnson 8 yard pass from Carson Palmer (Shayne Graham kick),3,14
2.0,0:00,Bengals,Shayne Graham 37 yard field goal,3,17
4.0,14:11,Bengals,Shayne Graham 37 yard field goal,3,20
,13:06,Browns,Reuben Droughns 1 yard rush (Phil Dawson kick),10,20
,9:50,Bengals,Rudi Johnson 1 yard rush (Shayne Graham kick),10,27
,7:08,Bengals,Rudi Johnson 9 yard rush (Shayne Graham kick),10,34
,0:58,Browns,Charlie Frye 2 yard rush (Phil Dawson kick),17,34
