Quarter,Time,Down,ToGo,Location,KAN,STL,Detail,EPB,EPA
1,6:33,2,1,KAN 23,0,3,Matt Cassel pass incomplete short left intended for Dexter McCluster (defended by James Laurinaitis),0.550,-0.320
1,6:29,3,1,KAN 23,0,3,Matt Cassel pass incomplete short middle intended for Dwayne Bowe (defended by Chris Chamberlain),-0.320,-1.830
1,6:25,4,1,KAN 23,0,3,"Dustin Colquitt punts 55 yards, returned by Danny Amendola for 42 yards (tackle by Demorrio Williams)",-1.830,-3.180
1,6:11,1,10,KAN 36,0,3,Steven Jackson left tackle for 2 yards (tackle by Mike Vrabel and Derrick Johnson),3.180,2.910
1,5:38,2,8,KAN 34,0,3,Sam Bradford pass complete short right to Laurent Robinson for no gain,2.910,2.210
1,4:52,3,8,KAN 34,0,3,Sam Bradford pass incomplete short left intended for Danny Amendola (defended by Derrick Johnson),2.210,1.060
1,4:48,4,8,KAN 34,0,6,Josh Brown 52 yard field goal good,1.060,3.000
1,,,,STL 30,0,6,"Josh Brown kicks off 65 yards, returned by Dexter McCluster for 25 yards (tackle by Jerome Murphy)",0.000,0.940
1,4:36,1,10,KAN 30,0,6,Thomas Jones left guard for -1 yards (tackle by Craig Dahl),0.940,0.260
1,3:58,2,11,KAN 29,0,6,Thomas Jones right end for 1 yard (tackle by Ronald Bartell),0.260,-0.300
1,3:18,3,10,KAN 30,0,6,"Matt Cassel pass incomplete short right intended for Terrance Copper. Penalty on Kevin Dockery: Illegal Contact, 5 yards (no play)",-0.300,1.270
1,3:09,1,10,KAN 35,0,6,Matt Cassel pass complete short left to Tim Castille for 12 yards (tackle by O.J. Atogwe),1.270,2.060
1,2:36,1,10,KAN 47,0,6,Thomas Jones left tackle for -1 yards (tackle by Fred Robbins),2.060,1.380
1,2:05,2,11,KAN 46,0,6,Dexter McCluster left end for -4 yards (tackle by Ronald Bartell),1.380,0.170
1,1:21,3,15,KAN 42,0,6,Matt Cassel pass incomplete short middle intended for Tony Moeaki is intercepted by Kevin Dockery at STL-44 and returned for 8 yards,0.170,-2.390
1,1:08,1,10,KAN 48,0,6,Steven Jackson right guard for 4 yards (tackle by Mike Vrabel),2.390,2.390
1,0:32,2,6,KAN 44,0,6,Sam Bradford pass incomplete short right intended for Laurent Robinson (defended by Brandon Flowers),2.390,1.690
1,0:24,3,6,KAN 44,0,6,Sam Bradford pass complete short middle to Danny Amendola for 7 yards (tackle by Brandon Carr),1.690,3.120
Quarter,Time,Down,ToGo,Location,KAN,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 37,0,6,"Sam Bradford pass complete short left to Steven Jackson for 6 yards. Penalty on Jason Smith: Illegal Use of Hands, 10 yards (no play)",3.120,2.460
2,14:39,1,20,KAN 47,0,6,Sam Bradford pass incomplete short right intended for Daniel Fells,2.460,1.220
2,14:34,2,20,KAN 47,0,6,Sam Bradford pass incomplete short left intended for Danny Amendola,1.220,0.560
2,14:30,3,20,KAN 47,0,6,Sam Bradford sacked by Wallace Gilberry for -7 yards,0.560,-0.320
2,13:56,4,27,STL 46,0,6,"Donnie Jones punts 37 yards, returned by Javier Arenas for 3 yards (tackle by Brit Miller)",-0.320,-0.280
2,13:52,1,10,KAN 20,0,6,Matt Cassel pass complete short right to Tony Moeaki for 5 yards (tackle by Ronald Bartell),0.280,0.410
2,13:33,2,5,KAN 25,0,6,Jamaal Charles left end for 3 yards (tackle by Chris Chamberlain),0.410,0.100
2,12:58,3,2,KAN 28,0,6,Matt Cassel pass incomplete short left intended for Jamaal Charles,0.100,-1.500
2,12:50,4,2,KAN 28,0,6,"Dustin Colquitt punts 72 yards, touchback",-1.500,-0.280
2,12:39,1,10,STL 20,0,6,Steven Jackson left guard for 5 yards (tackle by Jovan Belcher),0.280,0.410
2,12:07,2,5,STL 25,0,6,Steven Jackson left guard for -1 yards (tackle by Glenn Dorsey),0.410,-0.430
2,11:27,3,6,STL 24,0,6,Sam Bradford pass complete short right to Steven Jackson for 2 yards (tackle by Derrick Johnson). Penalty on Jason Smith: Offensive Holding (Declined),-0.430,-1.630
2,11:06,4,4,STL 26,0,6,"Donnie Jones punts 53 yards, returned by Javier Arenas for 18 yards (tackle by David Vobora)",-1.630,-1.530
2,10:50,1,10,KAN 39,0,6,Jamaal Charles left end for 5 yards (tackle by James Laurinaitis),1.530,1.660
2,10:28,2,5,KAN 44,0,6,Matt Cassel for 4 yards (tackle by James Laurinaitis),1.660,1.490
,,,,,,,"KAN challenged the first down ruling, and the play was upheld.",,
2,10:01,3,1,KAN 48,0,6,Matt Cassel pass incomplete short right intended for Jackie Battle,1.490,-0.190
2,9:57,4,1,KAN 48,0,6,Jackie Battle right guard for 7 yards (tackle by David Vobora),-0.190,2.590
2,9:15,1,10,STL 45,0,6,Thomas Jones left guard for 6 yards (tackle by James Laurinaitis),2.590,2.850
2,8:36,2,4,STL 39,0,6,Matt Cassel pass complete deep right to Dwayne Bowe for 28 yards (tackle by Ronald Bartell),2.850,4.840
2,8:09,1,10,STL 11,0,6,Jamaal Charles left end for 6 yards (tackle by Bryan Kehl and Bradley Fletcher),4.840,5.280
2,7:33,2,4,STL 5,0,6,Thomas Jones right tackle for 3 yards (tackle by James Laurinaitis),5.280,5.120
2,6:57,3,1,STL 2,6,6,"Matt Cassel pass complete short right to Leonard Pope for 2 yards, touchdown",5.120,7.000
2,,,,STL 2,7,6,Ryan Succop kicks extra point good,0.000,0.000
2,,,,KAN 30,7,6,"Ryan Succop kicks off 72 yards, returned by Danny Amendola for 30 yards (tackle by Corey Mays)",0.000,0.810
2,6:43,1,10,STL 28,7,6,Sam Bradford pass incomplete short middle intended for Brandon Gibson (defended by Derrick Johnson),0.810,0.260
2,6:39,2,10,STL 28,7,6,Steven Jackson left guard for 6 yards (tackle by Derrick Johnson),0.260,0.370
2,6:03,3,4,STL 34,7,6,Sam Bradford pass incomplete short middle intended for Brandon Gibson (defended by Eric Berry),0.370,-1.110
2,5:58,4,4,STL 34,7,6,"Penalty on Jerome Murphy: False Start, 5 yards (no play)",-1.110,-1.440
2,5:58,4,9,STL 29,7,6,"Donnie Jones punts 42 yards, returned by Javier Arenas for 12 yards (tackle by Chris Massey)",-1.440,-1.660
2,5:47,1,10,KAN 41,7,6,"Matt Cassel pass complete short right to Dexter McCluster for 2 yards (tackle by David Vobora). Penalty on Tony Moeaki: Illegal Formation, 5 yards (no play)",1.660,1.330
2,5:28,1,15,KAN 36,7,6,Matt Cassel pass incomplete short left intended for Chris Chambers,1.330,0.450
2,5:25,2,15,KAN 36,7,6,"Matt Cassel pass complete short left to Jamaal Charles for 4 yards (tackle by James Laurinaitis). Penalty on Kevin Dockery: Unnecessary Roughness, 15 yards",0.450,2.590
2,5:03,1,10,STL 45,7,6,Matt Cassel pass complete short right to Tony Moeaki for 12 yards (tackle by Ronald Bartell),2.590,3.380
2,4:21,1,10,STL 33,7,6,Matt Cassel left end for 13 yards (tackle by James Laurinaitis),3.380,4.240
2,3:33,1,10,STL 20,7,6,Thomas Jones right tackle for 2 yards (tackle by David Vobora),4.240,3.960
2,2:54,2,8,STL 18,7,6,"Penalty on Branden Albert: False Start, 5 yards (no play)",3.960,3.290
2,2:43,2,13,STL 23,7,6,Matt Cassel pass complete short left to Thomas Jones for 16 yards (tackle by O.J. Atogwe),3.290,5.600
2,2:00,1,7,STL 7,7,6,Thomas Jones left tackle for 5 yards (tackle by Craig Dahl),5.600,5.720
2,1:53,,,,7,6,Timeout #2 by Los Angeles Rams,0.000,5.720
2,1:53,2,2,STL 2,7,6,Matt Cassel pass incomplete short right intended for Dwayne Bowe (defended by Chris Chamberlain),5.720,4.950
2,1:50,3,2,STL 2,13,6,"Jamaal Charles left tackle for 2 yards, touchdown",4.950,7.000
2,,,,STL 2,14,6,Ryan Succop kicks extra point good,0.000,0.000
2,,,,KAN 30,,,"Ryan Succop kicks off 72 yards, returned by Danny Amendola for 30 yards (tackle by Ryan Succop)",,
2,1:43,1,10,STL 28,14,6,Steven Jackson middle for 4 yards (tackle by Derrick Johnson),0.810,0.800
2,1:21,2,6,STL 32,14,6,Sam Bradford pass incomplete short middle intended for Danny Amendola,0.800,0.100
2,1:17,3,6,STL 32,14,6,"Penalty on Jason Brown: False Start, 5 yards (no play)",0.100,-0.560
2,1:17,3,11,STL 27,14,6,Sam Bradford pass incomplete short middle intended for Laurent Robinson (defended by Derrick Johnson),-0.560,-1.570
2,1:13,4,11,STL 27,14,6,"Donnie Jones punts 43 yards, returned by Dexter McCluster for 1 yard (tackle by Craig Dahl)",-1.570,-1.000
2,1:03,1,10,KAN 31,14,6,Matt Cassel pass complete deep middle to Chris Chambers for 26 yards (tackle by Craig Dahl),1.000,2.720
2,0:40,1,10,STL 43,14,6,"Matt Cassel pass incomplete. Penalty on Matt Cassel: Intentional Grounding, 10 yards",2.720,0.830
2,0:38,,,,14,6,Timeout #2 by Kansas City Chiefs,0.000,0.830
2,0:38,2,20,KAN 47,14,6,Matt Cassel pass complete short middle to Chris Chambers for 6 yards (tackle by Darian Stewart),0.830,0.960
2,0:31,,,,14,6,Timeout #3 by Kansas City Chiefs,0.000,0.960
2,0:31,3,14,STL 47,14,6,Matt Cassel pass incomplete short middle intended for Dexter McCluster (defended by Darian Stewart),0.960,0.130
2,0:24,4,14,STL 47,14,6,"Dustin Colquitt punts 32 yards, fair catch by Danny Amendola",0.130,0.220
2,0:17,1,10,STL 15,14,6,Sam Bradford kneels for -1 yards,-0.220,-0.820
Quarter,Time,Down,ToGo,Location,KAN,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,14,6,"Josh Brown kicks off 63 yards, returned by Dexter McCluster for 10 yards (tackle by George Selvie)",0.000,-0.060
3,14:55,1,10,KAN 17,14,6,Thomas Jones left end for 4 yards (tackle by Craig Dahl),-0.060,0.080
3,14:16,2,6,KAN 21,14,6,Matt Cassel pass incomplete short right intended for Dwayne Bowe,0.080,-0.750
3,14:16,3,6,KAN 21,14,6,Matt Cassel pass complete short right to Tony Moeaki for 8 yards (tackle by Kevin Dockery),-0.750,0.870
3,13:36,1,10,KAN 29,14,6,Matt Cassel pass incomplete short right intended for Jamaal Charles,0.870,0.330
3,13:32,2,10,KAN 29,14,6,Jamaal Charles left tackle for 9 yards (tackle by Craig Dahl),0.330,0.830
3,12:57,3,1,KAN 38,14,6,Jackie Battle middle for 2 yards (tackle by James Hall),0.830,1.600
3,12:17,,,,14,6,Timeout #1 by Kansas City Chiefs,0.000,1.600
3,12:17,1,10,KAN 40,14,6,Thomas Jones left tackle for 10 yards (tackle by O.J. Atogwe),1.600,2.260
3,11:53,1,10,,14,6,Matt Cassel pass complete short left to Jamaal Charles for 14 yards (tackle by Bryan Kehl),2.260,3.180
3,11:29,1,10,STL 36,14,6,Matt Cassel sacked by David Vobora for -3 yards,3.180,2.230
3,11:03,2,13,STL 39,14,6,Jamaal Charles right end for 4 yards (tackle by James Laurinaitis),2.230,2.080
3,10:36,3,9,STL 35,14,6,Matt Cassel sacked by Chris Long for 0 yards. Penalty on Dwayne Bowe: Illegal Shift (Declined),2.080,0.970
3,10:31,4,9,STL 35,17,6,Ryan Succop 53 yard field goal good,0.970,3.000
3,,,,KAN 30,17,6,"Ryan Succop kicks off 72 yards, returned by Danny Amendola for 19 yards (tackle by Eric Berry)",0.000,-0.060
3,10:12,1,10,STL 17,17,6,Steven Jackson right guard for 4 yards (tackle by Glenn Dorsey),-0.060,0.080
3,9:34,2,6,STL 21,17,6,Sam Bradford pass complete short right to Brandon Gibson for 13 yards (tackle by Brandon Flowers and Glenn Dorsey),0.080,1.200
3,8:59,1,10,STL 34,17,6,Steven Jackson middle for 1 yard (tackle by Derrick Johnson),1.200,0.790
3,8:17,2,9,STL 35,17,6,"Penalty on Rodger Saffold: False Start, 5 yards (no play)",0.790,0.120
3,7:56,2,14,STL 30,17,6,Steven Jackson middle for 8 yards (tackle by Jon McGraw),0.120,0.500
3,7:16,3,6,STL 38,17,6,Sam Bradford pass incomplete,0.500,-0.850
3,7:09,4,6,STL 38,17,6,"Donnie Jones punts 50 yards, returned by Dexter McCluster for 24 yards (tackle by Larry Grant)",-0.850,-1.330
3,6:57,1,10,KAN 36,17,6,Thomas Jones left tackle for -4 yards (tackle by O.J. Atogwe),1.330,0.250
3,6:20,2,14,KAN 32,17,6,Thomas Jones right tackle for 3 yards (tackle by Ronald Bartell and James Laurinaitis),0.250,-0.030
3,5:38,,,,17,6,Timeout #2 by Kansas City Chiefs,0.000,-0.030
3,5:38,3,11,KAN 35,17,6,Jamaal Charles middle for no gain (tackle by James Hall). Penalty on Dwayne Bowe: Illegal Formation (Declined),-0.030,-1.040
3,5:24,4,11,KAN 35,17,6,"Dustin Colquitt punts 47 yards, returned by Danny Amendola for 1 yard (tackle by Verran Tucker)",-1.040,-0.150
3,5:18,1,10,STL 19,17,6,Sam Bradford pass complete short left to Steven Jackson for 7 yards (tackle by Derrick Johnson),0.150,0.610
3,4:46,2,3,STL 26,17,6,Steven Jackson middle for 1 yard (tackle by Glenn Dorsey),0.610,-0.030
3,4:10,3,2,STL 27,17,6,Sam Bradford pass incomplete short middle intended for Daniel Fells,-0.030,-1.570
3,4:04,4,2,STL 27,17,6,"Penalty on Donnie Jones: Delay of Game, 5 yards (no play)",-1.570,-1.900
3,4:04,4,7,STL 22,17,6,"Donnie Jones punts 53 yards, returned by Dexter McCluster for 14 yards (tackle by Bradley Fletcher)",-1.900,-1.530
3,3:52,1,10,KAN 39,17,6,Thomas Jones middle for -2 yards (tackle by Bryan Kehl),1.530,0.720
3,3:21,2,12,KAN 37,17,6,Thomas Jones right end for 3 yards (tackle by James Laurinaitis),0.720,0.430
3,2:58,3,9,KAN 40,17,6,Matt Cassel pass complete short right to Chris Chambers for 10 yards (tackle by Bradley Fletcher),0.430,2.260
3,2:18,1,10,,17,6,Jamaal Charles left guard for 6 yards (tackle by Darell Scott),2.260,2.520
3,1:52,2,4,STL 44,17,6,Jamaal Charles left tackle for 5 yards (tackle by Bradley Fletcher),2.520,2.980
3,1:26,1,10,STL 39,17,6,Jamaal Charles right end for 6 yards (tackle by Craig Dahl),2.980,3.250
3,1:08,2,4,STL 33,17,6,Matt Cassel pass incomplete short right intended for Tim Castille (defended by Jermelle Cudjo),3.250,2.540
3,1:03,3,4,STL 33,17,6,Matt Cassel pass incomplete short left intended for Dexter McCluster,2.540,1.180
3,1:00,4,4,STL 33,17,6,"Penalty on Brian Waters: False Start, 5 yards (no play)",1.180,0.720
3,1:00,4,9,STL 38,17,6,Dustin Colquitt punts 35 yards,0.720,0.380
3,0:47,1,10,STL 3,17,6,Steven Jackson left guard for 3 yards (tackle by Shaun Smith and Derrick Johnson),-0.380,-0.560
3,0:12,2,7,STL 6,17,6,Sam Bradford pass incomplete short left intended for Brandon Gibson (defended by Brandon Carr),-0.560,-1.070
3,0:07,3,7,STL 6,17,6,Sam Bradford left end for 3 yards (tackle by Derrick Johnson),-1.070,-2.490
Quarter,Time,Down,ToGo,Location,KAN,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,4,STL 9,17,6,"Donnie Jones punts 45 yards, returned by Javier Arenas for no gain",-2.490,-1.990
4,14:51,1,10,KAN 46,17,6,Matt Cassel pass complete short left to Dwayne Bowe for 25 yards (tackle by James Laurinaitis),1.990,3.640
4,14:22,1,10,STL 29,17,6,Matt Cassel right end for 3 yards (tackle by Ronald Bartell),3.640,3.510
4,13:43,2,7,STL 26,17,6,Thomas Jones middle for 5 yards (tackle by Craig Dahl),3.510,3.470
4,13:07,3,2,STL 21,17,6,Thomas Jones left end for 1 yard (tackle by Bradley Fletcher),3.470,2.270
4,12:26,4,1,STL 20,20,6,Ryan Succop 38 yard field goal good,2.270,3.000
4,,,,KAN 30,20,6,"Ryan Succop kicks off 68 yards, returned by Danny Amendola for 22 yards (tackle by Verran Tucker)",0.000,0.540
4,12:15,1,10,STL 24,20,6,Sam Bradford pass incomplete short right intended for Steven Jackson (defended by Tamba Hali),0.540,0.000
4,12:12,2,10,STL 24,20,6,Sam Bradford pass incomplete deep left intended for Danario Alexander,0.000,-0.690
4,12:06,3,10,STL 24,20,6,Sam Bradford pass complete short right to Daniel Fells for 13 yards (tackle by Jon McGraw),-0.690,1.400
4,11:35,1,10,STL 37,20,6,Sam Bradford pass incomplete short right intended for Daniel Fells,1.400,0.860
4,11:30,2,10,STL 37,20,6,Sam Bradford pass incomplete short left intended for Laurent Robinson (defended by Derrick Johnson),0.860,0.170
4,11:24,3,10,STL 37,20,6,Sam Bradford pass incomplete short left intended for Danario Alexander (defended by Brandon Carr),0.170,-0.910
,,,,,,,"KAN challenged the pass completion ruling, and the original play was overturned.",,
4,11:19,4,10,STL 37,20,6,"Donnie Jones punts 48 yards, returned by Javier Arenas for 2 yards (tackle by Chris Chamberlain)",-0.910,0.060
4,11:08,1,10,KAN 17,20,6,Thomas Jones right end for no gain (tackle by O.J. Atogwe). Penalty on Branden Albert: Illegal Formation (Declined),-0.060,-0.580
4,10:42,2,10,KAN 17,20,6,Thomas Jones right guard for 16 yards (tackle by O.J. Atogwe),-0.580,1.140
4,10:31,1,10,KAN 33,20,6,Thomas Jones middle for 1 yard (tackle by O.J. Atogwe),1.140,0.730
4,9:51,2,9,KAN 34,20,6,Matt Cassel sacked by James Hall for -8 yards,0.730,-1.020
4,9:16,3,17,KAN 26,20,6,Matt Cassel pass complete short right to Dexter McCluster for 7 yards (tackle by Kevin Dockery),-1.020,-1.180
4,8:39,4,10,KAN 33,20,6,"Dustin Colquitt punts 44 yards, returned by Danny Amendola for 5 yards (tackle by Cory Greenwood)",-1.180,-0.810
4,8:27,1,10,STL 28,20,6,Sam Bradford pass complete short left to Danny Amendola for 15 yards (tackle by Jon McGraw),0.810,1.800
4,7:58,1,10,STL 43,20,6,Sam Bradford pass complete short left to Steven Jackson for 6 yards (tackle by Javier Arenas),1.800,2.060
4,7:25,2,4,STL 49,20,6,Sam Bradford pass complete short right to Danny Amendola for 5 yards (tackle by Javier Arenas),2.060,2.520
4,6:49,1,10,KAN 46,20,6,Sam Bradford pass incomplete short right intended for Laurent Robinson,2.520,1.980
4,6:46,2,10,KAN 46,20,6,Sam Bradford pass complete short middle to Brandon Gibson for 9 yards (tackle by Brandon Carr),1.980,2.480
4,6:19,3,1,KAN 37,20,6,Steven Jackson left tackle for 4 yards (tackle by Tyson Jackson),2.480,3.380
4,5:50,1,10,KAN 33,20,6,Sam Bradford pass complete deep right to Danny Amendola for 16 yards (tackle by Brandon Flowers),3.380,4.440
4,5:16,1,10,KAN 17,20,6,Sam Bradford pass incomplete short left intended for Danario Alexander,4.440,3.850
4,5:13,2,10,KAN 17,20,6,Sam Bradford pass complete short left to Danny Amendola for 9 yards (tackle by Brandon Carr),3.850,4.800
4,4:43,3,1,KAN 8,20,6,Sam Bradford pass complete short right to Danny Amendola for 3 yards (tackle by Eric Berry),4.800,6.060
4,4:12,1,5,KAN 5,20,6,Sam Bradford pass incomplete short right intended for Danny Amendola,6.060,5.150
4,4:06,2,5,KAN 5,20,12,"Steven Jackson middle for 5 yards, touchdown",5.150,7.000
4,,,,KAN 2,20,13,Josh Brown kicks extra point good,0.000,0.000
4,,,,STL 30,20,13,"Josh Brown kicks off 69 yards, returned by Dexter McCluster for 17 yards (tackle by Jerome Murphy)",0.000,0.040
4,4:00,1,10,KAN 18,20,13,Jamaal Charles middle for 80 yards (tackle by Ronald Bartell),0.040,6.740
4,3:31,1,2,STL 2,26,13,"Thomas Jones middle for 2 yards, touchdown",6.740,7.000
4,,,,STL 2,27,13,Ryan Succop kicks extra point good,0.000,0.000
4,,,,KAN 30,27,13,"Ryan Succop kicks off 69 yards, returned by Danny Amendola for 18 yards (tackle by Travis Daniels)",0.000,0.150
4,3:22,1,10,STL 19,27,13,Sam Bradford pass complete short right to Steven Jackson for 9 yards (tackle by Eric Berry),0.150,0.880
4,2:59,2,1,STL 28,27,13,"Sam Bradford sacked by Wallace Gilberry for -7 yards. Sam Bradford fumbles (forced by Wallace Gilberry), recovered by Jacob Bell at STL-19",0.880,-1.070
4,2:50,,,,27,13,Timeout #1 by Los Angeles Rams,0.000,-1.070
4,2:50,3,10,STL 19,27,13,Sam Bradford sacked by Wallace Gilberry for -10 yards,-1.070,-2.490
4,2:44,,,,27,13,Timeout #2 by Los Angeles Rams,0.000,-2.490
4,2:44,4,20,STL 9,27,13,Sam Bradford pass incomplete deep left intended for Danario Alexander is intercepted by Kendrick Lewis at 50 and returned for 1 yard,-2.490,-2.320
4,2:36,1,10,STL 49,27,13,Thomas Jones left guard for 4 yards (tackle by David Vobora),2.320,2.320
4,2:32,,,,27,13,Timeout #3 by Los Angeles Rams,0.000,2.320
4,2:32,2,6,STL 45,27,13,Thomas Jones right guard for 2 yards (tackle by David Vobora),2.320,1.880
4,2:00,3,4,STL 43,27,13,Matt Cassel pass incomplete short left intended for Dwayne Bowe (defended by Bradley Fletcher),1.880,0.400
4,1:58,4,4,STL 43,27,13,Thomas Jones right tackle for 2 yards (tackle by James Laurinaitis),0.400,-1.660
4,1:51,1,10,STL 41,27,13,Sam Bradford pass complete deep middle to Daniel Fells for 25 yards (tackle by Travis Daniels),1.660,3.310
4,1:30,1,10,KAN 34,27,13,"Sam Bradford pass incomplete deep right intended for Laurent Robinson is intercepted by Kendrick Lewis at KAN-9 and returned for 23 yards. Penalty on Demorrio Williams: Unnecessary Roughness, 15 yards",3.310,0.060
4,1:23,1,10,KAN 17,27,13,Matt Cassel kneels for -1 yards,-0.060,-0.730
4,0:37,2,11,KAN 16,27,13,Matt Cassel kneels for -1 yards,-0.730,-1.570
4,0:20,3,12,KAN 15,27,13,Matt Cassel kneels for -1 yards,-1.570,-2.470
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
