Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Keenan Allen,LAC,14,11,104,0,5,76,6.9,28,2.5,7.6,1,11.0,2,14.3,1,67.9
Austin Ekeler,LAC,4,4,12,0,0,4,1.0,8,2.0,1.0,1,4.0,0,0.0,0,79.2
Mike Williams,LAC,4,4,76,0,4,34,8.5,42,10.5,8.5,0,,0,0.0,0,118.7
Josh Palmer,LAC,3,2,16,0,1,10,5.0,6,3.0,17.0,0,,0,0.0,0,79.9
Joshua Kelley,LAC,1,1,9,0,0,6,6.0,3,3.0,6.0,0,,0,0.0,0,104.2
Tre' McKitty,LAC,2,1,10,0,,1,1.0,9,9.0,3.0,0,,0,0.0,0,64.6
Donald Parham,LAC,2,1,8,0,,1,1.0,7,7.0,14.0,0,,0,0.0,0,60.4
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Michael Pittman Jr.,IND,7,4,39,0,1,32,8.0,7,1.8,10.6,0,,0,0.0,0,72.9
Deon Jackson,IND,3,3,9,0,,-10,-3.3,19,6.3,-3.3,0,,0,0.0,0,79.2
Alec Pierce,IND,4,3,26,0,2,15,5.0,11,3.7,4.5,0,,0,0.0,0,91.7
Jelani Woods,IND,5,3,43,0,2,29,9.7,14,4.7,16.8,0,,0,0.0,1,48.3
Parris Campbell,IND,5,2,19,0,1,18,9.0,1,0.5,9.0,0,,0,0.0,2,11.7
Mo Alie-Cox,IND,2,1,2,0,,2,2.0,0,0.0,13.5,0,,0,0.0,0,56.2
Zack Moss,IND,1,1,5,0,0,-1,-1.0,6,6.0,-1.0,1,1.0,0,0.0,0,87.5
Jordan Wilkins,IND,1,0,0,0,,0,,0,,-4.0,0,,1,100.0,0,39.6
