Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
2,11:27,4,6,CHI 28,7,3,Brett Favre pass incomplete intended for Donald Driver (defended by Jerry Azumah),1.610,-0.810
2,11:24,1,10,CHI 28,7,3,Jim Miller pass complete to Dez White for 5 yards (tackle by Mike McKenzie),0.810,0.940
2,10:41,2,5,CHI 33,7,3,Jim Miller pass incomplete intended for Dez White,0.940,0.230
2,10:38,3,5,CHI 33,7,3,Jim Miller pass complete to Marty Booker for 12 yards (tackle by Na'il Diggs),0.230,1.930
2,10:05,1,10,CHI 45,7,3,Jim Miller pass complete to Anthony Thomas for no gain,1.930,1.380
2,9:21,2,10,CHI 45,7,3,Jim Miller pass complete to John Gilmore for 5 yards (tackle by Mike McKenzie),1.380,1.360
2,8:48,3,5,GNB 50,7,3,Jim Miller pass complete to Dez White for 8 yards (tackle by Tod McBride and Tyrone Williams),1.360,2.790
2,8:09,1,10,GNB 42,7,3,Leon Johnson left tackle for 4 yards (tackle by Cletidus Hunt and Kabeer Gbaja-Biamila),2.790,2.780
2,7:29,2,6,GNB 38,7,3,Jim Miller pass incomplete intended for John Gilmore,2.780,2.080
2,7:24,3,6,GNB 38,7,3,Jim Miller pass complete to Dustin Lyman for 5 yards (tackle by Na'il Diggs),2.080,1.210
2,6:34,4,1,GNB 33,7,3,"Jim Miller pass complete to John Gilmore for 11 yards (tackle by Mike McKenzie). Penalty on Keith McKenzie: Roughing the Passer, 11 yards",1.210,4.840
2,6:08,1,10,GNB 11,7,3,Leon Johnson right tackle for 3 yards (tackle by Hardy Nickerson and Marques Anderson),4.840,4.700
2,5:25,2,7,GNB 8,13,3,"Jim Miller pass complete to Dustin Lyman for 8 yards, touchdown",4.700,7.000
2,5:25,,,GNB 8,14,3,Paul Edinger kicks extra point good,0.000,0.000
2,5:25,,,CHI 30,14,3,"Paul Edinger kicks off 65 yards, returned by Javon Walker for 30 yards (tackle by Paul Edinger)",0.000,1.270
2,5:12,1,10,GNB 35,14,3,Brett Favre pass complete to Bubba Franks for 1 yard (tackle by Michael Green and Alex Brown),1.270,0.860
2,4:35,2,9,GNB 36,14,3,Brett Favre pass complete to William Henderson for 4 yards (tackle by Bobbie Howard and Brian Urlacher),0.860,0.700
2,4:00,3,5,GNB 40,14,3,Brett Favre pass complete to Donald Driver for 8 yards (tackle by Jerry Azumah),0.700,2.130
2,3:20,1,10,GNB 48,14,3,Ahman Green right end for 12 yards (tackle by Bryan Knight and Damon Moore),2.130,2.920
2,2:42,1,10,CHI 40,14,3,Brett Favre right end for 10 yards (tackle by Jerry Azumah),2.920,3.580
2,2:02,1,10,CHI 30,14,3,Brett Favre pass complete to Donald Driver for 5 yards (tackle by R.W. McQuarters),3.580,3.710
2,1:57,2,5,CHI 25,14,3,Ahman Green middle for 6 yards (tackle by Bryan Knight),3.710,4.310
2,1:37,1,10,CHI 19,14,3,Brett Favre pass incomplete intended for Donald Driver (defended by Michael Green),4.310,3.750
2,1:32,2,10,CHI 19,14,3,Brett Favre pass complete to Ahman Green for 6 yards (tackle by Bryan Knight),3.750,3.960
2,1:11,2,10,CHI 19,,,Timeout #1 by Green Bay Packers,3.750,3.960
2,1:11,3,4,CHI 13,14,3,Brett Favre pass incomplete intended for Ahman Green,3.960,2.640
2,1:07,4,4,CHI 13,14,6,Ryan Longwell 31 yard field goal good,2.640,3.000
2,1:07,,,GNB 30,14,6,"Ryan Longwell kicks off 57 yards, returned by Leon Johnson for 20 yards (tackle by Tony Carter)",0.000,1.140
2,0:59,1,10,CHI 33,14,6,Leon Johnson middle for 10 yards (tackle by Tod McBride and Darren Sharper),1.140,1.800
2,0:44,1,10,CHI 33,,,Timeout #1 by Chicago Bears,1.140,1.800
2,0:44,1,10,CHI 43,14,6,Leon Johnson right end for 5 yards (tackle by Darren Sharper),1.800,1.930
2,0:26,2,5,CHI 48,14,6,"Leon Johnson middle for 1 yard (tackle by Kabeer Gbaja-Biamila). Leon Johnson fumbles (forced by Kabeer Gbaja-Biamila), recovered by Na'il Diggs at CHI-50 (tackle by Dustin Lyman)",1.930,-2.260
2,0:21,1,10,CHI 50,14,6,Brett Favre pass complete to Ahman Green for 16 yards (tackle by Jerry Azumah and Brian Urlacher),2.260,3.310
2,0:14,1,10,CHI 50,,,Timeout #2 by Green Bay Packers,2.260,3.310
2,0:14,1,10,CHI 34,14,6,Brett Favre pass incomplete intended for Terry Glenn (defended by Mike Brown),3.310,2.770
2,0:05,2,10,CHI 34,14,6,"Brett Favre pass incomplete intended for Donald Driver is intercepted by Damon Moore at CHI-5 and returned for 35 yards. Damon Moore fumbles (forced by Donald Driver), recovered by Roosevelt Williams at CHI-40 and returned for 47 yards",2.770,0.000
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,14,6,"Paul Edinger kicks off 50 yards, returned by Keith McKenzie for 18 yards (tackle by Michael Green)",0.000,1.470
3,14:53,1,10,GNB 38,14,6,Ahman Green right guard for 7 yards (tackle by Bryan Robinson),1.470,1.870
3,14:22,2,3,GNB 45,14,6,Brett Favre pass complete to Ahman Green for 5 yards (tackle by Alex Brown),1.870,2.260
3,13:45,1,10,CHI 50,14,6,Ahman Green right tackle for 29 yards (tackle by Mike Brown),2.260,4.170
3,13:13,1,10,CHI 21,14,6,Brett Favre pass incomplete intended for Donald Driver,4.170,3.630
3,13:08,2,10,CHI 21,14,6,Tony Fisher left tackle for 3 yards (tackle by Phillip Daniels),3.630,3.310
3,12:28,3,7,CHI 18,14,6,Brett Favre pass complete to Javon Walker for 12 yards (tackle by R.W. McQuarters),3.310,5.830
3,11:48,1,6,CHI 6,14,12,"Brett Favre pass complete to Bubba Franks for 6 yards, touchdown",5.830,7.000
3,11:48,,,CHI 6,14,13,Ryan Longwell kicks extra point good,0.000,0.000
3,11:48,,,GNB 30,14,13,"Ryan Longwell kicks off 60 yards, returned by Ahmad Merritt for 22 yards (tackle by Paris Lenon)",0.000,1.070
3,11:37,1,10,CHI 32,14,13,Jim Miller pass incomplete intended for Marty Booker,1.070,0.530
3,11:34,2,10,CHI 32,14,13,Jim Miller pass complete to Dez White for 18 yards (tackle by Marques Anderson),0.530,2.260
3,10:54,1,10,GNB 50,14,13,Jim Miller pass complete to Dustin Lyman for 5 yards (tackle by Tod McBride and Na'il Diggs),2.260,2.390
3,10:14,2,5,GNB 45,14,13,Leon Johnson middle for 11 yards (tackle by Hardy Nickerson),2.390,3.310
3,9:32,1,10,GNB 34,14,13,Leon Johnson left end for 5 yards (tackle by Keith McKenzie and Nate Wayne),3.310,3.450
3,8:53,2,5,GNB 29,14,13,Leon Johnson left end for 4 yards (tackle by Tyrone Williams and Rod Walker),3.450,3.270
3,8:11,3,1,GNB 25,14,13,Jim Miller middle for 2 yards (tackle by Nate Wayne),3.270,4.040
3,7:32,1,10,GNB 23,14,13,"Jim Miller pass incomplete intended for Marty Booker. Penalty on Tyrone Williams: Defensive Pass Interference, 22 yards (no play)",4.040,6.970
,,,,,,,"CHI challenged the ruling, and the play was upheld.",,
3,7:28,1,1,GNB 1,14,13,"Jim Miller for no gain. Olin Kreutz fumbles, recovered by Rod Walker at GNB-2 (tackle by Olin Kreutz)",6.970,0.380
3,7:26,1,10,GNB 2,14,13,Tony Fisher right guard for 9 yards (tackle by Michael Green),-0.380,-0.120
3,6:54,2,1,GNB 11,14,13,Tony Fisher middle for 2 yards (tackle by Phillip Daniels),-0.120,-0.320
3,6:15,1,10,GNB 13,14,13,Tony Fisher middle for 10 yards (tackle by Michael Green),-0.320,0.480
3,5:38,1,10,GNB 23,14,13,Brett Favre pass complete to Bubba Franks for 16 yards (tackle by Mike Brown),0.480,1.530
3,5:02,1,10,GNB 39,14,13,Tony Fisher right tackle for 15 yards (tackle by Michael Green),1.530,2.520
3,4:15,1,10,CHI 46,14,13,Brett Favre pass incomplete intended for Javon Walker,2.520,1.980
3,4:11,2,10,CHI 46,14,13,Brett Favre pass complete to Terry Glenn for 23 yards (tackle by R.W. McQuarters),1.980,4.040
3,3:24,1,10,CHI 23,14,13,Brett Favre pass incomplete intended for Donald Driver,4.040,3.500
3,3:18,2,10,CHI 23,14,13,Brett Favre pass incomplete intended for Tyrone Davis (defended by Alex Brown),3.500,2.810
3,3:15,3,10,CHI 23,14,13,Brett Favre pass complete to Tony Fisher for 10 yards (tackle by Mike Caldwell and Phillip Daniels),2.810,4.710
3,2:23,1,10,CHI 13,14,13,Brett Favre pass complete to Donald Driver for 6 yards (tackle by Jerry Azumah),4.710,5.150
3,2:02,2,4,CHI 7,14,13,Tony Fisher right tackle for -1 yards (tackle by Michael Green and Brian Urlacher),5.150,4.100
3,1:14,3,5,CHI 8,14,13,Brett Favre pass incomplete intended for Robert Ferguson (defended by Damon Moore),4.100,2.970
3,1:08,4,5,CHI 8,14,16,Ryan Longwell 27 yard field goal good,2.970,3.000
3,1:08,,,GNB 30,14,16,"Ryan Longwell kicks off 64 yards, returned by Leon Johnson for 29 yards (tackle by Tod McBride)",0.000,1.270
3,0:57,1,10,CHI 35,14,16,Jim Miller pass incomplete intended for Marty Booker (defended by Cletidus Hunt),1.270,0.720
3,0:53,2,10,CHI 35,14,16,Jim Miller pass incomplete intended for Marcus Robinson is intercepted by Tyrone Williams at GNB-45,0.720,-1.930
3,0:47,1,10,GNB 45,14,16,Tony Fisher left end for 1 yard (tackle by Bobbie Howard and Christian Peter),1.930,1.520
3,0:06,2,9,GNB 46,14,16,Brett Favre pass complete to Tony Fisher for 5 yards (tackle by Bobbie Howard and Alex Brown),1.520,1.490
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,CHI 49,14,16,Brett Favre pass incomplete intended for Terry Glenn (defended by Rosevelt Colvin),1.490,0.000
4,14:53,4,4,CHI 49,14,16,"Josh Bidwell punts 49 yards, touchback",0.000,-0.280
4,14:42,1,10,CHI 20,14,16,Leon Johnson left end for 1 yard (tackle by Cletidus Hunt),0.280,-0.130
4,14:06,2,9,CHI 21,14,16,Jim Miller pass complete to Dez White for 9 yards (tackle by Mike McKenzie),-0.130,0.940
4,13:26,1,10,CHI 30,14,16,Leon Johnson left guard for no gain (tackle by Cletidus Hunt),0.940,0.390
4,12:44,2,10,CHI 30,14,16,Jim Miller pass complete to Stanley Pritchett for 6 yards (tackle by Tyrone Williams and Darren Sharper),0.390,0.500
4,12:00,3,4,CHI 36,14,16,"Jim Miller pass complete to Dez White for -1 yards (tackle by Tyrone Williams). Dez White fumbles (forced by Tyrone Williams), recovered by Antuan Edwards at CHI-35 (tackle by Dez White)",0.500,-3.250
4,11:48,1,10,CHI 35,14,16,Brett Favre pass complete to Robert Ferguson for 6 yards (tackle by Bobbie Howard),3.250,3.510
4,11:11,2,4,CHI 29,14,16,Ahman Green left end for 1 yard (tackle by Alex Brown),3.510,2.940
4,10:25,3,3,CHI 28,14,16,Brett Favre pass complete to Terry Glenn for 16 yards (tackle by Michael Green),2.940,4.780
4,9:41,1,10,CHI 12,14,16,Brett Favre pass incomplete intended for Robert Ferguson,4.780,4.100
4,9:37,2,10,CHI 12,14,16,Tony Fisher right end for 11 yards (tackle by R.W. McQuarters and Michael Green),4.100,6.970
4,8:52,1,1,CHI 1,14,16,Tony Fisher left guard for no gain (tackle by Bobbie Howard and Ernest Grant),6.970,5.910
4,8:15,2,1,CHI 1,14,22,"Brett Favre pass complete to William Henderson for 1 yard, touchdown",5.910,7.000
4,8:15,,,CHI 1,14,23,Ryan Longwell kicks extra point good,0.000,0.000
4,8:15,,,GNB 30,14,23,"Ryan Longwell kicks off 57 yards, returned by Ahmad Merritt for 23 yards (tackle by Jay Graham)",0.000,1.330
4,8:02,1,10,CHI 36,14,23,Jim Miller sacked by Cletidus Hunt for -7 yards,1.330,-0.160
4,7:31,2,17,CHI 29,14,23,Jim Miller pass complete to Dustin Lyman for 9 yards (tackle by Marques Anderson and Hardy Nickerson),-0.160,0.370
4,6:43,3,8,CHI 38,14,23,Jim Miller pass incomplete intended for Marty Booker,0.370,-0.850
4,6:35,4,8,CHI 38,14,23,"Brad Maynard punts 48 yards, fair catch by Darrien Gordon",-0.850,0.280
4,6:29,1,10,GNB 14,14,23,Tony Fisher middle for -2 yards (tackle by Phillip Daniels),-0.280,-0.930
4,5:48,2,12,GNB 12,14,23,Brett Favre pass complete to Donald Driver for 4 yards (tackle by Jerry Azumah and Brian Urlacher),-0.930,-1.160
4,5:03,3,8,GNB 16,14,23,Brett Favre pass incomplete intended for Robert Ferguson. Penalty on Mike Wahle: Ineligible Downfield Pass (Declined),-1.160,-2.390
4,4:57,4,8,GNB 16,14,23,"Josh Bidwell punts 43 yards, returned by Leon Johnson for 8 yards (tackle by Na'il Diggs)",-2.390,-2.190
4,4:47,1,10,CHI 49,14,23,Jim Miller pass complete to Dustin Lyman for 12 yards (tackle by Darren Sharper),2.190,2.980
4,4:40,1,10,GNB 39,14,23,Jim Miller pass complete to Leon Johnson for 12 yards (tackle by Marques Anderson),2.980,3.780
4,4:08,1,10,GNB 27,14,23,Jim Miller pass incomplete intended for Leon Johnson,3.780,3.230
4,4:03,2,10,GNB 27,14,23,Jim Miller pass incomplete intended for Dustin Lyman,3.230,2.540
4,4:00,3,10,GNB 27,14,23,Jim Miller sacked by Hardy Nickerson for -6 yards,2.540,1.150
4,3:26,4,16,GNB 33,14,23,Paul Edinger 52 yard field goal no good,1.150,-1.730
4,3:21,1,10,GNB 42,14,23,Tony Fisher left end for 8 yards (tackle by Michael Green and Mike Brown),1.730,2.270
4,2:34,2,2,CHI 50,14,23,"Tony Fisher right end for 16 yards (tackle by R.W. McQuarters). Penalty on Mike Brown: Personal Foul, 15 yards",2.270,4.310
4,2:26,1,10,CHI 19,14,23,Tony Fisher left end for 5 yards (tackle by Alex Brown and Brian Urlacher),4.310,4.530
4,2:16,1,10,CHI 19,,,Timeout #2 by Chicago Bears,4.310,4.530
4,2:15,2,5,CHI 14,14,23,Tony Fisher middle for 5 yards (tackle by Christian Peter),4.530,5.140
4,2:05,2,5,CHI 14,,,Timeout #3 by Chicago Bears,4.530,5.140
4,2:05,1,9,CHI 9,14,23,Tony Fisher left end for 4 yards (tackle by Brian Urlacher),5.140,5.150
4,1:59,2,5,CHI 5,14,23,Tony Fisher middle for 3 yards (tackle by Alex Brown and Bryan Robinson),5.150,4.950
4,1:14,3,2,CHI 2,14,29,"Tony Fisher middle for 2 yards, touchdown",4.950,7.000
4,1:14,,,CHI 2,14,30,Ryan Longwell kicks extra point good,0.000,0.000
4,1:14,,,GNB 30,14,30,"Ryan Longwell kicks off 55 yards, returned by Ahmad Merritt for 17 yards (tackle by William Henderson)",0.000,1.070
4,1:06,1,10,CHI 32,14,30,Jim Miller pass complete to Dustin Lyman for 7 yards (tackle by Hardy Nickerson),1.070,1.470
4,0:43,2,3,CHI 39,14,30,Jim Miller pass complete to Leon Johnson for 5 yards (tackle by Marques Anderson),1.470,1.860
4,0:25,1,10,CHI 44,14,30,Jim Miller pass complete to Marty Booker for 11 yards (tackle by Tod McBride). Penalty on GNB: Defensive 12 On-field (Declined),1.860,2.590
4,0:19,1,10,GNB 45,20,30,"Henry Burris pass complete to Marcus Robinson for 45 yards, touchdown",2.590,7.000
4,0:19,1,,GNB 45,20,30,"Two Point Attempt: Jim Miller pass incomplete intended for Stanley Pritchett, conversion fails",1.000,-1.000
4,0:19,,,CHI 30,20,30,"Paul Edinger kicks onside 13 yards, recovered by Javon Walker",0.000,-2.720
4,0:08,1,10,CHI 43,20,30,Brett Favre kneels for -1 yards,2.720,2.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
