Quarter,Time,Down,ToGo,Location,CIN,BUF,Detail,EPB,EPA
2,13:13,1,15,CIN 49,,,Timeout #3 by Buffalo Bills,2.320,1.440
2,13:13,2,15,CIN 49,0,6,Drew Bledsoe pass complete to Peerless Price for 28 yards (tackle by Jason Perry),1.440,4.170
2,12:44,1,10,CIN 21,0,6,Drew Bledsoe pass complete to Eric Moulds for 8 yards (tackle by Kevin Kaesviharn),4.170,4.950
2,12:08,2,2,CIN 13,0,6,Travis Henry right guard for 3 yards (tackle by JoJuan Armour and Jeff Burris),4.950,4.910
2,11:25,1,10,CIN 10,0,6,Travis Henry left end for 3 yards (tackle by JoJuan Armour and Glen Steele),4.910,4.760
2,10:36,2,7,CIN 7,0,6,Drew Bledsoe pass incomplete intended for Peerless Price,4.760,3.810
2,10:29,3,7,CIN 7,0,12,"Drew Bledsoe middle for 7 yards, touchdown",3.810,7.000
2,10:29,,,CIN 7,0,13,Mike Hollis kicks extra point good,0.000,0.000
2,10:29,,,BUF 30,0,13,"Mike Hollis kicks off 60 yards, returned by Rudi Johnson for 15 yards (tackle by Sammy Morris)",0.000,0.610
2,10:18,1,10,CIN 25,0,13,Jon Kitna pass incomplete intended for Chad Johnson,0.610,0.060
2,10:18,2,10,CIN 25,0,13,"Penalty on Levi Jones: False Start, 5 yards (no play)",0.060,-0.610
2,10:13,2,15,CIN 20,0,13,Jon Kitna pass complete to Chad Johnson for 50 yards (tackle by Pierson Prioleau),-0.610,3.580
2,9:28,1,10,BUF 30,0,13,Jon Kitna pass incomplete intended for Matt Schobel,3.580,3.030
2,9:22,2,10,BUF 30,0,13,Jon Kitna pass complete to Corey Dillon for 2 yards (tackle by Ron Edwards and London Fletcher),3.030,2.610
2,9:22,3,8,BUF 28,0,13,"Penalty on Levi Jones: False Start, 5 yards (no play)",2.610,1.950
2,8:07,3,13,BUF 33,0,13,"Jon Kitna sacked by Ron Edwards for -3 yards. Jon Kitna fumbles (forced by Ron Edwards), recovered by London Fletcher at BUF-26 and returned for 20 yards (tackle by Corey Dillon). London Fletcher fumbles (forced by Ron Edwards), recovered by London Fletcher at BUF-26 for 20 yards (tackle by Corey Dillon)",1.950,-1.990
2,7:53,1,10,BUF 46,0,13,Drew Bledsoe pass complete to Josh Reed for 21 yards (tackle by Kevin Kaesviharn),1.990,3.380
2,7:20,1,10,CIN 33,0,13,Travis Henry right end for 3 yards (tackle by Brian Simmons),3.380,3.240
2,6:51,2,7,CIN 30,0,13,Drew Bledsoe pass incomplete intended for Peerless Price,3.240,2.540
2,6:44,3,7,CIN 30,0,13,Drew Bledsoe pass complete to Eric Moulds for 14 yards (tackle by Kevin Kaesviharn),2.540,4.510
2,6:09,1,10,CIN 16,0,13,Travis Henry left end for 2 yards (tackle by Kevin Kaesviharn and Tony Williams),4.510,4.210
2,5:31,2,8,CIN 14,0,13,Travis Henry middle for 10 yards (tackle by Marquand Manuel and Takeo Spikes),4.210,6.280
2,4:03,1,4,CIN 4,0,13,"Travis Henry for 2 yards (tackle by Justin Smith). Travis Henry fumbles (forced by Justin Smith), recovered by Trey Teague at CIN-2",6.280,5.720
2,4:00,2,2,CIN 2,0,13,Travis Henry middle for 1 yard (tackle by Takeo Spikes and Bernard Whittington),5.720,5.170
2,3:17,3,1,CIN 1,0,13,Travis Henry middle for -1 yards (tackle by Takeo Spikes),5.170,3.250
2,2:44,3,1,CIN 1,,,Timeout #2 by Cincinnati Bengals,5.170,3.250
2,2:44,4,2,CIN 2,0,19,"Drew Bledsoe pass complete to Eric Moulds for 2 yards, touchdown",3.250,7.000
2,2:44,,,CIN 2,0,20,Mike Hollis kicks extra point good,0.000,0.000
2,2:44,,,BUF 30,0,20,"Mike Hollis kicks off 63 yards, returned by Rudi Johnson for 13 yards (tackle by Marcus Floyd)",0.000,0.280
2,2:36,1,10,CIN 20,0,20,Rudi Johnson left tackle for 13 yards (tackle by Justin Bannan),0.280,1.140
2,2:07,1,10,CIN 33,0,20,Jon Kitna pass complete to T.J. Houshmandzadeh for 11 yards (tackle by Nate Clements and Eddie Robinson),1.140,1.860
2,2:00,1,10,CIN 44,0,20,Jon Kitna pass complete to Peter Warrick for 9 yards (tackle by Eric Moulds),1.860,2.530
2,1:40,2,1,BUF 47,0,20,Jon Kitna pass complete to Chad Johnson for 11 yards (tackle by Nate Clements and London Fletcher),2.530,3.180
2,1:21,1,10,BUF 36,0,20,Jon Kitna pass complete to Ron Dugans for 12 yards (tackle by Kevin Thomas),3.180,3.970
2,1:14,1,10,BUF 36,,,Timeout #3 by Cincinnati Bengals,3.180,3.970
2,1:14,1,10,BUF 24,0,20,Corey Dillon middle for 7 yards (tackle by London Fletcher and Aaron Schobel),3.970,4.460
2,0:54,2,3,BUF 17,0,20,Jon Kitna pass complete to Chad Johnson for 15 yards (tackle by Pierson Prioleau),4.460,6.740
2,0:40,1,2,BUF 2,0,20,Jon Kitna pass incomplete,6.740,5.720
2,0:37,2,2,BUF 2,0,20,Jon Kitna pass incomplete intended for Chad Johnson (defended by Nate Clements),5.720,4.950
2,0:33,3,2,BUF 2,0,20,Jon Kitna pass incomplete intended for Chad Johnson,4.950,3.250
2,0:27,4,2,BUF 2,3,20,Neil Rackers 19 yard field goal good,3.250,3.000
2,0:27,,,CIN 30,3,20,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
2,0:24,1,10,BUF 20,3,20,Drew Bledsoe middle for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,CIN,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,3,20,"Neil Rackers kicks off 62 yards, returned by Charlie Rogers for 17 yards (tackle by Chris Edmonds). Penalty on Brady McDonnell: Offensive Holding, 10 yards",0.000,-0.220
3,14:42,1,10,BUF 15,3,20,Drew Bledsoe pass complete to Eric Moulds for 3 yards (tackle by Artrell Hawkins),-0.220,-0.280
3,14:42,2,7,BUF 18,3,20,"Penalty on Brian Simmons: Neutral Zone Infraction, 5 yards (no play)",-0.280,0.480
3,13:59,2,2,BUF 23,3,20,Travis Henry right guard for 4 yards (tackle by Takeo Spikes),0.480,0.740
3,13:25,1,10,BUF 27,3,20,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Jeff Burris),0.740,0.200
3,13:18,2,10,BUF 27,3,20,Travis Henry right end for 3 yards (tackle by Bernard Whittington and Takeo Spikes),0.200,-0.100
3,12:38,3,7,BUF 30,3,20,Drew Bledsoe pass complete to Eric Moulds for 16 yards (tackle by Marquand Manuel),-0.100,1.990
3,12:00,1,10,BUF 46,3,20,"Travis Henry left end for 4 yards (tackle by Marquand Manuel). Penalty on Marquand Manuel: Personal Foul, 15 yards",1.990,3.250
3,11:34,1,10,CIN 35,3,20,Drew Bledsoe pass complete to Eric Moulds for 14 yards (tackle by Marquand Manuel),3.250,4.170
3,11:04,1,10,CIN 21,3,20,Travis Henry left tackle for 2 yards (tackle by Artrell Hawkins),4.170,3.900
3,10:30,2,8,CIN 19,3,20,Drew Bledsoe pass complete to Eric Moulds for 9 yards (tackle by Jeff Burris),3.900,4.910
3,9:48,1,10,CIN 10,3,20,"Drew Bledsoe sacked for 0 yards. Drew Bledsoe fumbles, recovered by Takeo Spikes at CIN-9",4.910,0.380
3,9:41,1,10,CIN 9,3,20,Corey Dillon left guard for 9 yards (tackle by Nate Clements),-0.380,0.140
3,9:05,2,1,CIN 18,3,20,Corey Dillon left guard for no gain (tackle by DaShon Polk),0.140,-0.370
3,8:32,3,1,CIN 18,3,20,Corey Dillon right tackle for 15 yards (tackle by Eddie Robinson and Nate Clements),-0.370,1.140
3,7:56,1,10,CIN 33,3,20,Jon Kitna pass complete to Chad Johnson for 18 yards (tackle by Nate Clements and Pierson Prioleau),1.140,2.320
3,7:19,1,10,BUF 49,3,20,Peter Warrick right end for no gain (tackle by Pat Williams),2.320,1.780
3,6:37,2,10,BUF 49,3,20,Jon Kitna pass complete to Peter Warrick for 7 yards (tackle by Antoine Winfield),1.780,2.020
3,5:59,3,3,BUF 42,3,20,Jon Kitna pass incomplete intended for Chad Johnson (defended by Kevin Thomas),2.020,0.460
3,5:52,4,3,BUF 42,3,20,Jon Kitna pass incomplete intended for T.J. Houshmandzadeh (defended by Kevin Thomas),0.460,-1.730
3,5:48,1,10,BUF 42,3,20,Travis Henry middle for 8 yards (tackle by Marquand Manuel and Reinard Wilson),1.730,2.270
3,5:05,2,2,,3,20,Travis Henry middle for no gain (tackle by Takeo Spikes),2.270,1.550
3,4:30,3,2,,3,20,Drew Bledsoe pass complete to Peerless Price for 6 yards (tackle by Artrell Hawkins),1.550,2.650
3,3:57,1,10,CIN 44,3,20,"Drew Bledsoe pass incomplete intended for Peerless Price. Penalty on Marquand Manuel: Defensive Pass Interference, 29 yards (no play)",2.650,4.580
3,3:49,1,10,CIN 15,3,20,Travis Henry middle for 3 yards (tackle by Justin Smith),4.580,4.450
3,3:07,1,10,CIN 15,,,Timeout #1 by Buffalo Bills,4.580,4.450
3,3:07,2,7,CIN 12,3,20,Travis Henry right end for 1 yard (tackle by Reinard Wilson and Brian Simmons),4.450,3.780
3,2:29,3,6,CIN 11,3,20,Drew Bledsoe pass complete to Jay Riemersma for 7 yards (tackle by Kevin Kaesviharn),3.780,6.280
3,1:52,1,4,CIN 4,3,20,Drew Bledsoe pass incomplete intended for Peerless Price (defended by Jeff Burris),6.280,5.340
3,1:46,2,4,CIN 4,3,20,Drew Bledsoe pass incomplete intended for Eric Moulds,5.340,4.490
3,1:41,3,4,CIN 4,3,26,"Larry Centers middle for 4 yards, touchdown",4.490,7.000
3,1:41,,,CIN 4,3,27,Mike Hollis kicks extra point good,0.000,0.000
3,1:41,,,BUF 30,3,27,"Mike Hollis kicks off 57 yards, out of bounds",0.000,1.600
3,1:37,1,10,CIN 40,3,27,Rudi Johnson right guard for 12 yards (tackle by Nate Clements),1.600,2.390
3,1:07,1,10,BUF 48,3,27,Jon Kitna pass incomplete intended for Chad Johnson (defended by Nate Clements),2.390,1.850
3,1:00,2,10,BUF 48,3,27,"Jon Kitna pass complete to Chad Johnson for 14 yards (tackle by London Fletcher). Penalty on London Fletcher: Unnecessary Roughness, 15 yards",1.850,4.310
3,0:32,1,10,BUF 19,3,27,Rudi Johnson middle for no gain (tackle by Pat Williams and Eddie Robinson),4.310,3.750
Quarter,Time,Down,ToGo,Location,CIN,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,BUF 19,3,27,Jon Kitna pass incomplete intended for Peter Warrick (defended by Pierson Prioleau),3.750,3.030
4,14:53,3,10,BUF 19,3,27,Jon Kitna pass complete to T.J. Houshmandzadeh for 6 yards (tackle by Kevin Thomas),3.030,2.640
4,14:06,4,4,BUF 13,3,27,Jon Kitna pass incomplete intended for T.J. Houshmandzadeh,2.640,0.280
4,14:02,1,10,BUF 14,3,27,Drew Bledsoe pass complete to Peerless Price for 14 yards (tackle by Artrell Hawkins),-0.280,0.810
4,13:28,1,10,BUF 28,3,27,"Travis Henry middle for 4 yards (tackle by JoJuan Armour). Penalty on Trey Teague: Offensive Holding, 10 yards (no play)",0.810,-0.040
4,13:06,1,20,BUF 18,3,27,Drew Bledsoe pass complete to Travis Henry for 1 yard (tackle by Brian Simmons and Justin Smith),-0.040,-1.010
4,12:23,2,19,BUF 19,3,27,Travis Henry middle for 4 yards (tackle by Artrell Hawkins),-1.010,-1.090
4,11:44,3,15,BUF 23,3,27,Drew Bledsoe sacked by Takeo Spikes and Justin Smith for -6 yards,-1.090,-2.320
4,11:08,4,21,BUF 17,3,27,"Brian Moorman punts 44 yards, returned by T.J. Houshmandzadeh for no gain. Penalty on Riall Johnson: Offensive Holding, 10 yards",-2.320,-0.870
4,10:54,1,10,CIN 29,3,27,Jon Kitna pass complete to Chad Johnson for 15 yards (tackle by Nate Clements),0.870,1.860
4,10:36,1,10,CIN 44,3,27,Corey Dillon middle for 4 yards (tackle by London Fletcher),1.860,1.860
4,10:15,2,6,CIN 48,3,27,Jon Kitna pass complete to Corey Dillon for 7 yards (tackle by London Fletcher and Nate Clements),1.860,2.590
4,9:38,1,10,BUF 45,3,27,Corey Dillon middle for 4 yards (tackle by Ryan Denney and London Fletcher),2.590,2.580
4,9:12,2,6,BUF 41,3,27,Jon Kitna pass complete to Danny Farmer for 13 yards (tackle by Ahmad Brooks),2.580,3.710
4,8:40,1,10,BUF 28,3,27,Jon Kitna pass complete to Danny Farmer for 22 yards (tackle by Ahmad Brooks),3.710,5.830
4,8:13,1,10,BUF 28,,,Timeout #2 by Buffalo Bills,3.710,5.830
4,8:13,1,6,BUF 6,9,27,"Jon Kitna middle for 6 yards, touchdown. Penalty on London Fletcher: Defensive Holding (Declined)",5.830,7.000
4,8:13,1,,BUF 6,9,27,"Two Point Attempt: Corey Dillon middle, conversion fails",1.000,-1.000
4,8:13,,,CIN 30,9,27,"Neil Rackers kicks onside 25 yards, recovered by Sammy Morris. Penalty on Marquand Manuel: Offside on Free Kick (Declined)",0.000,-1.930
4,7:51,1,10,BUF 45,9,27,Travis Henry middle for 4 yards (tackle by JoJuan Armour and Bernard Whittington),1.930,1.920
4,7:20,2,6,BUF 49,9,27,Travis Henry left tackle for no gain (tackle by Brian Simmons and Takeo Spikes),1.920,1.220
4,6:48,3,6,BUF 49,9,27,Drew Bledsoe pass complete to Jay Riemersma for 15 yards (tackle by Marquand Manuel and Jason Perry),1.220,3.180
4,6:01,1,10,CIN 36,9,27,Joe Burns middle for 6 yards (tackle by Glen Steele),3.180,3.450
4,5:21,2,4,CIN 30,9,27,Joe Burns right end for -2 yards (tackle by Canute Curtis),3.450,2.480
4,4:39,3,6,CIN 32,9,27,Drew Bledsoe pass complete to Larry Centers for 1 yard (tackle by Jeff Burris),2.480,1.350
4,3:59,4,5,CIN 31,9,27,"Drew Bledsoe pass complete to Josh Reed for 16 yards (tackle by Jeff Burris). Josh Reed fumbles (forced by Jeff Burris), recovered by Jeff Burris at CIN-14",1.350,-1.990
4,3:41,1,10,CIN 46,9,27,Jon Kitna pass complete to Danny Farmer for 5 yards (tackle by Ahmad Brooks),1.990,2.130
4,3:19,2,5,BUF 49,9,27,Jon Kitna pass incomplete intended for Danny Farmer is intercepted by Nate Clements at BUF-32 and returned for 42 yards,2.130,-3.840
4,3:05,1,10,CIN 26,9,27,"Travis Henry middle for 6 yards (tackle by Brian Simmons). Penalty on Trey Teague: Offensive Holding, 10 yards (no play)",3.840,3.180
4,2:58,1,20,CIN 36,9,27,Travis Henry right tackle for no gain (tackle by Bernard Whittington and Justin Smith),3.180,1.950
4,2:15,2,20,CIN 36,9,27,Drew Bledsoe pass complete to Travis Henry for -1 yards (tackle by Bernard Whittington and Jason Perry),1.950,1.160
4,1:50,3,21,CIN 37,9,27,"Travis Henry left end for 6 yards (tackle by Takeo Spikes). Travis Henry fumbles (forced by Takeo Spikes), recovered by Jason Perry at CIN-31 and returned for 15 yards (tackle by Jay Riemersma)",1.160,-1.990
4,1:48,1,10,CIN 46,9,27,"Jon Kitna pass complete to Peter Warrick for 11 yards (tackle by Nate Clements). Penalty on London Fletcher: Unsportsmanlike Conduct, 15 yards",1.990,3.710
4,1:42,1,10,BUF 28,9,27,Corey Dillon right end for 6 yards (tackle by London Fletcher),3.710,3.980
4,1:37,2,4,BUF 22,9,27,Jon Kitna pass incomplete intended for Danny Farmer is intercepted by Ahmad Brooks at BUF-15 and returned for 13 yards,3.980,-0.810
4,1:29,1,10,BUF 28,9,27,Joe Burns middle for no gain (tackle by JoJuan Armour),0.810,0.260
4,1:29,2,10,BUF 28,9,27,Joe Burns left guard for 3 yards (tackle by Brian Simmons and Tony Williams),0.260,-0.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
