Quarter,Time,Down,ToGo,Location,WAS,NWE,Detail,EPB,EPA
1,,,,NWE 30,0,7,"Stephen Gostkowski kicks off 69 yards, returned by Ladell Betts for 26 yards (tackle by Larry Izzo). Penalty on Rocky McIntosh: Offensive Holding, 10 yards",0.000,-0.220
1,3:40,1,10,WAS 15,0,7,Jason Campbell pass complete short right to Santana Moss for 4 yards (tackle by Tedy Bruschi),-0.220,-0.110
1,3:01,2,6,WAS 19,0,7,Clinton Portis right guard for 2 yards (tackle by Rosevelt Colvin and Vince Wilfork),-0.110,-0.630
1,2:18,3,4,WAS 21,0,7,Jason Campbell pass incomplete short right intended for Santana Moss (defended by Asante Samuel),-0.630,-1.960
1,2:13,4,4,WAS 21,0,7,Derrick Frost punts 45 yards,-1.960,-1.200
1,2:03,1,10,NWE 34,0,7,Laurence Maroney right end for 5 yards (tackle by Anthony Montgomery and Pierson Prioleau),1.200,1.330
1,1:26,2,5,NWE 39,0,7,Tom Brady pass complete short middle to Wes Welker for 7 yards (tackle by London Fletcher),1.330,1.990
1,0:48,1,10,NWE 46,0,7,Tom Brady pass incomplete deep right intended for Randy Moss (defended by London Fletcher),1.990,1.450
1,0:41,2,10,NWE 46,0,7,Laurence Maroney right tackle for 3 yards (tackle by Rocky McIntosh and Kedric Golston),1.450,1.160
1,0:04,3,7,NWE 49,0,7,Tom Brady pass incomplete deep left intended for Jabar Gaffney,1.160,-0.130
Quarter,Time,Down,ToGo,Location,WAS,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,7,NWE 49,0,7,Chris Hanson punts 39 yards,-0.130,0.350
2,14:51,1,10,WAS 12,0,7,Jason Campbell pass incomplete short left intended for James Thrash,-0.350,-0.780
2,14:48,2,10,WAS 12,0,7,Clinton Portis left tackle for 7 yards (tackle by Rodney Harrison and James Sanders),-0.780,-0.600
2,14:05,3,3,WAS 19,0,7,Jason Campbell pass complete short left to Santana Moss for 8 yards (tackle by Ellis Hobbs),-0.600,0.740
2,13:39,1,10,WAS 27,0,7,Antwaan Randle El pass incomplete deep right intended for Chris Cooley,0.740,0.200
2,13:33,2,10,WAS 27,0,7,Jason Campbell pass incomplete deep left intended for Antwaan Randle El (defended by Ellis Hobbs),0.200,-0.490
2,13:28,3,10,WAS 27,0,7,Jason Campbell pass incomplete short right intended for Santana Moss,-0.490,-1.570
2,13:24,4,10,WAS 27,0,7,"Derrick Frost punts 40 yards, fair catch by Wes Welker",-1.570,-1.140
2,13:17,1,10,NWE 33,0,7,Tom Brady pass complete short middle to Wes Welker for 6 yards (tackle by London Fletcher),1.140,1.400
2,12:44,2,4,NWE 39,0,7,Tom Brady pass complete short right to Wes Welker for 8 yards (tackle by Pierson Prioleau),1.400,2.060
2,12:14,1,10,NWE 47,0,7,Laurence Maroney right end for 7 yards (tackle by Cornelius Griffin and LaRon Landry),2.060,2.460
2,11:37,2,3,WAS 46,0,7,Kevin Faulk left end for 7 yards (tackle by Leigh Torrence and London Fletcher),2.460,2.980
2,10:59,1,10,WAS 39,0,7,Tom Brady pass complete short right to Kevin Faulk for 11 yards (tackle by LaRon Landry),2.980,3.710
2,10:21,1,10,WAS 28,0,7,"Penalty on Kyle Brady: False Start, 5 yards (no play)",3.710,3.380
2,10:04,1,15,WAS 33,0,7,Tom Brady pass complete short right to Kevin Faulk for 3 yards (tackle by Shawn Springs),3.380,2.900
2,9:24,2,12,WAS 30,0,7,Tom Brady pass complete short left to Laurence Maroney for 25 yards (tackle by LaRon Landry),2.900,6.060
2,8:52,1,5,WAS 5,0,7,Laurence Maroney right guard for 3 yards (tackle by Anthony Montgomery),6.060,5.720
2,8:12,2,2,WAS 2,0,13,"Tom Brady pass complete short right to Mike Vrabel for 2 yards, touchdown",5.720,7.000
2,,,,WAS 2,0,14,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,0,14,"Stephen Gostkowski kicks off 62 yards, returned by Ladell Betts for 14 yards (tackle by LeKevin Smith)",0.000,0.410
2,8:05,1,10,WAS 22,0,14,Clinton Portis up the middle for 2 yards (tackle by Vince Wilfork and Tedy Bruschi),0.410,0.140
2,7:32,2,8,WAS 24,0,14,Clinton Portis left end for 3 yards (tackle by Tedy Bruschi),0.140,-0.160
2,6:52,3,5,WAS 27,0,14,"Jason Campbell sacked by Mike Vrabel for -8 yards. Jason Campbell fumbles (forced by Mike Vrabel), recovered by Ty Warren at WAS-21 (tackle by Pete Kendall). Penalty on Chris Samuels: Offensive Holding (Declined)",-0.160,-4.170
2,6:42,1,10,WAS 21,0,14,Tom Brady pass incomplete short right intended for Kevin Faulk,4.170,3.630
2,6:37,2,10,WAS 21,0,14,Heath Evans right tackle for 3 yards (tackle by Anthony Montgomery and Cornelius Griffin),3.630,3.310
2,5:53,3,7,WAS 18,0,14,Tom Brady pass incomplete short right intended for Randy Moss,3.310,2.250
2,5:49,4,7,WAS 18,0,17,Stephen Gostkowski 36 yard field goal good,2.250,3.000
2,,,,NWE 30,0,17,"Stephen Gostkowski kicks off 59 yards, returned by Ladell Betts for 17 yards (tackle by Kyle Eckel)",0.000,0.810
2,5:40,1,10,WAS 28,0,17,Ladell Betts left tackle for 6 yards (tackle by Junior Seau and Ty Warren),0.810,1.070
2,5:03,2,4,WAS 34,0,17,"Jason Campbell pass complete short left to Chris Cooley for 13 yards (tackle by Junior Seau). Penalty on Jason Fabini: Offensive Holding, 10 yards (no play)",1.070,-0.280
2,4:33,2,14,WAS 24,0,17,Jason Campbell pass incomplete deep right intended for James Thrash is intercepted by Asante Samuel at NWE-40,-0.280,-1.600
2,4:26,1,10,NWE 40,0,17,"Tom Brady sacked by Phillip Daniels for -3 yards. Tom Brady fumbles (forced by Phillip Daniels), recovered by Andre Carter at NWE-45",1.600,-2.590
2,4:18,1,10,NWE 45,0,17,Ladell Betts right tackle for 4 yards (tackle by Junior Seau and Tedy Bruschi),2.590,2.580
2,3:45,2,6,NWE 41,0,17,Mike Sellers up the middle for 4 yards (tackle by Tedy Bruschi and Mike Vrabel),2.580,2.410
2,3:06,3,2,NWE 37,0,17,Jason Campbell pass incomplete short right intended for Santana Moss,2.410,0.790
2,3:03,4,2,NWE 37,0,17,Jason Campbell pass complete short left to Santana Moss for 8 yards (tackle by Ellis Hobbs),0.790,3.640
2,2:27,1,10,NWE 29,0,17,Jason Campbell pass complete short left to Todd Yoder for 4 yards (tackle by James Sanders),3.640,3.640
2,2:01,2,6,NWE 25,0,17,Clinton Portis right guard for 2 yards (tackle by Junior Seau and Vince Wilfork),3.640,3.200
2,1:55,3,4,NWE 23,0,17,"Jason Campbell sacked by Mike Vrabel for -7 yards. Jason Campbell fumbles (forced by Mike Vrabel), recovered by Ty Warren at NWE-27 (tackle by Jason Fabini)",3.200,-0.740
2,1:49,1,10,NWE 27,0,17,Tom Brady pass complete short middle to Kyle Brady for 19 yards (tackle by Rocky McIntosh),0.740,1.990
2,1:24,1,10,NWE 46,0,17,Tom Brady pass complete short right to Kevin Faulk for 9 yards (tackle by London Fletcher),1.990,2.670
2,1:00,2,1,WAS 45,0,17,Tom Brady pass incomplete short left intended for Kevin Faulk,2.670,1.950
2,0:55,3,1,WAS 45,0,17,"Penalty on Logan Mankins: False Start, 5 yards (no play)",1.950,1.290
2,0:55,3,6,,0,17,Tom Brady for 7 yards,1.290,2.720
2,0:49,1,10,WAS 43,0,17,Tom Brady pass complete short left to Kevin Faulk for 12 yards (tackle by London Fletcher),2.720,3.510
2,0:41,,,,0,17,Timeout #1 by New England Patriots,0.000,3.510
2,0:41,1,10,WAS 31,0,17,Tom Brady pass complete short middle to Wes Welker for 15 yards (tackle by London Fletcher),3.510,4.510
2,0:33,,,,0,17,Timeout #2 by New England Patriots,0.000,4.510
2,0:33,1,10,WAS 16,0,17,Tom Brady pass complete short middle to Wes Welker for 10 yards (tackle by David Macklin),4.510,5.830
2,0:20,1,6,WAS 6,0,23,"Tom Brady pass complete short left to Randy Moss for 6 yards, touchdown",5.830,7.000
2,,,,WAS 2,0,24,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,0,24,"Stephen Gostkowski kicks off 40 yards, returned by Lorenzo Alexander for 10 yards (tackle by Kyle Eckel)",0.000,1.600
2,0:14,1,10,WAS 40,0,24,Jason Campbell pass complete short right to Clinton Portis for 8 yards (tackle by Vince Wilfork),1.600,2.130
2,0:05,,,,0,24,Timeout #1 by Washington Redskins,0.000,2.130
2,0:05,2,2,WAS 48,0,24,Jason Campbell pass complete short right to Clinton Portis for 25 yards (tackle by Randall Gay),2.130,3.780
Quarter,Time,Down,ToGo,Location,WAS,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,0,24,"Shaun Suisham kicks off 61 yards, returned by Ellis Hobbs for 22 yards (tackle by LaRon Landry). Penalty on Larry Izzo: Offensive Holding, 10 yards",0.000,-0.220
3,14:54,1,10,NWE 15,0,24,Laurence Maroney left tackle for 3 yards (tackle by Andre Carter and Anthony Montgomery),-0.220,-0.280
3,14:18,2,7,NWE 18,0,24,Tom Brady pass complete short right to Donte Stallworth for 22 yards (tackle by H.B. Blades),-0.280,1.600
3,13:36,1,10,NWE 40,0,24,Tom Brady pass complete short left to Laurence Maroney for 12 yards (tackle by London Fletcher),1.600,2.390
3,12:59,1,10,WAS 48,0,24,Laurence Maroney left guard for 7 yards (tackle by Sean Taylor and Leigh Torrence),2.390,2.790
3,12:13,2,3,WAS 41,0,24,Tom Brady pass complete short left to Donte Stallworth for 4 yards (tackle by LaRon Landry),2.790,3.120
3,11:36,1,10,WAS 37,0,24,Tom Brady pass complete short middle to Wes Welker for 11 yards (tackle by London Fletcher),3.120,3.840
3,10:59,1,10,WAS 26,0,24,Kevin Faulk up the middle for 4 yards (tackle by Phillip Daniels and LaRon Landry),3.840,3.840
3,10:23,2,6,WAS 22,0,24,Laurence Maroney left end for 9 yards (tackle by LaRon Landry and Leigh Torrence),3.840,4.710
3,9:35,1,10,WAS 13,0,24,Tom Brady pass complete short middle to Jabar Gaffney for 7 yards (tackle by LaRon Landry),4.710,5.340
3,8:53,2,3,WAS 6,0,24,Tom Brady pass complete short middle to Jabar Gaffney for 4 yards (tackle by LaRon Landry),5.340,6.740
3,8:11,1,2,WAS 2,0,24,Tom Brady pass incomplete short left intended for Marcellus Rivers,6.740,5.720
3,8:05,2,2,WAS 2,0,24,Heath Evans left guard for no gain (tackle by H.B. Blades and London Fletcher),5.720,4.950
3,7:20,,,,0,24,Timeout #1 by New England Patriots,0.000,4.950
3,7:20,3,2,WAS 2,0,30,"Tom Brady up the middle for 2 yards, touchdown",4.950,7.000
3,,,,WAS 2,0,31,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,0,31,"Stephen Gostkowski kicks off 70 yards, touchback",0.000,0.280
3,7:14,1,10,WAS 20,0,31,Jason Campbell pass complete short left to Antwaan Randle El for 6 yards (tackle by Mike Vrabel),0.280,0.540
3,6:36,2,4,WAS 26,0,31,Clinton Portis right end for -5 yards (tackle by Mike Vrabel and Rosevelt Colvin),0.540,-0.820
3,5:54,3,9,WAS 21,0,37,"Jason Campbell sacked by Mike Vrabel for -10 yards. Jason Campbell fumbles (forced by Mike Vrabel), recovered by Rosevelt Colvin at WAS-11 and returned for 11 yards, touchdown",-0.820,-7.000
3,,,,WAS 2,0,38,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,0,38,Stephen Gostkowski kicks off 60 yards,0.000,1.600
3,5:47,1,10,WAS 40,0,38,Jason Campbell pass complete short left to Clinton Portis for 9 yards (tackle by Mike Vrabel),1.600,2.270
3,5:06,2,1,WAS 49,0,38,Clinton Portis right guard for 4 yards (tackle by Tedy Bruschi and Adalius Thomas),2.270,2.460
3,4:29,1,10,NWE 47,0,38,Jason Campbell pass complete deep left to Antwaan Randle El for 28 yards (tackle by Ellis Hobbs),2.460,4.310
3,3:49,1,10,NWE 19,0,38,Jason Campbell right end for 7 yards (tackle by Adalius Thomas),4.310,4.920
3,3:17,2,3,NWE 12,0,38,"Penalty on Chris Samuels: False Start, 5 yards (no play)",4.920,4.030
3,2:54,2,8,NWE 17,0,38,Jason Campbell pass complete short left to Chris Cooley for 4 yards (tackle by Mike Vrabel),4.030,3.960
3,2:11,3,4,NWE 13,0,38,Jason Campbell pass incomplete short left intended for Chris Cooley (defended by Rodney Harrison),3.960,2.640
3,2:07,4,4,NWE 13,0,38,Jason Campbell pass complete short right to Santana Moss for 1 yard (tackle by James Sanders),2.640,0.350
3,2:02,1,10,NWE 12,0,38,Heath Evans up the middle for 3 yards (tackle by Kedric Golston and Demetric Evans),-0.350,-0.500
3,1:21,2,7,NWE 15,0,38,Tom Brady pass complete short left to Randy Moss for 6 yards,-0.500,-0.370
3,0:48,3,1,NWE 21,0,38,Laurence Maroney left tackle for 2 yards (tackle by H.B. Blades),-0.370,0.480
3,0:05,1,10,NWE 23,0,38,Tom Brady pass incomplete short left intended for Marcellus Rivers,0.480,-0.070
3,0:02,2,10,NWE 23,0,38,"Tom Brady pass complete short middle to Jabar Gaffney for 21 yards (tackle by LaRon Landry). Penalty on Wes Welker: Offensive Pass Interference, 10 yards (no play)",-0.070,-1.500
Quarter,Time,Down,ToGo,Location,WAS,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,20,NWE 13,0,38,Tom Brady pass complete short left to Wes Welker for 11 yards (tackle by Khary Campbell),-1.500,-0.630
4,14:17,3,9,NWE 24,0,38,Tom Brady pass complete short left to Donte Stallworth for 15 yards (tackle by London Fletcher),-0.630,1.530
4,13:34,1,10,NWE 39,0,38,Heath Evans right guard for 10 yards (tackle by Sean Taylor),1.530,2.190
4,12:50,1,10,NWE 49,0,38,Tom Brady pass complete deep right to Randy Moss for 35 yards (tackle by Shawn Springs),2.190,4.510
4,12:25,1,10,WAS 16,0,38,Heath Evans left end for 8 yards (tackle by David Macklin and LaRon Landry),4.510,5.350
4,11:44,2,2,WAS 8,0,38,Tom Brady pass incomplete short right intended for Donte Stallworth,5.350,4.620
4,11:37,3,2,WAS 8,0,38,"Penalty on Dan Koppen: False Start, 5 yards (no play)",4.620,3.540
4,11:37,,,,0,38,Timeout #2 by New England Patriots,0.000,3.540
4,11:37,3,7,WAS 13,0,38,Kevin Faulk right guard for 6 yards (tackle by Leigh Torrence and Marcus Washington),3.540,3.010
4,11:02,4,1,WAS 7,0,38,Tom Brady left guard for 2 yards (tackle by LaRon Landry and Pierson Prioleau),3.010,6.060
4,10:17,1,5,WAS 5,0,38,"Penalty on Randy Moss: False Start, 5 yards (no play)",6.060,4.910
4,9:54,1,10,WAS 10,0,38,Kevin Faulk up the middle for 8 yards (tackle by David Macklin and Sean Taylor),4.910,5.720
4,9:09,2,2,WAS 2,0,44,"Tom Brady pass complete short left to Wes Welker for 2 yards, touchdown",5.720,7.000
4,,,,WAS 2,0,45,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 30,0,45,"Stephen Gostkowski kicks off 65 yards, returned by Ladell Betts for 30 yards (tackle by Heath Evans). Penalty on Reed Doughty: Illegal Block Above the Waist, 10 yards",0.000,-0.350
4,8:58,1,10,WAS 12,0,45,Jason Campbell pass incomplete short right intended for Clinton Portis,-0.350,-0.780
4,8:53,2,10,WAS 12,0,45,Jason Campbell pass incomplete deep left intended for Antwaan Randle El,-0.780,-1.420
4,8:47,3,10,WAS 12,0,45,Jason Campbell pass incomplete deep middle intended for Chris Cooley,-1.420,-2.490
4,8:41,4,10,WAS 12,0,45,Derrick Frost punts 33 yards,-2.490,-2.590
4,8:30,1,10,WAS 45,0,45,Kyle Eckel left tackle for 1 yard (tackle by Randall Godfrey and Anthony Montgomery),2.590,2.180
4,7:55,2,9,WAS 44,0,45,Matt Cassel pass complete short left to Jabar Gaffney for 7 yards (tackle by Leigh Torrence),2.180,2.410
4,7:20,3,2,WAS 37,0,45,Matt Cassel pass incomplete short right intended for Donte Stallworth,2.410,0.790
4,7:16,4,2,WAS 37,0,45,Matt Cassel pass complete short left to Jabar Gaffney for 21 yards (tackle by Leigh Torrence),0.790,4.510
4,6:38,1,10,WAS 16,0,45,Kyle Eckel right guard for 1 yard (tackle by Anthony Montgomery and Lorenzo Alexander),4.510,4.050
4,6:01,2,9,WAS 15,0,51,"Matt Cassel right end for 15 yards, touchdown",4.050,7.000
4,,,,WAS 2,0,52,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 30,0,52,"Stephen Gostkowski kicks off 69 yards, returned by Ladell Betts for 36 yards (tackle by Pierre Woods)",0.000,1.400
4,5:46,1,10,WAS 37,0,52,Jason Campbell pass complete short left to Clinton Portis for 3 yards (tackle by Mike Vrabel),1.400,1.260
4,5:21,2,7,WAS 40,0,52,Jason Campbell pass complete short middle to Clinton Portis for 9 yards (tackle by Tedy Bruschi),1.260,2.190
4,4:59,1,10,WAS 49,0,52,Jason Campbell pass complete short left to Santana Moss for 5 yards (tackle by Asante Samuel),2.190,2.320
4,4:39,2,5,NWE 46,0,52,Jason Campbell pass complete short left to Todd Yoder for 10 yards (tackle by Tedy Bruschi),2.320,3.180
4,4:14,1,10,NWE 36,0,52,Jason Campbell pass complete short left to Todd Yoder for 9 yards (tackle by Rashad Baker),3.180,3.850
4,3:51,2,1,NWE 27,0,52,Clinton Portis up the middle for 2 yards (tackle by Junior Seau and Mike Vrabel),3.850,3.910
4,3:31,1,10,NWE 25,0,52,Jason Campbell pass complete short right to Santana Moss for 15 yards (tackle by Asante Samuel),3.910,4.910
4,3:08,1,10,NWE 10,0,52,"Penalty on Casey Rabach: False Start, 5 yards (no play)",4.910,4.370
4,3:07,1,15,NWE 15,6,52,"Jason Campbell pass complete short left to Chris Cooley for 15 yards, touchdown",4.370,7.000
4,,,,NWE 2,7,52,Shaun Suisham kicks extra point good,0.000,0.000
4,,,,WAS 30,7,52,"Shaun Suisham kicks onside 14 yards, recovered by Mike Vrabel and returned for 3 yards",0.000,2.850
4,2:56,1,10,WAS 41,7,52,Kyle Eckel left end for 1 yard (tackle by Lorenzo Alexander and Chris Wilson),2.850,2.440
4,2:15,2,9,WAS 40,7,52,Kyle Eckel right tackle for -1 yards (tackle by Demetric Evans and H.B. Blades),2.440,1.620
4,2:00,3,10,WAS 41,7,52,Matt Gutierrez right end for -9 yards (tackle by Demetric Evans),1.620,-0.060
4,1:16,4,19,,7,52,Chris Hanson punts 47 yards,-0.060,0.380
4,1:06,1,10,WAS 3,7,52,Ladell Betts up the middle for -1 yards (tackle by Rosevelt Colvin and James Sanders),-0.380,-0.850
4,0:43,2,11,WAS 2,7,52,Jason Campbell pass incomplete short right intended for Santana Moss,-0.850,-1.540
4,0:39,3,11,WAS 2,7,52,Jason Campbell pass incomplete deep middle intended for Antwaan Randle El,-1.540,-2.490
4,0:30,,,,7,52,Timeout #1 by Washington Redskins,0.000,-2.490
4,0:30,4,11,WAS 2,7,52,Derrick Frost punts 33 yards,-2.490,-3.250
4,0:22,1,10,WAS 35,7,52,Matt Gutierrez kneels for -1 yards,3.250,2.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
