Quarter,Time,Down,ToGo,Location,MIN,SEA,Detail,EPB,EPA
2,,,,SEA 30,3,10,"Josh Brown kicks off 62 yards, returned by Bethel Johnson for 18 yards (tackle by Oliver Celestin). Penalty on Mike Rosenthal: Offensive Holding, 10 yards",0.000,-0.140
2,14:06,1,10,MIN 16,3,10,Chester Taylor left guard for 4 yards (tackle by LeRoy Hill and Chartric Darby),-0.140,0.010
2,13:31,2,6,MIN 20,3,10,Brad Johnson pass complete deep right to Travis Taylor for 16 yards (tackle by Ken Hamlin),0.010,1.330
2,12:56,1,10,MIN 36,3,10,Chester Taylor left tackle for 6 yards (tackle by Chartric Darby),1.330,1.600
2,12:17,2,4,MIN 42,3,10,Brad Johnson pass complete short middle to Billy McMullen for 9 yards (tackle by Ken Hamlin),1.600,2.320
2,11:37,1,10,SEA 49,3,10,"Brad Johnson pass incomplete intended for Billy McMullen. Penalty on Marcus Trufant: Defensive Pass Interfere (Offsetting), Penalty on Artis Hicks: Offensive Holding (Offsetting) (no play)",2.320,2.320
2,11:30,1,10,SEA 49,3,10,Brad Johnson pass complete short right to Jim Kleinsasser for 3 yards (tackle by Michael Boulware),2.320,2.190
2,10:48,2,7,SEA 46,3,10,Brad Johnson pass complete short left to Marcus Robinson for 6 yards (tackle by Marcus Trufant),2.190,2.280
2,10:09,3,1,SEA 40,3,10,Chester Taylor middle for 7 yards (tackle by Julian Peterson and Ken Hamlin),2.280,3.380
2,9:31,1,10,SEA 33,3,10,Chester Taylor left end for 1 yard (tackle by Grant Wistrom),3.380,2.970
2,8:50,2,9,SEA 32,3,10,"Brad Johnson sacked by LeRoy Hill for -9 yards. Bethel Johnson fumbles (forced by LeRoy Hill), recovered by Mewelde Moore at SEA-40",2.970,1.220
2,8:03,,,,3,10,Timeout #1 by Minnesota Vikings,0.000,1.220
2,8:03,3,17,SEA 40,9,10,"Brad Johnson pass complete deep right to Marcus Robinson for 40 yards, touchdown",1.220,7.000
2,,,,SEA 2,10,10,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,10,10,"Ryan Longwell kicks off 64 yards, returned by Willie Ponder for 22 yards (tackle by Jason Glenn)",0.000,0.810
2,7:49,1,10,SEA 28,10,10,Maurice Morris left tackle for 3 yards (tackle by Ben Leber and Dwight Smith),0.810,0.670
2,7:11,2,7,SEA 31,10,10,Matt Hasselbeck pass incomplete short left intended for Maurice Morris,0.670,-0.030
2,7:06,3,7,SEA 31,10,10,Matt Hasselbeck pass complete short left to Darrell Jackson for 9 yards (tackle by Dwight Smith),-0.030,1.600
2,6:37,1,10,SEA 40,10,10,Maurice Morris right end for 1 yard (tackle by Pat Williams),1.600,1.190
2,6:00,2,9,SEA 41,10,10,Matt Hasselbeck pass incomplete short right intended for Darrell Jackson (defended by Kevin Williams),1.190,0.500
2,5:58,3,9,SEA 41,10,10,Matt Hasselbeck sacked by E.J. Henderson and Napoleon Harris for -10 yards,0.500,-1.310
2,5:29,4,19,SEA 31,10,10,"Ryan Plackemeier punts 50 yards, returned by Mewelde Moore for 40 yards (tackle by Derek Rackley)",-1.310,-2.850
2,5:12,1,10,SEA 41,10,10,Brad Johnson left end for 4 yards (tackle by Julian Peterson),2.850,2.850
2,4:29,2,6,SEA 37,10,10,Chester Taylor left guard for 2 yards (tackle by Russell Davis),2.850,2.410
2,3:48,3,4,SEA 35,10,10,Brad Johnson pass complete short right to Chester Taylor for -3 yards (tackle by Julian Peterson and Lofa Tatupu),2.410,0.720
2,3:00,,,,10,10,Timeout #2 by Minnesota Vikings,0.000,0.720
2,3:00,4,7,SEA 38,10,10,Brad Johnson pass incomplete short left intended for Billy McMullen,0.720,-1.470
2,2:56,1,10,SEA 38,10,10,Matt Hasselbeck pass incomplete deep left intended for D.J. Hackett,1.470,0.920
2,2:50,2,10,SEA 38,10,10,Mack Strong right tackle for 3 yards (tackle by Darren Sharper),0.920,0.630
2,2:04,3,7,SEA 41,10,10,Matt Hasselbeck pass incomplete deep right intended for Nate Burleson,0.630,-0.650
2,1:59,4,7,SEA 41,10,10,"Ryan Plackemeier punts 36 yards, returned by Mewelde Moore for 7 yards (tackle by Kevin Bentley)",-0.650,-0.940
2,1:50,1,10,MIN 30,10,10,Chester Taylor middle for 4 yards (tackle by Ken Hamlin and Marcus Tubbs),0.940,0.930
2,1:10,2,6,MIN 34,10,10,"Penalty on Bryce Fisher: Defensive Offside, 5 yards (no play)",0.930,1.610
2,1:10,2,1,MIN 39,10,10,Brad Johnson sacked by Julian Peterson for -6 yards,1.610,0.100
2,0:24,3,7,MIN 33,10,10,Brad Johnson pass complete short right to Travis Taylor for 9 yards,0.100,1.730
2,0:18,1,10,MIN 42,10,10,Brad Johnson pass complete short right to Mewelde Moore for 5 yards (tackle by Kelly Jennings),1.730,1.860
2,0:13,2,5,MIN 47,10,10,Brad Johnson pass incomplete deep left intended for Marcus Robinson (defended by Marcus Trufant),1.860,1.160
2,0:06,,,,10,10,Timeout #3 by Minnesota Vikings,0.000,1.160
2,0:06,3,5,MIN 47,10,10,Brad Johnson sacked by Julian Peterson for -11 yards,1.160,-0.980
Quarter,Time,Down,ToGo,Location,MIN,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,10,10,"Ryan Longwell kicks off 61 yards, returned by Willie Ponder for 24 yards (tackle by Heath Farwell)",0.000,1.140
3,14:54,1,10,SEA 33,10,10,Matt Hasselbeck pass incomplete deep right intended for Darrell Jackson,1.140,0.590
3,14:49,2,10,SEA 33,10,10,Matt Hasselbeck sacked by Darrion Scott for -5 yards,0.590,-0.760
3,14:19,3,15,SEA 28,10,10,Matt Hasselbeck pass incomplete short left intended for Josh Parry (defended by Napoleon Harris),-0.760,-1.500
3,14:13,4,15,SEA 28,10,10,"Ryan Plackemeier punts 54 yards, returned by Mewelde Moore for 13 yards (tackle by Kevin Bentley)",-1.500,-1.000
3,14:01,1,10,MIN 31,10,10,Chester Taylor right guard for 2 yards (tackle by Rocky Bernard and Julian Peterson),1.000,0.730
3,13:24,2,8,MIN 33,10,10,Bethel Johnson left end for 4 yards (tackle by Julian Peterson and Lofa Tatupu),0.730,0.560
3,12:41,3,4,MIN 37,10,10,Brad Johnson pass complete short left to Chester Taylor for 9 yards (tackle by Marcus Trufant),0.560,1.990
3,12:12,1,10,MIN 46,10,10,Brad Johnson pass complete deep right to Marcus Robinson for 28 yards (tackle by Kelly Herndon),1.990,3.840
3,11:28,1,10,SEA 26,10,10,Chester Taylor middle for 4 yards (tackle by Marcus Trufant and Michael Boulware),3.840,3.840
3,10:46,2,6,SEA 22,10,10,Brad Johnson pass complete short middle to Richard Owens for 15 yards (tackle by Ken Hamlin and Julian Peterson),3.840,5.600
3,10:07,1,7,SEA 7,10,10,"Chester Taylor right guard for 4 yards (tackle by Lofa Tatupu). Penalty on Marcus Johnson: Offensive Holding, 10 yards (no play)",5.600,4.260
3,9:42,1,17,SEA 17,10,10,Brad Johnson pass complete short right to Chester Taylor for 2 yards (tackle by Kelly Herndon),4.260,3.460
3,9:02,2,15,SEA 15,10,10,Brad Johnson pass incomplete short middle intended for Mewelde Moore (defended by Lofa Tatupu),3.460,2.930
3,8:57,3,15,SEA 15,16,10,"Mewelde Moore pass complete to Jermaine Wiggins for 15 yards, touchdown",2.930,7.000
3,,,,SEA 2,17,10,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 30,17,10,"Ryan Longwell kicks off 62 yards, returned by Willie Ponder for 13 yards (tackle by Artose Pinner)",0.000,0.340
3,8:45,1,10,SEA 21,17,10,Maurice Morris left tackle for 1 yard (tackle by Darrion Scott),0.340,-0.070
3,8:11,2,9,SEA 22,17,10,Seneca Wallace pass incomplete short middle intended for Deion Branch,-0.070,-0.760
3,8:06,3,9,SEA 22,17,10,Seneca Wallace pass incomplete intended for Darrell Jackson is intercepted by Cedric Griffin at SEA-33,-0.760,-3.380
3,7:56,1,10,SEA 33,17,10,Chester Taylor left tackle for 3 yards (tackle by Julian Peterson and LeRoy Hill),3.380,3.240
3,7:22,2,7,SEA 30,17,10,Chester Taylor left tackle for -1 yards (tackle by Chartric Darby and Julian Peterson),3.240,2.410
3,6:37,3,8,SEA 31,17,10,Brad Johnson pass complete short left to Marcus Robinson for 3 yards (tackle by Kelly Herndon),2.410,1.630
3,5:58,4,5,SEA 28,17,10,Ryan Longwell 46 yard field goal no good,1.630,-1.330
3,5:54,1,10,SEA 36,17,10,Maurice Morris middle for 1 yard (tackle by Kevin Williams),1.330,0.930
3,5:21,2,9,SEA 37,17,10,Seneca Wallace pass incomplete short right intended for Maurice Morris,0.930,0.230
3,5:18,3,9,SEA 37,17,10,Seneca Wallace pass incomplete short left intended for Nate Burleson,0.230,-0.910
3,5:15,4,9,SEA 37,17,10,Ryan Plackemeier punts 58 yards,-0.910,0.380
3,5:06,1,10,MIN 5,23,10,"Chester Taylor left end for 95 yards, touchdown",-0.380,7.000
3,,,,SEA 2,24,10,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 30,24,10,"Ryan Longwell kicks off 70 yards, touchback",0.000,0.280
3,4:50,1,10,SEA 20,24,10,Seneca Wallace pass complete short left to Deion Branch for 23 yards (tackle by Fred Smoot),0.280,1.800
3,4:21,1,10,SEA 43,24,10,Seneca Wallace pass incomplete short right intended for Jerramy Stevens (defended by Darrion Scott),1.800,1.250
3,4:15,2,10,SEA 43,24,10,Seneca Wallace pass complete deep right to Darrell Jackson for 18 yards (tackle by Antoine Winfield),1.250,2.980
3,3:33,1,10,MIN 39,24,10,Seneca Wallace pass complete short left to Mack Strong for 6 yards (tackle by E.J. Henderson),2.980,3.250
3,2:59,2,4,MIN 33,24,10,"Seneca Wallace for no gain. Seneca Wallace fumbles, recovered by Seneca Wallace at MIN-35",3.250,2.280
3,2:28,3,6,MIN 35,24,10,Seneca Wallace pass complete short left to Darrell Jackson for 10 yards (tackle by Dwight Smith and Napoleon Harris),2.280,3.910
3,1:42,,,,24,10,Timeout #1 by Seattle Seahawks,0.000,3.910
3,1:42,1,10,MIN 25,24,10,Maurice Morris left tackle for 4 yards (tackle by E.J. Henderson and Dwight Smith),3.910,3.900
3,1:04,2,6,MIN 21,24,10,Seneca Wallace pass complete short right to Darrell Jackson for 7 yards (tackle by Antoine Winfield),3.900,4.650
3,0:28,1,10,MIN 14,24,10,Seneca Wallace sacked by Kevin Williams for 0 yards,4.650,4.000
Quarter,Time,Down,ToGo,Location,MIN,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,MIN 14,24,10,Maurice Morris right end for 6 yards (tackle by E.J. Henderson),4.000,4.280
4,14:20,3,4,MIN 8,24,10,Seneca Wallace pass incomplete short right intended for Darrell Jackson,4.280,2.980
4,14:15,4,4,MIN 8,24,13,Josh Brown 26 yard field goal good,2.980,3.000
4,,,,SEA 30,24,13,"Josh Brown kicks off 66 yards, returned by Bethel Johnson for 28 yards (tackle by Josh Scobey)",0.000,1.070
4,14:06,1,10,MIN 32,24,13,Chester Taylor left guard for 3 yards (tackle by Kelly Herndon),1.070,0.930
4,13:32,2,7,MIN 35,24,13,Brad Johnson pass incomplete short middle intended for Travis Taylor,0.930,0.230
4,13:28,3,7,MIN 35,24,13,"Brad Johnson sacked by Rocky Bernard for -6 yards. Bethel Johnson fumbles (forced by Rocky Bernard), recovered by Marcus Johnson at MIN-31",0.230,-1.310
4,12:49,4,11,MIN 31,24,13,"Chris Kluwe punts 52 yards, returned by Jimmy Williams for 3 yards (tackle by Jason Glenn)",-1.310,-0.280
4,12:39,1,10,SEA 20,24,13,Maurice Morris left end for -1 yards (tackle by Kenechi Udeze),0.280,-0.460
4,12:05,2,11,SEA 19,24,13,Seneca Wallace pass complete short middle to D.J. Hackett for 9 yards (tackle by E.J. Henderson),-0.460,0.100
4,11:30,3,2,SEA 28,24,13,"Seneca Wallace pass incomplete deep middle intended for Deion Branch. Penalty on Fred Smoot: Illegal Use of Hands, 5 yards (no play)",0.100,1.140
4,11:24,1,10,SEA 33,24,13,Seneca Wallace pass complete short right to Maurice Morris for 4 yards (tackle by Cedric Griffin and Antoine Winfield),1.140,1.130
4,10:51,2,6,SEA 37,24,13,Maurice Morris middle for -2 yards (tackle by Ray Edwards),1.130,0.170
4,10:11,3,8,SEA 35,24,13,Seneca Wallace pass complete short middle to Darrell Jackson for 7 yards (tackle by Fred Smoot),0.170,-0.590
4,9:45,4,1,SEA 42,24,13,Maurice Morris left end for -3 yards (tackle by E.J. Henderson),-0.590,-2.980
4,9:38,1,10,SEA 39,24,13,Chester Taylor left tackle for 5 yards (tackle by Chartric Darby and Marcus Trufant),2.980,3.120
4,8:55,2,5,SEA 34,24,13,Chester Taylor right tackle for 1 yard (tackle by Lofa Tatupu),3.120,2.540
4,8:12,3,4,SEA 33,24,13,Brad Johnson pass incomplete intended for Marcus Robinson,2.540,1.180
4,8:07,4,4,SEA 33,24,13,"Chris Kluwe punts 24 yards, fair catch by Jimmy Williams",1.180,0.380
4,8:00,1,10,SEA 9,24,13,Seneca Wallace pass incomplete deep right intended for Darrell Jackson. Penalty on SEA: Illegal Formation (Declined),-0.380,-0.780
4,7:54,2,10,SEA 9,30,13,"Seneca Wallace sacked by Ben Leber for -8 yards. Seneca Wallace fumbles (forced by Ben Leber), recovered by Kevin Williams at SEA-0, touchdown",-0.780,-7.000
4,,,,SEA 2,31,13,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 30,31,13,"Ryan Longwell kicks off 64 yards, returned by Willie Ponder for 24 yards (tackle by Greg Blue)",0.000,0.940
4,7:41,1,10,SEA 30,31,13,Seneca Wallace pass incomplete short left intended for Maurice Morris,0.940,0.390
4,7:36,2,10,SEA 30,31,13,Maurice Morris left tackle for 1 yard (tackle by Ben Leber),0.390,-0.160
4,6:54,3,9,SEA 31,31,13,"Seneca Wallace middle for 1 yard (tackle by Fred Smoot). Penalty on Walter Jones: Offensive Holding, 10 yards",-0.160,-1.350
4,6:32,3,18,SEA 22,31,13,Seneca Wallace pass incomplete short left intended for Darrell Jackson,-1.350,-1.900
4,6:27,4,18,SEA 22,31,13,"Ryan Plackemeier punts 50 yards, returned by Mewelde Moore for 6 yards (tackle by Kevin Bentley)",-1.900,-1.200
4,6:14,1,10,MIN 34,31,13,Chester Taylor left guard for 3 yards (tackle by Michael Boulware),1.200,1.060
4,5:30,2,7,MIN 37,31,13,"Penalty on SEA: Encroachment, 5 yards (no play)",1.060,1.740
4,5:07,2,2,MIN 42,31,13,Chester Taylor left end for -2 yards (tackle by Lofa Tatupu and Marcus Tubbs),1.740,0.760
4,4:22,3,4,MIN 40,31,13,"Penalty on Rocky Bernard: Encroachment, 5 yards (no play)",0.760,1.930
4,4:20,1,10,MIN 45,31,13,Chester Taylor left guard for 3 yards (tackle by Ken Hamlin),1.930,1.790
4,3:36,2,7,MIN 48,31,13,Chester Taylor left tackle for no gain (tackle by Julian Peterson and Ken Hamlin),1.790,1.090
4,2:50,3,7,MIN 48,31,13,Chester Taylor left guard for 1 yard (tackle by Bryce Fisher),1.090,-0.130
4,2:42,,,,31,13,Timeout #2 by Seattle Seahawks,0.000,-0.130
4,2:42,4,6,MIN 49,31,13,"Chris Kluwe punts 41 yards, fair catch by Jimmy Williams",-0.130,0.380
4,2:34,1,10,SEA 10,31,13,Seneca Wallace pass complete short right to Mack Strong for 4 yards (tackle by Cedric Griffin),-0.380,-0.460
4,2:27,2,6,SEA 14,31,13,Seneca Wallace pass complete short middle to Deion Branch for 13 yards (tackle by Dwight Smith),-0.460,0.740
4,2:09,1,10,SEA 27,31,13,Seneca Wallace pass complete short right to Mack Strong for 6 yards (tackle by Cedric Griffin),0.740,1.010
4,2:00,2,4,SEA 33,31,13,"Seneca Wallace left end for 2 yards. Penalty on Kenechi Udeze: Defensive Offside, 5 yards (no play)",1.010,1.470
4,1:55,1,10,SEA 38,31,13,"Seneca Wallace pass complete short right to Deion Branch for 12 yards (tackle by Cedric Griffin and Darren Sharper). Penalty on Ray Edwards: Roughing the Passer, 15 yards",1.470,3.250
4,1:47,1,10,MIN 35,31,13,Seneca Wallace pass complete short middle to D.J. Hackett for 5 yards (tackle by E.J. Henderson),3.250,3.380
4,1:28,2,5,MIN 30,31,13,Seneca Wallace pass incomplete deep right intended for Deion Branch (defended by Darren Sharper),3.380,2.680
4,1:21,3,5,MIN 30,31,13,Seneca Wallace pass complete to D.J. Hackett for 10 yards (tackle by E.J. Henderson),2.680,4.240
4,0:58,1,10,MIN 20,31,13,Seneca Wallace pass incomplete short middle intended for Deion Branch is intercepted by E.J. Henderson at MIN-12 and returned for 3 yards,4.240,0.220
4,0:53,1,10,MIN 15,31,13,Brad Johnson kneels for -1 yards,-0.220,-0.820
4,0:24,2,11,MIN 14,31,13,Brad Johnson kneels for -1 yards,-0.820,-1.640
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
