Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the opening kickoff.",,
1,15:00,,,PHI 35,0,0,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,DAL 20,0,0,Joseph Randle right end for -1 yards (tackle by Mychal Kendricks),0.280,-0.460
1,14:24,2,11,DAL 19,0,0,"Penalty on Mackenzy Bernadeau: False Start, 5 yards (no play)",-0.460,-1.180
1,14:08,2,16,DAL 14,0,0,Tony Romo sacked by Connor Barwin for -6 yards,-1.180,-2.820
1,13:20,3,22,DAL 8,0,0,Lance Dunbar left end for 8 yards (tackle by Malcolm Jenkins),-2.820,-2.390
1,12:41,4,14,DAL 16,0,0,"Chris Jones punts 59 yards, returned by Darren Sproles for 15 yards (tackle by Damien Wilson)",-2.390,-1.600
1,12:30,1,10,PHI 40,0,0,DeMarco Murray right guard for 1 yard (tackle by Jeremy Mincey),1.600,1.190
1,12:09,2,9,PHI 41,0,0,Sam Bradford pass complete short right to Nelson Agholor for 8 yards (tackle by Sean Lee),1.190,1.550
1,11:50,3,1,PHI 49,0,0,Sam Bradford pass incomplete deep left intended for Jordan Matthews,1.550,1.550
1,11:47,3,1,PHI 49,0,0,Timeout #1 by Philadelphia Eagles,1.550,-0.130
1,11:47,4,1,PHI 49,0,0,"Donnie Jones punts 38 yards, fair catch by Cole Beasley",-0.130,0.320
1,11:40,1,10,DAL 13,0,0,Joseph Randle left end for 5 yards (tackle by Cedric Thornton),-0.320,-0.140
1,11:02,2,5,DAL 18,0,0,Joseph Randle right tackle for 3 yards (tackle by Bennie Logan),-0.140,-0.470
1,10:18,3,2,DAL 21,0,0,Tony Romo pass complete short right to Cole Beasley for 1 yard (tackle by Byron Maxwell),-0.470,-1.900
1,9:38,4,1,DAL 22,0,0,"Chris Jones punts 60 yards, out of bounds",-1.900,-0.040
1,9:28,1,10,PHI 18,0,0,DeMarco Murray middle for 3 yards (tackle by Anthony Hitchens and Jeremy Mincey),0.040,0.010
1,9:08,2,7,PHI 21,0,0,"Sam Bradford pass incomplete short left intended for Josh Huff. Penalty on Morris Claiborne: Defensive Pass Interference, 11 yards (no play)",0.010,1.070
1,9:03,1,10,PHI 32,0,0,Darren Sproles left end for -4 yards (tackle by Sean Lee),1.070,-0.010
1,8:32,2,14,PHI 28,0,0,Sam Bradford pass complete short left to DeMarco Murray for 7 yards (tackle by Sean Lee),-0.010,0.230
1,7:56,3,7,PHI 35,0,0,Sam Bradford pass incomplete short right intended for Jordan Matthews,0.230,-1.040
1,7:51,4,7,PHI 35,0,0,"Donnie Jones punts 45 yards, fair catch by Cole Beasley",-1.040,-0.280
1,7:43,1,10,DAL 20,0,0,Tony Romo pass complete short middle to Terrance Williams for 15 yards (tackle by Mychal Kendricks),0.280,1.270
1,7:05,1,10,DAL 35,0,0,Joseph Randle middle for 4 yards (tackle by Cedric Thornton),1.270,1.260
1,6:31,2,6,DAL 39,0,0,Tony Romo pass complete short right to Joseph Randle for 14 yards (tackle by Mychal Kendricks),1.260,2.460
1,5:54,1,10,PHI 47,0,0,Joseph Randle right end for 6 yards (tackle by Brandon Graham),2.460,2.720
1,5:08,2,4,PHI 41,0,0,Joseph Randle right end for 5 yards (tackle by Mychal Kendricks),2.720,3.180
1,4:32,1,10,PHI 36,0,0,Tony Romo pass complete deep right to Terrance Williams for 19 yards (tackle by Byron Maxwell),3.180,4.440
1,3:50,1,10,PHI 17,0,0,Joseph Randle right tackle for 3 yards (tackle by Brandon Graham),4.440,4.320
1,3:07,2,7,PHI 14,0,0,Tony Romo pass complete short left to Gavin Escobar for 13 yards (tackle by DeMeco Ryans),4.320,6.970
,,,,,,,"DAL challenged the runner was down by contact ruling, and the play was upheld.",,
1,2:33,1,1,PHI 1,0,0,Joseph Randle left tackle for no gain (tackle by DeMeco Ryans and Beau Allen),6.970,5.910
1,1:50,2,1,PHI 1,0,0,Tony Romo pass incomplete short left intended for Gavin Escobar,5.910,5.170
1,1:47,3,1,PHI 1,0,0,Tony Romo pass incomplete short right intended for Jason Witten (defended by DeMeco Ryans),5.170,3.550
1,1:42,4,1,PHI 1,3,0,Dan Bailey 20 yard field goal good,3.550,3.000
1,1:42,,,DAL 35,3,0,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
1,1:39,1,10,PHI 20,3,0,DeMarco Murray right guard for 2 yards (tackle by Sean Lee and Anthony Hitchens),0.280,0.000
1,1:18,2,8,PHI 22,3,0,DeMarco Murray right tackle for -2 yards (tackle by Barry Church),0.000,-0.960
1,0:37,3,10,PHI 20,3,0,Sam Bradford pass incomplete deep left intended for Miles Austin (defended by Tyler Patmon),-0.960,-2.030
1,0:31,4,10,PHI 20,3,0,"Donnie Jones punts 57 yards, returned by Cole Beasley for 1 yard (tackle by Trey Burton). Penalty on Brandon Carr: Offensive Holding, 10 yards",-2.030,0.280
1,0:19,1,10,DAL 14,3,0,Darren McFadden right guard for -1 yards (tackle by Malcolm Jenkins),-0.280,-0.850
Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,DAL 13,3,0,Tony Romo pass complete short left to Devin Street for 18 yards (tackle by Nolan Carroll),-0.850,1.000
2,14:17,1,10,DAL 31,3,0,Darren McFadden middle for no gain (tackle by Fletcher Cox and Taylor Hart),1.000,0.460
2,13:33,2,10,DAL 31,3,0,Tony Romo pass complete short middle to Darren McFadden for 14 yards (tackle by Mychal Kendricks),0.460,1.930
2,12:49,1,10,DAL 45,3,0,Tony Romo pass complete short right to Geoff Swaim for no gain,1.930,1.380
2,12:04,2,10,DAL 45,3,0,Tony Romo sacked by Cedric Thornton for -6 yards,1.380,-0.100
2,11:26,3,16,DAL 39,3,0,"Penalty on Tony Romo: Delay of Game, 5 yards (no play)",-0.100,-0.760
2,11:00,3,21,DAL 34,3,0,Tony Romo pass complete short right to Darren McFadden for 7 yards (tackle by Mychal Kendricks),-0.760,-0.650
2,10:30,4,14,DAL 41,3,0,"Chris Jones punts 44 yards, fair catch by Darren Sproles",-0.650,0.220
2,10:23,1,10,PHI 15,3,0,Sam Bradford pass complete short left to Darren Sproles for 2 yards (tackle by Sean Lee and Morris Claiborne),-0.220,-0.440
2,9:55,2,8,PHI 17,3,0,Ryan Mathews middle for no gain (tackle by Barry Church),-0.440,-1.120
2,9:26,3,8,PHI 17,3,0,Sam Bradford pass incomplete short right intended for Zach Ertz,-1.120,-2.320
2,9:22,4,8,PHI 17,3,0,Donnie Jones punts 55 yards,-2.320,-0.810
2,9:10,1,10,DAL 28,3,0,"Penalty on Mackenzy Bernadeau: False Start, 5 yards (no play)",0.810,0.480
2,9:10,1,15,DAL 23,3,0,Joseph Randle left end for 3 yards (tackle by Walter Thurmond),0.480,-0.010
2,8:24,2,12,DAL 26,3,0,Tony Romo pass incomplete deep right intended for Terrance Williams,-0.010,-0.690
