Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Darnay Holmes,NYG,0,9,8,88.9%,61,7.6,6.8,0,94.9,1.4,14,47,1,0,0,0.0,0,5,1,16.7%
Jabrill Peppers,NYG,1,10,7,70.0%,89,12.7,8.9,0,57.9,3.1,18,71,3,1,0,0.0,1,6,1,14.3%
Isaac Yiadom,NYG,0,6,5,83.3%,148,29.6,24.7,1,158.3,9.8,49,99,2,0,0,0.5,1,6,1,14.3%
Blake Martinez,NYG,1,7,4,57.1%,32,8.0,4.6,0,29.2,2.6,10,22,3,0,0,0.0,0,10,2,16.7%
Logan Ryan,NYG,1,5,3,60.0%,24,8.0,4.8,0,32.5,3.0,8,16,3,0,0,0.0,0,6,1,14.3%
Kyler Fackrell,NYG,0,1,1,100.0%,21,21.0,21.0,0,118.7,0.0,0,21,4,1,1,0.0,2,3,0,0.0%
Devante Downs,NYG,0,1,1,100.0%,12,12.0,12.0,0,116.7,11.0,11,1,0,0,0,0.0,0,4,0,0.0%
Leonard Williams,NYG,0,0,0,,,,,,,,,,0,1,1,1.0,3,3,1,25.0%
Dalvin Tomlinson,NYG,0,0,0,,,,,,,,,,0,0,0,0.5,1,1,1,50.0%
Dexter Lawrence,NYG,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
B.J. Hill,NYG,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
Julian Love,NYG,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
Cam Brown,NYG,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Kendall Fuller,WAS,0,6,5,83.3%,33,6.6,5.5,0,89.6,5.8,31,2,0,0,0,0.0,0,6,0,0.0%
Ronald Darby,WAS,0,5,4,80.0%,20,5.0,4.0,0,83.3,4.6,18,2,0,0,0,0.0,0,7,0,0.0%
Kamren Curl,WAS,0,4,3,75.0%,74,24.7,18.5,1,156.2,16.5,48,26,4,0,1,1.0,2,11,3,21.4%
Jonathan Bostic,WAS,0,4,3,75.0%,19,6.3,4.8,0,84.4,3.0,8,11,8,0,0,0.0,0,7,1,12.5%
Kevin Pierre-Louis,WAS,0,3,2,66.7%,12,6.0,4.0,0,74.3,3.0,6,6,3,1,1,0.0,2,2,3,60.0%
Deshazor Everett,WAS,0,2,2,100.0%,16,8.0,8.0,0,100.0,2.5,5,11,1,0,0,0.0,0,7,2,22.2%
Jimmy Moreland,WAS,0,4,2,50.0%,10,5.0,2.5,0,56.2,1.8,2,8,2,0,0,0.0,0,3,1,25.0%
Jonathan Allen,WAS,0,0,0,,,,,,,,,,0,2,0,0.5,3,4,1,20.0%
Chase Young,WAS,0,0,0,,,,,,,,,,0,0,1,1.0,2,1,1,50.0%
Ryan Kerrigan,WAS,0,0,0,,,,,,,,,,0,0,0,0.5,1,1,0,0.0%
Montez Sweat,WAS,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,1,50.0%
Tim Settle,WAS,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%
Cole Holcomb,WAS,0,3,0,0.0%,,,0.0,,39.6,0.0,,,4,0,0,0.0,0,7,5,41.7%
Ryan Anderson,WAS,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
