Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Washington won the coin toss and deferred, Giants to receive the opening kickoff.",,
1,15:00,,,WAS 35,0,0,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,NYG 25,0,0,Daniel Jones pass complete short left to Darius Slayton for 6 yards (tackle by Kendall Fuller),0.610,0.870
1,14:36,2,4,NYG 31,0,0,Wayne Gallman right guard for 7 yards (tackle by Cole Holcomb),0.870,1.470
1,13:58,1,10,NYG 38,0,0,Sterling Shepard right end for 18 yards (tackle by Kamren Curl),1.470,2.650
1,13:17,1,10,WAS 44,0,0,Daniel Jones pass complete short middle to Evan Engram for 6 yards (tackle by Ronald Darby),2.650,2.920
1,12:44,2,4,WAS 38,0,0,Daniel Jones pass incomplete short right intended for Evan Engram,2.920,2.210
1,12:38,3,4,WAS 38,0,0,Daniel Jones pass complete short middle to Sterling Shepard for 3 yards (tackle by Jimmy Moreland),2.210,1.000
1,12:16,4,1,WAS 35,0,0,Dion Lewis left guard for no gain (tackle by Daron Payne),1.000,-1.270
1,12:08,1,10,WAS 35,0,0,"Kyle Allen pass complete short middle to Antonio Gibson for 21 yards (tackle by Logan Ryan and Blake Martinez). Antonio Gibson fumbles (forced by Logan Ryan), recovered by Jabrill Peppers at NYG-19",1.270,-0.150
1,11:49,1,10,NYG 19,0,0,Daniel Jones pass complete deep right to Austin Mack for 50 yards (tackle by Kamren Curl and Ronald Darby),0.150,3.510
1,11:08,1,10,WAS 31,0,0,"Daniel Jones right end for 5 yards (tackle by Deshazor Everett). Daniel Jones fumbles, ball out of bounds at WAS-26 (forced by Deshazor Everett)",3.510,3.640
1,10:36,2,5,WAS 26,0,0,Wayne Gallman right guard for 6 yards (tackle by Kamren Curl and Jonathan Bostic),3.640,4.240
1,9:57,1,10,WAS 20,0,0,Daniel Jones pass incomplete short left intended for Wayne Gallman,4.240,3.690
1,9:48,2,10,WAS 20,0,0,Daniel Jones pass incomplete short middle intended for Sterling Shepard,3.690,3.010
1,9:44,3,10,WAS 20,0,0,Daniel Jones pass incomplete deep right,3.010,2.120
1,9:40,4,10,WAS 20,3,0,Graham Gano 38 yard field goal good,2.120,3.000
1,9:35,,,NYG 35,3,0,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
1,9:35,1,10,WAS 25,3,0,Kyle Allen pass incomplete short middle intended for Logan Thomas (defended by Dalvin Tomlinson),0.610,0.060
1,9:32,2,10,WAS 25,3,0,Antonio Gibson left tackle for 2 yards (tackle by Kyler Fackrell),0.060,-0.360
1,8:52,3,8,WAS 27,3,0,Kyle Allen pass incomplete short right intended for Logan Thomas (defended by Jabrill Peppers),-0.360,-1.570
1,8:44,4,8,WAS 27,3,0,"Tress Way punts 54 yards, returned by C.J. Board for 6 yards (tackle by Khaleke Hudson)",-1.570,-0.610
1,8:32,1,10,NYG 25,3,0,Alfred Morris right end for 4 yards (tackle by Kamren Curl),0.610,0.600
1,8:02,2,6,NYG 29,3,0,Daniel Jones pass complete short left to Alfred Morris for 4 yards (tackle by Deshazor Everett),0.600,0.430
1,7:23,3,2,NYG 33,3,0,Daniel Jones pass complete short right to Sterling Shepard for 2 yards (tackle by Jimmy Moreland),0.430,1.270
1,6:43,1,10,NYG 35,3,0,Daniel Jones sacked by and Ryan Kerrigan for -6 yards and Jonathan Allen for -6 yards,1.270,-0.090
1,6:04,2,16,NYG 29,3,0,Daniel Jones pass incomplete short right intended for Evan Engram,-0.090,-0.760
1,6:00,3,16,NYG 29,3,0,Daniel Jones pass complete short left to Evan Engram for 7 yards (tackle by Jonathan Bostic and Kamren Curl),-0.760,-0.980
1,5:26,4,9,NYG 36,3,0,"Riley Dixon punts 49 yards, muffed catch by Isaiah Wright, recovered by Isaiah Wright at WAS-15, returned by Isaiah Wright for no gain (tackle by Cam Brown). Isaiah Wright fumbles (forced by Cam Brown), recovered by Madre Harper at WAS-16",-0.980,4.510
1,5:13,1,10,WAS 16,3,0,Daniel Jones pass incomplete short left intended for Elijhaa Penny,4.510,3.900
1,5:10,2,10,WAS 16,3,0,Wayne Gallman left guard for 6 yards (tackle by Jonathan Allen),3.900,4.170
1,4:26,3,4,WAS 10,3,0,Daniel Jones pass complete short right to Austin Mack for 8 yards (tackle by Jonathan Bostic),4.170,6.740
1,4:18,1,2,WAS 2,9,0,"Wayne Gallman up the middle for 2 yards, touchdown",6.740,7.000
1,4:15,,,WAS 15,10,0,Graham Gano kicks extra point good,0.000,0.000
1,4:15,,,NYG 35,10,0,"Graham Gano kicks off 60 yards, returned by Danny Johnson for 21 yards (tackle by Elijhaa Penny)",0.000,0.670
1,4:10,1,10,WAS 26,10,0,Kyle Allen pass complete short right to J.D. McKissic for 7 yards (tackle by Blake Martinez),0.670,1.070
1,3:46,2,3,WAS 33,10,0,J.D. McKissic left end for 2 yards (tackle by Blake Martinez),1.070,0.630
1,3:05,3,1,WAS 35,10,0,Kyle Allen pass complete short right to Terry McLaurin for 11 yards (tackle by Logan Ryan),0.630,1.990
1,2:23,1,10,WAS 46,10,0,Kyle Allen pass complete short left to Antonio Gibson for 11 yards (tackle by Isaac Yiadom),1.990,2.720
1,1:50,1,10,NYG 43,10,0,Kyle Allen pass complete short left to Terry McLaurin for 12 yards (tackle by Devante Downs),2.720,3.510
1,1:08,1,10,NYG 31,10,0,"Kyle Allen sacked by Jabrill Peppers for no gain. Penalty on Jabrill Peppers: Unnecessary Roughness, 15 yards (no play)",3.510,4.510
1,0:50,1,10,NYG 16,10,0,Alex Smith pass complete short left to Terry McLaurin for 6 yards (tackle by Logan Ryan),4.510,4.970
1,0:44,2,4,NYG 10,10,0,"Penalty on Brandon Scherff: False Start, 5 yards (no play)",4.970,4.050
1,0:17,2,9,NYG 15,10,0,"Antonio Gibson left end for 4 yards (tackle by Devante Downs and Jabrill Peppers). Penalty on Logan Thomas: Offensive Holding, 10 yards (no play)",4.050,2.740
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,19,NYG 25,10,0,J.D. McKissic left tackle for 5 yards (tackle by Jabaal Sheard and Kyler Fackrell),2.740,2.740
