Quarter,Time,Down,ToGo,Location,NYJ,BUF,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jets won the coin toss and deferred, Bills to receive the opening kickoff.",,
1,15:00,,,NYJ 35,0,0,"Greg Zuerlein kicks off 63 yards, returned by Nyheim Hines for 21 yards (tackle by Tony Adams)",0.000,0.480
1,14:55,1,10,BUF 23,0,0,Josh Allen pass complete short left to Dawson Knox for 6 yards (tackle by Michael Carter),0.480,0.740
1,14:23,2,4,BUF 29,0,0,Devin Singletary up the middle for 2 yards (tackle by Sheldon Rankins and D.J. Reed),0.740,0.300
1,13:41,3,2,BUF 31,0,0,Josh Allen pass incomplete short middle intended for Stefon Diggs,0.300,-1.310
1,13:39,4,2,BUF 31,0,0,Sam Martin punts 67 yards,-1.310,0.380
1,13:29,1,10,NYJ 2,0,0,Zonovan Knight up the middle for 2 yards (tackle by Ed Oliver and Tremaine Edmunds),-0.380,-0.630
1,12:46,2,8,NYJ 4,0,0,Mike White pass incomplete short middle intended for Tyler Conklin,-0.630,-1.190
1,12:42,3,8,NYJ 4,0,0,Mike White pass complete short right to Garrett Wilson for 10 yards (tackle by Tre'Davious White),-1.190,-0.280
1,12:04,1,10,NYJ 14,0,0,Zonovan Knight left guard for 10 yards (tackle by Jordan Poyer),-0.280,0.540
1,11:17,1,10,NYJ 24,0,0,"Penalty on Corey Davis: False Start, 5 yards (accepted) (no play)",0.540,0.130
1,10:56,1,15,NYJ 19,0,0,Zonovan Knight up the middle for -2 yards (tackle by DaQuan Jones and Matt Milano),0.130,-1.080
1,10:11,2,17,NYJ 17,0,0,Mike White pass complete short right to Michael Carter for 3 yards (tackle by Taron Johnson),-1.080,-1.220
1,9:28,3,14,NYJ 20,0,0,Mike White pass complete short right to Tyler Conklin for 7 yards (tackle by Matt Milano and Dane Jackson),-1.220,-1.570
1,8:42,4,7,NYJ 27,0,0,Braden Mann punts 40 yards downed by Justin Hardee,-1.570,-1.140
1,8:27,1,10,BUF 33,0,0,Isaiah McKenzie left end for 7 yards (tackle by Sauce Gardner),1.140,1.540
1,7:50,2,3,BUF 40,0,0,Devin Singletary left guard for 11 yards (tackle by C.J. Mosley),1.540,2.320
1,7:10,1,10,NYJ 49,0,0,Josh Allen pass incomplete deep right intended for John Brown (defended by Sauce Gardner),2.320,1.780
1,7:01,2,10,NYJ 49,0,0,Josh Allen pass incomplete short left intended for Khalil Shakir,1.780,1.090
1,6:56,3,10,NYJ 49,0,0,Josh Allen sacked by Quinnen Williams for -2 yards,1.090,-0.130
1,6:15,4,12,BUF 49,0,0,"Sam Martin punts 51 yards, touchback.",-0.130,-0.280
1,6:03,1,10,NYJ 20,0,0,"Penalty on Nate Herbig: False Start, 5 yards (accepted) (no play)",0.280,-0.310
1,6:03,1,15,NYJ 15,0,0,Mike White pass incomplete short right intended for Elijah Moore,-0.310,-1.070
1,5:59,2,15,NYJ 15,0,0,Mike White pass complete short right to Elijah Moore for 5 yards (tackle by Taron Johnson),-1.070,-0.960
1,5:22,3,10,NYJ 20,0,0,Mike White pass complete short right to Corey Davis for 15 yards (tackle by Dane Jackson),-0.960,1.270
1,4:50,1,10,NYJ 35,0,0,Zonovan Knight right tackle for 6 yards (tackle by Tremaine Edmunds),1.270,1.530
1,4:19,2,4,NYJ 41,0,0,Zonovan Knight right guard for no gain (tackle by Boogie Basham and Matt Milano),1.530,0.830
1,3:38,3,4,NYJ 41,0,0,Mike White pass incomplete short left intended for C.J. Uzomah,0.830,-0.650
1,3:31,4,4,NYJ 41,0,0,Braden Mann punts 41 yards downed by Justin Hardee,-0.650,-0.040
1,3:19,1,10,BUF 18,0,0,"Josh Allen pass incomplete short right intended for Dawson Knox. Penalty on Mitch Morse: Ineligible Downfield Pass, 5 yards (accepted) . Penalty on Josh Allen: Ineligible Downfield Pass, 5 yards (accepted) . Penalty on Mitch Morse: Ineligible Downfield Pass, 5 yards (accepted) . Penalty on Josh Allen: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.040,-0.450
1,3:16,1,15,BUF 13,0,0,"Penalty on Dion Dawkins: False Start, 5 yards (accepted) (no play)",-0.450,-0.760
1,3:16,1,20,BUF 8,0,0,Josh Allen pass incomplete short left intended for Gabriel Davis,-0.760,-1.510
1,2:53,2,20,BUF 8,0,0,"Josh Allen up the middle for 4 yards (tackle by Quinnen Williams). Penalty on Rodger Saffold: Offensive Holding, 10 yards (declined)",-1.510,-2.120
1,2:44,3,16,BUF 12,0,0,Josh Allen pass incomplete short left intended for Isaiah McKenzie,-2.120,-2.490
1,2:36,4,16,BUF 12,0,0,"Sam Martin punts 46 yards, returned by Braxton Berrios for 10 yards (tackle by Jaquan Johnson)",-2.490,-2.390
1,2:26,1,10,BUF 48,0,0,Mike White sacked by Gregory Rousseau for -9 yards,2.390,0.630
1,1:48,2,19,NYJ 43,0,0,Mike White pass incomplete short right intended for Michael Carter (defended by Gregory Rousseau),0.630,-0.030
