Quarter,Time,Tm,Detail,CHI,MIN
1.0,10:41,Bears,Robbie Gould 29 yard field goal,3,0
2.0,10:07,Vikings,Ryan Longwell 42 yard field goal,3,3
,6:57,Bears,Robbie Gould 47 yard field goal,6,3
,0:30,Bears,Jason McKie 1 yard rush (Robbie Gould kick),13,3
,0:00,Vikings,Ryan Longwell 48 yard field goal,13,6
3.0,10:29,Vikings,Adrian Peterson 1 yard rush (Ryan Longwell kick failed),13,12
4.0,10:56,Vikings,Adrian Peterson 8 yard rush (Brooks Bollinger run),13,20
